;Distance,Distance based,Add Charge,BART Fare,2000 Fare
74200,3.39,72.8,76.19,12.2
74300,3.39,72.9,76.29,12.2
74400,3.39,73,76.39,12.2
74500,3.39,73.1,76.49,12.2
74600,3.39,73.2,76.59,12.2
74700,3.39,73.3,76.69,12.2
74800,3.39,73.4,76.79,12.2
74900,3.39,73.5,76.89,12.2
75000,3.39,73.6,76.99,12.2
75100,3.39,73.7,77.09,12.2
75200,3.39,73.8,77.19,12.2
75300,3.39,73.9,77.29,12.2
75400,3.39,74,77.39,12.2
75500,3.39,74.1,77.49,12.2
75600,3.39,74.2,77.59,12.2
75700,3.39,74.3,77.69,12.2
75800,3.39,74.4,77.79,12.2
75900,3.39,74.5,77.89,12.2
76000,3.39,74.6,77.99,12.2
76100,3.39,74.7,78.09,12.2
76200,3.39,74.8,78.19,12.2
76300,3.39,74.9,78.29,12.2
76400,3.39,75,78.39,12.2
76500,3.39,75.1,78.49,12.2
76600,3.39,75.2,78.59,12.2
76700,3.39,75.3,78.69,12.2
76800,3.39,75.4,78.79,12.2
76900,3.39,75.5,78.89,12.2
77000,3.39,75.6,78.99,12.2
77100,3.39,75.7,79.09,12.2
77200,3.39,75.8,79.19,12.2
77300,3.39,75.9,79.29,12.2
77400,3.39,76,79.39,12.2
77500,3.39,76.1,79.49,12.2
77600,3.39,76.2,79.59,12.2
77700,3.39,76.3,79.69,12.2
77800,3.39,76.4,79.79,12.2
77900,3.39,76.5,79.89,12.2
78000,3.39,76.6,79.99,12.2
78100,3.39,76.7,80.09,12.2
78200,3.39,76.8,80.19,12.2
78300,3.39,76.9,80.29,12.2
78400,3.39,77,80.39,12.2
78500,3.39,77.1,80.49,12.2
78600,3.39,77.2,80.59,12.2
78700,3.39,77.3,80.69,12.2
78800,3.39,77.4,80.79,12.2
78900,3.39,77.5,80.89,12.2
79000,3.39,77.6,80.99,12.2
79100,3.39,77.7,81.09,12.2
79200,3.39,77.8,81.19,12.2
79300,3.39,77.9,81.29,12.2
79400,3.39,78,81.39,12.2
79500,3.39,78.1,81.49,12.2
79600,3.39,78.2,81.59,12.2
79700,3.39,78.3,81.69,12.2
79800,3.39,78.4,81.79,12.2
79900,3.39,78.5,81.89,12.2
80000,3.39,78.6,81.99,12.2
80100,3.39,78.7,82.09,12.2
80200,3.39,78.8,82.19,12.2
80300,3.39,78.9,82.29,12.2
80400,3.39,79,82.39,12.2
80500,3.39,79.1,82.49,12.2
80600,3.39,79.2,82.59,12.2
80700,3.39,79.3,82.69,12.2
80800,3.39,79.4,82.79,12.2
80900,3.39,79.5,82.89,12.2
81000,3.39,79.6,82.99,12.2
81100,3.39,79.7,83.09,12.2
81200,3.39,79.8,83.19,12.2
81300,3.39,79.9,83.29,12.2
81400,3.39,80,83.39,12.2
81500,3.39,80.1,83.49,12.2
81600,3.39,80.2,83.59,12.2
81700,3.39,80.3,83.69,12.2
81800,3.39,80.4,83.79,12.2
81900,3.39,80.5,83.89,12.2
82000,3.39,80.6,83.99,12.2
82100,3.39,80.7,84.09,12.2
82200,3.39,80.8,84.19,12.2
82300,3.39,80.9,84.29,12.2
82400,3.39,81,84.39,12.2
82500,3.39,81.1,84.49,12.2
82600,3.39,81.2,84.59,12.2
82700,3.39,81.3,84.69,12.2
82800,3.39,81.4,84.79,12.2
82900,3.39,81.5,84.89,12.2
83000,3.39,81.6,84.99,12.2
83100,3.39,81.7,85.09,12.2
83200,3.39,81.8,85.19,12.2
83300,3.39,81.9,85.29,12.2
83400,3.39,82,85.39,12.2
83500,3.39,82.1,85.49,12.2
83600,3.39,82.2,85.59,12.2
83700,3.39,82.3,85.69,12.2
83800,3.39,82.4,85.79,12.2
83900,3.39,82.5,85.89,12.2
84000,3.39,82.6,85.99,12.2
84100,3.39,82.7,86.09,12.2
84200,3.39,82.8,86.19,12.2
84300,3.39,82.9,86.29,12.2
84400,3.39,83,86.39,12.2
84500,3.39,83.1,86.49,12.2
84600,3.39,83.2,86.59,12.2
84700,3.39,83.3,86.69,12.2
84800,3.39,83.4,86.79,12.2
84900,3.39,83.5,86.89,12.2
85000,3.39,83.6,86.99,12.2
85100,3.39,83.7,87.09,12.2
85200,3.39,83.8,87.19,12.2
85300,3.39,83.9,87.29,12.2
85400,3.39,84,87.39,12.2
85500,3.39,84.1,87.49,12.2
85600,3.39,84.2,87.59,12.2
85700,3.39,84.3,87.69,12.2
85800,3.39,84.4,87.79,12.2
85900,3.39,84.5,87.89,12.2
86000,3.39,84.6,87.99,12.2
86100,3.39,84.7,88.09,12.2
86200,3.39,84.8,88.19,12.2
86300,3.39,84.9,88.29,12.2
86400,3.39,85,88.39,12.2
86500,3.39,85.1,88.49,12.2
86600,3.39,85.2,88.59,12.2
86700,3.39,85.3,88.69,12.2
86800,3.39,85.4,88.79,12.2
86900,3.39,85.5,88.89,12.2
87000,3.39,85.6,88.99,12.2
87100,3.39,85.7,89.09,12.2
87200,3.39,85.8,89.19,12.2
87300,3.39,85.9,89.29,12.2
87400,3.39,86,89.39,12.2
87500,3.39,86.1,89.49,12.2
87600,3.39,86.2,89.59,12.2
87700,3.39,86.3,89.69,12.2
87800,3.39,86.4,89.79,12.2
87900,3.39,86.5,89.89,12.2
88000,3.39,86.6,89.99,12.2
88100,3.39,86.7,90.09,12.2
88200,3.39,86.8,90.19,12.2
88300,3.39,86.9,90.29,12.2
88400,3.39,87,90.39,12.2
88500,3.39,87.1,90.49,12.2
88600,3.39,87.2,90.59,12.2
88700,3.39,87.3,90.69,12.2
88800,3.39,87.4,90.79,12.2
88900,3.39,87.5,90.89,12.2
89000,3.39,87.6,90.99,12.2
89100,3.39,87.7,91.09,12.2
89200,3.39,87.8,91.19,12.2
89300,3.39,87.9,91.29,12.2
89400,3.39,88,91.39,12.2
89500,3.39,88.1,91.49,12.2
89600,3.39,88.2,91.59,12.2
89700,3.39,88.3,91.69,12.2
89800,3.39,88.4,91.79,12.2
89900,3.39,88.5,91.89,12.2
90000,3.39,88.6,91.99,12.2
90100,3.39,88.7,92.09,12.2
90200,3.39,88.8,92.19,12.2
90300,3.39,88.9,92.29,12.2
90400,3.39,89,92.39,12.2
90500,3.39,89.1,92.49,12.2
90600,3.39,89.2,92.59,12.2
90700,3.39,89.3,92.69,12.2
90800,3.39,89.4,92.79,12.2
90900,3.39,89.5,92.89,12.2
91000,3.39,89.6,92.99,12.2
91100,3.39,89.7,93.09,12.2
91200,3.39,89.8,93.19,12.2
91300,3.39,89.9,93.29,12.2
91400,3.39,90,93.39,12.2
91500,3.39,90.1,93.49,12.2
91600,3.39,90.2,93.59,12.2
91700,3.39,90.3,93.69,12.2
91800,3.39,90.4,93.79,12.2
91900,3.39,90.5,93.89,12.2
92000,3.39,90.6,93.99,12.2
92100,3.39,90.7,94.09,12.2
92200,3.39,90.8,94.19,12.2
92300,3.39,90.9,94.29,12.2
92400,3.39,91,94.39,12.2
92500,3.39,91.1,94.49,12.2
92600,3.39,91.2,94.59,12.2
92700,3.39,91.3,94.69,12.2
92800,3.39,91.4,94.79,12.2
92900,3.39,91.5,94.89,12.2
93000,3.39,91.6,94.99,12.2
93100,3.39,91.7,95.09,12.2
93200,3.39,91.8,95.19,12.2
93300,3.39,91.9,95.29,12.2
93400,3.39,92,95.39,12.2
93500,3.39,92.1,95.49,12.2
93600,3.39,92.2,95.59,12.2
93700,3.39,92.3,95.69,12.2
93800,3.39,92.4,95.79,12.2
93900,3.39,92.5,95.89,12.2
94000,3.39,92.6,95.99,12.2
94100,3.39,92.7,96.09,12.2
94200,3.39,92.8,96.19,12.2
94300,3.39,92.9,96.29,12.2
94400,3.39,93,96.39,12.2
94500,3.39,93.1,96.49,12.2
94600,3.39,93.2,96.59,12.2
94700,3.39,93.3,96.69,12.2
94800,3.39,93.4,96.79,12.2
94900,3.39,93.5,96.89,12.2
95000,3.39,93.6,96.99,12.2
95100,3.39,93.7,97.09,12.2
95200,3.39,93.8,97.19,12.2
95300,3.39,93.9,97.29,12.2
95400,3.39,94,97.39,12.2
95500,3.39,94.1,97.49,12.2
95600,3.39,94.2,97.59,12.2
95700,3.39,94.3,97.69,12.2
95800,3.39,94.4,97.79,12.2
95900,3.39,94.5,97.89,12.2
96000,3.39,94.6,97.99,12.2
96100,3.39,94.7,98.09,12.2
96200,3.39,94.8,98.19,12.2
96300,3.39,94.9,98.29,12.2
96400,3.39,95,98.39,12.2
96500,3.39,95.1,98.49,12.2
96600,3.39,95.2,98.59,12.2
96700,3.39,95.3,98.69,12.2
96800,3.39,95.4,98.79,12.2
96900,3.39,95.5,98.89,12.2
97000,3.39,95.6,98.99,12.2
97100,3.39,95.7,99.09,12.2
97200,3.39,95.8,99.19,12.2
97300,3.39,95.9,99.29,12.2
97400,3.39,96,99.39,12.2
97500,3.39,96.1,99.49,12.2
97600,3.39,96.2,99.59,12.2
97700,3.39,96.3,99.69,12.2
97800,3.39,96.4,99.79,12.2
97900,3.39,96.5,99.89,12.2
98000,3.39,96.6,99.99,12.2
98100,3.39,96.7,100.09,12.2
98200,3.39,96.8,100.19,12.2
98300,3.39,96.9,100.29,12.2
98400,3.39,97,100.39,12.2
98500,3.39,97.1,100.49,12.2
98600,3.39,97.2,100.59,12.2
98700,3.39,97.3,100.69,12.2
98800,3.39,97.4,100.79,12.2
98900,3.39,97.5,100.89,12.2
99000,3.39,97.6,100.99,12.2
99100,3.39,97.7,101.09,12.2
99200,3.39,97.8,101.19,12.2
99300,3.39,97.9,101.29,12.2
99400,3.39,98,101.39,12.2
99500,3.39,98.1,101.49,12.2
99600,3.39,98.2,101.59,12.2
99700,3.39,98.3,101.69,12.2
99800,3.39,98.4,101.79,12.2
99900,3.39,98.5,101.89,12.2
