;Distance,Distance based,Add Charge,BART Fare,2000 Fare
26800,3.39,25.4,28.79,8.09
26900,3.39,25.5,28.89,8.09
27000,3.39,25.6,28.99,8.09
27100,3.39,25.7,29.09,8.09
27200,3.39,25.8,29.19,8.09
27300,3.39,25.9,29.29,8.09
27400,3.39,26,29.39,8.09
27500,3.39,26.1,29.49,8.09
27600,3.39,26.2,29.59,8.09
27700,3.39,26.3,29.69,8.09
27800,3.39,26.4,29.79,8.09
27900,3.39,26.5,29.89,8.09
28000,3.39,26.6,29.99,8.09
28100,3.39,26.7,30.09,8.09
28200,3.39,26.8,30.19,8.09
28300,3.39,26.9,30.29,8.09
28400,3.39,27,30.39,8.09
28500,3.39,27.1,30.49,8.09
28600,3.39,27.2,30.59,8.09
28700,3.39,27.3,30.69,8.09
28800,3.39,27.4,30.79,8.09
28900,3.39,27.5,30.89,8.09
29000,3.39,27.6,30.99,8.09
29100,3.39,27.7,31.09,8.09
29200,3.39,27.8,31.19,8.09
29300,3.39,27.9,31.29,8.09
29400,3.39,28,31.39,8.09
29500,3.39,28.1,31.49,8.09
29600,3.39,28.2,31.59,8.09
29700,3.39,28.3,31.69,8.09
29800,3.39,28.4,31.79,8.09
29900,3.39,28.5,31.89,8.09
30000,3.39,28.6,31.99,8.09
30100,3.39,28.7,32.09,8.09
30200,3.39,28.8,32.19,8.09
30300,3.39,28.9,32.29,8.09
30400,3.39,29,32.39,8.09
30500,3.39,29.1,32.49,8.09
30600,3.39,29.2,32.59,8.09
30700,3.39,29.3,32.69,8.09
30800,3.39,29.4,32.79,8.09
30900,3.39,29.5,32.89,8.09
31000,3.39,29.6,32.99,8.09
31100,3.39,29.7,33.09,8.09
31200,3.39,29.8,33.19,8.09
31300,3.39,29.9,33.29,8.09
31400,3.39,30,33.39,8.09
31500,3.39,30.1,33.49,8.09
31600,3.39,30.2,33.59,8.09
31700,3.39,30.3,33.69,8.09
31800,3.39,30.4,33.79,8.09
31900,3.39,30.5,33.89,8.09
32000,3.39,30.6,33.99,8.09
32100,3.39,30.7,34.09,8.09
32200,3.39,30.8,34.19,8.09
32300,3.39,30.9,34.29,8.09
32400,3.39,31,34.39,8.09
32500,3.39,31.1,34.49,8.09
32600,3.39,31.2,34.59,8.09
32700,3.39,31.3,34.69,8.09
32800,3.39,31.4,34.79,8.09
32900,3.39,31.5,34.89,8.09
33000,3.39,31.6,34.99,8.09
33100,3.39,31.7,35.09,8.09
33200,3.39,31.8,35.19,8.09
33300,3.39,31.9,35.29,8.09
33400,3.39,32,35.39,8.09
33500,3.39,32.1,35.49,8.09
33600,3.39,32.2,35.59,8.09
33700,3.39,32.3,35.69,8.09
33800,3.39,32.4,35.79,8.09
33900,3.39,32.5,35.89,8.09
34000,3.39,32.6,35.99,8.09
34100,3.39,32.7,36.09,8.09
34200,3.39,32.8,36.19,8.09
34300,3.39,32.9,36.29,8.09
34400,3.39,33,36.39,8.09
34500,3.39,33.1,36.49,8.09
34600,3.39,33.2,36.59,8.09
34700,3.39,33.3,36.69,8.09
34800,3.39,33.4,36.79,8.09
34900,3.39,33.5,36.89,8.09
35000,3.39,33.6,36.99,8.09
35100,3.39,33.7,37.09,8.09
35200,3.39,33.8,37.19,8.09
35300,3.39,33.9,37.29,8.09
35400,3.39,34,37.39,8.09
35500,3.39,34.1,37.49,8.09
35600,3.39,34.2,37.59,8.09
35700,3.39,34.3,37.69,8.09
35800,3.39,34.4,37.79,8.09
35900,3.39,34.5,37.89,8.09
36000,3.39,34.6,37.99,8.09
36100,3.39,34.7,38.09,8.09
36200,3.39,34.8,38.19,8.09
36300,3.39,34.9,38.29,8.09
36400,3.39,35,38.39,8.09
36500,3.39,35.1,38.49,8.09
36600,3.39,35.2,38.59,8.09
36700,3.39,35.3,38.69,8.09
36800,3.39,35.4,38.79,8.09
36900,3.39,35.5,38.89,8.09
37000,3.39,35.6,38.99,8.09
37100,3.39,35.7,39.09,8.09
37200,3.39,35.8,39.19,8.09
37300,3.39,35.9,39.29,8.09
37400,3.39,36,39.39,8.09
37500,3.39,36.1,39.49,8.09
37600,3.39,36.2,39.59,8.09
37700,3.39,36.3,39.69,8.09
37800,3.39,36.4,39.79,8.09
37900,3.39,36.5,39.89,8.09
38000,3.39,36.6,39.99,8.09
38100,3.39,36.7,40.09,8.09
38200,3.39,36.8,40.19,8.09
38300,3.39,36.9,40.29,8.09
38400,3.39,37,40.39,8.09
38500,3.39,37.1,40.49,8.09
38600,3.39,37.2,40.59,8.09
38700,3.39,37.3,40.69,8.09
38800,3.39,37.4,40.79,8.09
38900,3.39,37.5,40.89,8.09
39000,3.39,37.6,40.99,8.09
39100,3.39,37.7,41.09,8.09
39200,3.39,37.8,41.19,8.09
39300,3.39,37.9,41.29,8.09
39400,3.39,38,41.39,8.09
39500,3.39,38.1,41.49,8.09
39600,3.39,38.2,41.59,8.09
39700,3.39,38.3,41.69,8.09
39800,3.39,38.4,41.79,8.09
39900,3.39,38.5,41.89,8.09
40000,3.39,38.6,41.99,8.09
40100,3.39,38.7,42.09,8.09
40200,3.39,38.8,42.19,8.09
40300,3.39,38.9,42.29,8.09
40400,3.39,39,42.39,8.09
40500,3.39,39.1,42.49,8.09
40600,3.39,39.2,42.59,8.09
40700,3.39,39.3,42.69,8.09
40800,3.39,39.4,42.79,8.09
40900,3.39,39.5,42.89,8.09
41000,3.39,39.6,42.99,8.09
41100,3.39,39.7,43.09,8.09
41200,3.39,39.8,43.19,8.09
41300,3.39,39.9,43.29,8.09
41400,3.39,40,43.39,8.09
41500,3.39,40.1,43.49,8.09
41600,3.39,40.2,43.59,8.09
41700,3.39,40.3,43.69,8.09
41800,3.39,40.4,43.79,8.09
41900,3.39,40.5,43.89,8.09
42000,3.39,40.6,43.99,8.09
42100,3.39,40.7,44.09,8.09
42200,3.39,40.8,44.19,8.09
42300,3.39,40.9,44.29,8.09
42400,3.39,41,44.39,8.09
42500,3.39,41.1,44.49,8.09
42600,3.39,41.2,44.59,8.09
42700,3.39,41.3,44.69,8.09
42800,3.39,41.4,44.79,8.09
42900,3.39,41.5,44.89,8.09
43000,3.39,41.6,44.99,8.09
43100,3.39,41.7,45.09,8.09
43200,3.39,41.8,45.19,8.09
43300,3.39,41.9,45.29,8.09
43400,3.39,42,45.39,8.09
43500,3.39,42.1,45.49,8.09
43600,3.39,42.2,45.59,8.09
43700,3.39,42.3,45.69,8.09
43800,3.39,42.4,45.79,8.09
43900,3.39,42.5,45.89,8.09
44000,3.39,42.6,45.99,8.09
44100,3.39,42.7,46.09,8.09
44200,3.39,42.8,46.19,8.09
44300,3.39,42.9,46.29,8.09
44400,3.39,43,46.39,8.09
44500,3.39,43.1,46.49,8.09
44600,3.39,43.2,46.59,8.09
44700,3.39,43.3,46.69,8.09
44800,3.39,43.4,46.79,8.09
44900,3.39,43.5,46.89,8.09
45000,3.39,43.6,46.99,8.09
45100,3.39,43.7,47.09,8.09
45200,3.39,43.8,47.19,8.09
45300,3.39,43.9,47.29,8.09
45400,3.39,44,47.39,8.09
45500,3.39,44.1,47.49,8.09
45600,3.39,44.2,47.59,8.09
45700,3.39,44.3,47.69,8.09
45800,3.39,44.4,47.79,8.09
45900,3.39,44.5,47.89,8.09
46000,3.39,44.6,47.99,8.09
46100,3.39,44.7,48.09,8.09
46200,3.39,44.8,48.19,8.09
46300,3.39,44.9,48.29,8.09
46400,3.39,45,48.39,8.09
46500,3.39,45.1,48.49,8.09
46600,3.39,45.2,48.59,8.09
46700,3.39,45.3,48.69,8.09
46800,3.39,45.4,48.79,8.09
46900,3.39,45.5,48.89,8.09
47000,3.39,45.6,48.99,8.09
47100,3.39,45.7,49.09,8.09
47200,3.39,45.8,49.19,8.09
47300,3.39,45.9,49.29,8.09
47400,3.39,46,49.39,8.09
47500,3.39,46.1,49.49,8.09
47600,3.39,46.2,49.59,8.09
47700,3.39,46.3,49.69,8.09
47800,3.39,46.4,49.79,8.09
47900,3.39,46.5,49.89,8.09
48000,3.39,46.6,49.99,8.09
48100,3.39,46.7,50.09,8.09
48200,3.39,46.8,50.19,8.09
48300,3.39,46.9,50.29,8.09
48400,3.39,47,50.39,8.09
48500,3.39,47.1,50.49,8.09
48600,3.39,47.2,50.59,8.09
48700,3.39,47.3,50.69,8.09
48800,3.39,47.4,50.79,8.09
48900,3.39,47.5,50.89,8.09
49000,3.39,47.6,50.99,8.09
49100,3.39,47.7,51.09,8.09
49200,3.39,47.8,51.19,8.09
49300,3.39,47.9,51.29,8.09
49400,3.39,48,51.39,8.09
49500,3.39,48.1,51.49,8.09
49600,3.39,48.2,51.59,8.09
49700,3.39,48.3,51.69,8.09
49800,3.39,48.4,51.79,8.09
49900,3.39,48.5,51.89,8.09
50000,3.39,48.6,51.99,8.09
50100,3.39,48.7,52.09,8.09
50200,3.39,48.8,52.19,8.09
50300,3.39,48.9,52.29,8.09
50400,3.39,49,52.39,8.09
50500,3.39,49.1,52.49,8.09
50600,3.39,49.2,52.59,8.09
50700,3.39,49.3,52.69,8.09
50800,3.39,49.4,52.79,8.09
50900,3.39,49.5,52.89,8.09
51000,3.39,49.6,52.99,8.09
51100,3.39,49.7,53.09,8.09
51200,3.39,49.8,53.19,8.09
51300,3.39,49.9,53.29,8.09
51400,3.39,50,53.39,8.09
51500,3.39,50.1,53.49,8.09
51600,3.39,50.2,53.59,8.09
51700,3.39,50.3,53.69,8.09
51800,3.39,50.4,53.79,8.09
51900,3.39,50.5,53.89,8.09
52000,3.39,50.6,53.99,8.09
52100,3.39,50.7,54.09,8.09
52200,3.39,50.8,54.19,8.09
52300,3.39,50.9,54.29,8.09
52400,3.39,51,54.39,8.09
52500,3.39,51.1,54.49,8.09
52600,3.39,51.2,54.59,8.09
52700,3.39,51.3,54.69,8.09
52800,3.39,51.4,54.79,8.09
52900,3.39,51.5,54.89,8.09
53000,3.39,51.6,54.99,8.09
53100,3.39,51.7,55.09,8.09
53200,3.39,51.8,55.19,8.09
53300,3.39,51.9,55.29,8.09
53400,3.39,52,55.39,8.09
53500,3.39,52.1,55.49,8.09
53600,3.39,52.2,55.59,8.09
53700,3.39,52.3,55.69,8.09
53800,3.39,52.4,55.79,8.09
53900,3.39,52.5,55.89,8.09
54000,3.39,52.6,55.99,8.09
54100,3.39,52.7,56.09,8.09
54200,3.39,52.8,56.19,8.09
54300,3.39,52.9,56.29,8.09
54400,3.39,53,56.39,8.09
54500,3.39,53.1,56.49,8.09
54600,3.39,53.2,56.59,8.09
54700,3.39,53.3,56.69,8.09
54800,3.39,53.4,56.79,8.09
54900,3.39,53.5,56.89,8.09
55000,3.39,53.6,56.99,8.09
55100,3.39,53.7,57.09,8.09
55200,3.39,53.8,57.19,8.09
55300,3.39,53.9,57.29,8.09
55400,3.39,54,57.39,8.09
55500,3.39,54.1,57.49,8.09
55600,3.39,54.2,57.59,8.09
55700,3.39,54.3,57.69,8.09
55800,3.39,54.4,57.79,8.09
55900,3.39,54.5,57.89,8.09
56000,3.39,54.6,57.99,8.09
56100,3.39,54.7,58.09,8.09
56200,3.39,54.8,58.19,8.09
56300,3.39,54.9,58.29,8.09
56400,3.39,55,58.39,8.09
56500,3.39,55.1,58.49,8.09
56600,3.39,55.2,58.59,8.09
56700,3.39,55.3,58.69,8.09
56800,3.39,55.4,58.79,8.09
56900,3.39,55.5,58.89,8.09
57000,3.39,55.6,58.99,8.09
57100,3.39,55.7,59.09,8.09
57200,3.39,55.8,59.19,8.09
57300,3.39,55.9,59.29,8.09
57400,3.39,56,59.39,8.09
57500,3.39,56.1,59.49,8.09
57600,3.39,56.2,59.59,8.09
57700,3.39,56.3,59.69,8.09
57800,3.39,56.4,59.79,8.09
57900,3.39,56.5,59.89,8.09
58000,3.39,56.6,59.99,8.09
58100,3.39,56.7,60.09,8.09
58200,3.39,56.8,60.19,8.09
58300,3.39,56.9,60.29,8.09
58400,3.39,57,60.39,8.09
58500,3.39,57.1,60.49,8.09
58600,3.39,57.2,60.59,8.09
58700,3.39,57.3,60.69,8.09
58800,3.39,57.4,60.79,8.09
58900,3.39,57.5,60.89,8.09
59000,3.39,57.6,60.99,8.09
59100,3.39,57.7,61.09,8.09
59200,3.39,57.8,61.19,8.09
59300,3.39,57.9,61.29,8.09
59400,3.39,58,61.39,8.09
59500,3.39,58.1,61.49,8.09
59600,3.39,58.2,61.59,8.09
59700,3.39,58.3,61.69,8.09
59800,3.39,58.4,61.79,8.09
59900,3.39,58.5,61.89,8.09
60000,3.39,58.6,61.99,8.09
60100,3.39,58.7,62.09,8.09
60200,3.39,58.8,62.19,8.09
60300,3.39,58.9,62.29,8.09
60400,3.39,59,62.39,8.09
60500,3.39,59.1,62.49,8.09
60600,3.39,59.2,62.59,8.09
60700,3.39,59.3,62.69,8.09
60800,3.39,59.4,62.79,8.09
60900,3.39,59.5,62.89,8.09
61000,3.39,59.6,62.99,8.09
61100,3.39,59.7,63.09,8.09
61200,3.39,59.8,63.19,8.09
61300,3.39,59.9,63.29,8.09
61400,3.39,60,63.39,8.09
61500,3.39,60.1,63.49,8.09
61600,3.39,60.2,63.59,8.09
61700,3.39,60.3,63.69,8.09
61800,3.39,60.4,63.79,8.09
61900,3.39,60.5,63.89,8.09
62000,3.39,60.6,63.99,8.09
62100,3.39,60.7,64.09,8.09
62200,3.39,60.8,64.19,8.09
62300,3.39,60.9,64.29,8.09
62400,3.39,61,64.39,8.09
62500,3.39,61.1,64.49,8.09
62600,3.39,61.2,64.59,8.09
62700,3.39,61.3,64.69,8.09
62800,3.39,61.4,64.79,8.09
62900,3.39,61.5,64.89,8.09
63000,3.39,61.6,64.99,8.09
63100,3.39,61.7,65.09,8.09
63200,3.39,61.8,65.19,8.09
63300,3.39,61.9,65.29,8.09
63400,3.39,62,65.39,8.09
63500,3.39,62.1,65.49,8.09
63600,3.39,62.2,65.59,8.09
63700,3.39,62.3,65.69,8.09
63800,3.39,62.4,65.79,8.09
63900,3.39,62.5,65.89,8.09
64000,3.39,62.6,65.99,8.09
64100,3.39,62.7,66.09,8.09
64200,3.39,62.8,66.19,8.09
64300,3.39,62.9,66.29,8.09
64400,3.39,63,66.39,8.09
64500,3.39,63.1,66.49,8.09
64600,3.39,63.2,66.59,8.09
64700,3.39,63.3,66.69,8.09
64800,3.39,63.4,66.79,8.09
64900,3.39,63.5,66.89,8.09
65000,3.39,63.6,66.99,8.09
65100,3.39,63.7,67.09,8.09
65200,3.39,63.8,67.19,8.09
65300,3.39,63.9,67.29,8.09
65400,3.39,64,67.39,8.09
65500,3.39,64.1,67.49,8.09
65600,3.39,64.2,67.59,8.09
65700,3.39,64.3,67.69,8.09
65800,3.39,64.4,67.79,8.09
65900,3.39,64.5,67.89,8.09
66000,3.39,64.6,67.99,8.09
66100,3.39,64.7,68.09,8.09
66200,3.39,64.8,68.19,8.09
66300,3.39,64.9,68.29,8.09
66400,3.39,65,68.39,8.09
66500,3.39,65.1,68.49,8.09
66600,3.39,65.2,68.59,8.09
66700,3.39,65.3,68.69,8.09
66800,3.39,65.4,68.79,8.09
66900,3.39,65.5,68.89,8.09
67000,3.39,65.6,68.99,8.09
67100,3.39,65.7,69.09,8.09
67200,3.39,65.8,69.19,8.09
67300,3.39,65.9,69.29,8.09
67400,3.39,66,69.39,8.09
67500,3.39,66.1,69.49,8.09
67600,3.39,66.2,69.59,8.09
67700,3.39,66.3,69.69,8.09
67800,3.39,66.4,69.79,8.09
67900,3.39,66.5,69.89,8.09
68000,3.39,66.6,69.99,8.09
68100,3.39,66.7,70.09,8.09
68200,3.39,66.8,70.19,8.09
68300,3.39,66.9,70.29,8.09
68400,3.39,67,70.39,8.09
68500,3.39,67.1,70.49,8.09
68600,3.39,67.2,70.59,8.09
68700,3.39,67.3,70.69,8.09
68800,3.39,67.4,70.79,8.09
68900,3.39,67.5,70.89,8.09
69000,3.39,67.6,70.99,8.09
69100,3.39,67.7,71.09,8.09
69200,3.39,67.8,71.19,8.09
69300,3.39,67.9,71.29,8.09
69400,3.39,68,71.39,8.09
69500,3.39,68.1,71.49,8.09
69600,3.39,68.2,71.59,8.09
69700,3.39,68.3,71.69,8.09
69800,3.39,68.4,71.79,8.09
69900,3.39,68.5,71.89,8.09
70000,3.39,68.6,71.99,8.09
70100,3.39,68.7,72.09,8.09
70200,3.39,68.8,72.19,8.09
70300,3.39,68.9,72.29,8.09
70400,3.39,69,72.39,8.09
70500,3.39,69.1,72.49,8.09
70600,3.39,69.2,72.59,8.09
70700,3.39,69.3,72.69,8.09
70800,3.39,69.4,72.79,8.09
70900,3.39,69.5,72.89,8.09
71000,3.39,69.6,72.99,8.09
71100,3.39,69.7,73.09,8.09
71200,3.39,69.8,73.19,8.09
71300,3.39,69.9,73.29,8.09
71400,3.39,70,73.39,8.09
71500,3.39,70.1,73.49,8.09
71600,3.39,70.2,73.59,8.09
71700,3.39,70.3,73.69,8.09
71800,3.39,70.4,73.79,8.09
71900,3.39,70.5,73.89,8.09
72000,3.39,70.6,73.99,8.09
72100,3.39,70.7,74.09,8.09
72200,3.39,70.8,74.19,8.09
72300,3.39,70.9,74.29,8.09
72400,3.39,71,74.39,8.09
72500,3.39,71.1,74.49,8.09
72600,3.39,71.2,74.59,8.09
72700,3.39,71.3,74.69,8.09
72800,3.39,71.4,74.79,8.09
72900,3.39,71.5,74.89,8.09
73000,3.39,71.6,74.99,8.09
73100,3.39,71.7,75.09,8.09
73200,3.39,71.8,75.19,8.09
73300,3.39,71.9,75.29,8.09
73400,3.39,72,75.39,8.09
73500,3.39,72.1,75.49,8.09
73600,3.39,72.2,75.59,8.09
73700,3.39,72.3,75.69,8.09
73800,3.39,72.4,75.79,8.09
73900,3.39,72.5,75.89,8.09
74000,3.39,72.6,75.99,8.09
74100,3.39,72.7,76.09,8.09
74200,3.39,72.8,76.19,8.09
