"TAZ1454","missing_emp","total_emp","share_missing_emp"
96,7,309,0.0226537216828479
852,10,442,0.0226244343891403
93,9,401,0.0224438902743142
179,10,447,0.0223713646532438
169,33,1482,0.0222672064777328
719,12,540,0.0222222222222222
105,33,1497,0.0220440881763527
637,7,318,0.0220125786163522
308,22,1004,0.0219123505976096
1164,18,823,0.0218712029161604
1075,16,732,0.0218579234972678
1,364,16674,0.0218303946263644
141,6,275,0.0218181818181818
731,3,138,0.0217391304347826
1404,8,368,0.0217391304347826
828,24,1109,0.0216411181244364
920,8,370,0.0216216216216216
1308,25,1157,0.0216076058772688
159,3,140,0.0214285714285714
16,510,23879,0.021357678294736
1423,19,890,0.0213483146067416
928,9,422,0.0213270142180095
91,6,285,0.0210526315789474
758,6,285,0.0210526315789474
907,6,285,0.0210526315789474
238,20,951,0.0210304942166141
849,9,428,0.0210280373831776
494,25,1201,0.0208159866777685
1446,51,2452,0.0207993474714519
1414,15,726,0.0206611570247934
182,7,339,0.0206489675516224
1208,13,631,0.0206022187004754
1173,9,437,0.0205949656750572
495,12,585,0.0205128205128205
622,9,439,0.020501138952164
1278,5,245,0.0204081632653061
103,20,982,0.0203665987780041
576,10,492,0.0203252032520325
1418,13,640,0.0203125
1053,8,396,0.0202020202020202
129,7,347,0.0201729106628242
768,119,5933,0.0200573065902579
1101,6,300,0.02
699,12,601,0.0199667221297837
645,9,452,0.0199115044247788
176,13,657,0.0197869101978691
416,66,3359,0.0196487049717178
319,4,204,0.0196078431372549
1148,24,1226,0.0195758564437194
918,29,1483,0.0195549561699258
321,13,666,0.0195195195195195
528,24,1238,0.0193861066235864
749,16,826,0.0193704600484262
232,8,414,0.0193236714975845
447,9,472,0.0190677966101695
387,14,736,0.0190217391304348
283,6,318,0.0188679245283019
944,9,481,0.0187110187110187
1398,18,964,0.0186721991701245
490,67,3605,0.0185852981969487
272,12,647,0.0185471406491499
21,75,4048,0.0185276679841897
361,15,810,0.0185185185185185
378,99,5346,0.0185185185185185
757,3,162,0.0185185185185185
1165,14,757,0.0184940554821664
1321,11,596,0.0184563758389262
173,4,218,0.018348623853211
379,15,822,0.0182481751824818
1114,6,329,0.0182370820668693
708,18,990,0.0181818181818182
1452,37,2037,0.0181639666175749
914,3,166,0.0180722891566265
431,61,3387,0.018010038382049
983,3,167,0.0179640718562874
55,3,168,0.0178571428571429
58,16,899,0.017797552836485
1340,15,844,0.0177725118483412
411,6,339,0.0176991150442478
233,7,396,0.0176767676767677
904,10,566,0.0176678445229682
909,6,342,0.0175438596491228
604,60,3424,0.0175233644859813
421,11,629,0.0174880763116057
406,220,12606,0.0174520069808028
158,7,402,0.0174129353233831
1401,40,2324,0.0172117039586919
804,10,583,0.0171526586620926
1390,9,525,0.0171428571428571
63,10,585,0.0170940170940171
1354,20,1171,0.0170794192997438
959,11,645,0.0170542635658915
1020,15,882,0.0170068027210884
845,10,589,0.0169779286926995
1200,16,943,0.0169671261930011
1068,19,1120,0.0169642857142857
1442,40,2359,0.0169563374311149
1149,21,1239,0.0169491525423729
407,266,15741,0.016898545200432
373,9,533,0.0168855534709193
1158,27,1599,0.0168855534709193
1422,36,2132,0.0168855534709193
735,13,770,0.0168831168831169
1318,50,2966,0.016857720836143
137,3,178,0.0168539325842697
822,3,178,0.0168539325842697
293,19,1129,0.016829052258636
95,7,417,0.0167865707434053
242,2,120,0.0166666666666667
1255,13,781,0.0166453265044814
938,5,301,0.0166112956810631
692,24,1447,0.0165860400829302
112,15,906,0.0165562913907285
1132,10,604,0.0165562913907285
1078,18,1091,0.0164986251145738
1032,3,182,0.0164835164835165
1193,13,791,0.0164348925410872
460,45,2748,0.0163755458515284
1004,27,1653,0.0163339382940109
773,29,1788,0.0162192393736018
555,17,1049,0.0162059103908484
72,32,1978,0.0161779575328615
371,30,1858,0.0161463939720129
42,10,620,0.0161290322580645
430,176,10993,0.0160101883016465
817,9,564,0.0159574468085106
732,91,5716,0.0159202239328202
1076,3,189,0.0158730158730159
1347,16,1011,0.0158259149357072
388,25,1580,0.0158227848101266
322,10,633,0.0157977883096366
1012,6,380,0.0157894736842105
1001,6,381,0.015748031496063
670,13,826,0.0157384987893462
294,19,1208,0.0157284768211921
1338,15,960,0.015625
108,74,4744,0.0155986509274874
646,6,385,0.0155844155844156
1275,12,771,0.0155642023346304
1285,9,579,0.0155440414507772
1153,19,1228,0.0154723127035831
544,19,1234,0.0153970826580227
1443,43,2794,0.0153901216893343
323,16,1042,0.0153550863723608
1420,20,1304,0.0153374233128834
776,28,1826,0.0153340635268346
1021,42,2740,0.0153284671532847
775,10,653,0.0153139356814701
1331,41,2686,0.0152643335815339
172,13,857,0.015169194865811
1448,107,7079,0.0151151292555446
260,30,1986,0.0151057401812689
509,36,2385,0.0150943396226415
1345,9,599,0.015025041736227
548,16,1066,0.0150093808630394
1147,22,1467,0.0149965916837082
886,9,601,0.0149750415973378
1434,19,1271,0.014948859166011
584,9,605,0.0148760330578512
1410,21,1417,0.0148200423429781
292,16,1081,0.0148011100832562
132,12,811,0.0147965474722565
1435,9,610,0.0147540983606557
1133,20,1359,0.0147167034584253
964,14,952,0.0147058823529412
987,3,204,0.0147058823529412
642,3,205,0.0146341463414634
859,4,275,0.0145454545454545
986,6,413,0.0145278450363196
1002,13,897,0.0144927536231884
1097,154,10638,0.0144764053393495
1346,32,2212,0.0144665461121157
3,32,2218,0.0144274120829576
910,18,1249,0.0144115292233787
1256,13,903,0.0143964562569214
511,111,7744,0.0143336776859504
953,16,1119,0.0142984807864164
85,18,1263,0.0142517814726841
686,15,1054,0.0142314990512334
1233,6,422,0.014218009478673
252,16,1129,0.0141718334809566
669,19,1344,0.0141369047619048
992,6,425,0.0141176470588235
178,6,427,0.0140515222482436
1099,13,927,0.0140237324703344
98,12,861,0.0139372822299652
36,34,2443,0.0139173147769136
445,16,1151,0.0139009556907037
1059,81,5877,0.0137825421133231
650,7,508,0.0137795275590551
113,12,871,0.0137772675086108
28,18,1308,0.0137614678899083
1230,9,658,0.013677811550152
968,197,14500,0.0135862068965517
110,44,3242,0.013571869216533
1351,6,444,0.0135135135135135
1182,21,1560,0.0134615384615385
906,6,446,0.0134529147982063
177,26,1941,0.0133951571354972
249,71,5307,0.0133785566233277
1403,19,1424,0.0133426966292135
1139,3,225,0.0133333333333333
739,127,9563,0.0132803513541776
235,8,606,0.0132013201320132
1370,20,1515,0.0132013201320132
936,2,152,0.0131578947368421
89,13,989,0.0131445904954499
66,34,2600,0.0130769230769231
958,6,459,0.0130718954248366
1131,6,459,0.0130718954248366
1286,8,619,0.012924071082391
704,9,697,0.0129124820659971
127,7,544,0.0128676470588235
1109,16,1246,0.0128410914927769
391,9,701,0.0128388017118402
197,3,234,0.0128205128205128
713,12,936,0.0128205128205128
883,5,390,0.0128205128205128
1295,38,2964,0.0128205128205128
1342,7,546,0.0128205128205128
641,6,469,0.0127931769722814
1406,26,2033,0.0127889818002951
299,10,782,0.0127877237851662
1454,9,706,0.0127478753541076
370,56,4400,0.0127272727272727
674,17,1341,0.0126771066368382
585,7,553,0.0126582278481013
1199,37,2924,0.0126538987688098
365,15,1186,0.0126475548060708
1229,16,1266,0.0126382306477093
184,13,1032,0.0125968992248062
37,36,2859,0.012591815320042
441,19,1513,0.0125578321216127
1117,6,478,0.0125523012552301
1023,9,718,0.0125348189415042
962,6,479,0.0125260960334029
4,228,18250,0.0124931506849315
44,20,1605,0.0124610591900312
619,3,241,0.012448132780083
939,28,2250,0.0124444444444444
644,8,645,0.0124031007751938
685,9,726,0.012396694214876
698,16,1295,0.0123552123552124
1172,5,405,0.0123456790123457
147,25,2034,0.012291052114061
613,6,489,0.0122699386503067
941,2,163,0.0122699386503067
356,165,13520,0.0122041420118343
929,4,328,0.0121951219512195
1438,72,5922,0.0121580547112462
648,3,247,0.0121457489878543
297,18,1485,0.0121212121212121
598,10,825,0.0121212121212121
106,63,5202,0.0121107266435986
49,15,1240,0.0120967741935484
655,15,1240,0.0120967741935484
943,6,496,0.0120967741935484
596,10,835,0.0119760479041916
1374,65,5440,0.0119485294117647
605,236,19755,0.0119463426980511
1270,26,2177,0.0119430408819476
367,14,1175,0.0119148936170213
33,17,1433,0.0118632240055827
332,43,3632,0.0118392070484581
1421,52,4410,0.0117913832199546
256,11,934,0.0117773019271949
937,9,766,0.0117493472584856
844,13,1108,0.0117328519855596
1245,3,256,0.01171875
114,12,1027,0.0116845180136319
38,12,1029,0.0116618075801749
424,15,1289,0.0116369278510473
164,8,689,0.011611030478955
46,19,1642,0.0115712545676005
345,7,605,0.0115702479338843
1084,7,608,0.0115131578947368
1267,13,1132,0.0114840989399293
1367,12,1045,0.0114832535885167
30,17,1487,0.0114324142568931
485,98,8580,0.0114219114219114
1441,55,4819,0.0114131562564847
740,20,1754,0.0114025085518814
39,12,1054,0.0113851992409867
841,10,882,0.0113378684807256
423,3,265,0.0113207547169811
510,3,266,0.0112781954887218
296,49,4364,0.0112282309807516
496,15,1337,0.0112191473448018
1407,47,4193,0.0112091581206773
1400,12,1071,0.0112044817927171
1357,9,806,0.011166253101737
746,22,1972,0.0111561866125761
73,17,1530,0.0111111111111111
1088,3,270,0.0111111111111111
894,15,1351,0.0111028867505551
942,12,1081,0.0111008325624422
17,60,5410,0.011090573012939
455,7,633,0.0110584518167457
520,12,1087,0.0110395584176633
519,45,4090,0.0110024449877751
225,13,1182,0.0109983079526227
262,6,553,0.0108499095840868
630,6,553,0.0108499095840868
702,38,3506,0.0108385624643468
350,10,923,0.0108342361863489
1266,10,924,0.0108225108225108
1299,55,5085,0.0108161258603736
1113,86,7957,0.0108080935025763
27,15,1394,0.0107604017216643
807,6,558,0.010752688172043
717,19,1768,0.0107466063348416
122,6,561,0.0106951871657754
1060,16,1499,0.0106737825216811
1014,189,17725,0.0106629055007052
1290,31,2917,0.0106273568735002
452,12,1133,0.0105913503971756
180,3,284,0.0105633802816901
672,3,285,0.0105263157894737
1024,6,571,0.010507880910683
1015,13,1238,0.0105008077544426
118,5,477,0.010482180293501
337,10,958,0.0104384133611691
50,22,2110,0.0104265402843602
965,9,868,0.01036866359447
1171,12,1163,0.0103181427343078
62,13,1260,0.0103174603174603
1396,17,1652,0.0102905569007264
682,7,687,0.0101892285298399
634,10,982,0.010183299389002
288,9,884,0.0101809954751131
111,37,3636,0.0101760176017602
215,18,1770,0.0101694915254237
586,9,885,0.0101694915254237
805,3,295,0.0101694915254237
998,19,1869,0.0101658640984484
369,23,2264,0.0101590106007067
472,17,1674,0.0101553166069295
1169,31,3060,0.0101307189542484
456,12,1188,0.0101010101010101
834,15,1489,0.010073875083949
145,9,897,0.0100334448160535
341,56,5588,0.0100214745884037
18,66,6590,0.0100151745068285
362,40,4002,0.00999500249875063
917,8,801,0.00998751560549313
399,44,4406,0.00998638220608261
1329,40,4009,0.00997755051134946
212,272,27305,0.00996154550448636
94,11,1110,0.00990990990990991
316,9,909,0.0099009900990099
1383,14,1414,0.0099009900990099
224,9,910,0.00989010989010989
808,3,304,0.00986842105263158
24,127,12878,0.00986177977946886
1050,20,2030,0.00985221674876847
259,9,915,0.00983606557377049
1240,6,615,0.00975609756097561
20,59,6049,0.00975367829393288
1259,25,2564,0.00975039001560062
654,5,513,0.00974658869395711
13,176,18128,0.00970873786407767
1214,12,1238,0.00969305331179321
1282,22,2274,0.00967458223394899
1430,74,7661,0.00965931340556063
116,32,3316,0.00965018094089264
1451,13,1352,0.00961538461538462
1152,39,4058,0.00961064563824544
453,12,1251,0.00959232613908873
1119,12,1253,0.00957701516360734
1384,42,4387,0.00957374059721906
1116,7,733,0.00954979536152797
752,280,29342,0.00954263513052962
211,21,2205,0.00952380952380952
756,38,3991,0.00952142320220496
88,20,2105,0.00950118764845606
133,6,632,0.00949367088607595
744,16,1686,0.00948991696322657
1144,29,3061,0.00947402809539366
148,23,2430,0.00946502057613169
1047,10,1066,0.00938086303939963
115,9,963,0.00934579439252336
1445,10,1070,0.00934579439252336
570,3,323,0.00928792569659443
166,6,647,0.00927357032457496
564,17,1837,0.00925421883505716
1320,34,3685,0.00922659430122117
1311,29,3148,0.00921219822109276
227,3,328,0.00914634146341463
1307,16,1750,0.00914285714285714
561,12,1314,0.0091324200913242
1257,3,330,0.00909090909090909
312,19,2091,0.00908656145384983
32,37,4081,0.00906640529282039
1008,34,3757,0.00904977375565611
298,13,1441,0.00902151283830673
820,9,998,0.00901803607214429
1362,17,1886,0.00901378579003181
1235,6,666,0.00900900900900901
526,14,1561,0.00896860986547085
1136,18,2008,0.00896414342629482
1016,19,2127,0.00893276915843912
244,13,1456,0.00892857142857143
109,53,5966,0.00888367415353671
119,3,338,0.00887573964497041
1156,7,793,0.00882723833543506
443,3,340,0.00882352941176471
1161,81,9184,0.00881968641114983
385,3,341,0.00879765395894428
45,28,3186,0.00878844946641557
1126,5,571,0.00875656742556918
1415,25,2858,0.00874737578726382
668,3,343,0.0087463556851312
10,49,5611,0.00873284619497416
684,10,1151,0.00868809730668984
413,18,2083,0.00864138262121939
504,84,9742,0.0086224594539109
956,9,1044,0.00862068965517241
718,48,5572,0.00861450107681263
498,12,1394,0.00860832137733142
535,14,1627,0.00860479409956976
465,21,2442,0.0085995085995086
206,3,350,0.00857142857142857
1107,5,584,0.00856164383561644
1377,6,704,0.00852272727272727
760,3,353,0.0084985835694051
951,3,353,0.0084985835694051
104,15,1766,0.00849377123442809
1433,3,354,0.00847457627118644
229,4,474,0.00843881856540084
1191,9,1077,0.00835654596100279
1289,31,3712,0.00835129310344828
725,3,362,0.00828729281767956
700,96,11615,0.00826517434352131
79,34,4120,0.00825242718446602
1160,5,606,0.00825082508250825
940,3,364,0.00824175824175824
755,10,1219,0.00820344544708778
6,30,3659,0.00819896146488112
515,6,732,0.00819672131147541
1258,3,366,0.00819672131147541
628,4,490,0.00816326530612245
251,45,5518,0.0081551286698079
201,9,1104,0.00815217391304348
626,6,736,0.00815217391304348
993,7,859,0.00814901047729918
1364,6,737,0.00814111261872456
1217,11,1359,0.00809418690213392
728,50,6180,0.00809061488673139
1424,45,5573,0.00807464561277588
913,18,2233,0.00806090461262875
280,30,3725,0.00805369127516779
754,6,745,0.00805369127516779
843,3,373,0.00804289544235925
960,20,2498,0.00800640512409928
1100,15,1875,0.008
31,17,2126,0.00799623706491063
1135,7,876,0.00799086757990868
427,124,15525,0.00798711755233494
751,197,24675,0.00798378926038501
505,3,376,0.00797872340425532
1332,54,6807,0.00793301013662406
99,6,757,0.00792602377807133
295,16,2022,0.00791295746785361
1394,12,1534,0.00782268578878748
12,80,10281,0.00778134422721525
374,40,5144,0.00777604976671851
1140,9,1158,0.0077720207253886
1371,3,387,0.00775193798449612
1412,37,4784,0.00773411371237458
1313,38,4920,0.00772357723577236
59,11,1425,0.00771929824561404
200,36,4667,0.00771373473323334
549,39,5080,0.00767716535433071
1356,11,1437,0.00765483646485734
1427,40,5251,0.00761759664825747
214,4,526,0.00760456273764259
508,22,2893,0.00760456273764259
1125,3,395,0.00759493670886076
873,98,12919,0.00758572644941559
1353,8,1058,0.00756143667296786
1319,14,1852,0.00755939524838013
1238,19,2516,0.0075516693163752
22,117,15513,0.00754206149680913
896,25,3322,0.00752558699578567
923,3,399,0.0075187969924812
43,13,1733,0.00750144258511252
346,47,6301,0.00745913347087764
83,4,537,0.0074487895716946
372,18,2420,0.00743801652892562
1162,6,809,0.00741656365883807
981,6,810,0.00740740740740741
1184,3,405,0.00740740740740741
240,27,3655,0.00738714090287278
335,13,1767,0.00735710243350311
149,12,1653,0.00725952813067151
185,15,2076,0.00722543352601156
1143,11,1525,0.00721311475409836
19,66,9152,0.00721153846153846
880,3,416,0.00721153846153846
1072,6,832,0.00721153846153846
54,5,695,0.00719424460431655
1157,9,1256,0.0071656050955414
530,53,7401,0.00716119443318471
450,25,3498,0.00714694110920526
5,133,18613,0.00714554343738247
1096,44,6174,0.00712666018788468
401,95,13347,0.00711770435303814
536,6,843,0.00711743772241993
885,8,1124,0.00711743772241993
1181,3,424,0.00707547169811321
384,4,566,0.00706713780918728
467,40,5674,0.00704970038773352
529,8,1136,0.00704225352112676
1293,6,853,0.00703399765533412
1128,9,1280,0.00703125
258,8,1141,0.007011393514461
226,7,1000,0.007
459,9,1292,0.00696594427244582
503,25,3597,0.00695023630803447
87,7,1009,0.00693756194251734
8,28,4049,0.00691528772536429
737,41,5942,0.00690003365870077
652,3,435,0.00689655172413793
1154,16,2325,0.00688172043010753
23,67,9770,0.00685772773797339
281,21,3064,0.00685378590078329
1292,61,8902,0.00685239272073691
51,3,438,0.00684931506849315
660,38,5551,0.00684561340299045
582,15,2198,0.00682438580527752
1186,21,3082,0.00681375730045425
457,5,735,0.00680272108843537
803,3,441,0.00680272108843537
377,12,1766,0.00679501698754247
1248,25,3692,0.00677139761646804
329,20,2958,0.00676132521974307
949,7,1036,0.00675675675675676
734,15,2222,0.00675067506750675
202,3,446,0.00672645739910314
1220,4,595,0.00672268907563025
1389,15,2237,0.00670540902995083
709,15,2242,0.00669045495093666
170,15,2245,0.0066815144766147
1440,15,2247,0.00667556742323097
2,173,25943,0.00666846548201827
581,3,450,0.00666666666666667
1183,8,1201,0.00666111573688593
538,9,1355,0.00664206642066421
617,3,452,0.00663716814159292
1195,10,1509,0.00662690523525514
261,6,909,0.0066006600660066
29,15,2273,0.0065992080950286
690,6,912,0.00657894736842105
487,6,915,0.00655737704918033
908,3,458,0.00655021834061135
855,3,460,0.00652173913043478
900,10,1534,0.00651890482398957
144,3,461,0.00650759219088937
868,3,461,0.00650759219088937
1274,14,2158,0.00648748841519926
1090,9,1388,0.00648414985590778
1432,16,2470,0.00647773279352227
265,33,5096,0.0064756671899529
1375,17,2626,0.00647372429550647
540,22,3419,0.0064346300087745
946,22,3430,0.00641399416909621
1323,39,6092,0.00640183847669074
1395,28,4384,0.00638686131386861
248,88,13826,0.0063648199045277
282,22,3460,0.00635838150289017
952,29,4578,0.00633464394932285
287,12,1896,0.00632911392405063
438,6,948,0.00632911392405063
787,3,474,0.00632911392405063
1018,49,7758,0.00631606084042279
142,99,15733,0.00629250619716519
525,3,478,0.00627615062761506
567,9,1434,0.00627615062761506
863,12,1915,0.00626631853785901
1226,3,480,0.00625
827,23,3686,0.00623982637004883
945,55,8818,0.00623724200498979
204,6,962,0.00623700623700624
175,9,1445,0.00622837370242215
432,69,11161,0.00618224173461159
1079,6,975,0.00615384615384615
988,21,3414,0.00615114235500879
102,8,1303,0.00613967766692249
871,32,5222,0.00612792033703562
71,15,2452,0.00611745513866232
315,85,13949,0.00609362678328196
1273,6,986,0.00608519269776876
1205,14,2310,0.00606060606060606
25,12,1982,0.00605449041372351
558,131,21640,0.00605360443622921
366,27,4480,0.00602678571428571
354,24,3986,0.00602107375815354
1317,15,2501,0.00599760095961615
1349,10,1677,0.00596302921884317
92,7,1177,0.00594732370433305
383,21,3532,0.00594563986409966
339,3,505,0.00594059405940594
1225,11,1857,0.00592353257942919
864,19,3212,0.00591531755915318
1328,13,2214,0.00587172538392051
80,2,341,0.00586510263929619
291,9,1538,0.005851755526658
351,22,3779,0.00582164593807886
301,6,1032,0.00581395348837209
1271,4,692,0.00578034682080925
1309,10,1731,0.00577700751010976
1386,13,2252,0.00577264653641208
477,6,1042,0.00575815738963532
837,5,870,0.00574712643678161
593,13,2270,0.00572687224669604
61,3,524,0.00572519083969466
497,6,1048,0.00572519083969466
679,3,524,0.00572519083969466
135,3,526,0.00570342205323194
1134,14,2467,0.00567490879610863
1168,87,15384,0.00565522620904836
671,3,531,0.00564971751412429
120,3,532,0.0056390977443609
483,10,1783,0.00560852495793606
1010,6,1070,0.00560747663551402
1387,3,539,0.00556586270871985
1336,42,7568,0.00554968287526427
1316,7,1262,0.00554675118858954
1449,3,541,0.0055452865064695
770,9,1624,0.00554187192118227
810,157,28416,0.00552505630630631
846,3,544,0.00551470588235294
971,102,18508,0.00551113032202291
1013,3,545,0.0055045871559633
484,18,3277,0.00549282880683552
1041,9,1640,0.00548780487804878
659,3,548,0.00547445255474453
81,18,3294,0.00546448087431694
444,6,1098,0.00546448087431694
1249,25,4597,0.00543832934522515
541,20,3680,0.00543478260869565
1150,24,4418,0.00543232231779086
1392,8,1474,0.00542740841248304
1247,14,2589,0.00540749324063345
1324,17,3172,0.005359394703657
1178,49,9154,0.00535285121258466
543,20,3746,0.00533902829684997
1211,45,8446,0.00532796590101823
895,3,564,0.00531914893617021
1428,49,9217,0.00531626342627753
65,11,2070,0.00531400966183575
506,12,2264,0.00530035335689046
1177,23,4353,0.0052837123822651
1408,6,1140,0.00526315789473684
602,26,4944,0.0052588996763754
1027,9,1713,0.00525394045534151
1263,12,2284,0.00525394045534151
1187,10,1917,0.00521648408972353
234,34,6549,0.00519163231027638
955,12,2313,0.00518806744487678
621,3,579,0.00518134715025907
635,3,580,0.00517241379310345
128,3,582,0.00515463917525773
189,6,1166,0.00514579759862779
303,3,585,0.00512820512820513
759,4,781,0.00512163892445583
612,12,2346,0.0051150895140665
1339,3,587,0.00511073253833049
882,4,783,0.00510855683269476
767,42,8255,0.0050878255602665
762,3,590,0.00508474576271186
435,76,14980,0.00507343124165554
720,9,1775,0.00507042253521127
723,15,2961,0.00506585612968592
1170,31,6133,0.00505462253383336
310,70,13886,0.00504104853809592
921,3,597,0.0050251256281407
1137,35,7004,0.00499714448886351
1080,3,603,0.00497512437810945
730,40,8041,0.00497450565850019
816,3,605,0.00495867768595041
1118,18,3682,0.0048886474741988
1288,9,1844,0.00488069414316703
1179,35,7172,0.00488008923591746
947,19,3898,0.00487429451000513
1037,3,616,0.00487012987012987
1110,10,2063,0.00484730974309258
397,12,2477,0.00484457004440856
338,3,620,0.00483870967741936
966,10,2067,0.00483792936623125
948,11,2275,0.00483516483516484
168,3,622,0.00482315112540193
150,10,2082,0.0048030739673391
1146,47,9838,0.00477739377922342
309,31,6494,0.00477363720357253
974,16,3353,0.00477184610796302
722,3,636,0.00471698113207547
797,26,5522,0.00470843897138718
1103,3,641,0.0046801872074883
999,10,2139,0.00467508181393174
1017,3,642,0.00467289719626168
1201,3,642,0.00467289719626168
313,28,6020,0.00465116279069767
117,3,646,0.00464396284829721
1159,7,1509,0.0046388336646786
801,10,2159,0.00463177396943029
473,3,648,0.00462962962962963
771,6,1297,0.0046260601387818
568,3,649,0.00462249614791988
1437,20,4341,0.0046072333563695
130,3,652,0.00460122699386503
1325,35,7639,0.00458175153815945
476,10,2206,0.00453309156844968
667,3,663,0.00452488687782805
1121,65,14390,0.00451702571230021
831,3,665,0.00451127819548872
376,12,2667,0.00449943757030371
565,7,1560,0.00448717948717949
492,3,669,0.00448430493273543
1436,12,2685,0.00446927374301676
143,3,677,0.00443131462333826
554,3,678,0.00442477876106195
840,6,1358,0.00441826215022091
763,9,2061,0.00436681222707424
