A,B,Parallel_Corridor
4493,4468,SouthBay_Inner_PM
4493,4487,SouthBay_Inner_AM
4494,4437,SouthBay_Inner_PM
4494,4488,SouthBay_Outer10187_AM
4495,4438,SouthBay_Outer10187_PM
4495,4475,SouthBay_Outer10187_AM
4499,4468,SouthBay_Outer280680_AM
4499,5000,SouthBay_Outer280680_PM
4500,4469,SouthBay_Outer280680_PM
4500,4470,SouthBay_Outer280680_AM
4501,4469,SouthBay_Inner_PM
4503,12667,Periphery_101SouthBay_AM
4504,4021,Periphery_101SouthBay_PM
4504,4202,Periphery_101SouthBay_AM
4508,4440,SouthBay_Outer10187_PM
4508,12531,SouthBay_Outer10187_AM
4510,4456,SouthBay_Inner_PM
4510,4516,SouthBay_Outer10187_AM
4511,4440,SouthBay_Outer10187_AM
4511,4512,SouthBay_Outer10187_PM
4512,4511,SouthBay_Outer10187_AM
4512,4514,SouthBay_Outer10187_PM
4514,4443,SouthBay_Outer10187_PM
4514,4512,SouthBay_Outer10187_AM
4514,4516,SouthBay_Outer10187_PM
4516,4510,SouthBay_Outer10187_PM
4516,4514,SouthBay_Outer10187_AM
4525,4709,SouthBay_Outer10187_PM
4582,5395,SouthBay_Inner_AM
4582,5411,SouthBay_Inner_PM
4606,5588,SouthBay_Outer280680_PM
4606,5897,SouthBay_Outer280680_AM
4659,4662,SouthBay_Outer280680_AM
4659,4700,SouthBay_Outer280680_PM
4662,4659,SouthBay_Outer280680_PM
4662,4663,SouthBay_Outer280680_AM
4663,4662,SouthBay_Outer280680_PM
4670,4671,SouthBay_Outer280680_PM
4670,5567,SouthBay_Outer280680_AM
4671,4670,SouthBay_Outer280680_AM
4671,12604,SouthBay_Outer280680_PM
4681,4349,SouthBay_Outer10187_PM
4681,4413,SouthBay_Outer10187_AM
4685,4727,SouthBay_Outer280680_PM
4685,5372,SouthBay_Inner_AM
4687,4704,SouthBay_Outer280680_AM
4687,5372,SouthBay_Outer280680_PM
4700,4659,SouthBay_Outer280680_AM
4700,4702,SouthBay_Outer280680_PM
4701,4706,SouthBay_Outer280680_PM
4702,4700,SouthBay_Outer280680_AM
4702,4703,SouthBay_Outer280680_PM
4703,4702,SouthBay_Outer280680_AM
4703,4704,SouthBay_Outer280680_PM
4704,4687,SouthBay_Outer280680_PM
4704,4703,SouthBay_Outer280680_AM
4705,4706,SouthBay_Outer280680_AM
4705,12537,SouthBay_Outer280680_PM
4706,4701,SouthBay_Outer280680_AM
4706,4705,SouthBay_Outer280680_PM
4707,4708,SouthBay_Outer280680_PM
4707,12537,SouthBay_Outer280680_AM
4708,4707,SouthBay_Outer280680_AM
4708,4727,SouthBay_Inner_AM
4708,4734,SouthBay_Outer280680_PM
4708,4741,SouthBay_Inner_PM
4709,4310,SouthBay_Outer10187_PM
4709,4525,SouthBay_Outer10187_PM
4727,4685,SouthBay_Outer280680_AM
4727,4708,SouthBay_Inner_PM
4727,4739,SouthBay_Outer280680_PM
4733,4739,SouthBay_Outer280680_AM
4733,4842,SouthBay_Outer280680_PM
4734,4708,SouthBay_Outer280680_AM
4734,4735,SouthBay_Outer280680_PM
4735,4734,SouthBay_Outer280680_AM
4735,4847,SouthBay_Outer280680_PM
4739,4727,SouthBay_Outer280680_AM
4739,4733,SouthBay_Outer280680_PM
4740,4402,SouthBay_Outer10187_PM
4740,5208,SouthBay_Inner_AM
4741,4708,SouthBay_Inner_AM
4741,4742,SouthBay_Inner_PM
4742,4741,SouthBay_Inner_AM
4742,4769,SouthBay_Outer280680_PM
4763,4475,SouthBay_Outer10187_AM
4763,4488,SouthBay_Inner_PM
4769,4742,SouthBay_Outer280680_AM
4769,12535,SouthBay_Outer280680_PM
4773,4776,SouthBay_Outer280680_AM
4773,4794,SouthBay_Outer280680_PM
4776,4773,SouthBay_Outer280680_PM
4776,4779,SouthBay_Outer280680_AM
4777,10291,Periphery_101SouthBay_PM
4777,20439,Periphery_101SouthBay_AM
4779,4776,SouthBay_Outer280680_PM
4779,4833,SouthBay_Outer280680_PM
4791,4799,SouthBay_Inner_AM
4794,4773,SouthBay_Outer280680_AM
4794,4799,SouthBay_Outer280680_PM
4795,10533,Periphery_101SouthBay_AM
4795,12661,Periphery_101SouthBay_PM
4797,4221,Periphery_101SouthBay_PM
4797,10534,Periphery_101SouthBay_AM
4799,4791,SouthBay_Inner_PM
4799,4794,SouthBay_Outer280680_AM
4813,5213,SouthBay_Outer280680_AM
4814,5513,SouthBay_Inner_PM
4814,12583,SouthBay_Inner_AM
4820,4842,SouthBay_Outer280680_AM
4820,4858,SouthBay_Outer280680_PM
4831,12695,SouthBay_Outer280680_AM
4833,4779,SouthBay_Outer280680_AM
4833,4842,SouthBay_Inner_AM
4833,4847,SouthBay_Outer280680_AM
4833,12695,SouthBay_Outer280680_PM
4842,4733,SouthBay_Outer280680_AM
4842,4820,SouthBay_Outer280680_PM
4842,4833,SouthBay_Inner_PM
4842,4845,SouthBay_Inner_AM
4845,4842,SouthBay_Inner_PM
4845,5359,SouthBay_Inner_AM
4845,5371,SouthBay_Outer280680_AM
4845,12694,SouthBay_Outer280680_PM
4847,4735,SouthBay_Outer280680_AM
4847,4833,SouthBay_Outer280680_PM
4858,4820,SouthBay_Outer280680_AM
4858,4941,SouthBay_Outer280680_PM
4865,4389,SouthBay_Outer280680_PM
4865,5044,SouthBay_Outer10187_AM
4876,4890,SouthBay_Outer280680_PM
4886,4328,SouthBay_Inner_AM
4886,4887,SouthBay_Inner_PM
4887,4886,SouthBay_Inner_AM
4887,4888,SouthBay_Outer10187_PM
4887,4890,SouthBay_Outer280680_AM
4887,4932,SouthBay_Outer280680_PM
4888,4887,SouthBay_Outer10187_AM
4888,12531,SouthBay_Outer10187_PM
4890,4876,SouthBay_Outer280680_AM
4890,4887,SouthBay_Outer280680_PM
4893,4900,SouthBay_Outer280680_AM
4893,5174,SouthBay_Outer280680_PM
4898,4328,SouthBay_Inner_PM
4899,4900,SouthBay_Outer280680_PM
4899,5152,SouthBay_Outer280680_AM
4900,4893,SouthBay_Outer280680_PM
4900,4899,SouthBay_Outer280680_AM
4905,4944,SouthBay_Outer10187_PM
4905,5050,SouthBay_Outer10187_AM
4912,4932,SouthBay_Outer280680_AM
4912,4935,SouthBay_Outer280680_PM
4913,4472,SouthBay_Outer280680_PM
4913,4914,SouthBay_Outer280680_AM
4914,4913,SouthBay_Outer280680_PM
4914,4935,SouthBay_Outer280680_AM
4924,4213,SouthBay_Inner_PM
4924,4953,SouthBay_Inner_AM
4932,4887,SouthBay_Outer280680_AM
4932,4912,SouthBay_Outer280680_PM
4935,4912,SouthBay_Outer280680_AM
4935,4914,SouthBay_Outer280680_PM
4937,5182,SouthBay_Inner_AM
4944,4905,SouthBay_Outer10187_AM
4944,4974,SouthBay_Outer280680_AM
4944,4987,SouthBay_Outer10187_PM
4944,4988,SouthBay_Outer280680_PM
4945,4946,SouthBay_Inner_PM
4945,4973,SouthBay_Outer280680_AM
4945,4987,SouthBay_Outer10187_AM
4945,5024,SouthBay_Outer280680_PM
4946,4945,SouthBay_Inner_AM
4946,4949,SouthBay_Inner_PM
4946,4972,SouthBay_Outer280680_AM
4946,5023,SouthBay_Outer280680_PM
4949,4946,SouthBay_Inner_AM
4949,4971,SouthBay_Outer280680_AM
4949,5021,SouthBay_Outer280680_PM
4950,4951,SouthBay_Outer280680_AM
4950,4971,SouthBay_Outer280680_PM
4951,4950,SouthBay_Outer280680_PM
4951,4952,SouthBay_Outer280680_AM
4952,4951,SouthBay_Outer280680_PM
4952,4955,SouthBay_Outer280680_AM
4953,4924,SouthBay_Inner_PM
4953,4954,SouthBay_Inner_AM
4953,4955,SouthBay_Inner_AM
4954,4953,SouthBay_Inner_PM
4955,4952,SouthBay_Outer280680_PM
4955,4953,SouthBay_Inner_PM
4955,4956,SouthBay_Inner_AM
4956,4955,SouthBay_Inner_PM
4956,4957,SouthBay_Outer280680_PM
4956,4968,SouthBay_Outer10187_AM
4956,5172,SouthBay_Outer280680_AM
4957,4956,SouthBay_Outer280680_AM
4960,4961,SouthBay_Outer280680_PM
4960,4968,SouthBay_Outer280680_AM
4961,4960,SouthBay_Outer280680_AM
4961,4962,SouthBay_Outer280680_PM
4962,4961,SouthBay_Outer280680_AM
4962,4973,SouthBay_Outer280680_PM
4963,4964,SouthBay_Outer280680_PM
4963,5069,SouthBay_Outer280680_AM
4964,4963,SouthBay_Outer280680_AM
4964,4965,SouthBay_Outer280680_PM
4965,4964,SouthBay_Outer280680_AM
4965,4974,SouthBay_Outer280680_PM
4968,4956,SouthBay_Outer10187_PM
4968,4960,SouthBay_Outer280680_PM
4968,4982,SouthBay_Outer10187_AM
4968,5166,SouthBay_Outer280680_AM
4971,4949,SouthBay_Outer280680_PM
4971,4950,SouthBay_Outer280680_AM
4972,4946,SouthBay_Outer280680_PM
4973,4945,SouthBay_Outer280680_PM
4973,4962,SouthBay_Outer280680_AM
4974,4944,SouthBay_Outer280680_PM
4974,4965,SouthBay_Outer280680_AM
4982,4968,SouthBay_Outer10187_PM
4982,4983,SouthBay_Outer280680_PM
4982,5069,SouthBay_Outer10187_AM
4983,4984,SouthBay_Outer280680_PM
4984,4983,SouthBay_Outer280680_AM
4984,4985,SouthBay_Outer280680_PM
4985,4984,SouthBay_Outer280680_AM
4985,4986,SouthBay_Outer280680_PM
4986,4985,SouthBay_Outer280680_AM
4986,4987,SouthBay_Outer280680_PM
4987,4944,SouthBay_Outer10187_AM
4987,4945,SouthBay_Outer10187_PM
4987,4986,SouthBay_Outer280680_AM
4987,4988,SouthBay_Outer280680_PM
4988,4944,SouthBay_Outer280680_AM
4988,4987,SouthBay_Outer280680_AM
4988,5025,SouthBay_Outer280680_PM
4996,5199,SouthBay_Outer10187_PM
4996,5238,SouthBay_Outer10187_AM
4997,4396,SouthBay_Outer10187_PM
4997,5199,SouthBay_Outer10187_AM
5000,4499,SouthBay_Outer280680_AM
5000,5238,SouthBay_Outer280680_PM
5002,5064,SouthBay_Outer280680_PM
5002,5087,SouthBay_Outer280680_AM
5004,5139,SouthBay_Inner_AM
5004,5399,SouthBay_Inner_PM
5005,4464,SouthBay_Inner_PM
5005,5845,SouthBay_Inner_AM
5008,5011,SouthBay_Outer280680_AM
5008,5230,SouthBay_Outer280680_PM
5011,5008,SouthBay_Outer280680_PM
5011,5025,SouthBay_Outer280680_AM
5014,5017,SouthBay_Outer280680_AM
5014,5240,SouthBay_Outer280680_PM
5017,5014,SouthBay_Outer280680_PM
5017,5024,SouthBay_Outer280680_AM
5021,4487,SouthBay_Inner_PM
5021,4949,SouthBay_Outer280680_AM
5021,5023,SouthBay_Outer10187_AM
5023,4946,SouthBay_Outer280680_AM
5023,5021,SouthBay_Outer10187_PM
5023,5024,SouthBay_Outer10187_AM
5023,5239,SouthBay_Outer280680_PM
5024,4945,SouthBay_Outer280680_AM
5024,5017,SouthBay_Outer280680_PM
5024,5023,SouthBay_Outer10187_PM
5024,5025,SouthBay_Outer10187_AM
5025,4988,SouthBay_Outer280680_AM
5025,5011,SouthBay_Outer280680_PM
5025,5024,SouthBay_Outer10187_PM
5029,5030,SouthBay_Inner_PM
5029,5219,SouthBay_Inner_AM
5030,5029,SouthBay_Inner_AM
5030,5238,SouthBay_Inner_PM
5042,5044,SouthBay_Outer10187_PM
5042,5719,SouthBay_Outer10187_AM
5044,4865,SouthBay_Outer10187_PM
5044,5042,SouthBay_Outer10187_AM
5044,5050,SouthBay_Outer10187_PM
5044,5054,SouthBay_Outer10187_AM
5045,5046,SouthBay_Outer10187_AM
5045,5054,SouthBay_Outer280680_PM
5046,5045,SouthBay_Outer10187_PM
5046,5063,SouthBay_Outer280680_PM
5047,5048,SouthBay_Outer280680_PM
5047,5066,SouthBay_Outer280680_AM
5048,5047,SouthBay_Outer280680_AM
5048,5049,SouthBay_Outer10187_PM
5049,5048,SouthBay_Outer10187_AM
5049,5052,SouthBay_Outer280680_PM
5050,4117,SouthBay_Outer280680_PM
5050,4905,SouthBay_Outer10187_PM
5050,5044,SouthBay_Outer10187_AM
5050,5052,SouthBay_Outer280680_AM
5051,5884,SanMateo_101_AM
5051,5885,SanMateo_101_PM
5052,5049,SouthBay_Outer280680_AM
5052,5050,SouthBay_Outer280680_PM
5054,5044,SouthBay_Outer10187_PM
5054,5045,SouthBay_Outer280680_AM
5061,5064,SouthBay_Inner_PM
5061,5273,SouthBay_Inner_AM
5063,5046,SouthBay_Outer280680_AM
5063,5064,SouthBay_Outer280680_AM
5064,5002,SouthBay_Outer280680_AM
5064,5061,SouthBay_Inner_AM
5064,5063,SouthBay_Outer280680_PM
5064,5067,SouthBay_Outer10187_PM
5066,5047,SouthBay_Outer280680_PM
5066,5067,SouthBay_Outer10187_AM
5066,5069,SouthBay_Outer10187_PM
5066,5074,SouthBay_Outer280680_AM
5067,5064,SouthBay_Outer10187_AM
5067,5066,SouthBay_Outer10187_PM
5069,4982,SouthBay_Outer10187_PM
5069,5066,SouthBay_Outer10187_AM
5069,5068,SouthBay_Outer280680_AM
5074,5066,SouthBay_Outer280680_PM
5074,5089,SouthBay_Outer280680_AM
5084,5087,SouthBay_Inner_PM
5084,5259,SouthBay_Inner_AM
5086,5087,SouthBay_Outer10187_AM
5086,5089,SouthBay_Outer280680_PM
5086,5093,SouthBay_Outer280680_AM
5086,12217,SouthBay_Outer10187_PM
5087,5002,SouthBay_Outer280680_PM
5087,5084,SouthBay_Inner_AM
5087,5086,SouthBay_Outer10187_PM
5087,5732,SouthBay_Outer280680_PM
5088,5175,SouthBay_Outer10187_PM
5088,5184,SouthBay_Outer280680_AM
5088,5256,SouthBay_Outer280680_PM
5088,12217,SouthBay_Outer10187_AM
5089,5074,SouthBay_Outer280680_PM
5089,5086,SouthBay_Outer280680_AM
5093,5086,SouthBay_Outer280680_PM
5093,5110,SouthBay_Outer280680_PM
5096,4370,SouthBay_Inner_AM
5096,5097,SouthBay_Inner_PM
5097,4253,SouthBay_Inner_PM
5097,5096,SouthBay_Inner_AM
5106,5107,SouthBay_Outer280680_PM
5106,5732,SouthBay_Outer280680_AM
5107,5106,SouthBay_Outer280680_AM
5107,5143,SouthBay_Outer280680_PM
5110,5093,SouthBay_Outer280680_AM
5113,5184,SouthBay_Outer280680_PM
5125,5127,SouthBay_Outer280680_AM
5125,5147,SouthBay_Outer280680_PM
5127,5125,SouthBay_Outer280680_PM
5127,12694,SouthBay_Outer280680_AM
5129,5132,SouthBay_Outer280680_AM
5129,5365,SouthBay_Outer280680_PM
5132,5129,SouthBay_Outer280680_PM
5132,5143,SouthBay_Outer280680_AM
5139,5004,SouthBay_Inner_PM
5139,5583,SouthBay_Inner_AM
5143,5107,SouthBay_Outer280680_AM
5143,5132,SouthBay_Outer280680_PM
5147,5125,SouthBay_Outer280680_AM
5147,5151,SouthBay_Outer280680_PM
5151,5147,SouthBay_Outer280680_AM
5151,5155,SouthBay_Outer280680_PM
5152,4899,SouthBay_Outer280680_PM
5152,5164,SouthBay_Outer280680_AM
5155,5151,SouthBay_Outer280680_AM
5155,5164,SouthBay_Outer280680_PM
5157,5953,SouthBay_Inner_AM
5164,5152,SouthBay_Outer280680_PM
5164,5155,SouthBay_Outer280680_AM
5166,4968,SouthBay_Outer280680_PM
5166,5190,SouthBay_Outer280680_AM
5167,5190,SouthBay_Outer280680_PM
5167,5256,SouthBay_Outer280680_AM
5171,5172,SouthBay_Outer280680_PM
5171,5188,SouthBay_Outer280680_AM
5172,4956,SouthBay_Outer280680_PM
5172,5171,SouthBay_Outer280680_AM
5174,4893,SouthBay_Outer280680_AM
5174,5175,SouthBay_Outer10187_AM
5174,5182,SouthBay_Inner_PM
5174,5187,SouthBay_Outer280680_PM
5175,5088,SouthBay_Outer10187_AM
5175,5174,SouthBay_Outer10187_PM
5182,4937,SouthBay_Inner_PM
5182,5174,SouthBay_Inner_AM
5184,5088,SouthBay_Outer280680_PM
5184,5113,SouthBay_Outer280680_AM
5187,5174,SouthBay_Outer280680_AM
5187,5188,SouthBay_Outer280680_PM
5188,5171,SouthBay_Outer280680_PM
5188,5187,SouthBay_Outer280680_AM
5190,5166,SouthBay_Outer280680_PM
5190,5167,SouthBay_Outer280680_AM
5191,4982,SouthBay_Outer280680_PM
5199,4996,SouthBay_Outer10187_AM
5199,4997,SouthBay_Outer10187_PM
5200,4382,SouthBay_Outer280680_PM
5200,5238,SouthBay_Outer280680_AM
5208,4740,SouthBay_Inner_PM
5208,5218,SouthBay_Inner_AM
5210,5234,SouthBay_Outer280680_PM
5211,5212,SouthBay_Inner_AM
5211,5237,SouthBay_Inner_PM
5212,5211,SouthBay_Inner_PM
5212,5236,SouthBay_Outer280680_PM
5213,4846,SouthBay_Outer280680_PM
5213,5215,SouthBay_Outer280680_AM
5213,5218,SouthBay_Outer280680_AM
5218,5208,SouthBay_Inner_PM
5218,5213,SouthBay_Outer280680_PM
5218,5234,SouthBay_Outer280680_PM
5218,12576,SouthBay_Outer280680_PM
5219,5029,SouthBay_Inner_PM
5219,5239,SouthBay_Outer10187_AM
5221,4361,SouthBay_Outer280680_AM
5221,5232,SouthBay_Outer280680_AM
5221,5746,SouthBay_Outer280680_PM
5227,5232,SouthBay_Outer280680_PM
5227,5255,SouthBay_Outer280680_AM
5230,5008,SouthBay_Outer280680_AM
5230,5240,SouthBay_Outer10187_PM
5230,5280,SouthBay_Outer280680_PM
5230,5721,SouthBay_Outer10187_AM
5231,4361,SouthBay_Outer280680_PM
5231,5235,SouthBay_Outer280680_AM
5231,5255,SouthBay_Outer280680_PM
5231,5280,SouthBay_Outer280680_AM
5232,5221,SouthBay_Outer280680_PM
5232,5227,SouthBay_Outer280680_AM
5232,5233,SouthBay_Outer280680_AM
5233,5232,SouthBay_Outer280680_PM
5233,5234,SouthBay_Outer280680_AM
5234,5210,SouthBay_Outer280680_AM
5234,5218,SouthBay_Outer280680_AM
5234,5233,SouthBay_Outer280680_PM
5235,5231,SouthBay_Outer280680_PM
5235,5236,SouthBay_Outer280680_AM
5235,5241,SouthBay_Outer280680_AM
5236,5212,SouthBay_Outer280680_AM
5236,5235,SouthBay_Outer280680_PM
5236,5242,SouthBay_Outer280680_AM
5237,4382,SouthBay_Outer280680_AM
5237,5211,SouthBay_Inner_AM
5238,4996,SouthBay_Outer10187_PM
5238,5000,SouthBay_Outer280680_AM
5238,5030,SouthBay_Inner_AM
5238,5200,SouthBay_Outer280680_PM
5239,5023,SouthBay_Outer280680_AM
5239,5219,SouthBay_Outer10187_PM
5239,5240,SouthBay_Outer10187_AM
5239,5242,SouthBay_Outer280680_PM
5240,5014,SouthBay_Outer280680_AM
5240,5230,SouthBay_Outer10187_AM
5240,5239,SouthBay_Outer10187_PM
5240,5241,SouthBay_Outer280680_PM
5241,5235,SouthBay_Outer280680_PM
5241,5240,SouthBay_Outer280680_AM
5242,5236,SouthBay_Outer280680_PM
5242,5239,SouthBay_Outer280680_AM
5249,5213,SouthBay_Outer280680_PM
5255,5227,SouthBay_Outer280680_PM
5255,5231,SouthBay_Outer280680_AM
5256,5088,SouthBay_Outer280680_AM
5256,5167,SouthBay_Outer280680_PM
5259,5084,SouthBay_Inner_PM
5259,5308,SouthBay_Inner_AM
5267,4355,SouthBay_Inner_PM
5267,5693,SouthBay_Inner_AM
5273,5061,SouthBay_Inner_PM
5273,5289,SouthBay_Inner_AM
5279,5412,SouthBay_Inner_PM
5279,5511,SouthBay_Inner_AM
5280,5230,SouthBay_Outer280680_AM
5280,5231,SouthBay_Outer280680_PM
5289,4355,SouthBay_Outer10187_AM
5289,5273,SouthBay_Inner_PM
5302,5327,SouthBay_Inner_AM
5302,5395,SouthBay_Inner_PM
5303,5700,SouthBay_Inner_AM
5303,5702,SouthBay_Inner_PM
5308,5259,SouthBay_Inner_PM
5308,5309,SouthBay_Outer10187_AM
5309,5308,SouthBay_Outer10187_PM
5309,5318,SouthBay_Inner_AM
5310,5328,SouthBay_Inner_AM
5312,5326,SouthBay_Inner_AM
5312,5328,SouthBay_Inner_PM
5313,5315,SouthBay_Inner_AM
5313,5326,SouthBay_Inner_PM
5313,5327,SouthBay_Inner_PM
5315,5313,SouthBay_Inner_PM
5315,5333,SouthBay_Inner_PM
5316,5351,SouthBay_Inner_PM
5316,11139,SouthBay_Inner_AM
5318,5309,SouthBay_Inner_PM
5319,5320,SouthBay_Inner_PM
5319,5417,SouthBay_Inner_AM
5319,5452,SouthBay_Inner_AM
5319,5457,SouthBay_Inner_PM
5320,5319,SouthBay_Inner_AM
5320,5321,SouthBay_Inner_PM
5321,5320,SouthBay_Inner_AM
5321,5324,SouthBay_Inner_PM
5324,5321,SouthBay_Inner_AM
5324,5326,SouthBay_Inner_PM
5324,5327,SouthBay_Inner_PM
5325,11139,SouthBay_Inner_PM
5325,15861,SouthBay_Inner_AM
5326,5312,SouthBay_Inner_PM
5326,5313,SouthBay_Inner_AM
5326,5324,SouthBay_Inner_AM
5327,5302,SouthBay_Inner_PM
5327,5313,SouthBay_Inner_AM
5327,5324,SouthBay_Inner_AM
5328,5310,SouthBay_Inner_PM
5328,5312,SouthBay_Inner_AM
5333,5315,SouthBay_Inner_AM
5340,5341,SouthBay_Outer280680_PM
5341,5340,SouthBay_Outer280680_AM
5341,5348,SouthBay_Outer280680_PM
5348,5341,SouthBay_Outer280680_AM
5348,5387,SouthBay_Outer280680_PM
5351,5316,SouthBay_Inner_AM
5352,5632,SouthBay_Inner_PM
5352,5633,SouthBay_Inner_AM
5359,4845,SouthBay_Inner_PM
5359,5378,SouthBay_Inner_AM
5365,5129,SouthBay_Outer280680_AM
5365,5367,SouthBay_Outer280680_AM
5366,4396,SouthBay_Outer10187_AM
5366,4399,SouthBay_Outer10187_PM
5367,5365,SouthBay_Outer280680_PM
5367,5378,SouthBay_Outer280680_AM
5368,5374,SouthBay_Outer280680_AM
5368,5378,SouthBay_Outer280680_PM
5370,5371,SouthBay_Outer280680_PM
5370,5376,SouthBay_Outer280680_AM
5371,4845,SouthBay_Outer280680_PM
5371,5370,SouthBay_Outer280680_AM
5372,4685,SouthBay_Inner_PM
5372,4687,SouthBay_Outer280680_AM
5372,5373,SouthBay_Inner_AM
5372,5376,SouthBay_Outer280680_PM
5373,5372,SouthBay_Inner_PM
5373,5374,SouthBay_Outer280680_PM
5373,5426,SouthBay_Outer280680_AM
5374,5368,SouthBay_Outer280680_PM
5374,5373,SouthBay_Outer280680_AM
5375,4321,SouthBay_Outer10187_PM
5376,5370,SouthBay_Outer280680_PM
5376,5372,SouthBay_Outer280680_AM
5378,5359,SouthBay_Inner_PM
5378,5367,SouthBay_Outer280680_PM
5378,5368,SouthBay_Outer280680_AM
5378,5407,SouthBay_Inner_AM
5383,5491,SouthBay_Inner_PM
5383,5820,SouthBay_Inner_AM
5387,5348,SouthBay_Outer280680_AM
5387,5407,SouthBay_Outer280680_PM
5390,5395,SouthBay_Inner_AM
5390,5678,SouthBay_Inner_PM
5395,4582,SouthBay_Inner_PM
5395,5302,SouthBay_Inner_AM
5395,5390,SouthBay_Inner_PM
5395,5402,SouthBay_Inner_AM
5396,5613,SouthBay_Inner_AM
5396,5637,SouthBay_Inner_PM
5399,5004,SouthBay_Inner_AM
5399,5412,SouthBay_Inner_PM
5399,5807,SouthBay_Inner_PM
5402,5395,SouthBay_Inner_PM
5402,11143,SouthBay_Inner_AM
5405,5407,SouthBay_Outer280680_PM
5405,11140,SouthBay_Outer280680_AM
5407,5378,SouthBay_Inner_PM
5407,5387,SouthBay_Outer280680_AM
5407,5405,SouthBay_Outer280680_AM
5407,12504,SouthBay_Inner_AM
5409,11142,SouthBay_Inner_PM
5409,12588,SouthBay_Inner_AM
5411,4582,SouthBay_Inner_AM
5411,12504,SouthBay_Outer280680_PM
5412,5279,SouthBay_Inner_AM
5412,5399,SouthBay_Inner_AM
5412,5807,SouthBay_Inner_PM
5415,5444,SouthBay_Inner_AM
5415,15982,SouthBay_Inner_PM
5417,5319,SouthBay_Inner_PM
5417,5469,SouthBay_Inner_AM
5425,5428,SouthBay_Outer280680_AM
5425,12539,SouthBay_Outer280680_PM
5426,5373,SouthBay_Outer280680_PM
5426,11140,SouthBay_Outer280680_PM
5426,12506,SouthBay_Outer280680_AM
5426,12539,SouthBay_Outer280680_AM
5428,5425,SouthBay_Outer280680_PM
5428,5552,SouthBay_Outer280680_AM
5429,5434,SouthBay_Outer280680_AM
5429,12506,SouthBay_Outer280680_PM
5434,5429,SouthBay_Outer280680_PM
5434,5456,SouthBay_Inner_AM
5437,5679,SouthBay_Inner_PM
5437,12567,SouthBay_Inner_AM
5444,5415,SouthBay_Inner_PM
5445,5446,SouthBay_Inner_PM
5445,12581,SouthBay_Inner_AM
5446,5445,SouthBay_Inner_AM
5446,5447,SouthBay_Inner_PM
5447,5446,SouthBay_Inner_AM
5452,5319,SouthBay_Inner_PM
5452,12587,SouthBay_Inner_AM
5452,15861,SouthBay_Inner_PM
5452,15983,SouthBay_Inner_AM
5453,5549,SouthBay_Inner_AM
5453,12699,SouthBay_Inner_PM
5454,12697,SouthBay_Inner_PM
5454,12699,SouthBay_Inner_AM
5456,5434,SouthBay_Inner_PM
5456,5457,SouthBay_Inner_AM
5456,5474,SouthBay_Inner_AM
5456,12588,SouthBay_Inner_PM
5457,5319,SouthBay_Inner_AM
5457,5456,SouthBay_Inner_PM
5458,5465,SouthBay_Inner_PM
5459,5462,SouthBay_Inner_AM
5459,5469,SouthBay_Inner_PM
5462,5459,SouthBay_Inner_PM
5462,5530,SouthBay_Inner_AM
5465,5458,SouthBay_Inner_AM
5465,5476,SouthBay_Inner_PM
5469,5417,SouthBay_Inner_PM
5469,5459,SouthBay_Inner_AM
5472,4426,SouthBay_Outer10187_AM
5474,5456,SouthBay_Inner_PM
5474,12697,SouthBay_Inner_AM
5476,5465,SouthBay_Inner_AM
5476,12587,SouthBay_Inner_PM
5480,5481,SouthBay_Inner_PM
5480,5618,SouthBay_Inner_AM
5481,5480,SouthBay_Inner_AM
5481,5484,SouthBay_Inner_PM
5482,5484,SouthBay_Inner_AM
5482,5549,SouthBay_Inner_PM
5484,5481,SouthBay_Inner_AM
5484,5482,SouthBay_Inner_PM
5489,5515,SouthBay_Inner_AM
5491,5383,SouthBay_Inner_AM
5491,5509,SouthBay_Inner_PM
5494,4338,SouthBay_Outer10187_PM
5494,4343,SouthBay_Outer10187_AM
5497,4316,SouthBay_Outer10187_PM
5497,4338,SouthBay_Outer10187_AM
5509,5491,SouthBay_Inner_AM
5509,12582,SouthBay_Inner_PM
5511,5279,SouthBay_Inner_PM
5511,12582,SouthBay_Inner_AM
5513,4814,SouthBay_Inner_AM
5513,12581,SouthBay_Inner_PM
5514,5515,SouthBay_Inner_PM
5514,5574,SouthBay_Inner_AM
5515,5489,SouthBay_Inner_PM
5515,5514,SouthBay_Inner_AM
5516,5638,SouthBay_Inner_AM
5524,5583,SouthBay_Inner_PM
5524,5645,SouthBay_Inner_AM
5527,5569,SouthBay_Inner_AM
5527,5618,SouthBay_Inner_PM
5529,5530,SouthBay_Inner_PM
5529,5807,SouthBay_Inner_AM
5530,5462,SouthBay_Inner_PM
5530,5529,SouthBay_Inner_AM
5549,5453,SouthBay_Inner_PM
5549,5482,SouthBay_Inner_AM
5550,5551,SouthBay_Outer280680_PM
5550,12604,SouthBay_Outer280680_AM
5551,5550,SouthBay_Outer280680_AM
5551,5552,SouthBay_Outer280680_PM
5552,5428,SouthBay_Outer280680_PM
5552,5551,SouthBay_Outer280680_AM
5563,5566,SouthBay_Outer280680_PM
5563,5579,SouthBay_Outer280680_AM
5566,5563,SouthBay_Outer280680_AM
5566,5567,SouthBay_Outer280680_PM
5567,4670,SouthBay_Outer280680_PM
5567,5566,SouthBay_Outer280680_AM
5569,5527,SouthBay_Inner_PM
5569,5632,SouthBay_Inner_AM
