ZONE,SD,COUNTY,telecommuteConstant_prev,auto,no tour,non-auto,time-off,telecommute,working,telecommute_rate,auto_share,max_telecommute_rate,telecommuteConstant,CALIB_ITER
456,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
457,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
458,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
459,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
460,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
461,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
462,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
463,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
464,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
465,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
466,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
467,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
468,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
469,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
470,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
471,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
472,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
473,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
474,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
475,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
476,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
477,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
478,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
479,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
480,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
481,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
482,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
483,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
484,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
485,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
486,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
487,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
488,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
489,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
490,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
491,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
492,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
493,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
494,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
495,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
496,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
497,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
498,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
499,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
500,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
501,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
502,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
503,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
504,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
505,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
506,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
507,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
508,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
509,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
510,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
511,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
512,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
513,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
514,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
515,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
516,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
517,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
518,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
519,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
520,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
521,10,3,-0.75,81415,44180,13870,15048.87153,29131.12847,124416.1285,0.234142702,0.654376575,0.236983217,-0.75,1
522,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
523,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
524,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
525,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
526,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
527,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
528,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
529,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
530,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
531,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
532,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
533,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
534,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
535,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
536,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
537,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
538,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
539,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
540,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
541,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
542,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
543,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
544,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
545,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
546,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
547,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
548,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
549,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
550,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
551,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
552,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
553,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
554,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
555,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
556,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
557,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
558,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
559,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
560,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
561,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
562,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
563,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
564,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
565,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
566,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
567,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
568,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
569,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
570,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
571,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
572,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
573,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
574,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
575,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
576,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
577,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
578,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
579,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
580,11,3,-0.75,81335,55990,36695,18777.5042,37212.4958,155242.4958,0.239705601,0.523922265,0.236983217,-0.75,1
581,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
582,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
583,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
584,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
585,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
586,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
587,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
588,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
589,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
590,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
591,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
592,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
593,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
594,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
595,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
596,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
597,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
598,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
599,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
600,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
601,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
602,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
603,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
604,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
605,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
606,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
607,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
608,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
609,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
610,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
611,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
612,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
613,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
614,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
615,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
616,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
617,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
618,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
619,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
620,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
621,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
622,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
623,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
624,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
625,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
626,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
627,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
628,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
629,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
630,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
631,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
632,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
633,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
634,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
635,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
636,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
637,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
638,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
639,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
640,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
641,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
642,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
643,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
644,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
645,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
646,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
647,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
648,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
649,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
650,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
651,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
652,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
653,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
654,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
655,12,3,-0.7,53635,30275,11375,10281.66008,19993.33992,85003.33992,0.235206522,0.630975207,0.236983217,-0.7,1
656,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
657,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
658,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
659,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
660,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
661,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
662,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
663,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
664,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
665,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
666,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
667,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
668,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
669,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
670,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
671,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
672,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
673,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
674,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
675,13,3,-0.7,24760,13455,3780,4531.440575,8923.559425,37463.55943,0.238193048,0.660908904,0.236983217,-0.7,1
