"NAME","B01001_032E","B01001_033E","B01001_034E","B01001_035E","B01001_036E","B01001_037E","B01001_038E","B01001_039E","B01001_040E","B01001_041E","B01001_042E","B01001_043E","B01001_044E","B01001_045E","B01001_046E","B01001_047E","B01001_048E","B01001_049E","B25024_002E","B25024_003E","B25024_004E","B25024_005E","B25024_006E","B25024_007E","B25024_008E","B25024_009E","B25024_010E","B25024_011E","B25009_003E","B25009_004E","B25009_005E","B25009_006E","B25009_007E","B25009_008E","B25009_009E","B25009_011E","B25009_012E","B25009_013E","B25009_014E","B25009_015E","B25009_016E","B25009_017E","state","county","tract","block group"
"Block Group 1, Census Tract 4381, Alameda County, California",0,0,47,60,104,14,37,63,110,141,54,0,15,21,16,0,47,45,520,0,0,0,0,0,0,59,0,0,16,171,105,37,9,68,29,0,44,0,0,71,0,0,"06","001","438100","1"
"Block Group 2, Census Tract 4381, Alameda County, California",0,0,0,10,0,41,21,0,18,103,0,29,0,21,38,16,0,12,322,27,0,0,0,0,0,0,0,0,0,60,88,47,19,0,0,0,44,0,0,17,0,0,"06","001","438100","2"
"Block Group 5, Census Tract 4381, Alameda County, California",17,34,29,90,59,54,44,77,28,13,19,44,0,0,0,15,0,0,249,0,0,0,0,44,0,19,0,0,0,27,0,27,58,0,0,0,57,19,0,61,0,29,"06","001","438100","5"
"Block Group 3, Census Tract 4381, Alameda County, California",0,0,0,12,17,17,14,22,0,87,32,0,15,14,0,0,34,0,115,48,0,0,21,61,0,0,0,0,55,71,38,13,0,17,0,0,0,0,0,51,0,0,"06","001","438100","3"
"Block Group 1, Census Tract 4007, Alameda County, California",0,0,40,80,46,104,28,0,74,60,0,9,7,25,21,0,29,21,144,38,50,194,79,22,32,18,0,0,61,89,26,29,0,0,0,171,90,36,18,0,3,0,"06","001","400700","1"
"Block Group 2, Census Tract 4007, Alameda County, California",0,20,0,58,50,88,56,33,13,77,18,0,0,30,9,37,42,30,387,11,56,108,0,0,30,0,0,0,16,85,89,46,0,0,30,65,97,83,13,0,7,6,"06","001","400700","2"
"Block Group 3, Census Tract 4007, Alameda County, California",0,7,19,48,30,44,16,8,19,41,29,28,0,0,0,0,0,0,105,12,154,77,36,0,0,0,0,0,49,41,18,0,0,0,0,88,68,23,59,5,0,33,"06","001","400700","3"
"Block Group 4, Census Tract 4007, Alameda County, California",0,0,47,134,45,29,0,15,45,52,13,0,45,11,35,15,11,19,192,0,27,46,97,32,0,0,11,0,51,59,15,0,0,0,14,74,141,23,11,17,0,0,"06","001","400700","4"
"Block Group 1, Census Tract 4027, Alameda County, California",0,24,67,92,34,0,21,26,7,0,22,11,12,0,0,0,0,0,49,9,75,33,16,22,87,0,0,0,6,12,0,19,5,9,0,82,53,51,10,22,0,0,"06","001","402700","1"
"Block Group 2, Census Tract 4027, Alameda County, California",0,0,51,35,65,71,61,24,37,26,5,33,16,0,0,6,6,15,139,25,124,99,50,27,0,0,0,0,21,55,31,0,0,0,0,74,137,58,24,5,0,19,"06","001","402700","2"
"Block Group 1, Census Tract 4029, Alameda County, California",0,10,36,125,99,37,15,16,34,40,5,18,30,30,21,20,31,72,16,0,0,6,17,37,413,415,0,4,0,0,0,5,0,0,0,576,220,36,31,0,0,0,"06","001","402900","1"
"Block Group 4, Census Tract 4034, Alameda County, California",0,0,95,30,66,95,26,26,14,41,0,8,0,11,0,0,40,0,15,0,0,14,0,75,376,258,0,0,10,0,0,0,0,0,0,373,219,124,0,12,0,0,"06","001","403400","4"
"Block Group 2, Census Tract 4034, Alameda County, California",0,0,11,136,103,0,16,42,31,26,16,61,0,0,0,0,29,0,0,0,0,43,0,54,178,476,0,0,0,0,0,0,0,0,0,340,223,56,30,0,0,0,"06","001","403400","2"
"Block Group 3, Census Tract 4034, Alameda County, California",0,0,21,108,38,85,15,15,0,0,10,26,0,0,66,0,46,119,32,0,0,12,0,179,267,226,0,0,26,38,0,0,0,0,0,427,147,0,12,0,0,0,"06","001","403400","3"
"Block Group 1, Census Tract 4034, Alameda County, California",0,0,0,0,78,57,13,42,14,50,0,0,13,0,57,43,18,204,0,0,0,0,7,46,150,515,10,0,102,71,10,0,0,0,0,392,126,27,0,0,0,0,"06","001","403400","1"
"Block Group 2, Census Tract 4078, Alameda County, California",0,0,30,0,18,39,85,86,37,5,47,21,23,17,20,16,18,15,404,11,19,20,0,20,0,0,0,0,90,100,73,75,0,16,3,62,0,15,14,0,0,0,"06","001","407800","2"
"Block Group 1, Census Tract 4078, Alameda County, California",87,106,145,52,0,4,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,"06","001","407800","1"
"Block Group 3, Census Tract 4078, Alameda County, California",0,0,48,13,37,20,12,47,46,18,14,0,5,12,31,10,5,5,195,51,0,17,12,20,0,0,5,0,44,49,61,8,0,12,0,51,27,12,23,0,0,0,"06","001","407800","3"
"Block Group 4, Census Tract 4068, Alameda County, California",0,25,14,66,71,44,48,42,57,85,13,11,0,0,0,23,43,0,298,25,21,69,26,0,6,0,33,0,61,67,50,38,9,0,0,79,26,86,13,24,0,0,"06","001","406800","4"
"Block Group 2, Census Tract 4068, Alameda County, California",39,0,66,30,58,62,66,0,57,85,1,8,7,35,12,0,0,0,348,32,0,0,0,0,0,0,0,0,71,77,53,60,0,3,0,0,9,7,69,8,0,0,"06","001","406800","2"
"Block Group 1, Census Tract 4068, Alameda County, California",0,9,0,0,0,11,54,20,11,48,0,10,10,9,0,19,0,21,233,0,0,0,0,0,0,0,0,0,61,82,52,11,19,0,0,8,0,0,0,0,0,0,"06","001","406800","1"
"Block Group 3, Census Tract 4068, Alameda County, California",0,0,8,13,53,45,54,33,7,62,0,35,6,19,0,0,8,6,251,21,18,51,0,0,8,0,0,0,27,90,20,17,20,0,0,23,69,37,25,0,0,0,"06","001","406800","3"
"Block Group 2, Census Tract 4046, Alameda County, California",0,0,15,0,5,20,38,19,28,43,18,47,25,0,17,0,10,0,285,0,0,0,0,0,0,0,0,0,51,125,28,44,28,0,0,9,0,0,0,0,0,0,"06","001","404600","2"
"Block Group 3, Census Tract 4046, Alameda County, California",17,0,42,7,74,44,11,58,47,84,15,26,18,20,18,21,18,10,467,9,0,0,0,0,0,0,0,0,100,186,71,39,41,0,0,0,12,0,0,15,0,0,"06","001","404600","3"
"Block Group 1, Census Tract 4046, Alameda County, California",0,0,5,32,10,33,15,57,10,95,34,35,11,30,34,17,9,0,392,0,9,0,0,0,0,0,0,0,41,191,78,62,22,0,0,0,7,0,0,0,0,0,"06","001","404600","1"
"Block Group 4, Census Tract 4046, Alameda County, California",0,0,0,55,45,54,53,61,32,64,15,83,20,42,116,13,58,29,603,0,0,0,0,43,0,0,0,0,76,295,90,38,37,0,0,0,34,37,8,0,0,0,"06","001","404600","4"
"Block Group 3, Census Tract 4062.01, Alameda County, California",0,0,37,111,109,45,110,50,86,15,0,0,26,0,7,0,0,0,78,21,31,12,9,81,288,119,0,0,16,0,13,0,12,0,0,155,122,82,75,69,12,42,"06","001","406201","3"
"Block Group 4, Census Tract 4062.01, Alameda County, California",0,0,0,42,7,42,63,7,16,17,0,22,0,32,0,0,0,20,67,65,25,26,0,65,29,0,0,0,0,16,9,8,0,6,0,29,109,32,37,0,0,0,"06","001","406201","4"
"Block Group 1, Census Tract 4062.01, Alameda County, California",0,8,22,54,29,0,34,7,42,59,9,29,8,0,0,26,18,0,174,47,15,99,20,0,0,0,0,0,39,23,20,24,0,0,8,35,77,53,25,35,0,0,"06","001","406201","1"
"Block Group 2, Census Tract 4062.01, Alameda County, California",0,0,46,72,20,85,8,29,27,19,0,0,0,0,15,17,0,0,77,8,15,54,0,58,0,0,0,0,0,15,7,0,11,16,14,17,31,35,25,28,0,0,"06","001","406201","2"
"Block Group 1, Census Tract 4080, Alameda County, California",0,0,14,48,6,14,27,35,29,42,19,19,18,35,16,0,10,11,317,0,0,0,0,0,0,0,0,0,97,106,17,37,15,0,0,6,11,9,19,0,0,0,"06","001","408000","1"
"Block Group 2, Census Tract 4080, Alameda County, California",21,44,50,58,45,42,48,32,100,75,38,47,64,41,43,20,13,23,612,79,0,0,0,0,9,36,5,0,137,295,65,60,31,3,0,15,43,14,0,16,0,0,"06","001","408000","2"
"Block Group 3, Census Tract 4082, Alameda County, California",0,0,0,75,34,37,68,6,9,30,0,6,0,0,13,36,0,0,201,49,55,85,32,9,0,0,0,0,67,30,9,0,0,0,0,62,80,55,86,24,0,0,"06","001","408200","3"
"Block Group 1, Census Tract 4082, Alameda County, California",17,7,41,29,66,28,103,75,45,140,29,58,7,19,47,50,0,0,520,37,29,81,21,0,9,0,0,0,92,157,113,33,0,0,21,101,28,51,6,20,0,0,"06","001","408200","1"
"Block Group 2, Census Tract 4082, Alameda County, California",0,0,24,153,122,50,45,68,76,160,4,9,8,36,0,0,33,0,339,59,37,96,134,54,39,0,10,0,20,70,61,27,10,22,22,189,92,155,38,0,0,0,"06","001","408200","2"
"Block Group 1, Census Tract 4099, Alameda County, California",0,0,0,0,5,26,0,7,68,69,6,6,0,37,0,0,28,27,214,17,0,8,0,0,0,13,0,0,64,107,20,33,0,20,0,0,8,0,0,0,0,0,"06","001","409900","1"
"Block Group 4, Census Tract 4099, Alameda County, California",0,0,11,0,6,24,71,27,58,35,7,23,31,19,9,0,0,12,356,11,0,0,0,0,13,0,0,0,76,155,47,86,0,0,0,0,16,0,0,0,0,0,"06","001","409900","4"
"Block Group 3, Census Tract 4099, Alameda County, California",0,0,22,44,34,17,25,23,35,50,43,27,38,47,77,38,12,35,387,140,0,0,0,0,0,0,0,0,137,191,35,50,24,0,0,15,30,0,24,4,0,0,"06","001","409900","3"
"Block Group 2, Census Tract 4099, Alameda County, California",0,0,45,32,30,42,0,18,32,50,0,51,16,13,12,0,0,3,259,10,0,0,0,22,0,0,0,0,55,77,45,24,8,0,0,12,22,16,0,11,0,0,"06","001","409900","2"
"Block Group 2, Census Tract 4202, Alameda County, California",0,0,0,12,13,51,68,35,14,58,0,60,0,9,26,0,10,0,338,0,58,0,0,14,10,0,0,0,49,40,39,68,19,0,16,62,50,13,19,14,0,0,"06","001","420200","2"
"Block Group 3, Census Tract 4202, Alameda County, California",0,0,11,46,7,95,6,59,8,37,30,15,0,19,10,26,0,0,148,12,3,85,89,12,79,0,0,0,34,30,30,56,2,0,0,90,65,33,53,4,0,0,"06","001","420200","3"
"Block Group 1, Census Tract 4202, Alameda County, California",0,0,22,10,51,51,67,101,54,15,12,14,20,15,12,0,13,1,219,0,0,8,56,118,32,11,0,0,35,95,59,15,0,0,1,73,80,26,47,3,0,10,"06","001","420200","1"
"Block Group 1, Census Tract 4205, Alameda County, California",0,0,0,24,21,37,50,36,74,15,0,15,20,12,17,10,16,12,227,5,68,25,31,8,0,8,0,0,43,33,34,38,0,0,0,61,54,27,50,16,0,0,"06","001","420500","1"
"Block Group 2, Census Tract 4205, Alameda County, California",7,11,15,75,90,54,58,56,80,50,14,26,9,20,20,56,5,17,405,22,43,39,63,26,0,0,6,0,50,63,91,67,14,12,0,69,107,67,41,3,0,0,"06","001","420500","2"
"Block Group 1, Census Tract 4216, Alameda County, California",0,0,10,0,0,25,43,0,56,41,6,12,17,0,40,7,18,43,379,7,0,0,0,0,0,0,0,0,103,154,32,31,0,0,0,31,21,0,0,7,0,0,"06","001","421600","1"
"Block Group 4, Census Tract 4216, Alameda County, California",0,0,0,85,26,41,19,10,10,43,20,10,0,37,47,24,8,17,179,34,60,57,5,0,16,0,0,0,49,101,61,0,0,0,0,35,60,5,33,0,0,0,"06","001","421600","4"
"Block Group 2, Census Tract 4216, Alameda County, California",0,33,54,25,61,45,32,54,32,37,16,44,45,20,22,31,17,6,528,18,7,31,0,0,0,0,0,0,106,129,74,55,12,0,0,37,10,22,37,2,0,0,"06","001","421600","2"
"Block Group 3, Census Tract 4216, Alameda County, California",0,0,42,36,12,39,14,7,59,44,35,8,16,30,29,30,8,16,260,23,33,19,28,0,0,24,0,0,63,155,21,23,0,6,0,29,7,42,11,0,0,0,"06","001","421600","3"
"Block Group 4, Census Tract 4219, Alameda County, California",0,0,53,45,27,82,45,42,10,47,19,34,22,7,0,1,1,19,316,35,61,17,0,26,0,9,0,0,58,105,50,63,0,11,0,58,66,8,24,0,0,0,"06","001","421900","4"
"Block Group 2, Census Tract 4219, Alameda County, California",0,11,28,26,48,51,40,39,18,24,25,7,10,52,44,11,10,13,289,28,40,35,27,10,37,26,9,0,51,121,37,15,12,0,8,97,65,10,29,0,0,0,"06","001","421900","2"
"Block Group 1, Census Tract 4219, Alameda County, California",0,0,10,44,29,21,29,59,35,15,23,0,37,43,18,0,0,13,301,41,37,20,28,0,0,0,0,0,100,77,57,25,0,0,0,81,45,17,9,0,0,0,"06","001","421900","1"
"Block Group 3, Census Tract 4219, Alameda County, California",0,9,16,25,23,91,47,29,58,38,7,0,0,31,7,0,0,20,260,41,59,0,10,0,16,38,0,0,53,91,22,44,10,0,0,36,51,30,30,31,0,0,"06","001","421900","3"
"Block Group 3, Census Tract 4222, Alameda County, California",0,0,59,88,74,11,79,7,29,52,10,31,14,0,10,14,0,0,167,40,41,176,35,58,11,30,0,0,21,61,39,51,8,0,0,236,78,52,12,0,0,0,"06","001","422200","3"
"Block Group 1, Census Tract 4222, Alameda County, California",30,0,31,64,34,21,37,52,20,117,22,39,61,11,59,21,0,17,305,35,102,24,47,0,0,0,37,0,83,167,72,25,13,0,0,81,66,7,26,0,0,0,"06","001","422200","1"
"Block Group 2, Census Tract 4222, Alameda County, California",0,12,32,73,123,61,52,32,15,28,0,25,18,11,11,22,8,0,277,21,12,95,23,44,69,0,0,0,53,86,36,15,19,0,0,113,58,87,37,0,0,0,"06","001","422200","2"
"Block Group 2, Census Tract 4357, Alameda County, California",28,21,28,0,54,26,60,81,18,23,5,9,34,37,5,25,0,26,334,0,0,0,0,0,0,0,0,0,41,70,58,79,45,26,8,0,0,0,0,0,7,0,"06","001","435700","2"
"Block Group 1, Census Tract 4357, Alameda County, California",0,0,0,89,80,78,59,18,82,52,55,10,29,3,0,12,9,20,137,40,0,39,61,74,74,40,0,0,51,92,15,85,9,0,10,47,44,29,10,11,62,0,"06","001","435700","1"
"Block Group 3, Census Tract 4357, Alameda County, California",4,0,58,10,34,4,37,18,26,55,54,8,8,0,17,29,0,9,327,0,0,0,0,0,0,26,0,0,48,115,53,35,12,25,0,9,9,0,47,0,0,0,"06","001","435700","3"
"Block Group 4, Census Tract 4357, Alameda County, California",36,0,17,18,17,24,23,41,33,34,9,45,7,31,29,6,43,66,262,0,5,33,0,9,0,0,0,0,47,57,45,9,10,55,0,7,16,22,23,11,7,0,"06","001","435700","4"
"Block Group 3, Census Tract 4361, Alameda County, California",18,0,37,139,78,64,111,63,59,113,13,60,43,41,69,37,14,0,498,0,0,0,13,6,98,47,0,0,42,80,73,72,63,13,34,38,102,40,42,58,5,0,"06","001","436100","3"
"Block Group 1, Census Tract 4361, Alameda County, California",0,0,0,100,15,29,26,22,79,47,38,0,0,59,24,0,0,7,350,14,0,6,0,0,0,0,0,0,38,58,42,62,42,0,11,16,0,77,14,0,0,10,"06","001","436100","1"
"Block Group 2, Census Tract 4361, Alameda County, California",25,34,17,51,77,43,123,27,120,169,81,23,26,0,68,7,36,57,535,17,0,0,12,66,8,90,96,7,93,167,41,121,31,10,12,108,49,59,69,29,21,0,"06","001","436100","2"
"Block Group 1, Census Tract 4402, Alameda County, California",28,0,78,22,70,41,81,33,73,106,0,5,33,5,18,6,0,15,214,154,10,7,21,16,0,0,0,0,11,33,75,44,33,0,18,0,32,45,51,0,39,34,"06","001","440200","1"
"Block Group 3, Census Tract 4402, Alameda County, California",0,8,9,29,48,97,68,83,52,52,16,12,29,0,46,13,5,14,282,119,10,15,0,0,0,0,0,0,23,25,15,77,11,9,10,0,47,38,123,15,6,15,"06","001","440200","3"
"Block Group 2, Census Tract 4402, Alameda County, California",22,0,44,63,25,88,50,36,43,34,16,12,7,4,5,0,24,11,183,95,26,28,0,16,0,0,0,0,20,14,0,22,41,0,0,0,88,28,29,25,21,44,"06","001","440200","2"
"Block Group 4, Census Tract 4402, Alameda County, California",0,0,0,62,10,58,33,49,8,12,33,46,6,9,0,4,4,36,226,114,0,0,0,0,0,0,0,0,7,72,22,67,6,4,0,32,29,24,18,0,0,32,"06","001","440200","4"
"Block Group 4, Census Tract 4403.08, Alameda County, California",0,6,69,43,67,70,88,26,58,7,20,30,32,29,53,23,44,45,270,7,15,57,7,19,14,246,0,0,19,61,75,68,16,11,0,108,116,78,33,9,0,0,"06","001","440308","4"
"Block Group 1, Census Tract 4403.08, Alameda County, California",0,0,0,19,64,68,7,112,49,44,43,12,24,19,81,54,32,93,407,48,0,0,0,0,74,96,0,0,82,101,68,93,10,11,13,130,8,16,55,0,0,0,"06","001","440308","1"
"Block Group 2, Census Tract 4403.08, Alameda County, California",0,0,9,42,73,15,17,16,13,0,0,13,0,12,7,15,0,3,78,0,0,6,6,13,0,247,0,0,0,16,13,15,28,0,0,39,54,130,24,6,0,0,"06","001","440308","2"
"Block Group 3, Census Tract 4403.08, Alameda County, California",0,17,59,110,54,56,70,58,70,68,0,15,14,32,53,6,25,18,427,8,0,0,20,0,0,0,0,0,14,96,37,57,22,51,40,0,4,47,19,27,41,0,"06","001","440308","3"
"Block Group 2, Census Tract 4415.01, Alameda County, California",11,0,67,213,95,39,149,82,101,118,62,82,41,63,38,5,21,46,719,110,5,13,22,9,4,0,0,0,37,215,177,271,45,0,0,0,28,24,25,36,18,0,"06","001","441501","2"
"Block Group 1, Census Tract 4415.01, Alameda County, California",0,60,38,162,36,175,159,132,101,126,6,57,67,20,80,15,27,9,848,26,0,0,0,0,0,27,0,0,43,211,198,174,66,73,35,0,0,0,72,29,0,0,"06","001","441501","1"
"Block Group 1, Census Tract 4425, Alameda County, California",0,0,42,193,89,38,89,33,89,76,84,14,6,21,26,19,73,24,401,14,0,0,41,0,0,146,0,0,52,23,104,129,31,0,0,0,13,124,17,69,30,0,"06","001","442500","1"
"Block Group 2, Census Tract 4425, Alameda County, California",50,0,11,38,123,0,61,80,32,49,21,69,12,13,69,0,0,61,578,49,0,0,0,0,0,0,0,0,87,114,87,38,37,44,0,0,11,70,94,0,0,0,"06","001","442500","2"
"Block Group 3, Census Tract 4425, Alameda County, California",0,11,10,54,34,250,127,64,124,97,14,0,9,29,38,41,0,48,226,180,15,12,111,74,0,61,0,0,0,49,103,20,72,0,0,109,65,128,96,31,0,0,"06","001","442500","3"
"Block Group 4, Census Tract 4425, Alameda County, California",0,0,27,66,81,48,43,40,50,106,37,14,11,10,10,15,18,0,330,34,0,0,0,0,0,0,13,0,12,99,106,48,21,0,0,0,0,40,9,0,0,28,"06","001","442500","4"
"Block Group 1, Census Tract 4503, Alameda County, California",0,0,62,78,68,84,44,89,205,10,8,19,0,23,54,23,0,36,558,86,38,6,0,0,0,0,0,0,121,122,97,156,57,0,0,9,12,38,20,25,6,16,"06","001","450300","1"
"Block Group 2, Census Tract 4503, Alameda County, California",20,10,66,41,115,141,68,139,151,88,17,45,9,14,113,21,8,25,690,127,0,7,6,20,74,187,0,0,100,270,159,88,16,45,0,132,123,92,78,0,8,0,"06","001","450300","2"
"Block Group 1, Census Tract 4427, Alameda County, California",0,0,0,33,48,35,20,31,55,70,19,0,30,23,0,11,10,21,354,0,0,7,0,0,0,0,0,0,40,111,74,51,8,11,9,7,0,15,16,0,12,0,"06","001","442700","1"
"Block Group 3, Census Tract 4427, Alameda County, California",0,23,50,11,0,8,31,38,46,22,19,25,0,24,11,0,21,9,332,0,0,0,0,0,0,0,0,0,82,87,16,26,56,12,0,0,10,7,7,0,0,0,"06","001","442700","3"
"Block Group 2, Census Tract 4427, Alameda County, California",0,0,0,29,62,59,43,34,41,40,24,14,0,38,10,0,0,20,182,0,0,33,18,10,0,148,0,0,18,18,34,36,8,5,7,86,41,64,57,0,7,0,"06","001","442700","2"
"Block Group 2, Census Tract 4512.01, Alameda County, California",0,13,18,68,78,99,72,108,73,197,15,42,0,0,48,57,0,15,932,155,0,0,0,0,0,0,0,0,288,264,125,106,68,0,0,0,68,77,0,13,17,0,"06","001","451201","2"
"Block Group 3, Census Tract 4512.01, Alameda County, California",0,31,17,69,90,29,21,115,59,95,14,29,0,0,0,0,0,19,186,201,0,12,28,15,13,70,0,0,73,91,44,64,30,12,0,15,110,29,22,23,12,0,"06","001","451201","3"
"Block Group 1, Census Tract 4512.01, Alameda County, California",14,0,65,46,142,86,230,92,250,119,0,47,43,71,70,0,0,0,648,107,30,28,59,57,30,14,131,39,103,173,203,258,60,0,0,187,26,44,0,89,0,0,"06","001","451201","1"
"Block Group 1, Census Tract 4514.01, Alameda County, California",0,43,0,121,47,45,26,16,64,67,0,0,0,17,18,26,58,47,63,194,13,119,30,80,81,51,0,7,55,159,10,0,0,0,0,198,105,57,24,17,0,13,"06","001","451401","1"
"Block Group 3, Census Tract 4514.01, Alameda County, California",0,0,129,123,124,49,16,89,57,26,16,15,40,60,66,32,18,9,406,17,0,73,53,111,168,0,0,0,32,64,85,76,51,0,14,219,101,54,32,36,52,0,"06","001","451401","3"
"Block Group 2, Census Tract 4514.01, Alameda County, California",0,0,23,0,82,102,42,74,312,87,0,42,69,38,70,17,23,0,797,105,0,0,53,0,0,0,0,0,86,503,169,133,0,15,0,0,19,0,9,21,0,0,"06","001","451401","2"
"Block Group 2, Census Tract 4516.02, Alameda County, California",30,17,33,19,24,22,113,0,5,70,17,6,42,13,15,14,0,3,414,24,15,22,59,0,0,12,0,0,158,76,23,22,22,0,0,77,96,50,0,22,0,0,"06","001","451602","2"
"Block Group 3, Census Tract 4516.02, Alameda County, California",0,0,0,18,62,0,124,33,87,88,25,46,0,40,48,0,30,56,548,93,0,0,0,17,29,0,0,0,51,235,42,166,16,0,0,0,40,46,54,0,0,0,"06","001","451602","3"
"Block Group 4, Census Tract 4516.02, Alameda County, California",2,0,0,18,50,61,9,23,111,13,17,33,44,20,17,69,21,27,497,0,0,0,0,0,0,0,0,0,94,154,0,108,28,60,0,0,14,0,0,0,0,0,"06","001","451602","4"
"Block Group 1, Census Tract 4516.02, Alameda County, California",0,0,14,106,66,114,97,70,90,31,14,15,0,63,73,19,91,216,118,191,0,60,72,63,118,647,13,0,120,103,45,60,0,0,0,490,278,46,57,25,0,0,"06","001","451602","1"
"Block Group 2, Census Tract 4003, Alameda County, California",0,0,14,75,54,19,81,48,33,93,0,0,56,16,0,0,0,67,295,47,66,102,51,50,119,21,0,0,125,56,63,31,18,0,0,263,195,0,0,0,0,0,"06","001","400300","2"
"Block Group 4, Census Tract 4003, Alameda County, California",67,15,0,61,54,62,46,84,70,92,13,25,33,86,0,37,0,0,530,0,57,44,67,19,54,0,8,0,114,177,61,17,18,0,0,105,164,0,16,0,0,0,"06","001","400300","4"
"Block Group 1, Census Tract 4003, Alameda County, California",0,0,0,35,0,80,97,92,30,8,0,0,0,43,18,0,0,0,275,19,91,41,17,28,0,0,0,0,31,71,58,54,71,0,0,94,38,40,14,0,0,0,"06","001","400300","1"
"Block Group 3, Census Tract 4003, Alameda County, California",0,0,33,44,53,19,67,55,56,138,0,14,20,18,0,0,0,0,81,13,176,28,0,38,171,57,0,0,27,47,19,15,0,0,0,248,156,30,0,22,0,0,"06","001","400300","3"
"Block Group 1, Census Tract 4018, Alameda County, California",11,4,64,86,58,22,47,15,50,20,0,4,1,10,18,19,13,10,126,52,72,72,22,6,0,6,0,0,33,34,6,13,6,0,0,48,85,26,52,13,15,13,"06","001","401800","1"
"Block Group 2, Census Tract 4018, Alameda County, California",17,0,0,70,60,53,19,23,16,11,6,7,5,7,15,0,22,6,77,51,77,63,16,33,83,21,0,0,26,23,3,6,0,0,5,144,102,68,20,0,0,0,"06","001","401800","2"
"Block Group 2, Census Tract 4045.02, Alameda County, California",0,0,0,0,67,64,31,55,116,53,54,106,11,42,6,48,29,12,566,0,0,0,0,0,0,0,0,0,106,158,121,135,17,0,0,12,0,17,0,0,0,0,"06","001","404502","2"
"Block Group 3, Census Tract 4045.02, Alameda County, California",0,0,0,0,0,45,95,171,12,59,36,13,26,175,24,25,37,13,677,36,0,14,0,0,0,0,11,0,135,387,32,141,0,0,0,14,11,18,0,0,0,0,"06","001","404502","3"
"Block Group 1, Census Tract 4045.02, Alameda County, California",0,0,0,0,0,37,35,40,9,31,40,0,0,12,14,0,13,12,278,0,0,0,0,0,0,0,0,0,51,165,23,16,0,0,0,12,11,0,0,0,0,0,"06","001","404502","1"
"Block Group 4, Census Tract 4045.02, Alameda County, California",0,0,0,17,150,45,72,64,116,151,16,62,44,43,61,12,0,0,645,13,16,16,72,15,54,0,0,0,153,284,89,64,0,0,0,74,68,86,13,0,0,0,"06","001","404502","4"
"Block Group 3, Census Tract 4067, Alameda County, California",0,0,159,60,99,16,38,0,58,60,14,71,63,106,36,35,56,0,436,30,49,298,153,0,0,56,0,0,88,199,102,0,0,0,0,256,179,18,15,73,0,0,"06","001","406700","3"
"Block Group 2, Census Tract 4067, Alameda County, California",0,0,0,0,38,20,20,17,0,52,27,0,13,13,0,12,0,0,207,20,0,0,0,0,0,0,0,0,27,85,42,41,0,0,0,15,17,0,0,0,0,0,"06","001","406700","2"
"Block Group 1, Census Tract 4067, Alameda County, California",0,0,20,14,2,23,40,55,38,75,61,0,30,23,0,14,0,9,492,0,0,0,0,0,0,0,0,0,72,136,66,80,0,12,0,0,0,15,20,0,0,0,"06","001","406700","1"
"Block Group 5, Census Tract 4067, Alameda County, California",14,0,14,13,14,0,14,34,0,64,15,0,27,0,24,0,14,13,201,0,15,15,0,0,0,0,0,0,98,44,22,40,13,0,0,0,0,14,0,0,0,0,"06","001","406700","5"
"Block Group 4, Census Tract 4067, Alameda County, California",0,0,43,0,0,0,85,52,23,32,0,29,32,22,0,28,0,14,296,18,31,15,0,0,0,0,0,0,28,81,36,51,0,0,0,96,34,18,0,0,0,0,"06","001","406700","4"
"Block Group 3, Census Tract 4086, Alameda County, California",71,58,44,96,69,20,75,53,38,44,20,24,8,0,0,13,0,0,407,13,9,130,35,0,0,0,10,0,10,30,17,52,12,29,29,100,110,34,35,23,46,11,"06","001","408600","3"
"Block Group 2, Census Tract 4086, Alameda County, California",0,45,0,121,180,27,35,66,80,32,0,35,16,0,38,11,18,9,422,33,27,0,9,8,9,35,0,0,30,59,49,22,8,41,22,39,105,30,66,0,6,26,"06","001","408600","2"
"Block Group 4, Census Tract 4086, Alameda County, California",13,0,0,0,40,52,0,0,19,22,0,8,14,10,0,10,13,0,152,27,8,32,0,10,0,0,0,0,34,39,27,10,27,0,0,35,7,0,36,0,0,14,"06","001","408600","4"
"Block Group 1, Census Tract 4086, Alameda County, California",17,0,29,141,31,140,27,28,53,63,0,45,4,63,13,34,10,8,293,9,36,41,95,28,36,47,0,0,37,27,21,13,36,0,5,143,38,84,86,21,0,54,"06","001","408600","1"
"Block Group 1, Census Tract 4090, Alameda County, California",12,59,76,55,71,54,53,82,92,64,5,12,16,12,17,17,0,6,392,6,20,79,18,5,0,61,36,0,28,62,82,19,62,6,19,109,37,48,39,45,14,12,"06","001","409000","1"
"Block Group 3, Census Tract 4090, Alameda County, California",18,0,64,108,46,55,53,36,59,59,6,7,0,12,51,0,29,34,487,0,0,0,0,0,0,0,0,0,49,55,51,28,28,12,13,23,51,19,75,24,11,25,"06","001","409000","3"
