period,vclassgroup,speed,ROG,S_NOx,SOx,W_NOx,CO2,Diesel_PM2.5,Gas_PM2.5,Diesel PM,Butadiene,Benzene,Acetaldehyde,Formaldehyde,TOG_exh,PM10
EA,auto,23,0.012986624,0.055276634,0.004572909,0.065333378,461.9886224,0,0.019669043,0.0013058,0.0002758,0.0012302,0.0008266,0.001306,0.0272962,0.021094534
EA,auto,24,0.012487199,0.054276634,0.004572909,0.064049891,447.3409935,0,0.01852782,0.0012504,0.0002654,0.0011826,0.0006108,0.00125,0.0359036,0.019811046
EA,auto,25,0.011629653,0.053919663,0.004499425,0.062976407,433.8017703,0,0.017244298,0.001195,0.000255,0.001135,0.000395,0.001194,0.044511,0.018811046
EA,auto,26,0.011203712,0.05270966,0.004356971,0.062266979,421.2993718,0,0.016744997,0.0011614,0.0002488,0.0011074,0.0003846,0.0011632,0.0433014,0.018101618
EA,auto,27,0.010556169,0.052210235,0.003572909,0.061193495,409.7662852,0,0.015677253,0.0011278,0.0002426,0.0010798,0.0003742,0.0011324,0.0420918,0.017170588
EA,auto,28,0.010130228,0.051210235,0.003572909,0.060557551,399.1419247,0,0.015251433,0.0010942,0.0002364,0.0010522,0.0003638,0.0011016,0.0408822,0.016534644
EA,auto,29,0.009846741,0.050926748,0.003572909,0.059626521,389.3720761,0,0.014894431,0.0010606,0.0002302,0.0010246,0.0003534,0.0010708,0.0396726,0.015534644
EA,auto,30,0.009773257,0.049926748,0.003572909,0.058626521,380.4074372,0,0.013894431,0.001027,0.000224,0.000997,0.000343,0.00104,0.038463,0.015177673
EA,auto,31,0.008846741,0.049569777,0.003499425,0.058343034,372.202432,0,0.013610909,0.0009928,0.000221,0.0009824,0.0003368,0.001022,0.0378346,0.014177673
EA,auto,32,0.008563254,0.048569777,0.003499425,0.057917093,364.7160524,0,0.012684388,0.0009586,0.000218,0.0009678,0.0003306,0.001004,0.0372062,0.013894186
EA,auto,33,0.00848977,0.04828629,0.003499425,0.056843609,357.9127945,0,0.012400866,0.0009244,0.000215,0.0009532,0.0003244,0.000986,0.0365778,0.013684183
EA,auto,34,0.008347316,0.048143836,0.003499425,0.056560122,351.7591485,0,0.012327386,0.0008902,0.000212,0.0009386,0.0003182,0.000968,0.0359494,0.013258242
EA,auto,35,0.00748977,0.04728629,0.003499425,0.055633606,346.2263935,0,0.011901566,0.000856,0.000209,0.000924,0.000312,0.00095,0.035321,0.012610699
EA,auto,36,0.00748977,0.047002803,0.003499425,0.055560122,341.2876765,0,0.011901566,0.0008462,0.0002082,0.00092,0.0003088,0.0009422,0.035079,0.012327211
EA,auto,37,0.00748977,0.046786865,0.003499425,0.055276634,336.9203385,0,0.011043864,0.0008364,0.0002074,0.000916,0.0003056,0.0009344,0.034837,0.012327211
EA,auto,38,0.007206282,0.046576862,0.003499425,0.054276634,333.1042464,0,0.011043864,0.0008266,0.0002066,0.000912,0.0003024,0.0009266,0.034595,0.011901271
EA,auto,39,0.007206282,0.045929319,0.003356971,0.054276634,329.82153,0,0.010618044,0.0008168,0.0002058,0.000908,0.0002992,0.0009188,0.034353,0.011901271
EA,auto,40,0.007063829,0.045719315,0.003356971,0.053993147,327.0571857,0,0.010618044,0.000807,0.000205,0.000904,0.000296,0.000911,0.034111,0.011043724
EA,auto,41,0.006990345,0.045503378,0.003356971,0.053919663,324.7990072,0,0.010408002,0.0007944,0.000206,0.0009072,0.0002956,0.000911,0.0342528,0.011043724
EA,auto,42,0.006990345,0.045503378,0.003146968,0.053567206,323.0367738,0,0.010334522,0.0007818,0.000207,0.0009104,0.0002952,0.000911,0.0343946,0.011043724
EA,auto,43,0.006780342,0.045293375,0.003146968,0.052993147,321.7619769,0,0.010334522,0.0007692,0.000208,0.0009136,0.0002948,0.000911,0.0345364,0.010760237
EA,auto,44,0.006780342,0.045293375,0.003146968,0.052919663,320.9696223,0,0.010334522,0.0007566,0.000209,0.0009168,0.0002944,0.000911,0.0346782,0.010760237
EA,auto,45,0.006780342,0.045219891,0.003146968,0.052919663,320.6557802,0,0.009760342,0.000744,0.00021,0.00092,0.000294,0.000911,0.03482,0.010617783
EA,auto,46,0.006780342,0.044645831,0.003146968,0.05270966,320.8195239,0,0.009760342,0.0007324,0.0002138,0.0009362,0.0002966,0.0009222,0.0353684,0.010617783
EA,auto,47,0.006780342,0.044645831,0.003146968,0.05270966,321.4608535,0,0.00947682,0.0007208,0.0002176,0.0009524,0.0002992,0.0009334,0.0359168,0.010617783
EA,auto,48,0.006780342,0.044645831,0.00947675,0.05270966,322.5833359,0,0.00947682,0.0007092,0.0002214,0.0009686,0.0003018,0.0009446,0.0364652,0.010617783
EA,auto,49,0.006780342,0.044645831,0.00947675,0.05270966,324.1909715,0,0.00947682,0.0006976,0.0002252,0.0009848,0.0003044,0.0009558,0.0370136,0.010617783
EA,auto,50,0.006780342,0.044645831,0.009686753,0.052919663,326.2921951,0,0.009686862,0.000686,0.000229,0.001001,0.000307,0.000967,0.037562,0.010617783
EA,auto,51,0.006780342,0.044719315,0.009760237,0.052919663,328.8961527,0,0.009760342,0.0006864,0.0002358,0.0010296,0.000313,0.000989,0.0385156,0.010617783
EA,auto,52,0.006780342,0.045293375,0.009760237,0.053135601,332.0139843,0,0.009760342,0.0006868,0.0002426,0.0010582,0.000319,0.001011,0.0394692,0.010617783
EA,auto,53,0.006780342,0.045435828,0.010334296,0.053135601,335.6604073,0,0.010334522,0.0006872,0.0002494,0.0010868,0.000325,0.001033,0.0404228,0.010760237
EA,auto,54,0.006780342,0.045645831,0.010334296,0.053135601,339.8522829,0,0.010334522,0.0006876,0.0002562,0.0011154,0.000331,0.001055,0.0413764,0.010833721
EA,auto,55,0.006780342,0.045719315,0.010334296,0.053993147,344.6087545,0,0.010334522,0.000688,0.000263,0.001144,0.000337,0.001077,0.04233,0.011043724
EA,auto,56,0.006990345,0.045719315,0.010617783,0.054209085,349.9521184,0,0.010618044,0.0006864,0.0002742,0.0011916,0.0003476,0.001115,0.043922,0.011043724
EA,auto,57,0.007063829,0.046145256,0.010617783,0.054419088,355.9073009,0,0.010618044,0.0006848,0.0002854,0.0012392,0.0003582,0.001153,0.045514,0.011117208
EA,auto,58,0.007063829,0.04621874,0.010760237,0.054492572,362.5027395,0,0.010760342,0.0006832,0.0002966,0.0012868,0.0003688,0.001191,0.047106,0.011901271
EA,auto,59,0.007206282,0.047002803,0.011043724,0.054918513,369.7699381,0,0.011043864,0.0006816,0.0003078,0.0013344,0.0003794,0.001229,0.048698,0.011901271
EA,auto,60,0.00748977,0.04721874,0.011043724,0.055776059,377.7445429,0,0.011043864,0.00068,0.000319,0.001382,0.00039,0.001267,0.05029,0.012327211
EA,auto,61,0.00748977,0.047502228,0.011901271,0.055991997,386.4655691,0,0.011901566,0.0006828,0.0003368,0.0014576,0.0004074,0.0013284,0.0529592,0.012400696
EA,auto,62,0.008063829,0.047928168,0.011974755,0.056275484,395.9768705,0,0.011975046,0.0006856,0.0003546,0.0015332,0.0004248,0.0013898,0.0556284,0.012610699
EA,auto,63,0.008347316,0.048785715,0.012327211,0.057275484,406.326755,0,0.012327386,0.0006884,0.0003724,0.0016088,0.0004422,0.0014512,0.0582976,0.013468245
EA,auto,64,0.00848977,0.049001652,0.012610699,0.057701425,417.5671429,0,0.012610909,0.0006912,0.0003902,0.0016844,0.0004596,0.0015126,0.0609668,0.013684183
EA,auto,65,0.008563254,0.049427593,0.013258242,0.058127366,429.7577038,0,0.013258568,0.000694,0.000408,0.00176,0.000477,0.001574,0.063636,0.01396767
AM,auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM,auto,1,0.072561353,0.08458932,0.012645243,0.10341932,1241.391315,0,0.091997499,0.003786,0.0009272,0.0041738,0.0013264,0.0041852,0.1746858,0.099337299
AM,auto,2,0.072561353,0.08458932,0.012645243,0.10341932,1241.391315,0,0.091997499,0.003629,0.0008824,0.0039716,0.0012668,0.0039904,0.1659696,0.099337299
AM,auto,3,0.068927979,0.083305833,0.011855246,0.102062349,1202.83815,0,0.08743759,0.003472,0.0008376,0.0037694,0.0012072,0.0037956,0.1572534,0.094846379
AM,auto,4,0.061790667,0.080665374,0.011429305,0.09899595,1130.547876,0,0.079670113,0.003315,0.0007928,0.0035672,0.0011476,0.0036008,0.1485372,0.085869054
AM,auto,5,0.055584384,0.078598975,0.010571759,0.096145489,1064.183562,0,0.072259637,0.003158,0.000748,0.003365,0.001088,0.003406,0.139821,0.078311735
AM,auto,6,0.049804042,0.076242004,0.010145818,0.093289092,1003.207841,0,0.066059204,0.003001,0.0007032,0.0031628,0.0010284,0.0032112,0.1311048,0.071475443
AM,auto,7,0.045097185,0.074249089,0.009355821,0.091222693,947.1336808,0,0.060858771,0.002844,0.0006584,0.0029606,0.0009688,0.0030164,0.1223886,0.065491033
AM,auto,8,0.040673815,0.072466177,0.009145818,0.088513265,895.5256617,0,0.05544116,0.002687,0.0006136,0.0027584,0.0009092,0.0028216,0.1136724,0.05985766
AM,auto,9,0.037460447,0.07018269,0.008355821,0.085872807,847.9906445,0,0.050807771,0.00253,0.0005688,0.0025562,0.0008496,0.0026268,0.1049562,0.055014283
AM,auto,10,0.034320564,0.068399778,0.008072334,0.084089895,804.1747014,0,0.047174382,0.002373,0.000524,0.002354,0.00079,0.002432,0.09624,0.050523363
AM,auto,11,0.031396618,0.067042806,0.00792988,0.081522921,763.7583527,0,0.043113774,0.002261,0.0004972,0.0022328,0.000752,0.0023114,0.0911764,0.046389415
AM,auto,12,0.028966163,0.065333378,0.007072334,0.079740009,726.4536209,0,0.039906206,0.002149,0.0004704,0.0021116,0.000714,0.0021908,0.0861128,0.043039528
AM,auto,13,0.026973248,0.063766404,0.007072334,0.078173034,692.0000277,0,0.036913341,0.002037,0.0004436,0.0019904,0.000676,0.0020702,0.0810492,0.03990558
AM,auto,14,0.024616277,0.062409433,0.006646393,0.075816063,660.1621107,0,0.034062774,0.001925,0.0004168,0.0018692,0.000638,0.0019496,0.0759856,0.036912665
AM,auto,15,0.023043368,0.060983492,0.006072334,0.074316638,630.7269668,0,0.03199643,0.001813,0.00039,0.001748,0.0006,0.001829,0.070922,0.034846266
AM,auto,16,0.021476394,0.059626521,0.00599885,0.072749664,603.5015629,0,0.029571684,0.0017448,0.0003734,0.001673,0.0007748,0.001758,0.0570324,0.032069288
AM,auto,17,0.019976969,0.058343034,0.005646393,0.071250239,578.311306,0,0.027862341,0.0016766,0.0003568,0.001598,0.0009496,0.001687,0.0431428,0.03042883
AM,auto,18,0.018693482,0.057059547,0.005572909,0.069756749,554.9975143,0,0.026221817,0.0016084,0.0003402,0.001523,0.0011244,0.001616,0.0292532,0.027861856
AM,auto,19,0.01733651,0.055776059,0.005572909,0.068399778,533.4166036,0,0.024512474,0.0015402,0.0003236,0.001448,0.0012992,0.001545,0.0153636,0.026294881
AM,auto,20,0.016053023,0.055276634,0.00499885,0.06711629,513.4386131,0,0.02294543,0.001472,0.000307,0.001373,0.001474,0.001474,0.001474,0.024727907
AM,auto,21,0.015553598,0.053993147,0.004856396,0.065759319,494.9443813,0,0.021661908,0.0014166,0.0002966,0.0013254,0.0012582,0.001418,0.0100814,0.023370936
AM,auto,22,0.014343595,0.05270966,0.004572909,0.064907438,477.8275328,0,0.020378386,0.0013612,0.0002862,0.0012778,0.0010424,0.001362,0.0186888,0.021734992
AM,auto,23,0.013986624,0.052210235,0.004572909,0.063833953,461.9886224,0,0.019669043,0.0013058,0.0002758,0.0012302,0.0008266,0.001306,0.0272962,0.021094534
AM,auto,24,0.012986624,0.051210235,0.004572909,0.06269292,447.3409935,0,0.01852782,0.0012504,0.0002654,0.0011826,0.0006108,0.00125,0.0359036,0.019811046
AM,auto,25,0.012487199,0.050069202,0.004572909,0.061409433,433.8017703,0,0.017244298,0.001195,0.000255,0.001135,0.000395,0.001194,0.044511,0.018811046
AM,auto,26,0.011629653,0.049643261,0.004499425,0.060983492,421.2993718,0,0.016744997,0.0011614,0.0002488,0.0011074,0.0003846,0.0011632,0.0433014,0.018101618
AM,auto,27,0.011203712,0.048569777,0.004356971,0.059910008,409.7662852,0,0.015677253,0.0011278,0.0002426,0.0010798,0.0003742,0.0011324,0.0420918,0.017170588
AM,auto,28,0.010556169,0.04828629,0.003572909,0.05920058,399.1419247,0,0.015251433,0.0010942,0.0002364,0.0010522,0.0003638,0.0011016,0.0408822,0.016534644
AM,auto,29,0.010130228,0.04728629,0.003572909,0.058343034,389.3720761,0,0.014894431,0.0010606,0.0002302,0.0010246,0.0003534,0.0010708,0.0396726,0.015534644
AM,auto,30,0.009846741,0.047002803,0.003572909,0.057917093,380.4074372,0,0.013894431,0.001027,0.000224,0.000997,0.000343,0.00104,0.038463,0.015177673
AM,auto,31,0.009846741,0.046576862,0.003572909,0.056843609,372.202432,0,0.013610909,0.0009928,0.000221,0.0009824,0.0003368,0.001022,0.0378346,0.014177673
AM,auto,32,0.008846741,0.045719315,0.003572909,0.056560122,364.7160524,0,0.012684388,0.0009586,0.000218,0.0009678,0.0003306,0.001004,0.0372062,0.013894186
AM,auto,33,0.008773257,0.045503378,0.003499425,0.055560122,357.9127945,0,0.012400866,0.0009244,0.000215,0.0009532,0.0003244,0.000986,0.0365778,0.013684183
AM,auto,34,0.008563254,0.045219891,0.003499425,0.055276634,351.7591485,0,0.012327386,0.0008902,0.000212,0.0009386,0.0003182,0.000968,0.0359494,0.013258242
AM,auto,35,0.00848977,0.044435828,0.003499425,0.054276634,346.2263935,0,0.011901566,0.000856,0.000209,0.000924,0.000312,0.00095,0.035321,0.012610699
AM,auto,36,0.008137313,0.044219891,0.003499425,0.05420315,341.2876765,0,0.011901566,0.0008462,0.0002082,0.00092,0.0003088,0.0009422,0.035079,0.012327211
AM,auto,37,0.00748977,0.043936403,0.003499425,0.053993147,336.9203385,0,0.011043864,0.0008364,0.0002074,0.000916,0.0003056,0.0009344,0.034837,0.012327211
AM,auto,38,0.00748977,0.043936403,0.003499425,0.053567206,333.1042464,0,0.011043864,0.0008266,0.0002066,0.000912,0.0003024,0.0009266,0.034595,0.011901271
AM,auto,39,0.00748977,0.042936403,0.003499425,0.052919663,329.82153,0,0.010618044,0.0008168,0.0002058,0.000908,0.0002992,0.0009188,0.034353,0.011901271
AM,auto,40,0.007206282,0.042936403,0.003499425,0.05270966,327.0571857,0,0.010618044,0.000807,0.000205,0.000904,0.000296,0.000911,0.034111,0.011043724
AM,auto,41,0.007206282,0.042862919,0.003499425,0.052636176,324.7990072,0,0.010408002,0.0007944,0.000206,0.0009072,0.0002956,0.000911,0.0342528,0.011043724
AM,auto,42,0.007063829,0.042652916,0.003499425,0.052283719,323.0367738,0,0.010334522,0.0007818,0.000207,0.0009104,0.0002952,0.000911,0.0343946,0.011043724
AM,auto,43,0.007063829,0.042652916,0.003499425,0.052210235,321.7619769,0,0.010334522,0.0007692,0.000208,0.0009136,0.0002948,0.000911,0.0345364,0.010760237
AM,auto,44,0.006990345,0.042579432,0.003499425,0.051636176,320.9696223,0,0.010334522,0.0007566,0.000209,0.0009168,0.0002944,0.000911,0.0346782,0.010760237
AM,auto,45,0.006990345,0.042579432,0.003499425,0.051636176,320.6557802,0,0.009760342,0.000744,0.00021,0.00092,0.000294,0.000911,0.03482,0.010617783
AM,auto,46,0.006990345,0.042579432,0.003499425,0.051636176,320.8195239,0,0.009760342,0.0007324,0.0002138,0.0009362,0.0002966,0.0009222,0.0353684,0.010617783
AM,auto,47,0.006990345,0.042369429,0.003499425,0.051636176,321.4608535,0,0.00947682,0.0007208,0.0002176,0.0009524,0.0002992,0.0009334,0.0359168,0.010617783
AM,auto,48,0.006990345,0.042369429,0.010617783,0.051636176,322.5833359,0,0.00947682,0.0007092,0.0002214,0.0009686,0.0003018,0.0009446,0.0364652,0.010617783
AM,auto,49,0.006990345,0.042369429,0.010617783,0.051636176,324.1909715,0,0.00947682,0.0006976,0.0002252,0.0009848,0.0003044,0.0009558,0.0370136,0.010617783
AM,auto,50,0.006990345,0.042579432,0.010617783,0.051636176,326.2921951,0,0.009686862,0.000686,0.000229,0.001001,0.000307,0.000967,0.037562,0.010617783
AM,auto,51,0.006990345,0.042652916,0.010617783,0.051636176,328.8961527,0,0.009760342,0.0006864,0.0002358,0.0010296,0.000313,0.000989,0.0385156,0.010617783
AM,auto,52,0.006990345,0.042652916,0.010617783,0.051636176,332.0139843,0,0.009760342,0.0006868,0.0002426,0.0010582,0.000319,0.001011,0.0394692,0.010617783
AM,auto,53,0.006990345,0.042652916,0.010760237,0.051852114,335.6604073,0,0.010334522,0.0006872,0.0002494,0.0010868,0.000325,0.001033,0.0404228,0.010760237
AM,auto,54,0.007063829,0.042652916,0.010833721,0.052636176,339.8522829,0,0.010334522,0.0006876,0.0002562,0.0011154,0.000331,0.001055,0.0413764,0.010833721
AM,auto,55,0.007063829,0.043078857,0.011043724,0.05270966,344.6087545,0,0.010334522,0.000688,0.000263,0.001144,0.000337,0.001077,0.04233,0.011043724
AM,auto,56,0.007206282,0.043078857,0.011043724,0.052852114,349.9521184,0,0.010618044,0.0006864,0.0002742,0.0011916,0.0003476,0.001115,0.043922,0.011043724
AM,auto,57,0.007206282,0.043152341,0.011117208,0.053135601,355.9073009,0,0.010618044,0.0006848,0.0002854,0.0012392,0.0003582,0.001153,0.045514,0.011117208
AM,auto,58,0.00748977,0.043504798,0.011901271,0.053209085,362.5027395,0,0.010760342,0.0006832,0.0002966,0.0012868,0.0003688,0.001191,0.047106,0.011901271
AM,auto,59,0.00748977,0.044152341,0.011901271,0.054135601,369.7699381,0,0.011043864,0.0006816,0.0003078,0.0013344,0.0003794,0.001229,0.048698,0.011901271
AM,auto,60,0.00748977,0.044435828,0.012327211,0.054419088,377.7445429,0,0.011043864,0.00068,0.000319,0.001382,0.00039,0.001267,0.05029,0.012327211
AM,auto,61,0.008137313,0.044788285,0.012400696,0.054635026,386.4655691,0,0.011901566,0.0006828,0.0003368,0.0014576,0.0004074,0.0013284,0.0529592,0.012400696
AM,auto,62,0.008347316,0.044861769,0.012610699,0.054918513,395.9768705,0,0.011975046,0.0006856,0.0003546,0.0015332,0.0004248,0.0013898,0.0556284,0.012610699
AM,auto,63,0.008563254,0.045861769,0.013468245,0.055918513,406.326755,0,0.012327386,0.0006884,0.0003724,0.0016088,0.0004422,0.0014512,0.0582976,0.013468245
AM,auto,64,0.008773257,0.046145256,0.013684183,0.056417938,417.5671429,0,0.012610909,0.0006912,0.0003902,0.0016844,0.0004596,0.0015126,0.0609668,0.013684183
AM,auto,65,0.008846741,0.046571197,0.01396767,0.057275484,429.7577038,0,0.013258568,0.000694,0.000408,0.00176,0.000477,0.001574,0.063636,0.01396767
MD,auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD,auto,1,0.084122036,0.088303262,0.01392873,0.093079089,1241.391315,0,0.091997499,0.003786,0.0009272,0.0041738,0.0013264,0.0041852,0.1746858,0.099337299
MD,auto,2,0.084122036,0.088303262,0.01392873,0.093079089,1241.391315,0,0.091997499,0.003629,0.0008824,0.0039716,0.0012668,0.0039904,0.1659696,0.099337299
MD,auto,3,0.079698666,0.086946291,0.013718727,0.091722118,1202.83815,0,0.08743759,0.003472,0.0008376,0.0037694,0.0012072,0.0037956,0.1572534,0.094846379
MD,auto,4,0.071778441,0.084305833,0.012718727,0.088939206,1130.547876,0,0.079670113,0.003315,0.0007928,0.0035672,0.0011476,0.0036008,0.1485372,0.085869054
MD,auto,5,0.064431125,0.081738858,0.012502789,0.086298748,1064.183562,0,0.072259637,0.003158,0.000748,0.003365,0.001088,0.003406,0.139821,0.078311735
MD,auto,6,0.05744078,0.079740009,0.011645243,0.084305833,1003.207841,0,0.066059204,0.003001,0.0007032,0.0031628,0.0010284,0.0032112,0.1311048,0.071475443
MD,auto,7,0.052234498,0.077173034,0.010645243,0.081522921,947.1336808,0,0.060858771,0.002844,0.0006584,0.0029606,0.0009688,0.0030164,0.1223886,0.065491033
MD,auto,8,0.046880097,0.075390122,0.010219302,0.079740009,895.5256617,0,0.05544116,0.002687,0.0006136,0.0027584,0.0009092,0.0028216,0.1136724,0.05985766
MD,auto,9,0.043030786,0.073175605,0.009571759,0.077173034,847.9906445,0,0.050807771,0.00253,0.0005688,0.0025562,0.0008496,0.0026268,0.1049562,0.055014283
MD,auto,10,0.039243359,0.071466177,0.009145818,0.075532576,804.1747014,0,0.047174382,0.002373,0.000524,0.002354,0.00079,0.002432,0.09624,0.050523363
MD,auto,11,0.035893473,0.069683265,0.00892988,0.073249089,763.7583527,0,0.043113774,0.002261,0.0004972,0.0022328,0.000752,0.0023114,0.0911764,0.046389415
MD,auto,12,0.033037077,0.06811629,0.008145818,0.071466177,726.4536209,0,0.039906206,0.002149,0.0004704,0.0021116,0.000714,0.0021908,0.0861128,0.043039528
MD,auto,13,0.030323134,0.066616865,0.008072334,0.070109205,692.0000277,0,0.036913341,0.002037,0.0004436,0.0019904,0.000676,0.0020702,0.0810492,0.03990558
MD,auto,14,0.028540222,0.065049891,0.007072334,0.068399778,660.1621107,0,0.034062774,0.001925,0.0004168,0.0018692,0.000638,0.0019496,0.0759856,0.036912665
MD,auto,15,0.026183251,0.063550466,0.007072334,0.067042806,630.7269668,0,0.03199643,0.001813,0.00039,0.001748,0.0006,0.001829,0.070922,0.034846266
MD,auto,16,0.024400339,0.062266979,0.006856396,0.065333378,603.5015629,0,0.029571684,0.0017448,0.0003734,0.001673,0.0007748,0.001758,0.0570324,0.032069288
MD,auto,17,0.022833365,0.060910008,0.006646393,0.064049891,578.311306,0,0.027862341,0.0016766,0.0003568,0.001598,0.0009496,0.001687,0.0431428,0.03042883
MD,auto,18,0.02133394,0.059626521,0.00599885,0.06269292,554.9975143,0,0.026221817,0.0016084,0.0003402,0.001523,0.0011244,0.001616,0.0292532,0.027861856
MD,auto,19,0.019976969,0.058343034,0.00599885,0.061409433,533.4166036,0,0.024512474,0.0015402,0.0003236,0.001448,0.0012992,0.001545,0.0153636,0.026294881
MD,auto,20,0.018693482,0.057059547,0.005646393,0.060125946,513.4386131,0,0.02294543,0.001472,0.000307,0.001373,0.001474,0.001474,0.001474,0.024727907
MD,auto,21,0.017409994,0.056350119,0.005572909,0.059626521,494.9443813,0,0.021661908,0.0014166,0.0002966,0.0013254,0.0012582,0.001418,0.0100814,0.023370936
MD,auto,22,0.01691057,0.055276634,0.005572909,0.058343034,477.8275328,0,0.020378386,0.0013612,0.0002862,0.0012778,0.0010424,0.001362,0.0186888,0.021734992
MD,auto,23,0.015627082,0.053993147,0.005572909,0.057059547,461.9886224,0,0.019669043,0.0013058,0.0002758,0.0012302,0.0008266,0.001306,0.0272962,0.021094534
MD,auto,24,0.014696052,0.053567206,0.004856396,0.056560122,447.3409935,0,0.01852782,0.0012504,0.0002654,0.0011826,0.0006108,0.00125,0.0359036,0.019811046
MD,auto,25,0.014270111,0.052493722,0.004572909,0.055350119,433.8017703,0,0.017244298,0.001195,0.000255,0.001135,0.000395,0.001194,0.044511,0.018811046
MD,auto,26,0.013196627,0.051426173,0.004572909,0.054276634,421.2993718,0,0.016744997,0.0011614,0.0002488,0.0011074,0.0003846,0.0011632,0.0433014,0.018101618
MD,auto,27,0.01291314,0.050926748,0.004572909,0.053993147,409.7662852,0,0.015677253,0.0011278,0.0002426,0.0010798,0.0003742,0.0011324,0.0420918,0.017170588
MD,auto,28,0.01191314,0.049926748,0.004572909,0.052919663,399.1419247,0,0.015251433,0.0010942,0.0002364,0.0010522,0.0003638,0.0011016,0.0408822,0.016534644
MD,auto,29,0.011629653,0.049643261,0.004572909,0.052493722,389.3720761,0,0.014894431,0.0010606,0.0002302,0.0010246,0.0003534,0.0010708,0.0396726,0.015534644
