TAZ1454,LT_FR_CA_OFF_production,LT_FR_CA_OFF_attraction,LT_FR_CA_AM_production,LT_FR_CA_AM_attraction,LT_FR_CA_MID_production,LT_FR_CA_MID_attraction,LT_FR_CA_PM_production,LT_FR_CA_PM_attraction,MT1_FR_CA_OFF_production,MT1_FR_CA_OFF_attraction,MT1_FR_CA_AM_production,MT1_FR_CA_AM_attraction,MT1_FR_CA_MID_production,MT1_FR_CA_MID_attraction,MT1_FR_CA_PM_production,MT1_FR_CA_PM_attraction,MT2_FR_CA_OFF_production,MT2_FR_CA_OFF_attraction,MT2_FR_CA_AM_production,MT2_FR_CA_AM_attraction,MT2_FR_CA_MID_production,MT2_FR_CA_MID_attraction,MT2_FR_CA_PM_production,MT2_FR_CA_PM_attraction,HT_FR_CA_OFF_production,HT_FR_CA_OFF_attraction,HT_FR_CA_AM_production,HT_FR_CA_AM_attraction,HT_FR_CA_MID_production,HT_FR_CA_MID_attraction,HT_FR_CA_PM_production,HT_FR_CA_PM_attraction,MT1_FR_EXT_OFF_production,MT1_FR_EXT_OFF_attraction,MT1_FR_EXT_AM_production,MT1_FR_EXT_AM_attraction,MT1_FR_EXT_MID_production,MT1_FR_EXT_MID_attraction,MT1_FR_EXT_PM_production,MT1_FR_EXT_PM_attraction,MT2_FR_EXT_OFF_production,MT2_FR_EXT_OFF_attraction,MT2_FR_EXT_AM_production,MT2_FR_EXT_AM_attraction,MT2_FR_EXT_MID_production,MT2_FR_EXT_MID_attraction,MT2_FR_EXT_PM_production,MT2_FR_EXT_PM_attraction,HT_FR_EXT_OFF_production,HT_FR_EXT_OFF_attraction,HT_FR_EXT_AM_production,HT_FR_EXT_AM_attraction,HT_FR_EXT_MID_production,HT_FR_EXT_MID_attraction,HT_FR_EXT_PM_production,HT_FR_EXT_PM_attraction,LT_NF_CA_OFF_production,LT_NF_CA_OFF_attraction,LT_NF_CA_AM_production,LT_NF_CA_AM_attraction,LT_NF_CA_MID_production,LT_NF_CA_MID_attraction,LT_NF_CA_PM_production,LT_NF_CA_PM_attraction,MT1_NF_CA_OFF_production,MT1_NF_CA_OFF_attraction,MT1_NF_CA_AM_production,MT1_NF_CA_AM_attraction,MT1_NF_CA_MID_production,MT1_NF_CA_MID_attraction,MT1_NF_CA_PM_production,MT1_NF_CA_PM_attraction,MT2_NF_CA_OFF_production,MT2_NF_CA_OFF_attraction,MT2_NF_CA_AM_production,MT2_NF_CA_AM_attraction,MT2_NF_CA_MID_production,MT2_NF_CA_MID_attraction,MT2_NF_CA_PM_production,MT2_NF_CA_PM_attraction,HT_NF_CA_OFF_production,HT_NF_CA_OFF_attraction,HT_NF_CA_AM_production,HT_NF_CA_AM_attraction,HT_NF_CA_MID_production,HT_NF_CA_MID_attraction,HT_NF_CA_PM_production,HT_NF_CA_PM_attraction
11,0.4814031,1.4307148,0.31180203,0.9300101,0.468603,1.4047153,0.2984019,0.89630926,2.6635187,6.6602187,1.7316118,4.331817,2.6106179,6.554021,1.6676116,4.1886153,0.9578062,1.9970055,0.62160397,1.2969038,0.93510604,1.9587065,0.5966038,1.2501034,3.4181247,7.450714,2.222816,4.8461127,3.3522239,7.3311143,2.1422153,4.686217,0.35209998,0.2146,0.22890002,0.13970001,0.3472,0.21080004,0.22190002,0.135,0.1438,0.058300003,0.0938,0.0379,0.1419,0.0573,0.0906,0.0365,1.1325,0.92149997,0.7366,0.5991,1.1171,0.90910006,0.71389997,0.5809,88.28702,89.23185,57.415688,58.02981,87.1364,88.06845,55.684654,56.278427,19.376036,19.60533,12.594118,12.740789,19.122128,19.350756,12.21501,12.358397,12.038391,11.99056,7.8362594,7.799075,11.88229,11.836662,7.6003575,7.563575,24.086357,23.980743,15.630701,15.548262,23.784155,23.679148,15.168598,15.088365
12,0.3893,1.1516155,0.25200003,0.7485099,0.3784,1.1301153,0.24059999,0.72110957,2.4263186,5.925042,1.5770121,3.8526306,2.374818,5.8248425,1.5161114,3.722825,0.7618031,1.6800216,0.49390206,1.0920136,0.74190295,1.6479211,0.4729019,1.0522135,2.8556185,6.3560414,1.8564119,4.1318316,2.795618,6.246842,1.7858113,3.9909256,0.3366,0.23910004,0.21900001,0.15560001,0.33209997,0.235,0.21249998,0.1506,0.1347,0.0612,0.087799996,0.0398,0.1328,0.060299996,0.084800005,0.0386,1.2824,1.273203,0.8341,0.82830197,1.2649,1.256203,0.8086,0.8026019,34.627296,34.99438,22.513088,22.75592,34.17489,34.539078,21.834978,22.071642,7.5513306,7.6405373,4.908785,4.96896,7.4567285,7.543336,4.762082,4.8161645,10.122976,10.084864,6.59085,6.567685,9.997175,9.961081,6.389048,6.358581,19.860428,19.765047,12.860483,12.788963,19.611727,19.515858,12.479181,12.41097
13,0.9643532,1.8270949,0.62503284,1.1878443,0.93857133,1.7943847,0.5979882,1.1460086,4.8686037,8.135152,3.1667025,5.291912,4.7714214,8.010051,3.052393,5.120179,1.4193596,2.4351652,0.9212309,1.581975,1.3838905,2.390449,0.88361746,1.5262487,4.717725,9.06874,3.066467,5.8996577,4.621046,8.929753,2.9537046,5.7086244,0.55123127,0.2763847,0.3584518,0.17997931,0.5433917,0.2719928,0.3474052,0.17398389,0.22287379,0.072673894,0.1450953,0.0470853,0.2197075,0.071229696,0.1403441,0.045441102,1.1310108,1.181286,0.73574686,0.768413,1.1159722,1.1656696,0.7133095,0.744457,39.182915,39.603756,25.477772,25.752218,38.67016,39.084362,24.708166,24.974365,8.680787,8.781091,5.6425743,5.7058578,8.568531,8.668982,5.4706964,5.531479,15.344655,15.289361,9.991974,9.949016,15.151001,15.089272,9.689704,9.650456,30.884909,30.756248,20.050198,19.953545,30.496235,30.366356,19.466236,19.366909
14,0.6594593,1.1895316,0.4269752,0.773874,0.6410407,1.1686423,0.40781945,0.7464089,3.6075482,5.6633167,2.3461318,3.681538,3.5334296,5.570422,2.25834,3.5585694,1.0619528,1.5679642,0.68857723,1.0194452,1.0340216,1.5394812,0.65939015,0.9831709,3.626824,6.325119,2.3579655,4.112184,3.550702,6.221713,2.269126,3.9748178,0.3915687,0.18671529,0.2547482,0.1214207,0.3863083,0.18310721,0.24699481,0.1170161,0.16282621,0.047126103,0.106304705,0.030514702,0.1607925,0.0461703,0.1025559,0.0295589,0.9469893,0.808514,0.6161531,0.526187,0.93432784,0.79773045,0.5972905,0.51004297,35.679367,36.06275,23.198359,23.443853,35.2145,35.594475,22.50254,22.74156,7.7555943,7.8438,5.0404086,5.0967655,7.656946,7.7443857,4.8882804,4.9451447,12.499552,12.450555,8.141061,8.103943,12.344004,12.296568,7.8902264,7.854998,24.347149,24.238523,15.765336,15.679978,24.043217,23.934925,15.295789,15.216434
15,0.2501,0.8319087,0.162,0.54070586,0.24329999,0.8168095,0.1548,0.52150553,1.4785062,3.7290235,0.96120405,2.4258184,1.4480059,3.6709287,0.9249038,2.3468156,0.49910313,1.2078118,0.32390204,0.78380764,0.48660302,1.1838123,0.3106019,0.7554081,1.8314092,4.1328235,1.190706,2.6889184,1.7942091,4.06873,1.1469059,2.602015,0.2143,0.098,0.1394,0.0639,0.2112,0.096499994,0.13509999,0.0619,0.0797,0.024600001,0.0519,0.016,0.0785,0.0241,0.0501,0.0154,0.5325,0.4928,0.34639996,0.32059997,0.5255,0.4862,0.33559996,0.31069997,20.33815,20.553452,13.222426,13.365105,20.072044,20.287931,12.825121,12.962605,4.511577,4.5649605,2.9336503,2.9651787,4.450776,4.503963,2.8451483,2.8768792,6.8149505,6.7880874,4.4389334,4.418784,6.72665,6.701986,4.3043323,4.2850885,13.806489,13.746568,8.966059,8.921685,13.630088,13.57036,8.703957,8.660284
16,0.7750346,3.4577029,0.5022662,2.2472968,0.7550651,3.396922,0.48101953,2.169692,4.25986,14.2053175,2.7699068,9.241635,4.1789837,13.998913,2.67034,8.949342,1.5059917,4.559912,0.9779922,2.963735,1.4719706,4.480511,0.9393228,2.8632197,5.569622,16.082638,3.6215107,10.462542,5.4653444,15.84587,3.4925873,10.130987,0.69202477,0.43815836,0.450292,0.2852464,0.682873,0.43162555,0.43648982,0.276256,0.3015914,0.1271152,0.1963376,0.082852796,0.2972504,0.12507519,0.18997039,0.080056004,2.003199,2.1141472,1.302976,1.3749713,1.9761815,2.0866535,1.263203,1.3331544,168.5061,169.96094,109.58341,110.52763,166.30898,167.73775,106.28183,107.19955,37.29517,37.6588,24.249163,24.484396,36.80742,37.17113,23.516296,23.750425,23.049595,22.894299,14.983198,14.889337,22.749996,22.604748,14.533695,14.443493,47.861248,47.566612,31.118746,30.911476,47.242462,46.95597,30.201717,30.00305
17,0.55218613,1.843544,0.35760778,1.1980972,0.5372867,1.8101074,0.34204477,1.1558647,3.1194873,8.185223,2.0282679,5.325798,3.0569706,8.063698,1.9543173,5.1554475,1.0579916,2.5850224,0.68654126,1.6802399,1.0323927,2.5386677,0.65821636,1.6218607,3.870658,9.333312,2.5164475,6.0715647,3.794921,9.1909275,2.4255764,5.8763103,0.3944248,0.3131124,0.2565536,0.2039291,0.38892376,0.30882758,0.2485582,0.19759311,0.1778414,0.111238666,0.115748,0.07245652,0.17515601,0.109369926,0.11179599,0.070067376,1.1777818,1.6783984,0.7660394,1.0914336,1.1618973,1.6562872,0.74290526,1.0585631,124.52652,125.54861,80.98164,81.643936,122.89937,123.9085,78.54225,79.18247,27.28803,27.543335,17.742397,17.906616,26.930859,27.184277,17.206884,17.3681,13.383869,13.298287,8.703591,8.649305,13.211462,13.130812,8.442419,8.390609,26.581184,26.41729,17.259687,17.150858,26.2429,26.082512,16.75222,16.643936
18,0.3728031,1.1461118,0.241802,0.7445077,0.363703,1.1236124,0.2320019,0.7169079,1.9976152,5.911037,1.2994101,3.8459291,1.9616151,5.8191338,1.2537097,3.7193224,0.7473062,1.8612152,0.48540407,1.2096063,0.73140603,1.8259132,0.46700376,1.1656076,2.6085153,6.85553,1.69631,4.458526,2.5618153,6.742329,1.6371098,4.30872,0.21719691,0.37020004,0.141398,0.24090001,0.214297,0.3653,0.1370981,0.2337,0.0888,0.12239999,0.057899997,0.079799995,0.0876,0.1205,0.056,0.0774,0.76199996,1.888,0.4957,1.2282001,0.75200003,1.8633,0.48039997,1.1910999,46.164894,46.658566,30.019115,30.340961,45.562683,46.048775,29.115398,29.427975,10.136874,10.25642,6.588913,6.666943,10.004872,10.122418,6.39021,6.4658446,6.2027464,6.1800847,4.0377307,4.022089,6.1250463,6.099875,3.9139295,3.899488,12.451681,12.39998,8.081152,8.036783,12.29468,12.238977,7.8428507,7.8035803
19,0.41910312,1.5636222,0.271802,1.0158132,0.40870297,1.5335221,0.26050192,0.978514,2.3814123,6.6091647,1.548808,4.301348,2.337512,6.511159,1.4958078,4.1643414,0.7786093,2.2315302,0.505506,1.4500185,0.761209,2.1910317,0.4858057,1.3995187,3.0386248,8.174074,1.975616,5.319152,2.982624,8.047863,1.9064155,5.146648,0.36100003,0.2997,0.235,0.1952,0.3562,0.296,0.2281,0.18959999,0.1255,0.116500005,0.0817,0.0758,0.12380001,0.1145,0.0791,0.0733,1.3314999,1.7378001,0.8657,1.1305,1.3136,1.7150999,0.8392,1.0967,33.75077,34.11331,21.943674,22.182154,33.30787,33.66815,21.284462,21.512146,7.4888287,7.576243,4.8671837,4.925463,7.3915267,7.478649,4.7219815,4.778357,7.8259587,7.7970757,5.0936384,5.0741878,7.726758,7.6947775,4.939137,4.9199886,16.033005,15.965771,10.420768,10.37098,15.831403,15.764459,10.118067,10.066879
20,0.7899312,2.5908918,0.51236045,1.685276,0.77031136,2.5497031,0.4913935,1.6292868,4.813036,13.682763,3.131903,8.900086,4.729704,13.485805,3.0244927,8.618989,1.7041949,5.0863104,1.107741,3.3078642,1.6684089,5.0090046,1.0659308,3.200981,6.8060303,18.455765,4.4284773,12.002354,6.6887546,18.182108,4.277834,11.61951,0.5541096,1.6971061,0.3607092,1.1040922,0.54702044,1.6750473,0.3495608,1.0705652,0.1688348,0.721287,0.1101268,0.4693111,0.1666992,0.7116598,0.1067028,0.45490214,2.1409073,6.6538463,1.3921015,4.32775,2.112456,6.56686,1.3501014,4.196865,73.50724,74.07407,47.800743,48.17116,72.54804,73.10596,46.360764,46.719593,16.042686,16.181246,10.427786,10.520538,15.832992,15.970686,10.117219,10.204521,6.565343,6.5253005,4.2752166,4.2474513,6.47784,6.4412394,4.1419473,4.1148868,12.722921,12.636845,8.232138,8.168982,12.567518,12.477855,7.986938,7.9241204
21,0.44987503,0.58265007,0.2912436,0.37898555,0.43759456,0.5712398,0.27841032,0.3650752,2.292892,2.8985248,1.4901152,1.8842905,2.2450233,2.8488696,1.4339248,1.8204936,0.7328177,0.7766545,0.47496715,0.5050544,0.71400315,0.76166177,0.45457667,0.48653424,2.8090096,3.256865,1.8252492,2.1175346,2.7517846,3.2012398,1.7571914,2.0452867,0.2842904,0.10569381,0.18489082,0.0687078,0.2802796,0.103752695,0.1791392,0.0661348,0.1097652,0.028513,0.0715732,0.018488899,0.1081008,0.027940199,0.0689972,0.017797899,1.2255929,0.59265375,0.79719836,0.38575,1.209344,0.5839393,0.77299875,0.3737351,118.34325,119.83356,76.957596,77.92551,116.7988,118.263855,74.63601,75.57757,25.678432,26.03051,16.691381,16.917183,25.343018,25.68844,16.190035,16.407011,8.661072,8.636955,5.636958,5.6245236,8.553773,8.530622,5.460525,5.448192,15.800365,15.738204,10.1984825,10.1587715,15.607766,15.547393,9.89048,9.857843
22,8.0459585,5.438637,5.233138,3.5351288,7.9133573,5.340034,5.0578365,3.4113214,34.953445,25.42428,22.73966,16.537249,34.454643,25.043818,22.024254,16.004839,11.116882,8.571939,7.232254,5.57393,10.941381,8.426827,6.994152,5.3842278,41.770477,25.319311,27.170979,16.472445,41.160873,24.92261,26.308775,15.933457,0.997,1.0736,0.6489,0.6989,0.9847,1.0602001,0.62979996,0.678,0.4497,0.4346,0.293,0.2831,0.44380003,0.4285001,0.2841,0.2742,4.4586997,4.4188,2.8998,2.874,4.4003997,4.3603,2.8123,2.7870998,61.277657,61.930737,39.846085,40.27589,60.478542,61.12417,38.644867,39.06224,13.7038355,13.8653,8.909753,9.017737,13.526932,13.684498,8.642649,8.743736,17.805332,17.727842,11.577286,11.529364,17.578331,17.498535,11.229383,11.182666,36.79834,36.63754,23.917154,23.806345,36.326134,36.175583,23.20915,23.104061
23,0.2929,2.4375176,0.18980001,1.5831091,0.2855,2.3870206,0.18200001,1.52411,1.5964091,11.397641,1.0387061,7.417812,1.5659089,11.22271,1.0011058,7.1769233,0.5756093,3.8051028,0.37360603,2.473707,0.562109,3.731716,0.3591057,2.384701,2.0692153,14.217849,1.3454101,9.253622,2.030215,14.001811,1.2980099,8.954522,0.2479,0.1527,0.1612,0.0997,0.2446,0.15100001,0.1563,0.097,0.1103,0.052300002,0.07170001,0.0339,0.10870001,0.0511,0.069400005,0.0326,0.6641,0.9030969,0.4319,0.587098,0.6553,0.89079696,0.41889998,0.5692981,31.575752,31.910845,20.530258,20.753746,31.162048,31.49526,19.912048,20.129414,7.0815234,7.1643295,4.60138,4.659455,6.9888215,7.0713453,4.464178,4.517162,9.4536705,9.409266,6.1463456,6.1190825,9.329169,9.285369,5.9589443,5.93678,19.611027,19.533157,12.755081,12.701867,19.360424,19.281555,12.38068,12.327478
