"TAZ1454","emp_sec11","emp_sec21","emp_sec22","emp_sec23","emp_sec3133","emp_sec42","emp_sec4445","emp_sec4849","emp_sec51","emp_sec52","emp_sec53","emp_sec54","emp_sec55","emp_sec56","emp_sec61","emp_sec62","emp_sec71","emp_sec72","emp_sec81","emp_sec92","TOTEMP","AGREMPN","FPSEMPN","HEREMPN","MWTEMPN","OTHEMPN","RETEMPN"
1,0,11,0,61,87,222,697,57,666,5379,1307,6127,4,1299,35,405,52,674,221,200,17504,11,14116,1387,366,927,697
2,0,0,0,659,113,483,3089,502,373,6610,1196,8533,1222,1271,297,685,195,1465,879,85,27657,0,18832,3521,1098,1117,3089
3,0,0,0,182,34,33,149,4,136,207,97,350,4,109,133,12,2,689,133,72,2346,0,767,969,71,390,149
4,1,0,0,111,160,1768,893,41,2158,4477,494,5850,5,1112,92,343,88,704,655,390,19342,1,11938,1882,1969,2659,893
5,0,0,0,85,2603,226,6249,24,299,437,249,2542,18,563,280,719,197,3487,1786,69,19833,0,3809,6469,2853,453,6249
6,0,0,0,14,38,27,274,0,27,43,44,118,0,142,45,272,186,1944,716,5,3895,0,347,3163,65,46,274
7,0,0,0,24,20,20,480,0,71,23,340,282,0,120,9,47,64,7816,781,0,10097,0,765,8717,40,95,480
8,0,0,0,29,8,48,602,11,264,92,228,226,0,60,62,591,99,1357,293,345,4315,0,606,2402,67,638,602
9,0,5,0,440,23,80,230,105,117,144,1046,616,0,192,417,1198,503,829,482,10680,17107,5,1998,3429,208,11237,230
10,0,0,9,558,452,116,369,78,519,243,116,361,8,97,70,583,86,649,574,1081,5969,0,825,1962,655,2158,369
11,0,0,0,141,171,153,4711,17,3768,120,355,524,0,123,398,622,140,1962,436,76,13717,0,1122,3558,341,3985,4711
12,0,0,0,72,96,140,1413,23,595,547,202,1598,0,407,239,431,731,3999,363,92,10948,0,2754,5763,259,759,1413
13,0,0,0,275,46,156,1246,346,225,3708,547,9223,9,372,1574,290,25,493,495,236,19266,0,13859,2877,548,736,1246
14,3,0,8145,263,58,99,1261,134,617,9234,197,7728,0,336,541,152,114,424,287,583,30176,3,17495,1518,8436,1463,1261
15,0,5,429,57,217,93,588,52,1093,2649,163,5617,13,425,93,106,31,1190,452,456,13729,5,8867,1872,791,1606,588
16,3,19,266,401,617,33,3696,101,3847,3283,310,6343,0,345,71,441,103,953,353,3895,25080,22,10281,1921,1017,8143,3696
17,0,0,0,247,180,75,992,24,1305,88,440,1446,6,116,25,128,76,288,176,130,5742,0,2096,693,279,1682,992
18,8,0,0,1021,246,394,577,20,1002,64,313,976,0,165,53,455,245,616,815,32,7002,8,1518,2184,660,2055,577
19,0,0,0,141,378,458,2429,19,108,83,90,1018,0,83,28,178,27,149,355,4207,9751,0,1274,737,855,4456,2429
20,0,0,0,429,469,292,757,259,310,82,103,590,0,204,340,759,123,436,480,796,6429,0,979,2138,1020,1535,757
21,0,0,0,79,601,69,619,87,185,240,138,880,4,70,138,249,96,402,299,108,4264,0,1332,1184,757,372,619
22,9,1,16,270,707,116,1059,32,417,2741,1423,6670,114,889,11,305,182,1040,267,254,16523,10,11837,1805,871,941,1059
23,0,0,0,195,233,277,2891,165,1453,473,543,3008,0,159,48,70,87,521,280,10,10413,0,4183,1006,675,1658,2891
24,15,0,57,193,350,115,613,83,1071,1764,782,4189,204,1177,293,1139,96,1137,340,67,13685,15,8116,3005,605,1331,613
25,0,0,0,0,97,84,333,1,25,239,33,105,0,83,1,174,2,603,334,0,2114,0,460,1114,182,25,333
26,0,0,5,6,53,26,266,15,47,803,127,1349,0,91,19,129,15,192,401,34,3578,0,2370,756,99,87,266
27,0,0,0,8,38,12,141,9,45,45,50,10,0,70,163,647,13,54,175,0,1480,0,175,1052,59,53,141
28,0,0,0,5,0,4,32,0,73,2,143,34,1,12,82,18,21,777,180,0,1384,0,192,1078,4,78,32
29,0,0,0,53,12,29,24,13,17,18,129,92,0,65,33,65,8,1449,416,0,2423,0,304,1971,54,70,24
30,0,0,0,82,2,41,170,5,94,9,99,122,0,15,1,55,105,580,182,16,1578,0,245,923,48,192,170
31,0,0,0,6,11,12,129,13,15,26,97,88,0,14,191,976,93,446,143,3,2263,0,225,1849,36,24,129
32,1,0,0,243,20,47,350,148,85,116,234,162,0,78,88,1702,27,760,269,10,4340,1,590,2846,215,338,350
33,0,0,0,16,34,21,275,0,2,49,93,122,0,15,77,191,26,410,189,0,1520,0,279,893,55,18,275
34,0,0,0,15,13,25,191,6,20,0,46,53,0,9,2,17,83,457,119,0,1056,0,108,678,44,35,191
35,0,0,0,14,16,1,50,3,4,28,58,54,0,4,6,46,14,55,52,111,516,0,144,173,20,129,50
36,1,0,0,70,76,65,385,13,20,174,54,89,0,68,63,163,72,974,165,133,2585,1,385,1437,154,223,385
37,0,0,0,41,129,38,196,60,83,201,53,435,0,175,29,450,144,894,102,0,3030,0,864,1619,227,124,196
38,0,0,0,19,25,40,157,0,35,28,90,375,0,16,93,39,50,42,82,0,1091,0,509,306,65,54,157
39,0,0,0,41,2,8,64,0,20,8,27,28,0,8,284,6,113,458,27,24,1118,0,71,888,10,85,64
40,0,0,0,63,11,64,4858,10,13,82,158,231,0,133,379,16,57,850,1383,86,8394,0,604,2685,85,162,4858
41,9,0,0,105,441,203,1431,163,530,102,707,1500,6,245,145,210,340,3686,223,537,10583,9,2560,4604,807,1172,1431
42,2,0,0,32,18,5,10,2,4,2,28,85,0,17,4,331,12,10,52,41,655,2,132,409,25,77,10
43,0,0,4,14,10,9,497,4,29,49,109,120,0,3,83,94,166,451,204,0,1846,0,281,998,27,43,497
44,0,0,0,39,3,24,122,12,19,59,237,130,0,97,191,179,50,396,143,0,1701,0,523,959,39,58,122
45,0,0,0,111,9,48,685,21,53,196,304,333,3,53,173,241,118,548,493,0,3389,0,889,1573,78,164,685
46,0,0,0,54,4,13,254,6,126,46,164,89,0,53,42,637,28,48,87,91,1742,0,352,842,23,271,254
47,0,0,0,34,18,20,449,5,31,50,69,376,3,47,14,1305,10,214,123,0,2768,0,545,1666,43,65,449
48,0,0,0,15,17,1,102,0,6,3,47,39,0,28,284,111,20,32,133,0,838,0,117,580,18,21,102
49,6,1,0,72,1,14,29,0,18,94,49,39,0,12,528,72,0,114,261,5,1315,7,194,975,15,95,29
50,0,0,0,18,48,1,455,0,24,63,38,156,11,40,54,108,14,945,246,20,2241,0,308,1367,49,62,455
51,0,0,0,14,6,8,24,2,12,17,18,15,0,6,159,9,38,15,124,0,467,0,56,345,16,26,24
52,0,19,0,56,510,56,220,648,402,361,453,306,4,99,156,434,269,111,356,346,4806,19,1223,1326,1214,804,220
53,0,0,0,9,216,0,54,5,9,9,1,2,0,3,58,1139,993,109,35,241,2883,0,15,2334,221,259,54
54,0,0,0,25,9,10,268,14,19,31,38,38,0,16,45,99,16,79,34,0,741,0,123,273,33,44,268
55,0,0,0,5,0,0,11,5,3,2,9,11,0,15,0,8,5,17,86,0,177,0,37,116,5,8,11
56,0,0,0,11,0,2,0,0,0,0,0,327,0,0,0,1775,552,19,11,0,2697,0,327,2357,2,11,0
57,1,0,0,12,0,6,3,0,0,9,19,37,0,11,0,0,9,2,2,0,111,1,76,13,6,12,3
58,0,0,0,21,11,28,100,3,4,18,29,39,0,18,240,108,4,223,102,0,948,0,104,677,42,25,100
59,0,0,3,114,6,17,42,9,58,23,27,60,0,34,417,480,28,135,61,4,1518,0,144,1121,35,176,42
60,2,0,0,19,3,13,31,0,3,0,8,19,0,4,96,53,0,12,16,0,279,2,31,177,16,22,31
61,0,0,0,11,4,1,79,2,1,31,4,27,0,10,11,175,0,145,39,19,559,0,72,370,7,31,79
62,0,0,0,31,15,18,179,0,25,60,48,121,0,28,94,195,21,335,168,0,1338,0,257,813,33,56,179
63,0,0,0,29,28,0,72,15,6,53,29,69,0,17,82,50,3,132,32,0,617,0,168,299,43,35,72
64,0,0,0,27,17,61,181,12,16,31,52,24,0,35,88,105,5,137,150,2629,3570,0,142,485,90,2672,181
65,0,0,0,28,11,26,417,19,188,218,67,112,3,59,93,207,34,570,143,15,2210,0,459,1047,56,231,417
66,14,0,0,103,58,57,276,11,204,91,113,207,0,102,71,310,69,547,513,8,2754,14,513,1510,126,315,276
67,2,0,0,59,21,6,1486,29,13,52,36,53,0,14,2,76,14,98,188,0,2149,2,155,378,56,72,1486
68,0,0,0,3,3,3,65,0,18,18,2,41,0,8,0,468,13,84,46,8,780,0,69,611,6,29,65
69,0,0,0,28,2,11,537,14,109,32,18,60,0,6,284,3546,405,90,181,0,5323,0,116,4506,27,137,537
70,0,0,0,76,36,17,620,16,36,194,115,208,0,231,156,5026,10,423,118,1130,8412,0,748,5733,69,1242,620
71,9,0,0,49,12,12,214,0,14,74,42,102,3,45,107,715,49,189,941,38,2615,9,266,2001,24,101,214
72,0,0,0,79,19,20,108,21,45,30,130,127,0,25,173,905,31,133,237,5,2088,0,312,1479,60,129,108
73,0,0,0,11,15,9,349,2,34,15,54,92,0,53,72,393,38,281,206,0,1624,0,214,990,26,45,349
74,2,0,0,112,41,36,316,10,39,61,98,68,0,42,46,3290,390,1522,181,0,6254,2,269,5429,87,151,316
75,0,0,0,107,8,3,709,4,311,61,248,296,0,143,52,976,4,338,361,8,3629,0,748,1731,15,426,709
76,2,0,5,12,0,4,438,5,21,390,70,253,0,42,220,173,2,236,74,813,2760,2,755,705,14,846,438
77,0,0,0,8,0,2,295,11,3,29,88,49,0,222,114,543,57,259,101,11,1792,0,388,1074,13,22,295
78,0,0,0,5,0,0,18,3,1,6,158,26,0,15,8,129,15,86,54,476,1000,0,205,292,3,482,18
79,3,0,0,86,42,59,252,3,62,32,148,413,0,267,844,288,146,686,252,802,4385,3,860,2216,104,950,252
80,0,0,0,8,1,14,35,0,3,0,14,27,0,15,1,74,17,109,46,0,364,0,56,247,15,11,35
81,0,0,0,63,21,49,118,6,52,13,41,80,0,40,158,1937,58,527,353,0,3516,0,174,3033,76,115,118
82,0,1,0,55,1,6,659,11,11,73,74,70,0,39,27,119,0,314,105,0,1565,1,256,565,18,66,659
83,2,0,0,4,1,0,29,0,2,5,56,76,0,5,71,275,13,24,9,0,572,2,142,392,1,6,29
84,0,0,0,14,4,17,110,0,15,4,36,62,0,4,39,55,32,70,71,12,545,0,106,267,21,41,110
85,0,8,0,57,32,14,217,39,10,30,40,102,0,15,45,94,39,218,335,41,1336,8,187,731,85,108,217
86,0,0,0,25,6,4,67,0,47,3,71,76,0,0,269,818,2,90,103,67,1648,0,150,1282,10,139,67
87,0,0,0,18,6,1,72,0,3,3,27,36,0,13,400,352,10,72,62,0,1075,0,79,896,7,21,72
88,0,0,0,33,39,19,758,11,36,23,179,72,0,24,228,327,13,372,93,11,2238,0,298,1033,69,80,758
89,1,0,0,20,27,60,142,2,30,8,10,62,0,39,249,64,10,243,80,0,1047,1,119,646,89,50,142
90,1,0,0,15,3,0,115,16,78,4,9,216,0,21,19236,13354,67,201,79,14,33429,1,250,32937,19,107,115
91,0,0,0,18,4,3,21,3,2,12,17,34,0,0,82,92,3,4,4,0,299,0,63,185,10,20,21
92,0,0,0,3,4,0,9,3,19,0,6,18,0,1,52,553,17,9,20,542,1256,0,25,651,7,564,9
93,0,0,0,18,1,18,49,6,30,0,9,71,0,29,126,20,1,27,16,0,421,0,109,190,25,48,49
94,0,0,0,11,8,28,278,24,14,27,34,90,0,13,61,126,30,336,99,0,1179,0,164,652,60,25,278
95,0,0,0,15,15,3,34,5,12,4,36,71,0,8,89,42,4,83,14,5,440,0,119,232,23,32,34
96,0,0,0,33,9,0,36,0,16,5,17,42,0,10,5,18,4,84,45,0,324,0,74,156,9,49,36
97,0,0,0,10,26,6,128,8,3,20,30,106,0,12,108,62,16,200,42,0,777,0,168,428,40,13,128
98,1,0,0,20,3,13,265,0,6,35,158,48,0,39,63,67,10,113,70,0,911,1,280,323,16,26,265
99,0,0,0,12,0,2,62,4,5,2,69,39,0,4,163,58,2,114,270,0,806,0,114,607,6,17,62
100,0,0,0,146,72,69,358,65,128,98,173,241,0,141,475,470,33,550,229,20,3268,0,653,1757,206,294,358
101,0,0,0,96,101,101,492,4,71,117,166,133,0,114,132,431,68,708,245,5,2984,0,530,1584,206,172,492
102,0,0,0,10,2,3,123,19,36,14,30,75,0,11,9,58,9,352,195,444,1390,0,130,623,24,490,123
103,0,0,0,19,17,0,186,11,14,46,77,83,0,2,148,50,5,273,101,0,1032,0,208,577,28,33,186
104,0,0,8,44,15,16,356,0,38,19,218,32,0,10,225,80,85,375,304,54,1879,0,279,1069,39,136,356
105,0,0,0,38,0,18,167,14,47,24,60,122,0,15,189,192,15,441,229,0,1571,0,221,1066,32,85,167
106,0,0,0,632,70,83,744,58,67,112,127,243,35,65,230,460,135,483,633,1338,5515,0,582,1941,211,2037,744
107,0,0,0,405,1421,1128,2332,371,193,101,439,1147,32,27,127,552,248,733,747,4372,14375,0,1746,2407,2920,4970,2332
108,0,4,5,289,207,812,645,265,958,28,131,524,0,60,255,187,143,343,152,4,5012,4,743,1080,1289,1251,645
109,0,0,0,143,83,56,1479,14,266,42,347,930,0,112,38,498,1408,636,166,128,6346,0,1431,2746,153,537,1479
110,0,0,0,164,342,67,641,303,63,76,53,804,0,24,345,465,21,36,28,0,3432,0,957,895,712,227,641
111,10,0,0,872,572,265,426,44,80,11,126,584,4,75,86,65,94,356,168,25,3863,10,800,769,881,977,426
112,0,0,0,47,98,28,204,8,115,11,18,146,0,5,91,48,9,93,24,11,956,0,180,265,134,173,204
113,2,0,0,121,10,131,38,84,4,0,28,53,0,117,73,146,26,47,31,11,922,2,198,323,225,136,38
114,0,0,0,74,187,5,75,5,77,17,0,192,0,57,235,32,10,36,87,0,1089,0,266,400,197,151,75
115,0,0,0,25,4,6,18,4,10,0,13,23,0,28,17,474,5,4,88,305,1024,0,64,588,14,340,18
116,0,0,288,206,160,171,273,26,456,10,30,618,0,62,273,126,121,307,275,122,3524,0,720,1102,645,784,273
117,0,0,0,39,14,14,72,6,41,13,4,43,0,0,349,43,6,25,21,0,690,0,60,444,34,80,72
118,0,1,0,168,4,10,48,3,11,5,30,27,0,3,21,11,10,91,64,0,507,1,65,197,17,179,48
119,0,0,0,13,17,5,83,0,0,6,0,3,0,12,11,4,8,121,77,0,360,0,21,221,22,13,83
120,0,0,0,55,9,18,79,1,15,6,19,15,0,12,126,84,17,63,46,3,568,0,52,336,28,73,79
121,0,0,0,92,20,17,124,0,17,10,5,39,0,35,3,25,13,6,31,0,437,0,89,78,37,109,124
122,0,0,0,59,0,53,24,10,8,4,19,47,0,6,141,86,12,78,35,14,596,0,76,352,63,81,24
123,0,0,0,58,28,18,415,4,10,38,34,195,0,56,8,1560,25,420,98,161,3128,0,323,2111,50,229,415
124,0,0,0,23,12,2,64,31,23,16,19,162,0,1,68,34,12,61,31,0,559,0,198,206,45,46,64
125,0,0,0,12,3,4,13,3,0,0,3,28,0,2,90,3,3,79,36,4,283,0,33,211,10,16,13
126,0,0,0,26,12,3,9,3,0,0,16,19,0,8,4,14,1,21,9,13,158,0,43,49,18,39,9
127,0,0,0,18,13,5,33,0,56,55,10,33,0,15,121,50,17,130,20,0,576,0,113,338,18,74,33
128,0,0,0,32,12,6,47,0,117,8,15,49,0,14,45,69,16,115,76,0,621,0,86,321,18,149,47
129,0,0,0,44,2,14,16,3,46,10,19,52,0,8,19,16,62,0,54,0,365,0,89,151,19,90,16
130,0,0,0,47,13,2,203,1,3,30,21,55,0,31,153,10,16,33,35,44,697,0,137,247,16,94,203
131,0,0,0,52,4,15,38,17,2,4,12,44,0,14,44,17,2,6,6,0,277,0,74,75,36,54,38
132,0,0,0,30,11,9,297,0,17,45,24,42,0,12,133,62,36,72,68,0,858,0,123,371,20,47,297
133,0,0,0,50,8,24,90,1,11,15,59,89,0,30,130,60,9,41,47,8,672,0,193,287,33,69,90
134,0,0,0,126,24,0,150,6,34,92,23,67,43,33,56,171,18,69,111,63,1086,0,258,425,30,223,150
135,0,0,0,24,123,6,105,0,9,1,0,3,0,3,102,31,27,102,25,0,561,0,7,287,129,33,105
136,0,0,0,8,1,3,3,2,0,0,1,11,0,2,0,659,0,1,0,0,691,0,14,660,6,8,3
137,0,0,0,81,0,6,25,2,0,2,0,9,0,3,3,6,6,39,6,0,188,0,14,60,8,81,25
138,0,0,0,35,58,10,187,12,28,34,11,33,0,14,552,109,1,153,151,5,1393,0,92,966,80,68,187
139,24,0,0,98,75,107,83,31,0,0,30,13,0,19,142,2,11,6,53,0,694,24,62,214,213,98,83
140,0,0,0,32,0,12,5,5,2,2,0,4,0,8,65,5,0,26,9,0,175,0,14,105,17,34,5
141,0,0,0,23,4,11,38,5,21,14,0,12,0,9,5,16,0,40,89,2,289,0,35,150,20,46,38
142,29,19,295,1990,802,1714,2184,4390,885,24,338,602,0,279,210,282,92,733,389,1522,16779,48,1243,1706,7201,4397,2184
143,0,0,0,76,42,25,151,4,0,26,8,64,0,8,88,88,0,43,40,60,723,0,106,259,71,136,151
144,0,0,0,9,3,61,23,0,3,0,27,95,0,47,80,85,3,0,56,0,492,0,169,224,64,12,23
145,0,0,266,228,26,167,16,0,0,1,45,49,0,0,0,115,0,0,40,0,953,0,95,155,459,228,16
146,0,0,0,13,15,58,30,36,2,0,9,112,0,0,0,9,3,9,3,0,299,0,121,24,109,15,30
147,0,0,0,487,144,199,268,160,72,15,89,137,0,26,4,67,4,101,375,8,2156,0,267,551,503,567,268
148,0,4,0,564,482,269,86,109,11,0,57,132,0,485,56,71,44,16,152,45,2583,4,674,339,860,620,86
149,0,0,8,75,24,400,40,2,26,73,72,117,0,442,38,138,208,28,56,14,1761,0,704,468,434,115,40
150,0,0,0,352,185,49,239,121,83,9,617,96,0,137,17,16,11,96,99,97,2224,0,859,239,355,532,239
151,0,0,0,3,0,1,4,0,0,5,4,3,0,4,9,15,4,11,22,0,85,0,16,61,1,3,4
152,0,0,0,17,12,0,14,0,18,0,3,9,0,65,121,10,2,6,13,0,290,0,77,152,12,35,14
153,0,0,0,11,0,25,2,0,0,0,0,6,0,3,0,6,0,1,10,0,64,0,9,17,25,11,2
154,0,0,0,32,9,6,50,5,2,25,4,8,0,10,21,85,0,24,32,0,313,0,47,162,20,34,50
155,0,0,0,10,0,0,5,0,5,0,14,1,0,2,38,59,0,16,11,3,164,0,17,124,0,18,5
156,4,0,0,11,0,0,2,0,0,0,3,1,0,0,0,1,0,0,2,0,24,4,4,3,0,11,2
157,0,0,0,2,0,0,9,3,0,3,6,11,0,6,0,34,0,0,3,0,77,0,26,37,3,2,9
158,0,0,0,46,6,12,28,6,10,3,23,71,0,4,146,21,15,3,5,25,424,0,101,190,24,81,28
159,0,0,0,16,4,2,21,1,4,0,5,1,0,10,61,0,2,8,12,0,147,0,16,83,7,20,21
160,0,0,0,20,0,2,17,13,2,0,0,5,0,4,131,33,3,6,2,0,238,0,9,175,15,22,17
161,0,0,0,18,2,0,10,0,0,0,35,14,0,0,64,8,0,26,24,0,201,0,49,122,2,18,10
162,0,0,0,38,10,3,62,96,2,34,9,58,0,24,5,47,0,59,30,1,478,0,125,141,109,41,62
163,0,0,0,12,0,6,11,8,0,2,0,0,0,2,65,0,5,3,19,0,133,0,4,92,14,12,11
164,0,0,0,36,12,6,118,8,2,6,5,44,0,10,44,134,4,142,154,6,731,0,65,478,26,44,118
165,0,0,0,161,54,45,243,90,18,56,33,109,0,55,323,208,18,188,129,3,1733,0,253,866,189,182,243
166,0,0,0,36,4,3,54,3,6,8,11,91,0,9,150,53,14,141,79,26,688,0,119,437,10,68,54
167,0,0,0,34,16,0,31,0,0,2,3,10,0,3,20,58,5,6,92,0,280,0,18,181,16,34,31
168,0,0,0,36,0,3,47,9,19,27,27,43,0,16,33,89,38,73,198,6,664,0,113,431,12,61,47
169,0,0,0,124,28,41,129,2,11,88,147,104,0,46,249,228,16,135,137,70,1555,0,385,765,71,205,129
170,0,0,0,74,47,39,252,9,90,172,262,210,0,104,238,214,34,338,285,25,2393,0,748,1109,95,189,252
171,0,0,0,18,5,6,180,0,2,16,62,46,0,5,41,57,0,77,39,0,554,0,129,214,11,20,180
172,0,0,0,32,10,10,163,0,86,41,68,47,0,21,89,56,147,69,67,0,906,0,177,428,20,118,163
173,0,0,8,23,3,1,25,10,14,18,50,43,0,20,0,4,0,1,10,0,230,0,131,15,22,37,25
174,0,0,0,17,1,5,19,0,1,0,8,25,0,3,67,101,8,8,20,0,283,0,36,204,6,18,19
175,0,0,0,47,64,9,188,8,32,65,38,111,0,26,53,150,38,538,174,0,1541,0,240,953,81,79,188
176,0,0,0,9,4,0,157,6,32,32,20,45,0,35,133,69,4,64,38,43,691,0,132,308,10,84,157
177,0,0,0,212,123,52,284,78,60,152,71,116,0,90,61,209,23,327,142,55,2055,0,429,762,253,327,284
178,0,0,0,24,13,3,34,4,3,35,17,25,0,5,92,91,13,54,39,0,452,0,82,289,20,27,34
179,0,0,0,78,25,0,36,6,21,0,0,21,0,11,147,17,2,49,55,1,469,0,32,270,31,100,36
180,0,0,0,20,0,0,73,0,14,2,5,17,0,16,8,28,0,71,48,0,302,0,40,155,0,34,73
181,0,0,0,16,0,0,31,4,3,10,1,24,0,10,88,46,2,53,21,0,309,0,45,210,4,19,31
182,0,0,0,40,20,35,58,3,3,0,5,17,0,5,17,42,5,39,67,0,356,0,27,170,58,43,58
183,0,0,0,30,3,18,156,0,2,8,6,29,0,6,248,133,3,30,39,27,738,0,49,453,21,59,156
184,0,0,0,31,3,32,233,122,3,75,55,46,0,28,57,153,2,184,70,0,1094,0,204,466,157,34,233
185,0,0,0,49,21,29,149,15,16,165,307,123,2,14,304,279,4,323,305,107,2212,0,611,1215,65,172,149
186,0,0,0,99,10,6,74,30,14,80,64,82,0,60,71,501,29,211,43,23,1397,0,286,855,46,136,74
187,11,0,0,24,5,9,310,4,6,72,129,47,0,35,278,528,3,101,44,6,1612,11,283,954,18,36,310
188,0,0,0,10,13,3,2233,14,319,90,61,13,0,170,30,120,301,461,150,23,4011,0,334,1062,30,352,2233
189,0,0,0,27,4,17,12,14,9,8,57,25,0,17,905,32,13,86,19,0,1245,0,107,1055,35,36,12
190,0,0,0,6,0,0,4,5,0,0,28,20,0,11,122,114,531,24,36,90,991,0,59,827,5,96,4
191,0,0,0,13,0,6,125,5,0,37,27,26,0,6,71,46,83,298,34,73,850,0,96,532,11,86,125
192,0,0,0,27,37,8,834,35,46,97,127,62,0,5,12,70,14,385,77,0,1836,0,291,558,80,73,834
193,11,0,0,150,3,87,55,204,0,92,317,53,4,32,93,206,100,294,191,749,2641,11,498,884,294,899,55
194,2,0,0,137,0,19,118,19,6,11,34,21,0,34,216,2973,2,17,47,16,3672,2,100,3255,38,159,118
195,0,0,0,6,0,8,123,0,4,0,6,9,0,5,223,30,39,0,13,0,466,0,20,305,8,10,123
196,0,0,0,17,5,0,12,0,2,0,4,15,0,9,51,46,4,33,43,0,241,0,28,177,5,19,12
197,0,0,0,0,0,3,11,0,9,14,3,8,0,1,0,35,1,143,8,12,248,0,26,187,3,21,11
198,0,0,0,0,15,12,60,57,3,11,40,0,0,0,85,499,4,15,29,0,830,0,51,632,84,3,60
199,0,0,0,12,19,4,2101,9,164,350,276,52,0,11,14,193,54,932,86,105,4382,0,689,1279,32,281,2101
200,0,0,0,17,10,54,2567,37,24,17,34,34,0,74,6,21,673,384,902,118,4972,0,159,1986,101,159,2567
201,2,0,0,174,23,46,149,54,2,57,53,37,0,41,62,73,18,146,181,58,1176,2,188,480,123,234,149
202,0,0,0,48,0,5,89,9,3,4,8,12,0,1,172,85,24,5,8,3,476,0,25,294,14,54,89
203,0,0,0,106,2,60,288,12,500,91,87,90,0,104,39,555,183,171,123,69,2480,0,372,1071,74,675,288
204,0,0,0,61,13,21,144,46,49,29,40,39,0,52,63,146,25,154,144,0,1026,0,160,532,80,110,144
205,0,0,0,11,2,3,8,3,0,4,3,1,0,27,64,4,2,4,4,0,140,0,35,78,8,11,8
206,0,0,266,16,8,0,0,9,4,0,10,3,0,1,16,26,1,3,10,0,373,0,14,56,283,20,0
207,0,0,0,13,87,59,135,10,2,1,21,8,0,3,127,52,673,120,39,1,1351,0,33,1011,156,16,135
208,0,0,4,410,1424,1320,2655,997,588,44,75,1015,0,905,55,170,64,348,276,295,10645,0,2039,913,3745,1293,2655
209,0,0,0,18,2,2,18,11,1,0,1,9,0,13,296,48,0,14,34,28,495,0,23,392,15,47,18
210,0,0,267,65,64,23,128,92,6,11,0,38,0,253,1,46,0,52,64,0,1110,0,302,163,446,71,128
211,0,32,0,162,50,50,308,93,34,245,34,209,43,99,32,175,39,428,222,90,2345,32,630,896,193,286,308
212,11,0,4,1704,3101,5124,2816,4061,331,243,452,4312,9,1069,312,1152,179,2078,1573,494,29025,11,6085,5294,12290,2529,2816
213,0,0,0,42,3,10,229,15,112,78,33,34,43,75,152,429,59,185,84,19,1602,0,263,909,28,173,229
214,0,0,0,69,1,18,32,9,0,12,15,9,0,24,55,50,11,96,27,132,560,0,60,239,28,201,32
215,0,0,0,376,32,111,259,194,45,97,47,129,0,106,16,108,52,61,39,209,1881,0,379,276,337,630,259
216,0,0,0,9,8,38,343,17,4,3,6,0,0,1,145,1587,1,3,3,1,2169,0,10,1739,63,14,343
217,0,0,0,61,0,9,83,1691,0,2,1096,10,0,14,67,199,2,159,14,0,3407,0,1122,441,1700,61,83
218,0,0,0,13,5,0,30,0,3,259,35,18,0,8,54,329,0,6,2,0,762,0,320,391,5,16,30
219,0,0,0,41,0,2,214,2,0,2,6,1,0,5,43,31,20,81,34,0,482,0,14,209,4,41,214
220,0,0,0,10,2,9,89,20,0,8,18,11,0,26,43,88,1,54,34,0,413,0,63,220,31,10,89
221,0,0,0,30,0,0,27,0,0,4,9,6,0,5,0,1,1,2,4,0,89,0,24,8,0,30,27
222,0,0,0,77,4,2,213,14,16,10,29,23,0,11,42,130,48,173,56,14,862,0,73,449,20,107,213
223,2,0,21,69,24,60,126,21,30,14,54,84,0,118,153,65,11,113,86,50,1101,2,270,428,126,149,126
224,6,0,0,212,18,20,74,20,11,27,39,88,0,58,74,23,75,35,71,116,967,6,212,278,58,339,74
225,0,0,0,90,29,15,201,14,13,34,35,90,0,34,33,111,85,360,96,15,1255,0,193,685,58,118,201
226,6,0,0,57,5,12,238,29,38,35,18,21,0,23,241,56,33,177,77,0,1066,6,97,584,46,95,238
227,0,0,0,26,55,0,5,4,0,10,8,17,0,8,184,15,1,0,16,0,349,0,43,216,59,26,5
228,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,43,50,0,0,2,0,48,0
229,0,0,0,10,3,2,8,15,12,0,10,11,0,0,169,69,4,21,166,5,505,0,21,429,20,27,8
230,0,0,5,26,98,31,429,20,21,54,24,17,0,1,71,188,62,318,64,0,1429,0,96,703,154,47,429
231,0,0,0,11,3,13,1,13,0,8,10,12,0,10,6,62,0,5,2,0,156,0,40,75,29,11,1
232,0,0,0,19,0,6,28,10,3,5,9,16,0,24,73,140,0,91,6,6,436,0,54,310,16,28,28
233,0,0,1,16,0,9,141,0,2,9,52,16,0,14,85,29,1,13,30,0,418,0,91,158,10,18,141
234,0,0,0,62,59,100,3102,268,156,425,125,573,0,94,19,179,27,1393,285,128,6995,0,1217,1903,427,346,3102
235,0,0,6,47,0,2,27,5,11,27,8,15,2,13,105,175,6,25,35,133,642,0,65,346,13,191,27
236,0,0,0,56,2,6,212,12,2,11,55,20,0,13,212,42,57,152,72,0,924,0,99,535,20,58,212
237,0,0,0,40,49,37,291,90,14,99,287,77,0,33,49,179,379,577,229,35,2465,0,496,1413,176,89,291
238,1,0,0,63,31,58,144,149,0,4,14,2,0,54,43,88,10,32,239,68,1000,1,74,412,238,131,144
