"TAZ","TOTHH","TOTPOP","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_wrks_0","hh_wrks_1","hh_wrks_2","hh_wrks_3_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","gq_tot_pop","gq_type_univ","gq_type_mil","gq_type_othnon"
1283,1530,4076,350,430,440,310,254,678,428,170,1025,505,543,516,331,140,143,850,1559,1042,482,0,0,0,0
1284,2013,5265,432,845,350,386,310,1009,598,96,1334,679,584,789,403,237,259,993,1744,1402,867,16,0,0,16
1285,1836,4725,403,743,307,383,438,606,663,129,1348,488,338,522,475,501,229,949,1038,1440,1069,0,0,0,0
1286,1585,4130,280,714,282,309,389,522,577,97,1238,347,382,327,314,562,147,571,791,1611,1010,8,0,0,8
1287,894,2835,87,294,243,270,149,249,363,133,597,297,141,316,198,239,172,470,813,877,503,16,0,0,16
1288,3741,11986,528,1122,665,1426,456,1448,1351,486,2068,1673,944,1279,1016,502,656,3095,4211,2898,1126,1,0,0,1
1289,2248,7697,288,902,200,858,348,743,889,268,1311,937,805,728,428,287,472,1847,2607,1607,1164,0,0,0,0
1290,4619,9953,1385,2359,444,431,1656,2046,769,148,3978,641,1774,1316,1117,412,257,1110,1995,2859,3732,3,0,0,3
1291,3260,11476,471,882,553,1354,401,1082,1159,618,1619,1641,956,717,628,959,688,2690,3640,3055,1403,5,0,0,5
1292,2574,9975,249,656,453,1216,242,974,822,536,1337,1237,461,845,773,495,706,1952,3544,2791,982,47,0,0,47
1293,2288,5487,648,866,408,366,495,897,721,175,1489,799,556,804,525,403,286,1105,1841,1219,1036,44,0,0,44
1294,61,131,54,0,7,0,17,36,8,0,54,7,41,5,2,13,0,4,256,-293,164,62,0,0,62
1295,2653,8158,627,878,405,743,412,1012,853,376,1729,924,886,636,649,482,662,1612,2767,2051,1066,43,0,0,43
1296,1521,4051,417,586,200,318,316,558,419,228,1133,388,288,472,377,384,220,578,1367,1086,800,7,0,0,7
1297,3035,9066,867,760,526,882,434,1062,1002,537,1938,1097,804,1067,729,435,514,2014,3609,1877,1052,86,0,0,86
1298,658,1561,208,212,139,99,80,266,266,46,495,163,246,228,112,72,65,267,638,455,136,11,0,0,11
1299,1160,2957,471,309,241,139,234,582,271,73,796,364,538,364,114,144,285,384,1200,720,368,271,0,0,271
1300,848,2400,247,197,179,225,107,310,273,158,556,292,299,309,117,123,139,544,951,575,191,1,0,0,1
1301,1271,3224,444,312,233,282,158,481,562,70,831,440,382,425,302,162,181,739,1085,862,357,15,0,0,15
1302,2496,7816,455,767,344,930,291,950,883,372,1344,1152,686,879,543,388,467,1853,2740,2055,701,19,0,0,19
1303,1068,2773,171,504,183,210,262,269,414,123,792,276,137,274,295,362,109,432,596,924,712,2,0,0,2
1304,2638,8158,578,808,479,773,459,703,1072,404,1726,912,837,799,630,372,573,1554,2928,2024,1079,4,0,0,4
1305,1658,5273,407,321,329,601,194,648,607,209,857,801,570,656,328,104,410,1286,1963,1188,426,0,0,0,0
1306,3325,9651,874,994,559,898,686,953,1168,518,2220,1105,972,818,798,737,523,1897,2747,2754,1730,35,0,0,35
1307,2443,6194,599,928,414,502,499,861,748,335,1783,660,567,634,662,580,296,1046,1630,1853,1369,19,0,0,19
1308,1521,3952,337,627,215,342,268,531,617,105,1137,384,191,337,398,595,108,659,805,1415,965,56,0,0,56
1309,1984,4995,624,668,257,435,490,812,476,206,1534,450,733,566,335,350,163,816,1091,1554,1371,11,0,0,11
1310,1346,2487,592,572,109,73,374,651,306,15,1150,196,491,355,217,283,52,206,412,836,981,60,0,0,60
1311,2777,7178,445,1409,466,457,547,953,1028,249,2213,564,398,570,503,1306,190,977,1525,2462,2024,59,0,0,59
1312,749,1735,206,330,105,108,143,348,210,48,571,178,193,297,156,103,71,295,437,625,307,10,0,0,10
1313,1658,5538,347,676,246,389,286,562,656,154,1294,364,351,535,361,411,203,1062,1767,1333,1173,1000,943,0,57
1314,2516,6067,815,912,324,465,531,1183,654,148,1895,621,841,550,519,606,299,938,1515,1768,1547,98,98,0,0
1315,799,2106,202,325,104,168,192,331,202,74,630,169,203,208,145,243,35,342,476,531,722,15,4,0,11
1316,581,1348,168,276,45,92,138,241,165,37,494,87,132,157,157,135,57,129,393,434,335,64,0,0,64
1317,2177,5227,791,760,189,437,447,1079,523,128,1662,515,955,551,340,331,209,1030,1606,1353,1029,20,0,0,20
1318,2197,4916,737,881,181,398,513,916,620,148,1692,505,749,414,428,606,232,671,1123,1512,1378,73,0,0,73
1319,3531,10234,851,1034,608,1038,468,1484,1139,440,2287,1244,1397,1180,624,330,593,2128,3916,2451,1146,15,0,0,15
1320,2203,4528,834,844,265,260,645,791,672,95,1771,432,620,536,379,668,82,650,971,1541,1284,25,0,0,25
1321,2220,6110,545,744,387,544,422,809,793,196,1531,689,529,576,707,408,455,1175,1641,1922,917,28,0,0,28
1322,2324,4636,899,1107,128,190,1183,635,475,31,2096,228,749,607,349,619,101,486,433,1583,2033,12,0,0,12
1323,3831,8559,1459,1220,574,578,1113,1553,1057,108,3103,728,1256,1187,668,720,365,1237,1959,2442,2556,0,0,0,0
1324,1019,2509,248,443,116,212,204,365,393,57,817,202,199,273,211,336,129,308,641,811,620,3,0,0,3
1325,3183,8760,613,1082,707,781,570,974,1265,374,2178,1005,582,929,733,939,567,1418,2871,2591,1313,0,0,0,0
1326,1835,4804,448,707,306,374,286,795,536,218,1317,518,264,578,357,636,331,839,1154,1569,911,3,0,0,3
1327,2031,5301,593,613,330,495,324,823,682,202,1407,624,578,511,372,570,221,998,1432,1670,980,0,0,0,0
1328,1918,5915,353,759,267,539,313,689,773,143,1333,585,392,654,371,501,296,1095,1711,1793,1020,406,0,390,16
1329,1534,3948,384,632,235,283,269,607,501,157,1200,334,436,473,350,275,42,668,1010,1418,810,10,0,0,10
1330,1403,3287,420,449,331,203,345,516,457,85,991,412,389,351,370,293,221,477,1000,1046,543,0,0,0,0
1331,1993,5027,598,572,403,420,457,518,771,247,1331,662,581,723,397,292,393,893,1920,1318,503,10,0,0,10
1332,1938,4918,743,586,162,447,479,733,564,162,1468,470,608,491,496,343,237,690,1406,1761,824,254,0,0,254
1333,1388,4581,195,298,286,609,132,656,446,154,691,697,325,492,465,106,217,1284,1350,1181,549,11,0,0,11
1334,1525,4172,241,577,328,379,240,521,621,143,1033,492,328,516,439,242,234,673,1428,1065,772,0,0,0,0
1335,2704,7017,901,738,446,619,701,1037,794,172,1977,727,722,827,572,583,346,1064,2112,1845,1650,35,0,0,35
1336,5088,14155,1113,1702,868,1405,912,1958,1761,457,3381,1707,1213,1339,1330,1206,836,3058,3871,4237,2153,40,0,0,40
1337,2966,7295,992,938,468,568,575,1349,886,156,2211,755,1144,991,418,413,137,1563,2219,2346,1030,63,0,0,63
1338,1299,3211,416,406,189,288,219,555,455,70,919,380,368,506,211,214,162,574,1090,952,433,2,0,0,2
1339,1900,4767,504,641,365,390,324,775,564,237,1386,514,621,584,465,230,235,660,1807,1248,817,8,0,0,8
1340,2306,6639,429,763,421,693,182,966,887,271,1673,633,623,771,655,257,282,907,3392,1601,457,0,0,0,0
1341,2016,5302,480,702,399,435,338,758,755,165,1421,595,408,706,707,195,367,778,1867,1503,787,0,0,0,0
1342,1468,6269,222,501,318,427,144,560,490,274,1023,445,464,510,303,191,259,1664,2975,1022,349,2102,2097,0,5
1343,1609,4827,461,376,252,520,242,668,408,291,1073,536,527,724,295,63,322,803,2148,1113,441,170,0,0,170
1344,2408,6164,736,853,299,520,448,1140,575,245,1656,752,1178,859,178,193,396,1029,2842,1287,610,0,0,0,0
1345,1577,3526,545,541,291,200,279,739,437,122,1180,397,576,595,268,138,214,556,1219,958,579,0,0,0,0
1346,1867,4546,644,505,390,328,502,572,709,84,1360,507,733,637,388,109,454,554,1644,1054,840,11,0,0,11
1347,2016,5664,297,846,397,476,228,755,788,245,1396,620,361,708,557,390,287,967,2044,1645,721,0,0,0,0
1348,3450,9849,1221,727,389,1113,721,1500,781,448,2111,1339,1722,1057,397,274,705,2300,3963,1915,966,28,0,0,28
1349,2458,7817,690,424,413,931,394,892,899,273,1379,1079,865,734,552,307,435,2006,2896,2008,472,26,0,0,26
1350,2864,6706,906,1115,401,442,717,1326,596,225,2182,682,863,989,589,423,361,971,1956,1929,1489,14,0,0,14
1351,1325,3438,294,505,301,225,233,506,518,68,926,399,174,465,406,280,102,656,897,966,817,56,0,0,56
1352,1346,3362,224,690,191,241,331,596,321,98,1067,279,125,237,425,559,89,503,557,1140,1073,21,0,0,21
1353,3508,5838,1552,1795,65,96,2367,823,276,42,3455,53,1075,1261,591,581,57,198,303,1323,3957,0,0,0,0
1354,3078,8112,662,1193,516,707,664,1075,1088,251,2237,841,573,700,784,1021,249,1649,1762,2703,1749,33,0,0,33
1355,1480,3581,592,408,143,337,406,456,525,93,1119,361,561,482,282,155,272,655,1083,865,706,6,0,0,6
1356,2806,6464,1130,702,398,576,818,1147,676,165,1991,815,1093,930,473,310,270,1321,1871,1621,1381,54,0,0,54
1357,1688,4372,474,482,386,346,252,657,656,123,1105,583,451,659,372,206,279,892,1581,1080,540,14,0,0,14
1358,2758,6491,912,909,421,516,957,840,612,349,2016,742,777,973,590,418,443,908,1906,1754,1480,64,0,0,64
1359,2083,4856,751,618,370,344,527,753,616,187,1582,501,638,727,371,347,325,499,1508,1621,903,11,0,0,11
1360,1403,3367,576,485,105,237,349,437,540,77,1126,277,751,337,224,91,133,516,1235,999,484,199,0,0,199
1361,956,1976,501,272,119,64,183,489,232,52,828,128,472,331,117,36,101,137,1201,395,142,260,0,0,260
1362,1764,3484,749,586,264,165,434,688,534,108,1474,290,794,440,341,189,106,400,1210,1070,698,0,0,0,0
1363,1023,2369,337,434,132,120,248,323,344,108,874,149,410,367,174,72,76,410,651,797,435,46,0,0,46
1364,1708,3727,639,615,271,183,247,780,588,93,1410,298,625,614,334,135,104,501,1631,1087,404,44,0,0,44
1365,1773,4174,563,705,171,334,462,570,638,103,1404,369,400,469,390,514,199,608,1141,1183,1043,63,0,0,63
1366,4342,10208,1265,1857,474,746,1097,1870,1193,182,3489,853,482,1134,960,1766,438,1417,1820,3375,3158,31,0,0,31
1367,2126,5418,690,655,330,451,478,961,514,173,1630,496,755,506,338,527,173,901,1565,1767,1012,23,0,0,23
1368,2123,5490,545,662,439,477,452,994,498,179,1323,800,629,737,488,269,375,1046,1740,1496,833,28,0,0,28
1369,1892,5270,407,712,272,501,201,753,638,300,1278,614,375,609,656,252,316,985,1856,1643,470,30,0,0,30
1370,3660,10198,698,1200,808,954,530,1499,1267,364,2358,1302,919,1140,1043,558,546,2108,3170,3048,1326,15,0,0,15
1371,1931,5457,415,649,279,588,267,670,631,363,1312,619,420,743,521,247,281,952,2071,1514,639,8,0,0,8
1372,1539,5356,238,423,344,534,245,498,511,285,896,643,645,483,274,137,494,1270,2022,1092,478,18,0,0,18
1373,2781,7152,1089,700,370,622,666,1020,854,241,1888,893,1247,1153,338,43,690,1113,3066,1596,687,96,0,0,96
1374,2561,7182,895,492,319,855,389,1345,553,274,1718,843,1165,851,410,135,728,1303,3254,1338,559,7,0,0,7
1375,2832,7932,690,1004,407,731,728,812,899,393,1962,870,887,1117,424,404,537,1456,2634,2006,1299,26,0,0,26
1376,1912,6660,424,549,350,589,197,649,793,273,1272,640,527,811,389,185,467,1470,3011,1185,527,251,0,0,251
1377,2063,6222,516,568,256,723,296,923,704,140,1173,890,732,849,391,91,581,1395,2406,1314,526,18,0,0,18
1378,2654,8385,666,622,335,1031,457,1031,817,349,1389,1265,1155,904,482,113,678,2174,3269,1762,502,95,0,0,95
1379,1482,5638,172,320,227,763,134,516,475,357,659,823,492,608,285,97,408,1224,2378,1192,436,136,0,0,136
1380,2613,8028,721,673,454,765,414,1008,793,398,1639,974,895,968,619,131,716,1581,3416,1723,592,38,0,0,38
1381,3879,13493,677,1164,696,1342,516,1354,1460,549,2353,1526,1100,1420,990,369,622,3330,4497,3580,1464,231,0,0,231
1382,2465,7308,547,904,414,600,508,634,998,325,1733,732,765,633,463,604,280,1502,2183,2246,1097,21,0,0,21
1383,2400,5955,722,910,335,433,543,1122,510,225,1955,445,948,540,432,480,268,654,1688,2084,1261,89,0,0,89
1384,2805,6529,890,1027,415,473,569,1253,825,158,2027,778,921,798,612,474,272,1133,1627,2236,1261,0,0,0,0
1385,1804,4395,456,743,301,304,492,625,555,132,1381,423,548,441,326,489,112,655,1149,1327,1152,6,0,0,6
1386,1610,3737,519,551,291,249,309,705,450,146,1188,422,535,470,316,289,178,555,1123,1129,752,18,0,0,18
1387,1959,4808,479,914,295,271,378,897,560,124,1549,410,396,633,511,419,193,524,1281,1666,1144,11,0,0,11
1388,1734,4294,406,708,301,319,451,720,523,40,1307,427,509,486,408,331,160,574,924,1453,1183,0,0,0,0
1389,1611,3241,531,727,244,109,376,812,403,20,1364,247,502,424,259,426,47,320,726,1083,1065,0,0,0,0
1390,1708,3358,790,613,181,124,570,729,365,44,1485,223,811,432,309,156,78,292,976,1308,704,74,0,0,74
1391,1793,3869,682,684,247,180,526,743,430,94,1515,278,824,511,262,196,135,405,1171,1341,817,42,0,0,42
1392,2002,4435,662,846,239,255,477,897,506,122,1706,296,545,747,340,370,236,293,1136,1616,1154,3,0,0,3
1393,1767,4028,568,777,163,259,455,542,645,125,1476,291,723,543,252,249,53,577,881,1617,900,34,0,0,34
1394,3063,10419,373,823,720,1147,443,1054,1039,527,1821,1242,582,940,878,663,477,2721,3099,3113,1009,45,4,0,41
1395,3093,9047,683,941,522,947,570,1036,1039,448,1959,1134,957,879,649,608,459,2000,2557,2501,1530,22,0,0,22
1396,3753,10189,767,1349,631,1006,822,1169,1334,428,2574,1179,722,935,1172,924,419,2060,2547,3266,1897,19,0,0,19
1397,2176,4943,715,876,335,250,552,908,628,88,1797,379,574,588,504,510,107,624,1156,1726,1330,164,0,0,164
1398,1626,4029,432,602,282,310,357,710,444,115,1206,420,348,446,479,353,250,612,1152,1226,789,0,0,0,0
1399,1636,4212,374,566,376,320,231,707,537,161,1010,626,540,505,275,316,227,774,1491,1074,646,1,0,0,1
1400,1116,2913,206,562,185,163,283,482,282,69,867,249,290,384,147,295,49,346,677,948,893,82,0,0,82
1401,1394,3894,344,603,131,316,299,529,431,135,1076,318,426,342,219,407,182,551,1165,1155,841,102,0,0,102
1402,3629,9741,923,1307,546,853,859,1377,1045,348,2428,1201,1282,1057,764,526,569,2003,2872,2476,1821,45,0,0,45
1403,1756,3673,601,860,140,155,573,728,422,33,1575,181,562,604,270,320,65,353,672,1189,1394,112,11,0,101
1404,1104,2689,268,466,178,192,292,400,376,36,918,186,156,224,288,436,86,301,608,936,758,0,0,0,0
1405,1125,3087,257,387,217,264,254,359,373,139,785,340,293,233,272,327,160,579,772,1056,520,1,0,0,1
1406,683,1637,186,272,96,129,164,307,182,30,551,132,132,181,174,196,74,148,424,545,446,3,0,0,3
1407,2684,6568,1135,568,271,710,483,1262,821,118,1851,833,902,612,302,868,356,1568,1490,2180,974,98,0,0,98
1408,2534,5759,720,901,446,467,686,900,819,129,1719,815,532,723,628,651,303,687,1602,1737,1430,7,0,0,7
1409,3072,7873,886,1031,517,638,668,1183,662,559,2407,665,720,907,633,812,182,1293,2244,2569,1585,29,0,0,29
1410,2183,5614,818,611,297,457,345,839,830,169,1486,697,712,601,477,393,476,1061,1929,1417,731,12,0,0,12
1411,2876,6991,1030,876,537,433,673,1117,799,287,2097,779,818,580,556,922,306,1112,1777,2180,1616,178,0,0,178
1412,4404,12050,1092,1408,736,1168,1072,1410,1392,530,2941,1463,1350,1022,1065,967,790,2024,3915,3569,1752,96,0,0,96
1413,1009,2373,272,372,182,183,201,501,265,42,737,272,158,289,175,387,64,406,480,848,575,0,0,0,0
1414,2912,7781,544,1133,531,704,556,1347,918,91,2100,812,459,597,574,1282,329,1402,1564,2875,1611,28,0,0,28
1415,1296,2984,396,619,79,202,325,474,419,78,1083,213,442,302,280,272,77,453,692,883,879,27,0,0,27
1416,875,1800,319,398,82,76,246,323,244,62,762,113,293,273,146,163,72,152,415,519,642,6,0,0,6
1417,163,495,45,35,24,59,33,79,37,14,128,35,22,42,42,57,6,96,88,207,98,38,14,0,24
1418,1626,3799,476,661,219,270,353,711,428,134,1278,348,319,471,436,400,135,501,774,1339,1050,16,0,0,16
1419,1376,3135,470,438,206,262,397,419,489,71,988,388,445,292,261,378,163,533,823,900,716,6,0,0,6
1420,2806,7266,619,904,597,686,505,1102,956,243,1799,1007,317,527,585,1377,220,1565,1562,2493,1426,63,42,0,21
1421,2988,6615,1176,1067,255,490,1161,870,763,194,2393,595,928,645,537,878,153,1096,1882,1774,1710,93,17,0,76
1422,2540,6441,507,965,528,540,570,828,1016,126,1712,828,420,568,516,1036,285,1127,1423,2176,1430,31,0,0,31
1423,2456,7100,477,848,364,767,502,849,942,163,1555,901,429,451,701,875,341,1391,1518,2367,1483,54,0,0,54
1424,2191,4006,1231,511,113,336,654,993,416,128,1773,418,541,817,382,451,268,573,1015,1098,1052,11,0,0,11
1425,2239,5765,627,726,470,416,418,688,844,289,1637,602,490,555,556,638,455,598,1917,1556,1239,73,0,0,73
1426,2141,4896,525,938,306,372,519,910,694,18,1576,565,199,399,353,1190,185,825,726,1626,1534,0,0,0,0
1427,2261,5786,819,837,214,391,568,993,603,97,1795,466,634,405,437,785,209,1206,1129,1811,1431,694,511,0,183
1428,2905,12290,362,640,493,1410,328,899,1038,640,1212,1693,1411,790,371,333,1353,3066,5014,2125,732,103,0,0,103
1429,1837,4830,554,560,315,408,259,864,515,199,1280,557,661,379,322,475,419,730,1872,1178,631,9,0,0,9
1430,2770,5997,1328,671,510,261,443,1332,904,91,2175,595,869,618,756,527,190,1019,2179,1790,819,344,0,0,344
1431,3561,8550,1103,1221,531,706,626,1605,1087,243,2523,1038,994,675,711,1181,584,1240,2778,2454,1494,21,0,0,21
1432,2024,4412,647,780,332,265,391,1013,576,44,1454,570,409,479,466,670,139,922,941,1566,844,26,0,0,26
1433,1259,3184,325,444,217,273,305,481,390,83,868,391,256,249,269,485,72,643,759,1134,576,13,0,0,13
1434,2294,5300,674,745,483,392,355,849,836,254,1611,683,470,516,654,654,211,755,1413,1999,922,6,0,0,6
1435,815,2327,134,300,112,269,164,396,231,24,476,339,95,122,125,473,81,547,455,622,622,52,0,0,52
1436,1945,5088,488,657,309,491,387,938,504,116,1347,598,287,293,279,1086,117,1150,1062,1518,1241,13,0,0,13
1437,3087,6795,1248,883,396,560,867,1236,790,194,2269,818,658,684,595,1150,331,1181,1547,2012,1724,32,0,0,32
1438,2472,5927,924,590,348,610,507,1070,811,84,1703,769,731,418,449,874,394,1140,1589,1459,1345,0,0,0,0
1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,-812,656,54,0,0,0,0
1440,2829,6220,1055,882,346,546,563,1250,900,116,2068,761,694,580,606,949,195,1128,1104,2392,1401,10,0,0,10
1441,2208,5356,604,623,584,397,348,1015,726,119,1372,836,472,313,498,925,352,975,1232,1883,914,0,0,0,0
1442,2306,6163,499,789,330,688,440,1006,788,72,1313,993,239,351,324,1392,279,1597,1145,2030,1112,0,0,0,0
1443,1992,4395,776,583,281,352,551,728,627,86,1425,567,471,570,309,642,121,852,983,1432,1007,0,0,0,0
1444,1954,4403,742,628,270,314,403,1004,457,90,1350,604,442,492,427,593,243,866,1072,1361,861,243,243,0,0
1445,2209,5516,429,905,333,542,371,976,792,70,1323,886,247,402,491,1069,288,1142,997,1923,1166,0,0,0,0
1446,2522,5857,747,965,353,457,644,1115,658,105,1833,689,325,410,486,1301,135,1184,1156,1801,1581,6,0,0,6
1447,958,2160,313,340,88,217,350,461,135,12,659,299,138,120,89,611,56,454,233,716,701,0,0,0,0
1448,4396,7702,2043,1829,356,168,941,2168,1241,46,3935,461,760,943,967,1726,224,411,2012,2918,2137,13,0,0,13
1449,1015,2571,353,264,220,178,222,589,196,8,626,389,608,207,96,104,215,605,798,717,236,0,0,0,0
1450,2812,6583,861,894,497,560,601,1060,1039,112,1923,889,517,462,427,1406,270,1305,1446,2268,1294,13,0,0,13
1451,1853,4719,509,628,250,466,330,723,705,95,1248,605,256,221,418,958,248,942,1155,1521,853,0,0,0,0
1452,2137,4540,795,725,288,329,424,1052,609,52,1632,505,198,375,492,1072,242,723,854,1632,1089,5,0,0,5
1453,246,572,70,125,28,23,65,80,73,28,176,70,39,37,83,87,0,122,188,108,154,76,28,0,48
1454,898,2085,331,349,114,104,232,375,253,38,787,111,270,203,200,225,100,134,483,475,893,195,0,0,195
