"NAME","C24010_005E","C24010_006E","C24010_007E","C24010_012E","C24010_013E","C24010_014E","C24010_015E","C24010_016E","C24010_020E","C24010_022E","C24010_023E","C24010_024E","C24010_025E","C24010_026E","C24010_028E","C24010_029E","C24010_030E","C24010_034E","C24010_041E","C24010_042E","C24010_043E","C24010_048E","C24010_049E","C24010_050E","C24010_051E","C24010_052E","C24010_056E","C24010_058E","C24010_059E","C24010_060E","C24010_061E","C24010_062E","C24010_064E","C24010_065E","C24010_066E","C24010_070E","state","county","tract","block group"
"Block Group 3, Census Tract 5066.04, Santa Clara County, California",62,15,70,0,0,0,0,0,0,21,0,0,0,22,117,17,67,61,65,68,17,0,0,48,0,0,0,0,0,12,16,14,20,16,0,0,"06","085","506604","3"
"Block Group 4, Census Tract 5066.04, Santa Clara County, California",39,11,205,0,0,18,0,37,0,0,0,0,20,0,17,0,15,22,68,33,13,0,19,16,0,20,0,0,0,24,0,17,18,70,0,0,"06","085","506604","4"
"Block Group 5, Census Tract 5066.04, Santa Clara County, California",67,77,92,0,0,44,33,0,0,0,0,48,83,20,52,27,0,0,37,58,71,0,14,0,0,0,12,0,0,0,37,0,27,82,0,0,"06","085","506604","5"
"Block Group 2, Census Tract 5066.04, Santa Clara County, California",138,41,275,0,0,22,0,0,0,19,0,0,0,0,20,39,16,0,65,0,36,18,22,70,0,33,22,0,0,0,0,16,55,101,0,0,"06","085","506604","2"
"Block Group 1, Census Tract 5066.04, Santa Clara County, California",21,16,69,0,0,0,0,0,0,0,0,0,0,0,33,0,14,28,0,0,0,0,0,0,0,54,31,0,0,0,0,0,13,85,14,0,"06","085","506604","1"
"Block Group 1, Census Tract 5071, Santa Clara County, California",90,17,43,0,10,0,21,24,0,0,0,0,0,10,31,34,7,10,30,31,2,0,13,27,0,12,0,0,0,0,0,10,42,104,0,0,"06","085","507100","1"
"Block Group 2, Census Tract 5071, Santa Clara County, California",125,55,70,10,11,5,33,10,0,5,0,14,7,0,44,59,54,26,89,38,6,0,17,78,9,42,0,0,0,33,0,17,56,58,17,0,"06","085","507100","2"
"Block Group 1, Census Tract 5072.03, Santa Clara County, California",211,70,81,0,0,0,0,0,0,0,0,15,25,0,51,0,109,10,11,22,5,0,36,31,0,57,0,0,0,0,0,61,53,24,0,24,"06","085","507203","1"
"Block Group 2, Census Tract 5072.03, Santa Clara County, California",129,18,98,0,20,27,10,9,0,0,12,50,18,10,8,8,0,23,70,24,35,12,7,7,8,29,9,0,0,10,0,16,14,56,0,21,"06","085","507203","2"
"Block Group 4, Census Tract 5072.05, Santa Clara County, California",35,12,25,0,8,9,10,15,0,0,0,0,0,0,39,0,0,0,34,30,0,0,0,0,0,26,10,0,0,0,0,0,0,30,0,0,"06","085","507205","4"
"Block Group 2, Census Tract 5072.05, Santa Clara County, California",134,17,93,0,0,0,0,10,0,0,0,0,0,0,61,0,0,9,85,42,25,6,34,34,6,50,0,0,0,0,0,0,56,33,0,0,"06","085","507205","2"
"Block Group 3, Census Tract 5072.05, Santa Clara County, California",123,42,89,0,9,0,10,25,0,0,0,9,0,0,64,10,0,13,109,20,49,10,27,27,26,30,0,0,0,9,0,11,43,47,0,0,"06","085","507205","3"
"Block Group 1, Census Tract 5072.05, Santa Clara County, California",11,51,49,0,12,10,10,6,0,0,0,0,0,0,10,10,25,0,54,14,18,0,0,15,0,35,0,0,0,0,0,4,8,28,0,0,"06","085","507205","1"
"Block Group 1, Census Tract 5072.06, Santa Clara County, California",91,18,30,0,17,0,0,14,0,6,0,0,4,0,53,5,12,21,36,30,35,4,28,23,0,7,0,6,0,13,0,6,29,49,0,0,"06","085","507206","1"
"Block Group 2, Census Tract 5072.06, Santa Clara County, California",120,12,34,0,0,0,6,24,0,0,0,0,0,0,36,0,0,0,34,18,13,0,14,6,19,25,0,13,0,10,0,10,29,22,0,0,"06","085","507206","2"
"Block Group 3, Census Tract 5074.02, Santa Clara County, California",102,22,74,0,0,19,0,3,0,0,0,10,0,16,33,0,49,19,46,21,19,9,12,0,7,17,0,0,0,11,0,0,42,82,0,10,"06","085","507402","3"
"Block Group 2, Census Tract 5074.02, Santa Clara County, California",78,17,81,0,0,24,11,0,0,0,0,0,9,0,69,15,9,23,19,0,11,8,0,26,9,35,0,0,0,0,8,27,25,94,0,0,"06","085","507402","2"
"Block Group 1, Census Tract 5074.02, Santa Clara County, California",74,22,86,8,3,11,0,0,0,15,0,0,0,0,18,0,66,0,54,29,17,0,5,29,0,22,0,0,0,0,0,0,0,94,0,0,"06","085","507402","1"
"Block Group 1, Census Tract 5083.04, Santa Clara County, California",65,28,72,0,0,0,93,15,0,26,0,0,0,15,0,0,105,60,45,36,49,0,0,10,0,0,17,0,0,27,0,11,59,26,0,0,"06","085","508304","1"
"Block Group 2, Census Tract 5083.04, Santa Clara County, California",47,17,151,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,41,0,17,12,0,0,14,0,22,0,0,0,0,18,20,25,0,0,"06","085","508304","2"
"Block Group 3, Census Tract 5083.04, Santa Clara County, California",23,25,71,0,0,0,0,0,0,0,0,17,0,0,26,0,14,0,18,54,13,28,0,0,0,66,0,20,0,0,0,11,0,16,0,0,"06","085","508304","3"
"Block Group 5, Census Tract 5083.04, Santa Clara County, California",170,60,254,18,50,0,0,17,0,0,0,116,53,115,143,37,44,51,67,10,144,42,0,143,35,15,0,0,0,40,0,50,72,50,0,78,"06","085","508304","5"
"Block Group 4, Census Tract 5083.04, Santa Clara County, California",51,47,312,0,0,0,77,0,0,0,0,34,52,0,12,39,42,33,0,40,106,0,0,0,13,14,0,0,0,36,30,49,118,43,0,32,"06","085","508304","4"
"Block Group 2, Census Tract 5084.04, Santa Clara County, California",44,30,229,0,0,0,0,0,0,0,0,25,0,0,0,0,14,14,67,29,88,0,12,32,0,13,0,16,0,13,0,0,14,63,0,0,"06","085","508404","2"
"Block Group 1, Census Tract 5084.04, Santa Clara County, California",215,120,390,0,11,33,15,66,0,0,0,0,0,2,61,123,59,129,81,69,125,0,16,48,0,27,0,0,0,22,45,31,52,94,0,51,"06","085","508404","1"
"Block Group 3, Census Tract 5084.04, Santa Clara County, California",17,58,119,0,13,0,38,0,0,0,0,0,27,0,44,12,0,0,44,0,13,0,0,71,0,35,0,0,0,0,0,0,11,19,0,0,"06","085","508404","3"
"Block Group 1, Census Tract 5091.06, Santa Clara County, California",91,40,159,0,19,30,0,0,15,0,14,21,40,0,46,0,0,14,40,16,86,0,0,21,16,23,0,0,0,0,0,7,9,113,0,0,"06","085","509106","1"
"Block Group 2, Census Tract 5091.06, Santa Clara County, California",44,9,135,0,0,8,0,0,14,0,8,0,0,0,35,0,10,11,30,35,19,7,0,66,0,0,0,0,0,10,0,8,10,34,0,0,"06","085","509106","2"
"Block Group 3, Census Tract 5091.06, Santa Clara County, California",48,54,299,0,0,0,18,0,0,0,0,123,0,35,21,50,12,22,79,49,59,0,0,33,0,60,34,0,0,23,27,45,0,51,0,0,"06","085","509106","3"
"Block Group 2, Census Tract 5096, Santa Clara County, California",106,103,107,0,0,15,21,0,0,0,0,29,0,0,38,10,7,0,90,17,74,12,0,91,9,15,0,0,0,11,0,0,25,7,0,0,"06","085","509600","2"
"Block Group 1, Census Tract 5096, Santa Clara County, California",124,50,389,2,39,10,17,30,0,14,0,51,12,0,18,35,36,25,47,69,71,14,18,94,27,92,11,0,0,0,0,22,43,24,0,11,"06","085","509600","1"
"Block Group 2, Census Tract 5108.02, Santa Clara County, California",62,0,77,0,0,30,10,13,0,0,7,18,0,6,12,11,12,7,49,13,17,0,0,13,11,10,0,0,0,0,0,14,16,13,0,0,"06","085","510802","2"
"Block Group 1, Census Tract 5108.02, Santa Clara County, California",60,20,79,0,9,12,12,23,0,0,0,0,0,6,8,7,0,0,38,20,31,18,6,10,0,18,0,0,0,0,0,18,1,22,0,6,"06","085","510802","1"
"Block Group 1, Census Tract 5111, Santa Clara County, California",143,48,148,0,6,37,6,7,9,0,0,8,0,0,0,0,20,7,44,50,64,0,9,43,25,34,0,0,5,0,0,9,49,23,0,0,"06","085","511100","1"
"Block Group 4, Census Tract 5111, Santa Clara County, California",69,7,54,0,8,6,16,7,0,8,6,0,0,6,33,6,0,9,42,17,12,0,13,8,6,10,6,0,0,0,0,0,0,0,0,0,"06","085","511100","4"
"Block Group 2, Census Tract 5111, Santa Clara County, California",101,69,141,0,8,7,0,21,0,0,0,9,0,0,0,0,0,0,69,0,48,0,13,34,0,21,0,8,0,0,0,21,33,13,0,0,"06","085","511100","2"
"Block Group 3, Census Tract 5111, Santa Clara County, California",84,32,110,0,16,18,25,0,0,0,0,8,0,21,47,8,0,14,37,59,35,22,0,22,0,20,0,12,0,8,9,0,28,23,0,0,"06","085","511100","3"
"Block Group 3, Census Tract 5112, Santa Clara County, California",48,56,27,0,0,12,0,0,0,0,0,0,0,14,0,27,0,0,83,12,27,0,10,36,6,0,0,0,0,0,0,2,31,0,2,0,"06","085","511200","3"
"Block Group 2, Census Tract 5112, Santa Clara County, California",143,0,123,0,8,0,13,25,0,0,0,0,0,0,11,6,7,0,63,0,46,29,58,65,13,0,0,0,0,0,0,22,29,0,0,0,"06","085","511200","2"
"Block Group 1, Census Tract 5112, Santa Clara County, California",99,69,328,44,33,21,50,7,0,15,0,17,0,0,20,34,14,0,44,54,32,0,12,14,13,33,8,0,0,0,0,0,30,0,0,0,"06","085","511200","1"
"Block Group 4, Census Tract 5112, Santa Clara County, California",61,44,27,0,37,0,10,0,0,0,0,9,0,15,48,0,15,0,38,20,0,39,0,58,15,38,0,0,0,24,0,0,0,12,0,0,"06","085","511200","4"
"Block Group 3, Census Tract 5120.01, Santa Clara County, California",122,8,65,15,0,63,18,33,19,14,0,84,0,8,26,33,93,99,16,14,0,21,21,16,0,55,29,0,0,110,5,52,0,65,0,10,"06","085","512001","3"
"Block Group 2, Census Tract 5120.01, Santa Clara County, California",138,18,135,0,0,0,23,45,0,34,13,0,0,0,21,49,0,0,61,16,20,0,0,21,11,110,0,0,12,9,0,0,0,88,0,23,"06","085","512001","2"
"Block Group 1, Census Tract 5120.01, Santa Clara County, California",286,89,182,4,17,9,7,0,0,0,55,49,42,21,156,11,50,97,216,26,106,9,14,60,26,35,5,0,0,7,0,29,15,113,32,50,"06","085","512001","1"
"Block Group 1, Census Tract 5046.02, Santa Clara County, California",47,20,127,0,0,16,12,7,0,0,0,46,53,24,43,52,117,129,59,41,29,0,11,20,0,22,0,0,0,23,9,66,44,45,0,49,"06","085","504602","1"
"Block Group 1, Census Tract 5051, Santa Clara County, California",115,48,328,0,0,57,21,47,0,11,0,2,29,0,76,140,111,216,109,32,144,36,36,19,21,54,10,0,0,26,22,19,49,198,3,48,"06","085","505100","1"
"Block Group 2, Census Tract 5051, Santa Clara County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,"06","085","505100","2"
"Block Group 2, Census Tract 5052.02, Santa Clara County, California",92,28,375,0,12,0,18,9,0,0,0,97,0,15,0,35,108,70,69,42,97,13,0,0,26,36,40,0,0,105,0,58,68,41,0,35,"06","085","505202","2"
"Block Group 3, Census Tract 5052.02, Santa Clara County, California",46,38,65,0,0,0,0,0,0,8,0,149,41,0,120,0,50,134,57,54,33,0,0,14,0,0,9,0,0,34,43,0,45,27,27,14,"06","085","505202","3"
"Block Group 1, Census Tract 5052.02, Santa Clara County, California",107,18,94,0,0,14,0,0,16,15,0,35,50,0,0,10,158,31,53,11,0,0,0,31,0,16,47,0,0,58,39,0,8,92,11,46,"06","085","505202","1"
"Block Group 1, Census Tract 5010, Santa Clara County, California",47,15,84,14,0,70,0,0,0,23,0,94,61,0,57,18,55,107,39,0,0,13,0,15,0,8,0,0,0,0,60,36,45,21,0,23,"06","085","501000","1"
"Block Group 3, Census Tract 5010, Santa Clara County, California",3,3,38,0,0,0,0,0,0,0,0,0,58,9,0,0,0,230,12,0,9,0,0,16,0,0,55,0,0,0,0,17,57,0,0,0,"06","085","501000","3"
"Block Group 2, Census Tract 5010, Santa Clara County, California",30,31,31,0,0,99,0,0,0,0,0,0,0,0,15,0,0,0,22,0,18,0,0,0,0,37,0,0,0,0,0,0,18,42,0,23,"06","085","501000","2"
"Block Group 4, Census Tract 5010, Santa Clara County, California",0,0,52,0,0,0,0,0,0,0,0,0,0,28,49,18,15,73,2,0,0,0,0,18,0,0,24,0,0,0,0,103,0,29,0,0,"06","085","501000","4"
"Block Group 5, Census Tract 5010, Santa Clara County, California",33,26,71,0,0,0,0,20,0,0,0,36,0,0,58,25,0,54,0,56,38,16,0,0,0,0,0,0,0,42,0,31,60,53,0,0,"06","085","501000","5"
"Block Group 2, Census Tract 5015.02, Santa Clara County, California",39,24,109,0,0,18,14,16,0,0,0,14,23,10,37,70,383,68,24,39,30,0,10,19,0,18,0,0,0,27,142,43,100,104,0,45,"06","085","501502","2"
"Block Group 1, Census Tract 5015.02, Santa Clara County, California",44,11,0,28,0,0,0,0,0,12,0,93,65,17,0,79,147,59,32,0,0,0,0,49,12,0,9,0,0,39,33,20,13,53,0,41,"06","085","501502","1"
"Block Group 1, Census Tract 5028, Santa Clara County, California",90,9,57,0,0,9,15,7,0,0,0,0,0,0,19,32,46,60,14,21,20,0,19,77,0,7,30,0,0,41,16,65,9,47,0,0,"06","085","502800","1"
"Block Group 3, Census Tract 5028, Santa Clara County, California",45,53,48,0,0,9,15,0,0,12,14,0,7,0,11,0,35,19,120,13,0,7,0,0,9,28,0,0,0,0,0,0,34,60,0,0,"06","085","502800","3"
"Block Group 2, Census Tract 5028, Santa Clara County, California",51,14,99,0,0,18,0,22,0,0,0,23,0,0,16,47,67,63,67,10,61,0,44,24,12,12,0,0,0,29,0,37,6,98,0,15,"06","085","502800","2"
"Block Group 2, Census Tract 5029.08, Santa Clara County, California",143,25,141,0,17,31,0,0,0,0,0,42,0,85,151,51,56,101,107,113,43,0,0,17,0,41,20,0,0,12,0,0,200,174,0,0,"06","085","502908","2"
"Block Group 1, Census Tract 5029.08, Santa Clara County, California",154,13,101,0,32,27,14,0,0,19,0,44,0,0,15,18,56,152,25,20,104,0,15,22,22,53,12,0,0,21,0,42,30,10,6,19,"06","085","502908","1"
"Block Group 3, Census Tract 5029.08, Santa Clara County, California",67,37,136,0,13,17,11,0,0,0,0,0,0,0,27,106,169,37,41,85,44,19,0,37,0,0,0,0,26,18,0,0,20,127,0,0,"06","085","502908","3"
"Block Group 1, Census Tract 5030.03, Santa Clara County, California",54,0,67,0,0,0,9,0,0,0,0,0,0,21,38,0,17,29,28,10,10,0,6,64,10,27,0,0,0,8,0,9,14,44,0,17,"06","085","503003","1"
"Block Group 3, Census Tract 5030.03, Santa Clara County, California",97,49,95,39,0,11,9,0,15,25,0,8,0,11,33,42,54,25,18,32,55,0,11,6,0,74,33,0,0,0,0,22,19,33,0,0,"06","085","503003","3"
"Block Group 2, Census Tract 5030.03, Santa Clara County, California",160,17,137,0,0,24,12,0,0,0,8,24,0,0,82,0,95,23,69,99,38,0,0,36,0,33,19,0,0,0,0,32,68,53,0,10,"06","085","503003","2"
"Block Group 4, Census Tract 5030.03, Santa Clara County, California",36,13,34,0,15,0,10,12,0,0,0,0,0,9,11,12,49,26,27,6,0,9,0,8,0,0,9,0,0,0,0,0,9,39,0,7,"06","085","503003","4"
"Block Group 3, Census Tract 5032.12, Santa Clara County, California",5,16,122,0,0,0,0,0,0,15,0,16,0,12,26,14,34,39,28,10,12,0,0,21,0,6,6,0,0,0,0,51,10,93,0,71,"06","085","503212","3"
"Block Group 1, Census Tract 5032.12, Santa Clara County, California",19,14,50,0,0,0,6,16,0,6,0,0,16,13,20,15,42,56,33,19,0,16,0,6,0,36,4,0,0,20,12,11,36,73,0,25,"06","085","503212","1"
"Block Group 2, Census Tract 5032.12, Santa Clara County, California",26,68,112,0,0,5,8,5,10,0,7,52,14,9,24,38,101,78,18,51,25,19,0,64,12,32,45,0,0,29,4,106,25,88,0,75,"06","085","503212","2"
"Block Group 2, Census Tract 5032.18, Santa Clara County, California",0,0,24,0,0,17,0,17,13,0,0,15,99,16,72,85,97,45,24,44,0,0,0,9,0,17,12,0,0,9,53,52,41,32,0,20,"06","085","503218","2"
"Block Group 1, Census Tract 5032.18, Santa Clara County, California",14,0,7,0,0,0,0,0,0,27,0,48,307,48,166,63,211,157,0,16,0,0,0,30,25,0,44,0,0,61,103,0,102,134,0,67,"06","085","503218","1"
"Block Group 3, Census Tract 5044.15, Santa Clara County, California",24,0,228,0,0,8,0,16,0,0,12,17,0,0,13,17,11,91,35,7,31,0,0,16,0,0,0,0,0,8,0,21,60,106,0,0,"06","085","504415","3"
"Block Group 2, Census Tract 5044.15, Santa Clara County, California",0,64,175,0,14,0,14,13,0,0,0,28,16,0,32,14,108,48,57,83,30,0,0,30,9,21,12,0,0,17,0,68,31,35,0,18,"06","085","504415","2"
"Block Group 1, Census Tract 5044.15, Santa Clara County, California",107,37,257,0,0,0,8,0,0,0,0,0,0,0,75,21,10,32,32,58,124,8,0,32,0,40,30,0,0,0,0,37,114,38,0,24,"06","085","504415","1"
"Block Group 4, Census Tract 5045.04, Santa Clara County, California",210,114,922,34,0,0,70,28,0,0,0,42,0,0,112,90,61,91,137,178,282,3,0,88,0,18,56,0,0,18,0,18,60,176,0,37,"06","085","504504","4"
"Block Group 3, Census Tract 5045.04, Santa Clara County, California",24,18,251,0,0,16,23,0,20,0,0,0,0,0,46,0,22,25,66,16,73,25,0,0,0,54,0,0,0,0,0,19,45,30,0,0,"06","085","504504","3"
"Block Group 1, Census Tract 5045.04, Santa Clara County, California",0,0,15,0,0,0,13,0,0,0,0,0,45,0,18,20,72,18,0,0,0,19,0,0,0,0,16,0,0,67,0,44,0,87,0,31,"06","085","504504","1"
"Block Group 2, Census Tract 5045.04, Santa Clara County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","085","504504","2"
"Block Group 3, Census Tract 5043.19, Santa Clara County, California",65,89,226,0,0,0,91,10,0,0,0,36,0,0,58,28,82,101,34,34,18,0,0,30,13,11,0,0,0,0,0,47,46,183,0,32,"06","085","504319","3"
"Block Group 1, Census Tract 5043.19, Santa Clara County, California",97,0,229,0,0,58,18,0,0,0,0,17,76,15,49,185,52,24,102,123,68,19,0,0,0,62,16,0,0,0,0,10,41,46,0,79,"06","085","504319","1"
"Block Group 2, Census Tract 5043.19, Santa Clara County, California",50,0,162,0,0,0,77,0,0,0,0,35,0,20,125,59,41,73,29,26,24,0,0,44,0,42,0,0,0,21,0,15,67,98,0,51,"06","085","504319","2"
"Block Group 1, Census Tract 5044.14, Santa Clara County, California",128,30,289,12,0,0,16,0,10,0,0,12,0,11,32,64,13,9,77,55,124,0,0,19,0,76,19,0,0,8,0,33,67,116,32,47,"06","085","504414","1"
"Block Group 2, Census Tract 5044.14, Santa Clara County, California",74,12,176,0,4,0,0,16,0,18,0,14,11,0,0,34,0,43,65,39,18,0,12,53,0,7,17,0,0,54,0,25,22,10,0,8,"06","085","504414","2"
"Block Group 3, Census Tract 5044.14, Santa Clara County, California",42,0,94,0,0,17,0,0,0,0,0,13,13,0,10,32,11,27,34,27,18,8,0,38,16,52,0,10,0,16,0,19,73,29,0,17,"06","085","504414","3"
"Block Group 3, Census Tract 5077.03, Santa Clara County, California",96,68,159,0,0,19,0,0,0,0,0,0,18,0,0,54,22,0,73,85,39,0,0,55,0,86,15,0,0,0,0,0,20,0,17,0,"06","085","507703","3"
"Block Group 2, Census Tract 5077.03, Santa Clara County, California",93,27,211,0,9,52,14,28,0,0,0,0,0,15,42,14,15,22,52,71,63,0,0,49,0,39,0,0,0,10,0,0,41,32,0,41,"06","085","507703","2"
"Block Group 1, Census Tract 5077.03, Santa Clara County, California",122,68,48,0,10,0,0,0,0,13,0,0,0,0,15,0,0,17,18,23,56,0,0,0,0,0,0,0,0,0,0,19,16,23,0,0,"06","085","507703","1"
"Block Group 5, Census Tract 5077.03, Santa Clara County, California",99,48,199,6,2,2,0,0,0,0,0,0,0,0,0,0,18,44,29,16,19,0,0,29,21,24,0,0,0,0,0,17,11,105,0,16,"06","085","507703","5"
"Block Group 4, Census Tract 5077.03, Santa Clara County, California",135,24,97,0,0,0,43,0,0,0,0,0,16,0,38,23,0,0,32,0,55,16,19,57,0,19,0,0,0,0,0,0,0,28,0,0,"06","085","507703","4"
"Block Group 3, Census Tract 5065.02, Santa Clara County, California",124,94,54,1,33,8,17,0,0,37,9,9,10,0,30,23,84,52,30,93,7,0,0,25,14,25,7,0,8,21,0,30,0,92,10,0,"06","085","506502","3"
"Block Group 1, Census Tract 5065.02, Santa Clara County, California",82,53,81,17,9,0,17,19,0,8,0,0,35,6,54,19,95,19,27,89,0,0,24,51,51,51,7,0,0,19,2,102,76,52,0,0,"06","085","506502","1"
"Block Group 2, Census Tract 5065.02, Santa Clara County, California",94,6,68,0,9,0,0,0,0,0,9,0,0,0,38,0,9,0,65,39,18,31,0,22,4,16,0,0,0,0,0,0,28,27,0,0,"06","085","506502","2"
"Block Group 2, Census Tract 5066.05, Santa Clara County, California",100,30,215,0,0,0,17,24,0,7,0,40,26,1,38,21,44,87,46,6,77,0,0,14,26,24,51,0,0,52,24,31,54,25,0,24,"06","085","506605","2"
"Block Group 1, Census Tract 5066.05, Santa Clara County, California",73,47,152,10,0,37,13,0,0,4,0,0,33,7,111,71,48,19,13,61,36,0,0,192,11,16,10,0,0,15,0,62,96,67,12,0,"06","085","506605","1"
"Block Group 1, Census Tract 5066.06, Santa Clara County, California",14,6,27,0,21,0,33,8,0,0,0,11,0,18,31,26,47,47,37,0,8,0,8,0,0,25,0,0,0,0,0,0,8,29,0,30,"06","085","506606","1"
"Block Group 2, Census Tract 5066.06, Santa Clara County, California",103,15,207,0,0,7,8,35,0,27,22,23,32,0,37,80,42,89,27,48,62,6,0,66,6,23,9,28,0,23,0,52,86,65,27,0,"06","085","506606","2"
"Block Group 3, Census Tract 5066.06, Santa Clara County, California",33,22,65,19,0,0,0,27,8,0,0,122,28,0,55,25,32,48,0,16,25,17,7,13,0,35,19,0,0,59,0,18,31,102,0,0,"06","085","506606","3"
"Block Group 2, Census Tract 5078.07, Santa Clara County, California",187,4,283,0,0,0,0,21,0,0,0,0,0,0,32,15,20,9,69,32,78,10,0,29,10,7,0,0,0,0,0,44,41,17,0,0,"06","085","507807","2"
"Block Group 1, Census Tract 5078.07, Santa Clara County, California",70,12,218,0,0,11,23,0,0,8,0,7,0,0,42,0,10,0,18,20,38,12,0,40,26,9,0,0,0,0,0,10,22,14,0,0,"06","085","507807","1"
"Block Group 1, Census Tract 5079.04, Santa Clara County, California",143,0,192,0,0,6,0,0,0,0,0,0,0,0,21,0,8,13,36,44,114,0,0,48,7,25,0,0,0,0,0,8,0,18,0,0,"06","085","507904","1"
"Block Group 2, Census Tract 5079.04, Santa Clara County, California",83,9,156,0,11,13,6,10,0,0,0,10,0,0,19,29,7,7,32,60,89,3,0,35,6,7,0,0,0,20,0,0,6,55,9,8,"06","085","507904","2"
"Block Group 4, Census Tract 5085.04, Santa Clara County, California",200,31,341,0,0,0,14,0,0,0,0,259,0,0,18,22,9,79,2,75,72,63,0,0,0,51,0,0,0,40,14,2,38,51,0,0,"06","085","508504","4"
"Block Group 3, Census Tract 5085.04, Santa Clara County, California",58,0,205,0,0,0,0,0,0,0,0,46,0,0,0,16,62,8,11,15,26,14,0,10,0,15,0,0,0,0,0,49,51,18,0,0,"06","085","508504","3"
"Block Group 1, Census Tract 5085.04, Santa Clara County, California",13,0,804,0,0,0,23,0,0,0,0,0,0,0,26,0,12,0,0,11,252,0,14,0,15,11,0,0,0,0,0,63,0,17,0,14,"06","085","508504","1"
"Block Group 2, Census Tract 5085.04, Santa Clara County, California",91,19,253,0,0,50,82,0,21,0,0,46,53,0,94,51,35,20,45,16,172,51,0,32,18,56,66,0,0,0,44,8,45,127,0,0,"06","085","508504","2"
"Block Group 3, Census Tract 5085.05, Santa Clara County, California",79,18,363,8,7,11,13,0,0,0,0,11,0,0,25,16,20,43,125,60,161,8,10,41,30,34,0,0,0,0,0,37,24,24,0,9,"06","085","508505","3"
"Block Group 1, Census Tract 5085.05, Santa Clara County, California",55,19,179,0,0,29,0,13,0,0,0,12,0,0,18,19,5,5,65,10,49,0,0,27,10,8,14,0,0,0,12,0,41,12,0,0,"06","085","508505","1"
"Block Group 2, Census Tract 5085.05, Santa Clara County, California",35,40,128,0,10,0,0,0,0,0,0,10,26,6,28,12,8,0,52,58,10,0,8,10,14,31,0,0,0,25,0,0,21,0,0,0,"06","085","508505","2"
"Block Group 3, Census Tract 5087.04, Santa Clara County, California",19,10,304,0,0,0,0,0,0,0,0,0,21,0,100,8,0,0,22,10,128,0,0,15,27,0,0,0,0,0,0,0,41,10,0,12,"06","085","508704","3"
"Block Group 1, Census Tract 5087.04, Santa Clara County, California",44,0,450,0,0,0,0,0,0,0,0,0,14,0,87,20,73,27,0,114,69,82,0,29,19,9,22,0,0,42,19,0,141,8,0,0,"06","085","508704","1"
"Block Group 2, Census Tract 5087.04, Santa Clara County, California",172,49,564,0,0,15,14,13,41,41,0,105,23,67,54,60,45,84,99,55,205,0,37,16,79,72,52,0,0,46,0,55,104,105,0,17,"06","085","508704","2"
"Block Group 1, Census Tract 5094.03, Santa Clara County, California",24,18,313,0,0,53,30,0,0,0,0,144,0,0,46,0,104,35,30,50,60,16,0,16,33,0,0,0,0,26,107,40,26,56,0,0,"06","085","509403","1"
"Block Group 2, Census Tract 5094.03, Santa Clara County, California",68,15,466,20,0,13,10,20,0,0,0,16,0,0,84,57,50,67,145,28,188,16,37,55,0,18,0,0,0,16,42,52,20,17,0,0,"06","085","509403","2"
"Block Group 2, Census Tract 5098.02, Santa Clara County, California",91,18,153,0,0,37,9,17,0,0,0,0,6,0,27,9,0,0,64,40,15,0,0,36,15,47,0,0,0,0,0,10,29,19,0,17,"06","085","509802","2"
"Block Group 1, Census Tract 5098.02, Santa Clara County, California",87,8,204,7,0,24,0,23,0,20,0,9,29,0,21,0,31,24,103,30,38,0,17,8,9,52,6,0,0,8,21,39,43,59,9,15,"06","085","509802","1"
"Block Group 2, Census Tract 5102, Santa Clara County, California",69,15,77,1,15,1,9,9,0,0,0,12,0,0,16,9,0,0,33,41,14,0,0,35,17,45,0,0,0,0,0,9,9,21,0,0,"06","085","510200","2"
"Block Group 1, Census Tract 5102, Santa Clara County, California",139,65,70,0,0,0,20,41,0,0,0,0,0,0,86,0,0,18,70,42,7,9,0,9,29,57,0,0,0,19,0,13,47,33,0,10,"06","085","510200","1"
"Block Group 3, Census Tract 5102, Santa Clara County, California",186,44,105,0,53,0,13,29,0,0,0,0,0,0,0,11,0,0,79,18,43,10,12,25,0,15,0,0,0,0,0,24,101,22,0,0,"06","085","510200","3"
"Block Group 4, Census Tract 5106, Santa Clara County, California",56,0,55,0,0,25,14,20,0,0,0,26,0,0,0,0,0,0,12,38,14,0,44,14,13,13,0,0,0,0,0,16,0,21,0,15,"06","085","510600","4"
"Block Group 2, Census Tract 5106, Santa Clara County, California",93,32,215,15,29,17,0,0,0,0,0,472,23,0,60,59,13,0,48,51,114,26,15,32,0,35,0,0,0,204,0,69,133,14,0,15,"06","085","510600","2"
"Block Group 3, Census Tract 5106, Santa Clara County, California",113,50,99,0,0,23,45,15,0,22,0,0,0,0,64,0,0,26,42,125,21,27,0,0,0,15,0,0,0,0,0,12,114,13,0,0,"06","085","510600","3"
"Block Group 1, Census Tract 5106, Santa Clara County, California",15,0,47,0,0,0,0,15,0,0,0,0,0,14,0,14,0,19,0,0,15,0,0,15,29,31,0,0,0,0,0,0,0,0,0,0,"06","085","510600","1"
