,zone_id,industry,value
1086,182,agrempn,1
1087,182,fpsempn,70
1088,182,herempn,49
1089,182,mwtempn,17
1090,182,othempn,19
1091,182,retempn,6
1092,183,agrempn,1
1093,183,fpsempn,87
1094,183,herempn,61
1095,183,mwtempn,22
1096,183,othempn,23
1097,183,retempn,8
1098,184,agrempn,2
1099,184,fpsempn,143
1100,184,herempn,100
1101,184,mwtempn,35
1102,184,othempn,38
1103,184,retempn,12
1104,185,agrempn,2
1105,185,fpsempn,153
1106,185,herempn,107
1107,185,mwtempn,37
1108,185,othempn,40
1109,185,retempn,14
1110,186,agrempn,2
1111,186,fpsempn,182
1112,186,herempn,127
1113,186,mwtempn,45
1114,186,othempn,48
1115,186,retempn,16
1116,187,agrempn,1
1117,187,fpsempn,41
1118,187,herempn,29
1119,187,mwtempn,10
1120,187,othempn,11
1121,187,retempn,4
1122,188,agrempn,2
1123,188,fpsempn,119
1124,188,herempn,83
1125,188,mwtempn,29
1126,188,othempn,31
1127,188,retempn,11
1128,189,agrempn,1
1129,189,fpsempn,83
1130,189,herempn,58
1131,189,mwtempn,21
1132,189,othempn,22
1133,189,retempn,7
1134,190,agrempn,0
1135,190,fpsempn,26
1136,190,herempn,18
1137,190,mwtempn,6
1138,190,othempn,7
1139,190,retempn,3
1140,191,agrempn,1
1141,191,fpsempn,21
1142,191,herempn,14
1143,191,mwtempn,5
1144,191,othempn,7
1145,191,retempn,3
1146,192,agrempn,1
1147,192,fpsempn,43
1148,192,herempn,30
1149,192,mwtempn,11
1150,192,othempn,13
1151,192,retempn,5
1152,193,agrempn,1
1153,193,fpsempn,60
1154,193,herempn,42
1155,193,mwtempn,15
1156,193,othempn,19
1157,193,retempn,7
1158,194,agrempn,2
1159,194,fpsempn,70
1160,194,herempn,48
1161,194,mwtempn,16
1162,194,othempn,21
1163,194,retempn,8
1164,195,agrempn,0
1165,195,fpsempn,5
1166,195,herempn,3
1167,195,mwtempn,1
1168,195,othempn,1
1169,195,retempn,1
1170,196,agrempn,1
1171,196,fpsempn,45
1172,196,herempn,31
1173,196,mwtempn,11
1174,196,othempn,14
1175,196,retempn,5
1176,197,agrempn,1
1177,197,fpsempn,35
1178,197,herempn,24
1179,197,mwtempn,9
1180,197,othempn,11
1181,197,retempn,4
1182,198,agrempn,0
1183,198,fpsempn,13
1184,198,herempn,9
1185,198,mwtempn,4
1186,198,othempn,4
1187,198,retempn,2
1188,199,agrempn,1
1189,199,fpsempn,46
1190,199,herempn,32
1191,199,mwtempn,11
1192,199,othempn,14
1193,199,retempn,5
1194,200,agrempn,2
1195,200,fpsempn,73
1196,200,herempn,51
1197,200,mwtempn,18
1198,200,othempn,22
1199,200,retempn,9
1200,201,agrempn,2
1201,201,fpsempn,89
1202,201,herempn,62
1203,201,mwtempn,22
1204,201,othempn,27
1205,201,retempn,10
1206,202,agrempn,2
1207,202,fpsempn,82
1208,202,herempn,57
1209,202,mwtempn,20
1210,202,othempn,25
1211,202,retempn,10
1212,203,agrempn,1
1213,203,fpsempn,60
1214,203,herempn,42
1215,203,mwtempn,15
1216,203,othempn,19
1217,203,retempn,7
1218,204,agrempn,4
1219,204,fpsempn,162
1220,204,herempn,113
1221,204,mwtempn,39
1222,204,othempn,50
1223,204,retempn,19
1224,205,agrempn,1
1225,205,fpsempn,46
1226,205,herempn,32
1227,205,mwtempn,11
1228,205,othempn,14
1229,205,retempn,5
1230,206,agrempn,0
1231,206,fpsempn,17
1232,206,herempn,12
1233,206,mwtempn,4
1234,206,othempn,5
1235,206,retempn,2
1236,207,agrempn,2
1237,207,fpsempn,85
1238,207,herempn,59
1239,207,mwtempn,21
1240,207,othempn,26
1241,207,retempn,10
1242,208,agrempn,7
1243,208,fpsempn,278
1244,208,herempn,194
1245,208,mwtempn,67
1246,208,othempn,85
1247,208,retempn,33
1248,209,agrempn,1
1249,209,fpsempn,43
1250,209,herempn,30
1251,209,mwtempn,11
1252,209,othempn,13
1253,209,retempn,5
1254,210,agrempn,1
1255,210,fpsempn,27
1256,210,herempn,19
1257,210,mwtempn,6
1258,210,othempn,8
1259,210,retempn,3
1260,211,agrempn,2
1261,211,fpsempn,92
1262,211,herempn,64
1263,211,mwtempn,22
1264,211,othempn,28
