TAZ1454,AGREMPN,FPSEMPN,HEREMPN,MWTEMPN,OTHEMPN,RETEMPN,TOTEMP
265,0,4295,710,347,2336,784,8472
266,0,10795,1891,2432,2124,680,17922
267,0,53,422,8,24,4,511
268,0,22,378,38,8,0,446
269,0,140,324,24,11,68,567
270,0,25,40,4,10,0,79
271,0,121,177,216,12,63,589
272,0,32,114,2,5,7,160
273,0,46,43,7,28,6,130
274,0,1325,245,18,307,73,1968
275,0,723,452,150,348,210,1883
276,0,52,205,61,17,25,360
277,0,66,503,41,54,25,689
278,0,2579,1154,132,2199,615,6679
279,6,3780,1256,312,1107,564,7025
280,0,1294,1025,50,189,394,2952
281,0,579,1141,118,411,188,2437
282,11,3725,610,94,180,28,4648
283,0,3,300,16,12,23,354
284,0,534,2116,22,70,1164,3906
285,0,11,392,6,12,7,428
286,0,167,933,62,117,243,1522
287,0,376,592,18,188,37,1211
288,0,109,1080,29,39,103,1360
289,0,78,247,17,14,57,413
290,0,27,38,11,36,0,112
291,0,288,1169,402,285,121,2265
292,0,56,192,0,26,19,293
293,30,120,219,169,76,36,650
294,5,101,828,71,172,98,1275
295,81,94,358,217,122,251,1123
296,202,637,1981,145,255,310,3530
297,446,84,405,53,95,48,1131
298,120,410,1075,82,54,87,1828
299,15,238,614,7,203,167,1244
300,0,122,811,80,47,18,1078
301,0,129,353,4,80,70,636
302,2,146,92,20,52,4,316
303,0,107,526,8,58,3,702
304,7,68,1075,19,50,0,1219
305,0,18,108,0,4,0,130
306,0,58,102,4,28,2,194
307,0,204,333,50,22,4,613
308,4,55,192,55,102,0,408
309,2,1290,2106,138,190,451,4177
310,0,4494,2133,1958,2235,1283,12103
311,0,5966,2818,2180,4556,172,15692
312,0,175,148,147,163,4,637
313,10,3056,2338,910,2682,514,9510
314,0,962,3993,920,803,228,6906
315,0,3659,5738,397,12257,1128,23179
316,0,93,84,20,52,36,285
317,0,277,1338,158,69,157,1999
318,0,135,313,0,88,9,545
319,0,84,183,1,60,6,334
320,0,49,406,21,83,1,560
321,0,236,435,11,54,160,896
322,0,246,315,68,24,45,698
323,0,170,537,233,75,434,1449
324,0,95,390,0,76,186,747
325,0,84,119,3,70,278,554
326,0,175,395,115,212,632,1529
327,0,147,443,70,24,157,841
328,0,198,182,39,46,30,495
329,0,1094,620,419,645,159,2937
330,0,97,242,26,138,35,538
331,18,3689,778,2653,31803,97,39038
332,18,2897,1944,608,673,43,6183
333,0,95,817,11,62,554,1539
334,0,229,400,30,125,79,863
335,5,1384,216,22,17,344,1988
336,0,252,166,19,13,177,627
337,0,43,1320,3,161,2,1529
338,0,55,51,0,21,0,127
339,0,57,749,0,62,0,868
340,5,1962,900,197,1580,37,4681
341,0,1410,2448,44,485,722,5109
342,7,138,1533,15,41,1,1735
343,0,107,534,0,18,3,662
344,0,31,155,34,23,2,245
345,0,445,368,3,24,28,868
346,3,4512,811,816,567,120,6829
347,130,398,1869,173,78,16,2664
348,0,4408,206,249,6377,0,11240
349,0,6365,4719,3277,832,31,15224
350,0,679,148,4,7,101,939
351,3,2093,2528,106,462,224,5416
352,1,0,85,0,80,0,166
353,0,39,159,5,19,56,278
354,0,390,19028,1,0,21,19440
355,1,437,26342,66,41,1520,28407
356,0,7890,4206,423,10028,834,23381
357,0,226,370,37,76,10,719
358,0,414,472,32,81,16,1015
359,0,260,324,49,74,2,709
360,2,260,294,4,17,26,603
361,0,170,380,42,105,149,846
362,0,679,747,1991,92,61,3570
363,0,45,597,2,17,84,745
364,0,46,315,0,0,77,438
365,0,255,343,26,157,63,844
366,0,1104,1054,1631,505,186,4480
367,0,3384,1102,83,90,100,4759
368,3,183,363,27,15,0,591
369,0,311,699,39,63,8,1120
370,0,1502,1241,74,440,307,3564
371,2,486,1316,16,170,277,2267
372,0,441,1208,22,260,877,2808
373,0,2175,513,31,811,205,3735
374,0,1447,847,857,839,697,4687
375,0,114,344,0,9,5,472
376,16,1128,681,723,147,111,2806
377,0,704,223,281,1939,38,3185
378,0,4899,1953,55,1396,117,8420
379,8,83,484,11,298,8,892
380,0,28,205,15,7,41,296
381,0,216,614,122,377,234,1563
382,0,101,264,5,1,18,389
383,0,158,4245,90,134,94,4721
384,0,157,583,9,19,39,807
385,0,108,63,14,15,0,200
386,0,47,123,27,9,23,229
387,0,83,343,52,88,183,749
388,0,192,1730,55,88,17,2082
389,0,185,1123,67,44,360,1779
390,0,153,244,91,40,36,564
391,0,430,1992,5,32,477,2936
392,0,59,299,0,4,34,396
393,0,41,442,371,72,59,985
394,0,162,592,34,227,23,1038
395,0,5000,854,934,894,17,7699
396,0,1426,404,881,318,2,3031
397,0,1611,228,472,744,72,3127
398,0,494,230,185,348,272,1529
399,0,6187,190,1031,2616,230,10254
400,0,73,300,26,18,2,419
401,2,6675,3217,3866,30035,289,44084
402,0,1176,192,4740,1282,0,7390
403,1,8987,456,5702,18076,61,33283
404,0,999,428,2258,3145,17,6847
405,0,1828,600,1083,228,663,4402
406,0,4129,895,6787,1179,121,13111
407,0,2478,1177,4948,2688,622,11913
408,0,13006,461,2960,1073,217,17717
409,0,8027,1792,7051,789,44,17703
410,0,4467,312,3227,439,10,8455
411,0,3,0,679,0,0,682
412,0,4097,1163,15394,165,254,21073
413,0,161,520,1633,27,192,2533
414,1,2288,1090,4293,2159,205,10036
415,1,9031,2592,3100,1570,234,16528
416,0,2977,335,396,487,21,4216
417,0,1756,66,3708,369,10,5909
418,0,795,373,2039,348,95,3650
419,0,45,230,9,9,3,296
420,0,7,180,2,2,31,222
421,0,136,190,90,29,186,631
422,0,267,279,217,923,13,1699
423,1,21,224,32,4,59,341
424,0,129,442,24,17,59,671
425,0,34,187,4,357,76,658
426,0,100,186,1151,2,249,1688
427,0,8456,1221,2987,872,272,13808
428,0,6490,1376,1727,695,565,10853
429,0,3099,457,7074,152,13,10795
430,0,10960,791,8449,1418,289,21907
431,0,1378,285,1614,1220,105,4602
432,0,4538,821,3511,2488,465,11823
433,0,760,814,389,1008,73,3044
434,0,321,825,2259,652,733,4790
435,0,9515,2357,2733,2967,226,17798
436,0,497,1095,109,37,347,2085
437,0,38,251,12,15,131,447
438,0,50,500,7,26,33,616
439,32,98,551,10,11,267,969
440,0,71,722,23,18,33,867
441,0,146,578,5,49,116,894
442,0,29,393,9,16,53,500
443,0,22,160,1,48,25,256
444,0,168,634,107,68,49,1026
445,0,111,476,7,14,102,710
446,0,84,171,31,7,77,370
447,0,150,322,10,15,74,571
448,0,396,812,4,11,434,1657
449,0,161,1106,25,14,373,1679
450,0,2149,1629,381,233,410,4802
451,4,97,847,12,59,293,1312
452,0,26,1228,27,8,2,1291
453,0,192,1002,205,26,301,1726
454,0,91,1000,63,43,10,1207
455,0,40,608,11,16,132,807
456,0,255,359,35,17,18,684
457,0,86,160,3,21,0,270
458,0,68,234,1,6,19,328
459,0,132,740,7,43,138,1060
460,3,231,6442,38521,160,169,45526
461,0,147,212,9,52,5,425
462,0,222,937,8,42,370,1579
463,0,113,88,21,73,20,315
464,0,116,214,14,5,7,356
465,0,259,1251,68,33,722,2333
466,0,181,1120,170,30,3238,4739
467,1,2432,2010,102,1391,679,6615
468,0,193,786,31,93,134,1237
469,2,346,638,9,41,88,1124
470,0,157,547,140,71,86,1001
471,2,161,1036,50,60,480,1789
472,0,518,856,104,120,28,1626
473,0,103,491,39,12,39,684
474,0,21,233,3,28,12,297
475,0,207,770,100,45,767,1889
476,0,291,1622,28,69,346,2356
477,1,54,788,8,47,100,998
478,0,771,569,67,45,1100,2552
479,0,777,1041,55,40,11,1924
480,0,40,284,8,2,12,346
481,0,73,297,4,19,78,471
482,0,62,130,8,22,12,234
483,0,568,508,16,97,176,1365
484,0,1483,1206,272,328,217,3506
485,0,857,1301,135,59,440,2792
486,0,451,450,64,9,571,1545
487,0,124,608,17,28,80,857
488,0,198,652,143,39,8,1040
489,0,76,366,2,10,9,463
490,0,277,1847,448,144,344,3060
491,0,65,217,3,5,288,578
492,0,318,273,22,71,199,883
493,0,263,397,5,32,3,700
494,0,320,590,33,32,81,1056
495,19,111,304,66,44,5,549
496,0,263,777,28,84,20,1172
497,40,185,1815,48,106,13,2207
498,0,251,776,19,66,168,1280
499,0,321,993,25,56,392,1787
500,0,16,181,4,37,0,238
501,0,6,137,3,31,35,212
502,0,67,509,6,14,309,905
503,3,151,1696,90,31,183,2154
504,0,1725,2645,1691,2512,684,9257
505,0,16,222,5,48,26,317
506,0,246,1425,431,39,42,2183
507,2,132,379,23,80,86,702
508,0,3499,521,1047,826,4,5897
509,0,882,652,148,319,213,2214
510,5,48,204,36,19,0,312
511,8,875,2940,241,738,380,5182
512,1,78,159,34,57,1,330
513,4,54,269,3,10,10,350
514,2,204,890,24,98,238,1456
515,0,67,391,8,64,33,563
516,0,37,177,4,11,1,230
517,0,49,819,34,159,167,1228
518,0,478,2315,76,122,613,3604
519,0,479,5696,1928,116,56,8275
520,0,241,675,38,61,82,1097
521,0,431,1699,115,491,312,3048
522,0,183,507,4,239,86,1019
523,0,158,542,6,54,734,1494
524,0,154,52,16,35,8,265
525,0,107,542,39,27,25,740
526,8,108,631,14,44,42,847
527,0,435,757,25,99,141,1457
528,21,420,961,36,163,100,1701
529,1,134,534,41,107,289,1106
530,0,3653,2536,444,1332,1029,8994
531,0,941,1108,28,35,3237,5349
532,0,94,730,4,23,121,972
533,0,522,7886,28,35,58,8529
534,0,343,505,388,65,67,1368
535,0,234,911,40,14,208,1407
536,0,63,442,23,52,150,730
537,12,798,1484,942,393,319,3948
538,50,335,271,5,30,44,735
539,0,1038,1711,547,1020,650,4966
540,50,1249,2274,221,128,250,4172
541,0,197,1549,27,45,175,1993
542,0,680,1394,71,558,3,2706
543,0,545,3154,82,792,122,4695
544,0,139,411,39,33,81,703
545,0,390,1065,19,36,28,1538
546,0,2345,13597,462,14929,41,31374
547,0,2948,792,567,2483,204,6994
548,0,124,648,47,20,75,914
549,1,1801,993,43,312,99,3249
550,0,197,433,2,42,24,698
551,0,136,666,298,185,98,1383
552,0,32,142,0,135,1,310
553,0,17,204,27,31,29,308
554,0,114,384,1,36,67,602
555,0,169,681,58,32,29,969
556,0,1,200,0,0,0,201
557,0,665,5905,93,3310,121,10094
558,17,13417,2422,265,7813,157,24091
559,0,129,430,14,33,31,637
560,0,1823,702,116,53,12,2706
561,11,66,519,284,75,80,1035
562,0,14,258,11,85,57,425
563,7,2256,3336,5339,4129,1769,16836
564,0,180,863,19,56,661,1779
565,0,683,444,191,173,4,1495
566,0,74,486,99,387,92,1138
567,0,182,757,465,261,270,1935
568,0,42,473,79,93,73,760
569,0,12,186,9,7,2,216
570,0,91,274,0,10,132,507
571,1,5,151,2,47,2,208
572,0,19,661,12,10,0,702
573,0,2,220,15,18,54,309
574,0,43,398,4,29,24,498
575,0,36,665,49,64,97,911
576,0,66,302,47,100,33,548
577,0,14,402,2,6,7,431
578,0,85,470,14,14,106,689
579,0,40,993,249,525,650,2457
580,0,31,276,117,138,33,595
581,0,15,302,1,25,90,433
582,0,148,1597,44,43,417,2249
583,0,293,1667,29,50,1284,3323
584,0,46,471,21,19,62,619
585,0,68,372,7,36,96,579
586,0,39,464,14,49,252,818
587,0,14,429,0,0,0,443
588,0,28,322,5,25,33,413
589,0,26,392,44,48,54,564
590,0,33,262,47,9,259,610
591,0,76,663,24,81,69,913
592,11,26,299,83,47,54,520
593,0,148,283,1151,1406,167,3155
594,0,76,354,17,103,14,564
595,0,111,3591,0,10,86,3798
596,0,27,602,15,6,129,779
597,0,113,566,290,47,5,1021
598,2,253,431,44,39,66,835
599,0,17,157,7,10,0,191
600,0,22,243,1,6,9,281
601,0,863,645,37,71,56,1672
602,0,1112,393,898,1743,288,4434
603,5,1031,985,1289,1059,507,4876
604,0,591,2122,2985,777,154,6629
605,0,1794,1819,7344,1180,779,12916
606,9,592,913,773,109,19,2415
607,0,333,1687,120,817,2261,5218
608,0,2011,1328,4229,1493,420,9481
609,0,333,652,130,656,174,1945
610,0,49,273,97,53,33,505
611,0,146,1077,60,70,101,1454
612,0,453,692,692,25,69,1931
613,0,21,397,61,1,132,612
614,0,43,505,3,8,21,580
615,0,73,297,10,20,9,409
616,0,7,727,7,1,6,748
617,0,23,371,10,6,76,486
618,0,15,80,10,7,3,115
619,0,36,323,2,3,0,364
620,0,101,762,54,122,109,1148
621,4,25,473,13,8,233,756
622,0,2,349,5,10,10,376
623,0,19,219,13,34,3,288
624,0,14,97,0,0,0,111
625,0,51,663,1,13,107,835
626,0,37,370,7,2,6,422
627,0,117,519,6,65,199,906
628,63,119,531,26,22,27,788
629,0,44,333,8,65,3,453
630,0,84,676,11,23,129,923
631,0,9,1011,4,14,10,1048
632,0,74,793,24,19,689,1599
633,0,109,1261,63,72,53,1558
634,0,56,536,49,670,367,1678
635,0,66,356,33,66,13,534
636,0,67,442,5,44,213,771
637,8,149,127,31,139,3,457
638,0,18,267,3,26,32,346
639,0,9,256,2,63,175,505
640,0,13,285,2,34,8,342
641,0,3,281,0,20,10,314
642,0,38,165,0,47,0,250
643,0,10,324,2,29,4,369
644,0,56,564,44,14,197,875
645,0,152,923,8,25,6,1114
646,0,9,270,0,2,1,282
647,5,58,97,0,17,1,178
648,0,58,271,6,6,14,355
649,0,20,435,23,50,189,717
650,0,71,622,16,11,80,800
651,0,21,962,31,32,53,1099
652,0,81,442,24,89,65,701
653,3,119,1576,38,40,132,1908
654,0,83,363,0,67,3,516
655,0,347,614,45,61,2,1069
656,0,1891,1199,2842,962,113,7007
657,0,153,374,17,24,108,676
658,0,48,101,6,27,0,182
659,0,297,341,40,8,36,722
660,0,1615,1646,1793,567,389,6010
661,0,710,6493,2077,69,647,9996
662,0,31,164,0,37,2,234
663,0,13,235,3,29,6,286
664,0,38,324,15,40,12,429
665,0,230,555,3,26,75,889
666,0,101,207,16,50,13,387
667,0,69,404,7,15,71,566
668,0,30,204,142,17,7,400
669,0,28,491,23,57,48,647
670,0,36,709,13,61,26,845
671,0,323,391,6,29,171,920
672,0,107,227,28,15,20,397
673,0,40,463,9,20,48,580
674,0,143,656,14,53,182,1048
675,0,272,500,74,28,123,997
676,0,330,1251,1353,214,419,3567
677,0,285,1571,34,65,1151,3106
678,0,88,245,11,18,6,368
679,0,42,661,68,16,467,1254
680,0,170,433,6,111,861,1581
681,0,185,668,25,55,173,1106
682,0,192,730,4,33,69,1028
683,0,28,184,2,14,179,407
684,0,64,616,21,24,209,934
685,0,86,294,21,35,24,460
686,0,415,408,3,13,138,977
687,0,159,857,51,22,2068,3157
688,0,50,2420,21,23,147,2661
689,0,97,178,5,29,84,393
690,0,137,556,20,87,164,964
691,0,24,247,6,31,41,349
692,0,205,373,23,107,236,944
693,0,19,392,5,4,24,444
694,0,72,164,3,2,3,244
695,0,131,201,2,70,0,404
696,42,134,352,755,87,21,1391
697,253,2189,171,175,97,46,2931
698,76,120,750,61,99,444,1550
699,229,154,104,51,32,64,634
700,103,1634,2378,5905,1171,1069,12260
701,1,189,585,195,244,219,1433
702,2,648,1736,117,482,236,3221
703,10,121,217,15,88,16,467
704,39,59,65,112,88,5,368
705,87,121,1475,150,152,69,2054
706,822,336,1720,1670,653,2403,7604
707,62,583,2467,651,534,664,4961
708,0,74,687,0,209,64,1034
709,2,297,943,56,223,372,1893
710,5,430,611,1,33,134,1214
711,13,131,287,21,122,23,597
712,143,161,504,192,322,55,1377
713,64,323,281,153,292,68,1181
714,14,5,122,12,3,144,300
715,25,12619,1181,5717,2975,946,23463
716,0,566,455,454,827,9,2311
717,0,108,970,84,179,31,1372
718,0,767,672,815,1912,387,4553
719,13,66,220,16,18,18,351
720,2,621,321,756,132,34,1866
721,0,398,1374,59,313,1226,3370
722,0,75,264,48,119,43,549
723,0,358,1067,90,142,109,1766
724,8,272,1836,43,95,490,2744
725,0,123,165,140,102,54,584
726,0,120,229,12,192,216,769
727,6,15,241,0,17,0,279
728,0,1599,1434,2174,1462,1747,8416
729,6,1135,2429,510,705,1026,5811
730,2,2839,2403,1160,869,1578,8851
731,0,80,73,10,13,16,192
732,0,898,2250,831,733,861,5573
733,0,479,2860,199,77,1259,4874
734,1,562,605,248,1208,182,2806
735,2,44,338,55,117,5,561
736,0,5308,1511,275,6079,1224,14397
737,0,1150,833,1906,576,444,4909
738,0,36,580,4,8,0,628
739,1,3144,2314,923,1458,413,8253
740,0,77,493,20,56,22,668
741,0,151,557,37,45,247,1037
742,12,10142,6629,1689,2658,1904,23034
743,117,1418,867,729,1217,153,4501
744,0,86,1400,55,346,49,1936
745,0,79,125,9,43,44,300
746,51,707,564,164,178,175,1839
747,6,41,240,63,11,6,367
748,0,42,70,3,12,6,133
749,0,169,332,821,10,47,1379
750,2,1687,740,9502,554,866,13351
751,0,4405,2054,16724,3751,3533,30467
752,0,3948,2418,25433,2153,912,34864
753,1,56,149,7,8,8,229
754,17,105,1099,69,17,19,1326
755,2,390,592,181,544,27,1736
756,19,608,410,328,623,90,2078
757,0,7,143,0,13,4,167
758,0,25,531,19,92,133,800
759,0,69,147,61,35,37,349
760,0,42,196,10,28,32,308
761,0,452,1398,44,51,311,2256
762,0,20,108,9,49,15,201
763,0,2389,2406,7,88,29,4919
764,0,81,1016,51,56,706,1910
765,0,85,493,29,25,152,784
766,0,81,476,16,44,40,657
767,0,1457,2108,6955,252,1252,12024
768,14,4244,626,2812,311,195,8202
769,0,1541,369,579,240,7,2736
770,0,215,838,142,56,256,1507
771,0,355,849,7,78,420,1709
772,0,37,81,28,57,60,263
773,0,312,515,405,373,173,1778
774,0,375,991,445,74,200,2085
775,1,65,335,31,75,46,553
776,0,139,721,26,39,8,933
777,0,2220,3611,139,907,996,7873
778,0,1374,5842,12,189,16,7433
779,0,48,106,28,5,5,192
780,3,294,502,39,15,47,900
781,0,39,168,35,44,6,292
782,0,85,313,35,29,5,467
783,0,178,30,11,311,0,530
784,0,64,394,40,14,169,681
785,0,37,290,45,14,36,422
786,0,17,99,3,3,32,154
787,0,71,413,39,26,164,713
788,0,76,266,67,5,10,424
789,0,49,231,17,2,12,311
790,0,44,281,29,17,4,375
791,3,312,710,75,11,163,1274
792,0,8,103,5,6,0,122
793,0,69,341,34,10,71,525
794,0,68,79,24,0,21,192
795,1,650,419,1174,215,18,2477
796,16,452,2111,2516,321,1372,6788
797,0,4921,551,4230,1372,264,11338
798,0,85,450,397,45,28,1005
799,0,26,139,34,9,0,208
800,0,74,1141,18,299,83,1615
801,0,606,872,337,118,344,2277
802,0,15,169,17,27,5,233
803,3,30,595,7,0,10,645
804,0,49,375,14,86,48,572
805,0,48,277,15,73,55,468
