"TAZ1454","hispanic","white_nonh","black_nonh","asian_nonh","other_nonh","TOTPOP","COUNTY","County_Name"
51,156,1665,10,219,1719,3769,1,"San Francisco"
52,278,1488,52,189,1683,3690,1,"San Francisco"
53,34,73,25,25,127,284,1,"San Francisco"
54,300,1730,77,1546,3155,6808,1,"San Francisco"
55,165,926,25,798,1670,3584,1,"San Francisco"
56,6,42,10,14,38,110,1,"San Francisco"
57,78,920,6,289,1140,2433,1,"San Francisco"
58,307,1360,59,1280,2490,5496,1,"San Francisco"
59,372,1684,72,2194,3592,7914,1,"San Francisco"
60,174,879,40,1007,1723,3823,1,"San Francisco"
61,249,980,47,1165,1994,4435,1,"San Francisco"
62,390,2065,65,1494,3372,7386,1,"San Francisco"
63,234,1221,40,1358,2449,5302,1,"San Francisco"
64,350,1724,60,1590,3049,6773,1,"San Francisco"
65,292,1548,68,1126,2505,5539,1,"San Francisco"
66,253,1360,43,799,1918,4373,1,"San Francisco"
67,287,1280,53,1144,2284,5048,1,"San Francisco"
68,207,962,43,608,1454,3274,1,"San Francisco"
69,645,2308,264,1335,3632,8184,1,"San Francisco"
70,302,2089,86,786,2812,6075,1,"San Francisco"
71,166,1830,31,311,2000,4338,1,"San Francisco"
72,119,852,65,199,1044,2279,1,"San Francisco"
73,211,1397,90,616,1775,4089,1,"San Francisco"
74,248,1050,201,872,1326,3697,1,"San Francisco"
75,154,978,48,593,1294,3067,1,"San Francisco"
76,225,747,124,610,1263,2969,1,"San Francisco"
77,324,1045,311,1321,1552,4553,1,"San Francisco"
78,352,803,1144,1014,2347,5660,1,"San Francisco"
79,272,1031,148,551,1556,3558,1,"San Francisco"
80,308,1265,421,471,1831,4296,1,"San Francisco"
81,718,2579,376,901,3500,8074,1,"San Francisco"
82,240,1371,64,295,1449,3419,1,"San Francisco"
83,231,1701,45,298,1690,3965,1,"San Francisco"
84,322,1934,109,362,2108,4835,1,"San Francisco"
85,294,1369,157,325,1619,3764,1,"San Francisco"
86,451,1979,602,746,3121,6899,1,"San Francisco"
87,362,1863,179,435,2286,5125,1,"San Francisco"
88,373,2083,99,413,2515,5483,1,"San Francisco"
89,417,3229,121,440,3480,7687,1,"San Francisco"
90,274,1596,55,627,2040,4592,1,"San Francisco"
91,291,1871,102,772,2464,5500,1,"San Francisco"
92,207,790,133,421,935,2486,1,"San Francisco"
93,557,2966,104,785,3460,7872,1,"San Francisco"
94,161,1069,26,206,1191,2653,1,"San Francisco"
95,158,1198,18,234,1407,3015,1,"San Francisco"
96,132,984,15,212,1219,2562,1,"San Francisco"
97,227,1331,22,263,1561,3404,1,"San Francisco"
98,238,1637,34,322,1880,4111,1,"San Francisco"
99,503,1492,47,394,1777,4213,1,"San Francisco"
100,1282,1011,69,454,1480,4296,1,"San Francisco"
101,2131,1537,104,797,2192,6761,1,"San Francisco"
102,586,2057,77,526,2261,5507,1,"San Francisco"
103,329,2045,59,407,2338,5178,1,"San Francisco"
104,308,1279,43,406,1588,3624,1,"San Francisco"
105,1012,1794,230,910,2417,6363,1,"San Francisco"
106,1681,1424,388,971,2458,6922,1,"San Francisco"
107,476,648,154,363,1200,2841,1,"San Francisco"
108,166,478,79,778,1234,2735,1,"San Francisco"
109,480,1620,197,2305,2648,7250,1,"San Francisco"
110,652,1562,262,1730,3241,7447,1,"San Francisco"
111,317,1417,113,860,2294,5001,1,"San Francisco"
112,153,776,25,215,1025,2194,1,"San Francisco"
113,666,1619,376,718,2440,5819,1,"San Francisco"
114,188,1332,41,427,1808,3796,1,"San Francisco"
115,341,446,52,267,728,1834,1,"San Francisco"
116,1200,1303,119,488,1846,4956,1,"San Francisco"
117,1355,1107,53,392,1449,4356,1,"San Francisco"
118,1698,880,131,318,1248,4275,1,"San Francisco"
119,729,542,38,217,757,2283,1,"San Francisco"
120,846,781,47,295,1038,3007,1,"San Francisco"
121,395,1097,72,312,1488,3364,1,"San Francisco"
122,709,1795,63,412,2185,5164,1,"San Francisco"
123,687,1344,43,416,1724,4214,1,"San Francisco"
124,759,935,99,270,1268,3331,1,"San Francisco"
125,427,731,52,423,1236,2869,1,"San Francisco"
126,930,785,200,798,1775,4488,1,"San Francisco"
127,336,1553,44,296,1862,4091,1,"San Francisco"
128,565,1941,42,511,2376,5435,1,"San Francisco"
129,336,1464,115,566,1922,4403,1,"San Francisco"
130,313,1275,187,509,1938,4222,1,"San Francisco"
131,416,2019,82,1005,3238,6760,1,"San Francisco"
132,297,1033,79,896,1887,4192,1,"San Francisco"
133,628,1577,101,1162,2837,6305,1,"San Francisco"
134,1496,1072,85,2167,3202,8022,1,"San Francisco"
135,1752,464,54,1484,1799,5553,1,"San Francisco"
136,645,423,78,715,1166,3027,1,"San Francisco"
137,893,492,62,1789,2188,5424,1,"San Francisco"
138,1356,575,105,3454,3777,9267,1,"San Francisco"
139,480,172,312,2122,2326,5412,1,"San Francisco"
140,596,271,390,1232,1654,4143,1,"San Francisco"
141,861,204,367,398,902,2732,1,"San Francisco"
142,199,248,133,99,504,1183,1,"San Francisco"
143,342,97,187,268,540,1434,1,"San Francisco"
144,474,183,1351,407,1728,4143,1,"San Francisco"
145,605,99,1428,261,1742,4135,1,"San Francisco"
146,109,156,193,278,604,1340,1,"San Francisco"
147,1396,309,865,610,1807,4987,1,"San Francisco"
148,1007,147,701,715,1540,4110,1,"San Francisco"
149,633,382,430,1622,1977,5044,1,"San Francisco"
150,590,193,341,1447,1798,4369,1,"San Francisco"
151,287,149,69,699,826,2030,1,"San Francisco"
152,565,465,171,1328,1925,4454,1,"San Francisco"
153,540,231,171,1393,1653,3988,1,"San Francisco"
154,474,115,100,1648,1678,4015,1,"San Francisco"
155,474,100,176,1537,1667,3954,1,"San Francisco"
156,571,38,287,1005,1199,3100,1,"San Francisco"
157,561,74,344,623,954,2556,1,"San Francisco"
158,185,37,148,282,400,1052,1,"San Francisco"
159,747,372,129,1652,1860,4760,1,"San Francisco"
160,1145,471,47,1398,1829,4890,1,"San Francisco"
161,897,365,31,1275,1594,4162,1,"San Francisco"
162,811,269,23,1756,1902,4761,1,"San Francisco"
163,804,292,53,1633,1667,4449,1,"San Francisco"
164,1336,354,96,2824,2910,7520,1,"San Francisco"
165,1042,455,43,2493,2764,6797,1,"San Francisco"
166,937,776,367,3118,3909,9107,1,"San Francisco"
167,1079,428,438,2491,2824,7260,1,"San Francisco"
168,764,879,598,3014,4204,9459,1,"San Francisco"
169,334,1583,99,1501,3147,6664,1,"San Francisco"
170,239,1719,49,1051,2836,5894,1,"San Francisco"
171,143,736,15,414,1134,2442,1,"San Francisco"
172,226,1349,27,1195,2509,5306,1,"San Francisco"
173,161,826,12,905,1729,3633,1,"San Francisco"
174,270,1526,50,1317,2856,6019,1,"San Francisco"
175,245,1377,59,756,2070,4507,1,"San Francisco"
176,215,1174,40,761,1798,3988,1,"San Francisco"
177,394,1638,69,2588,4012,8701,1,"San Francisco"
178,258,1240,45,2006,2923,6472,1,"San Francisco"
179,365,1455,50,2384,3549,7803,1,"San Francisco"
180,293,1101,55,959,1945,4353,1,"San Francisco"
181,236,1132,55,1446,2419,5288,1,"San Francisco"
182,347,1256,56,1941,3096,6696,1,"San Francisco"
183,318,1071,50,2565,3356,7360,1,"San Francisco"
184,348,1320,40,3057,4086,8851,1,"San Francisco"
185,313,1283,62,2760,3806,8224,1,"San Francisco"
186,357,1521,50,2273,3690,7891,1,"San Francisco"
187,122,714,19,1263,1892,4010,1,"San Francisco"
188,360,454,171,324,553,1862,1,"San Francisco"
189,1193,1624,494,1701,2707,7719,1,"San Francisco"
190,307,1079,105,641,226,2358,1,"San Francisco"
191,231,645,30,1264,1869,4039,2,"San Mateo"
192,1545,690,197,2666,2550,7648,2,"San Mateo"
193,1174,826,73,1992,2736,6801,2,"San Mateo"
194,564,472,62,3061,3044,7203,2,"San Mateo"
195,446,602,50,2003,2497,5598,2,"San Mateo"
196,628,638,119,2292,2789,6466,2,"San Mateo"
197,387,334,70,2454,2652,5897,2,"San Mateo"
198,940,337,113,1989,1676,5055,2,"San Mateo"
199,266,345,44,787,1050,2492,2,"San Mateo"
200,624,377,41,710,1101,2853,2,"San Mateo"
201,2096,551,123,2696,3145,8611,2,"San Mateo"
202,1499,485,88,2801,2775,7648,2,"San Mateo"
203,1539,268,60,1718,1879,5464,2,"San Mateo"
204,1734,374,111,2681,2942,7842,2,"San Mateo"
205,1664,468,122,2843,3178,8275,2,"San Mateo"
206,544,374,54,1247,1598,3817,2,"San Mateo"
207,895,156,111,1464,1730,4356,2,"San Mateo"
208,629,1293,59,1190,2303,5474,2,"San Mateo"
209,1970,1164,79,2205,2372,7790,2,"San Mateo"
210,2119,275,63,510,916,3883,2,"San Mateo"
211,4075,840,163,1300,2408,8786,2,"San Mateo"
212,1297,433,55,958,1485,4228,2,"San Mateo"
213,1128,1381,61,1464,2890,6924,2,"San Mateo"
214,981,1046,30,1578,2731,6366,2,"San Mateo"
215,1481,742,91,1755,2119,6188,2,"San Mateo"
216,614,561,46,1010,1539,3770,2,"San Mateo"
217,801,561,24,1138,1715,4239,2,"San Mateo"
218,304,300,60,1689,1766,4119,2,"San Mateo"
219,494,365,62,3062,2916,6899,2,"San Mateo"
220,817,867,130,1817,2363,5994,2,"San Mateo"
221,553,799,85,1330,1940,4707,2,"San Mateo"
222,522,1255,68,600,1984,4429,2,"San Mateo"
223,573,1675,52,397,1900,4597,2,"San Mateo"
224,337,1368,25,281,1341,3352,2,"San Mateo"
225,552,1514,18,193,1662,3939,2,"San Mateo"
226,775,2492,35,398,2809,6509,2,"San Mateo"
227,713,2283,39,526,2000,5561,2,"San Mateo"
228,49,40,7,56,99,251,2,"San Mateo"
229,696,906,98,1572,2380,5652,2,"San Mateo"
230,693,589,112,3934,3543,8871,2,"San Mateo"
231,298,418,98,2075,2259,5148,2,"San Mateo"
232,640,944,44,1428,2593,5649,2,"San Mateo"
233,913,2141,68,1731,2705,7558,2,"San Mateo"
234,438,641,79,1220,1187,3565,2,"San Mateo"
235,440,943,16,499,1416,3314,2,"San Mateo"
236,849,1651,54,889,2225,5668,2,"San Mateo"
237,2915,1008,89,1271,2803,8086,2,"San Mateo"
238,1743,420,29,637,1368,4197,2,"San Mateo"
239,0,0,0,0,0,0,2,"San Mateo"
240,642,747,42,1532,2190,5153,2,"San Mateo"
241,205,739,9,1048,1626,3627,2,"San Mateo"
242,95,475,5,930,1303,2808,2,"San Mateo"
243,143,585,5,927,1219,2879,2,"San Mateo"
244,349,882,29,1511,2432,5203,2,"San Mateo"
245,106,580,9,1143,1624,3462,2,"San Mateo"
246,395,1951,31,1963,3826,8166,2,"San Mateo"
247,203,1356,14,506,1764,3843,2,"San Mateo"
248,328,1015,23,456,1517,3339,2,"San Mateo"
249,733,1898,35,824,2744,6234,2,"San Mateo"
250,315,1657,29,627,2351,4979,2,"San Mateo"
251,596,1750,41,781,2322,5490,2,"San Mateo"
252,159,1727,7,1116,2873,5882,2,"San Mateo"
253,135,1021,5,216,1193,2570,2,"San Mateo"
254,145,1732,17,1085,2765,5744,2,"San Mateo"
255,150,1271,16,402,1672,3511,2,"San Mateo"
256,406,1562,40,870,2083,4961,2,"San Mateo"
257,606,993,43,642,1655,3939,2,"San Mateo"
258,1268,1647,101,944,2547,6507,2,"San Mateo"
259,1680,1320,67,925,1380,5372,2,"San Mateo"
260,3598,990,246,1043,2502,8379,2,"San Mateo"
261,1117,885,45,618,1715,4380,2,"San Mateo"
262,913,664,45,722,1625,3969,2,"San Mateo"
263,673,515,43,523,1180,2934,2,"San Mateo"
264,456,762,18,586,1406,3228,2,"San Mateo"
265,249,965,40,842,1422,3518,2,"San Mateo"
266,300,1357,71,2245,3086,7059,2,"San Mateo"
267,181,748,30,1112,1665,3736,2,"San Mateo"
268,165,642,31,1103,1689,3630,2,"San Mateo"
269,193,706,45,1379,1719,4042,2,"San Mateo"
270,124,629,25,1026,1369,3173,2,"San Mateo"
271,243,1186,37,1958,2154,5578,2,"San Mateo"
272,82,399,12,719,1102,2314,2,"San Mateo"
273,177,834,40,1357,1837,4245,2,"San Mateo"
274,1320,998,70,1262,2006,5656,2,"San Mateo"
275,484,1069,51,1047,2114,4765,2,"San Mateo"
276,370,644,32,603,1170,2819,2,"San Mateo"
277,696,1388,40,731,2093,4948,2,"San Mateo"
278,820,1241,77,1512,2865,6515,2,"San Mateo"
279,705,1103,29,789,1895,4521,2,"San Mateo"
280,435,969,17,522,1539,3482,2,"San Mateo"
281,512,1282,34,894,2081,4803,2,"San Mateo"
282,138,831,11,403,1193,2576,2,"San Mateo"
283,222,1155,21,499,1670,3567,2,"San Mateo"
284,1339,906,51,770,1847,4913,2,"San Mateo"
285,161,948,16,450,1399,2974,2,"San Mateo"
286,553,2246,63,1194,3280,7336,2,"San Mateo"
287,193,803,15,395,1174,2580,2,"San Mateo"
288,589,2153,62,1383,3062,7249,2,"San Mateo"
289,288,1903,21,1031,2874,6117,2,"San Mateo"
290,273,1070,23,677,1616,3659,2,"San Mateo"
291,144,853,9,673,1472,3151,2,"San Mateo"
292,96,779,12,453,1090,2430,2,"San Mateo"
293,890,2322,28,174,2514,5928,2,"San Mateo"
294,493,2609,20,156,2776,6054,2,"San Mateo"
295,1105,1455,15,147,1426,4148,2,"San Mateo"
296,1910,3339,41,331,3591,9212,2,"San Mateo"
297,696,1690,13,67,1811,4277,2,"San Mateo"
298,258,2993,14,322,3243,6830,2,"San Mateo"
299,156,1374,11,112,1481,3134,2,"San Mateo"
300,98,1183,10,157,1184,2632,2,"San Mateo"
301,510,2316,32,448,2767,6073,2,"San Mateo"
302,192,1783,18,266,2152,4411,2,"San Mateo"
303,468,1707,30,329,2156,4690,2,"San Mateo"
304,277,2208,34,475,2520,5514,2,"San Mateo"
305,115,759,10,248,861,1993,2,"San Mateo"
306,191,1208,29,497,1666,3591,2,"San Mateo"
307,347,1689,8,681,2480,5205,2,"San Mateo"
308,246,1737,11,361,2185,4540,2,"San Mateo"
309,695,2811,55,995,3839,8395,2,"San Mateo"
310,282,587,11,183,754,1817,2,"San Mateo"
311,221,1054,42,894,1893,4104,2,"San Mateo"
312,365,2041,58,2422,3791,8677,2,"San Mateo"
313,1425,1036,110,460,1023,4054,2,"San Mateo"
314,3915,640,97,420,1134,6206,2,"San Mateo"
315,907,1140,99,782,1938,4866,2,"San Mateo"
316,784,701,26,184,940,2635,2,"San Mateo"
317,919,1770,52,415,2224,5380,2,"San Mateo"
318,174,1107,14,219,1420,2934,2,"San Mateo"
319,306,1337,8,162,1546,3359,2,"San Mateo"
320,1283,1817,52,383,2268,5803,2,"San Mateo"
321,326,1101,12,191,1383,3013,2,"San Mateo"
322,609,1812,20,379,2070,4890,2,"San Mateo"
323,1590,1414,119,392,1756,5271,2,"San Mateo"
324,1974,761,46,283,997,4061,2,"San Mateo"
325,2433,1432,54,369,1915,6203,2,"San Mateo"
326,1778,288,48,138,495,2747,2,"San Mateo"
327,3858,519,63,219,881,5540,2,"San Mateo"
328,935,966,21,252,1196,3370,2,"San Mateo"
329,2994,576,38,178,803,4589,2,"San Mateo"
330,3034,918,57,238,1249,5496,2,"San Mateo"
331,2838,652,563,681,1703,6437,2,"San Mateo"
332,2366,178,585,132,1202,4463,2,"San Mateo"
333,5214,853,1207,669,2857,10800,2,"San Mateo"
334,4652,328,525,221,1643,7369,2,"San Mateo"
335,4642,1099,352,389,1879,8361,2,"San Mateo"
336,305,1573,40,466,1968,4352,2,"San Mateo"
337,100,514,21,148,694,1477,2,"San Mateo"
338,180,840,22,287,1137,2466,2,"San Mateo"
339,84,979,5,312,1269,2649,2,"San Mateo"
340,289,1714,21,521,2213,4758,2,"San Mateo"
341,204,1813,36,515,1961,4529,2,"San Mateo"
342,189,1683,49,475,2057,4453,2,"San Mateo"
343,70,975,5,173,1111,2334,2,"San Mateo"
344,82,1397,5,232,1644,3360,2,"San Mateo"
345,188,1789,24,527,2098,4626,2,"San Mateo"
346,127,1230,7,444,1551,3359,2,"San Mateo"
347,210,2472,21,1346,3620,7669,3,"Santa Clara"
348,0,0,0,0,0,0,3,"Santa Clara"
349,72,304,21,145,452,994,3,"Santa Clara"
350,191,1274,43,382,1700,3590,3,"Santa Clara"
351,218,1463,67,708,2319,4775,3,"Santa Clara"
352,221,1003,124,513,890,2751,3,"Santa Clara"
353,584,2313,215,1464,1652,6228,3,"Santa Clara"
354,445,1649,222,807,2171,5294,3,"Santa Clara"
355,429,2083,183,1188,3145,7028,3,"Santa Clara"
356,372,2622,109,1009,3594,7706,3,"Santa Clara"
357,123,1609,28,621,2325,4706,3,"Santa Clara"
358,140,1495,16,1216,2646,5513,3,"Santa Clara"
359,93,1172,17,571,1796,3649,3,"Santa Clara"
360,217,1346,36,1176,2629,5404,3,"Santa Clara"
361,317,1574,68,1869,3111,6939,3,"Santa Clara"
362,173,1449,29,1642,2706,5999,3,"Santa Clara"
363,77,638,23,749,1294,2781,3,"Santa Clara"
364,73,570,15,403,910,1971,3,"Santa Clara"
365,356,934,47,960,1457,3754,3,"Santa Clara"
366,289,1205,72,1397,2524,5487,3,"Santa Clara"
367,451,1673,59,1338,2765,6286,3,"Santa Clara"
368,104,1382,7,740,2052,4285,3,"Santa Clara"
369,130,1746,14,1026,2253,5169,3,"Santa Clara"
370,139,1440,14,786,2242,4621,3,"Santa Clara"
371,102,953,15,818,1764,3652,3,"Santa Clara"
372,855,1332,64,1855,2545,6651,3,"Santa Clara"
373,242,964,51,446,1439,3142,3,"Santa Clara"
374,430,654,28,756,1414,3282,3,"Santa Clara"
375,356,1132,54,1026,982,3550,3,"Santa Clara"
376,494,1131,43,987,2000,4655,3,"Santa Clara"
377,506,1447,68,1273,2030,5324,3,"Santa Clara"
378,278,1062,38,675,1548,3601,3,"Santa Clara"
379,1079,1264,52,952,2206,5553,3,"Santa Clara"
380,1947,1302,67,1210,569,5095,3,"Santa Clara"
381,415,1710,37,1053,2776,5991,3,"Santa Clara"
382,200,778,16,586,1328,2908,3,"Santa Clara"
383,66,677,3,327,973,2046,3,"Santa Clara"
384,107,1419,15,899,2314,4754,3,"Santa Clara"
385,60,950,7,502,1387,2906,3,"Santa Clara"
386,84,969,12,585,1264,2914,3,"Santa Clara"
387,117,1081,9,794,1819,3820,3,"Santa Clara"
388,154,1910,17,1322,2866,6269,3,"Santa Clara"
389,310,1512,28,1140,2296,5286,3,"Santa Clara"
390,289,1057,18,482,1384,3230,3,"Santa Clara"
391,553,1680,93,1821,2959,7106,3,"Santa Clara"
392,1039,813,52,1824,2064,5792,3,"Santa Clara"
393,647,816,40,1332,1837,4672,3,"Santa Clara"
394,378,883,17,1007,1884,4169,3,"Santa Clara"
395,217,770,33,1850,2214,5084,3,"Santa Clara"
396,0,2,0,3,5,10,3,"Santa Clara"
397,89,403,10,879,1187,2568,3,"Santa Clara"
398,263,769,20,744,1299,3095,3,"Santa Clara"
399,4,9,0,8,19,40,3,"Santa Clara"
400,681,926,41,1090,1852,4590,3,"Santa Clara"
401,199,204,16,183,429,1031,3,"Santa Clara"
402,100,196,35,56,298,685,3,"Santa Clara"
403,3,1,0,1,3,8,3,"Santa Clara"
404,827,231,14,350,617,2039,3,"Santa Clara"
405,3,1,0,2,3,9,3,"Santa Clara"
406,72,206,21,587,759,1645,3,"Santa Clara"
407,4,10,1,32,44,91,3,"Santa Clara"
408,2,4,0,12,15,33,3,"Santa Clara"
409,0,0,0,0,0,0,3,"Santa Clara"
410,445,1515,102,4476,3606,10144,3,"Santa Clara"
411,0,0,0,0,0,0,3,"Santa Clara"
412,2203,2589,424,7234,7142,19592,3,"Santa Clara"
413,533,1241,192,4583,3383,9932,3,"Santa Clara"
414,522,424,74,1095,1462,3577,3,"Santa Clara"
415,273,272,33,691,901,2170,3,"Santa Clara"
416,548,925,109,2801,3271,7654,3,"Santa Clara"
417,0,0,0,0,0,0,3,"Santa Clara"
418,174,313,8,376,707,1578,3,"Santa Clara"
419,558,420,36,1243,1526,3783,3,"Santa Clara"
420,465,277,26,848,1095,2711,3,"Santa Clara"
421,909,1561,84,1656,3244,7454,3,"Santa Clara"
422,783,1178,125,2858,2680,7624,3,"Santa Clara"
423,1248,554,57,1317,1723,4899,3,"Santa Clara"
424,2094,1075,75,1554,2404,7202,3,"Santa Clara"
425,855,543,25,864,1322,3609,3,"Santa Clara"
426,509,593,52,1384,1910,4448,3,"Santa Clara"
427,116,290,23,1123,1357,2909,3,"Santa Clara"
428,55,148,11,583,594,1391,3,"Santa Clara"
429,0,0,0,0,0,0,3,"Santa Clara"
430,336,238,33,437,560,1604,3,"Santa Clara"
431,6,4,1,8,12,31,3,"Santa Clara"
432,94,67,9,123,202,495,3,"Santa Clara"
433,1210,873,139,1411,2106,5739,3,"Santa Clara"
434,55,19,4,6,31,115,3,"Santa Clara"
435,874,683,161,1202,1581,4501,3,"Santa Clara"
436,569,996,39,799,1845,4248,3,"Santa Clara"
437,1207,819,75,1805,2221,6127,3,"Santa Clara"
438,514,865,36,1225,2103,4743,3,"Santa Clara"
439,385,568,29,798,1328,3108,3,"Santa Clara"
440,854,1391,98,2812,3532,8687,3,"Santa Clara"
441,608,940,66,2502,2376,6492,3,"Santa Clara"
442,343,607,15,862,1425,3252,3,"Santa Clara"
443,947,742,76,1701,2212,5678,3,"Santa Clara"
444,702,1016,60,1706,2569,6053,3,"Santa Clara"
445,1342,1117,82,3111,3470,9122,3,"Santa Clara"
446,646,1130,94,3243,3779,8892,3,"Santa Clara"
447,284,951,39,1429,1836,4539,3,"Santa Clara"
448,949,1146,96,3121,2339,7651,3,"Santa Clara"
449,529,1056,45,2631,2575,6836,3,"Santa Clara"
450,422,1145,48,1439,2407,5461,3,"Santa Clara"
451,319,1524,49,1901,3091,6884,3,"Santa Clara"
452,84,792,15,745,1322,2958,3,"Santa Clara"
453,297,1567,36,2047,3401,7348,3,"Santa Clara"
454,127,1001,28,1207,2054,4417,3,"Santa Clara"
455,32,658,2,679,1260,2631,3,"Santa Clara"
456,720,1453,128,3007,2987,8295,3,"Santa Clara"
457,152,982,19,1637,2489,5279,3,"Santa Clara"
458,169,798,25,1652,1989,4633,3,"Santa Clara"
459,484,1517,61,2463,3678,8203,3,"Santa Clara"
460,112,555,26,1636,1814,4143,3,"Santa Clara"
461,399,1094,53,1093,2190,4829,3,"Santa Clara"
462,313,762,34,1630,2313,5052,3,"Santa Clara"
463,243,857,30,1312,2114,4556,3,"Santa Clara"
464,534,1183,51,1060,2079,4907,3,"Santa Clara"
465,861,1803,145,1537,3171,7517,3,"Santa Clara"
466,587,1181,72,467,1733,4040,3,"Santa Clara"
467,800,1234,126,943,1993,5096,3,"Santa Clara"
468,1160,1383,190,759,2133,5625,3,"Santa Clara"
469,2969,1085,339,1183,1897,7473,3,"Santa Clara"
470,670,1409,107,1330,2694,6210,3,"Santa Clara"
471,999,1130,246,1261,1935,5571,3,"Santa Clara"
472,1074,915,179,1483,1761,5412,3,"Santa Clara"
473,2194,1171,386,1265,2376,7392,3,"Santa Clara"
474,681,865,67,918,1789,4320,3,"Santa Clara"
475,597,945,68,980,2001,4591,3,"Santa Clara"
476,359,1420,70,2071,3382,7302,3,"Santa Clara"
477,459,894,44,2140,2886,6423,3,"Santa Clara"
478,620,888,112,3640,1878,7138,3,"Santa Clara"
479,280,997,50,3530,3970,8827,3,"Santa Clara"
480,45,371,1,1342,1645,3404,3,"Santa Clara"
481,46,424,5,2078,2335,4888,3,"Santa Clara"
482,59,387,6,1915,2141,4508,3,"Santa Clara"
483,160,494,40,2724,2770,6188,3,"Santa Clara"
484,162,1003,23,3275,3548,8011,3,"Santa Clara"
485,150,751,14,2662,3148,6725,3,"Santa Clara"
486,126,440,12,2905,2341,5824,3,"Santa Clara"
487,255,797,23,1851,2322,5248,3,"Santa Clara"
488,209,1413,31,2697,3429,7779,3,"Santa Clara"
489,74,767,8,2395,2863,6107,3,"Santa Clara"
490,77,511,5,1671,1890,4154,3,"Santa Clara"
491,51,219,9,1458,1454,3191,3,"Santa Clara"
492,71,513,22,2489,2579,5674,3,"Santa Clara"
493,64,891,13,2029,2721,5718,3,"Santa Clara"
494,67,879,5,2142,2882,5975,3,"Santa Clara"
495,106,1231,10,1836,2655,5838,3,"Santa Clara"
496,62,841,6,507,1350,2766,3,"Santa Clara"
497,170,1719,8,1835,2976,6708,3,"Santa Clara"
498,152,1002,13,983,1915,4065,3,"Santa Clara"
499,493,1755,111,1774,3581,7714,3,"Santa Clara"
500,234,1120,45,843,1840,4082,3,"Santa Clara"
501,249,1031,20,826,1923,4049,3,"Santa Clara"
502,624,1069,54,871,1919,4537,3,"Santa Clara"
503,1100,1916,133,901,2489,6539,3,"Santa Clara"
504,528,1703,58,492,1968,4749,3,"Santa Clara"
505,812,1595,133,977,2444,5961,3,"Santa Clara"
506,412,1229,72,511,1681,3905,3,"Santa Clara"
507,255,1796,12,685,2255,5003,3,"Santa Clara"
508,195,1005,10,377,1304,2891,3,"Santa Clara"
509,226,1250,18,257,1257,3008,3,"Santa Clara"
510,109,1035,11,307,1304,2766,3,"Santa Clara"
