CDSCode,StatusType,District,School,Street,StreetAbr,City,Zip,State,County,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Latitude,Longitude
49104966069058,Merged,Sonoma County Office of Education,Petaluma Child Development Cen,401 S. McDowell Boulevard,401 S. McDowell Blvd.,Petaluma,94952,CA,Sonoma,401 S. McDowell Boulevard,401 S. McDowell Blvd.,Petaluma,94952,CA,,
49104966069066,Merged,Sonoma County Office of Education,Sebastopol Child Development C,7351 Bodega Avenue,7351 Bodega Ave.,Sebastopol,95472,CA,Sonoma,7351 Bodega Avenue,7351 Bodega Ave.,Sebastopol,95472,CA,,
49104966069413,Active,Sonoma County Office of Education,Sonoma County Special Education,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,Sonoma,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,38.511957,-122.79985
49104966085237,Merged,Sonoma County Office of Education,Healdsburg Child Development C,555 North Street,555 North St.,Healdsburg,95448,CA,Sonoma,555 North Street,555 North St.,Healdsburg,95448,CA,,
49104966092910,Closed,Sonoma County Office of Education,Sonoma County Mobile Camp,6201 Eastside Road,6201 Eastside Rd.,Healdsburg,95448,CA,Sonoma,6201 Eastside Road,6201 Eastside Rd.,Healdsburg,95448,CA,,
49104966097836,Merged,Sonoma County Office of Education,El Colegio,1059 Camino Coronado,1059 Camino Coronado,Rohnert Park,94928,CA,Sonoma,1059 Camino Coronado,1059 Camino Coronado,Rohnert Park,94928,CA,,
49104966097851,Merged,Sonoma County Office of Education,Sonoma County Children's Day T,3400 Chanate Road,3400 Chanate Rd.,Santa Rosa,95401,CA,Sonoma,3400 Chanate Road,3400 Chanate Rd.,Santa Rosa,95401,CA,,
49104966097869,Merged,Sonoma County Office of Education,Youth Camp,6201 Eastside Road,6201 Eastside Rd.,Healdsburg,95448,CA,Sonoma,6201 Eastside Road,6201 Eastside Rd.,Healdsburg,95448,CA,,
49104966101968,Merged,Sonoma County Office of Education,Windsor Educational Center,9047 Redwood Highway,9047 Redwood Hwy.,Windsor,95492,CA,Sonoma,9047 Redwood Highway,9047 Redwood Hwy.,Windsor,95492,CA,,
49104966102651,Merged,Sonoma County Office of Education,El Colegio,1059 Camino Coronado,1059 Camino Coronado,Rohnert Park,94925,CA,Sonoma,1059 Camino Coronado,1059 Camino Coronado,Rohnert Park,94925,CA,,
49104966103303,Merged,Sonoma County Office of Education,County Community Schools,9047 Redwood Highway,9047 Redwood Hwy.,Sonoma,95492,CA,Sonoma,9047 Redwood Highway,9047 Redwood Hwy.,Sonoma,95492,CA,,
49104966104137,Merged,Sonoma County Office of Education,Mt. Hood School,"155 Pythian Road, North","155 Pythian Road, North",Santa Rosa,95401,CA,Sonoma,"155 Pythian Road, North","155 Pythian Road, North",Santa Rosa,95401,CA,,
49104966104236,Merged,Sonoma County Office of Education,New Directions (Lh) (Adtc),695 Russell Avenue,695 Russell Ave.,Santa Rosa,95401,CA,Sonoma,695 Russell Avenue,695 Russell Ave.,Santa Rosa,95401,CA,,
49104966105878,Merged,Sonoma County Office of Education,The Dependent School,155 Pythian Road,155 Pythian Rd.,Santa Rosa,95405,CA,Sonoma,155 Pythian Road,155 Pythian Rd.,Santa Rosa,95405,CA,,
49320114933859,Closed,Los Guilucos School for Girls,Los Guilucos School for Girls,,,,,,Sonoma,,,,,,,
49705990000000,Active,Alexander Valley Union Elementary,,8511 Highway 128,8511 Highway 128,Healdsburg,95448-9020,CA,Sonoma,8511 Highway 128,8511 Highway 128,Healdsburg,95448-9020,CA,38.655489,-122.79218
49705996051577,Active,Alexander Valley Union Elementary,Alexander Valley Elementary,8511 Highway 128,8511 Highway 128,Healdsburg,95448-9020,CA,Sonoma,8511 Highway 128,8511 Highway 128,Healdsburg,95448-9020,CA,38.655489,-122.79218
49706070000000,Active,West Sonoma County Union High,,462 Johnson Street,462 Johnson St.,Sebastopol,95472-3431,CA,Sonoma,462 Johnson Street,462 Johnson St.,Sebastopol,95472-3431,CA,38.406075,-122.82260
49706070116293,Active,West Sonoma County Union High,WSCUHSD Community Day,490 Taft Street,490 Taft St.,Sebastopol,95472-3453,CA,Sonoma,490 Taft Street,490 Taft St.,Sebastopol,95472-3453,CA,38.406526,-122.82436
49706070121038,Active,West Sonoma County Union High,West Sonoma County Consortium,462 Johnson Street,462 Johnson St.,Sebastopol,95472-3431,CA,Sonoma,462 Johnson Street,462 Johnson St.,Sebastopol,95472-3431,CA,38.406075,-122.82260
49706070135327,Pending,West Sonoma County Union High,West County Charter Middle,6321 Highway 116,6321 Hwy. 116,Forestville,95436-9606,CA,Sonoma,462 Johnson Street,462 Johnson St.,Sebastopol,95472,CA,38.473320,-122.88807
49706074930178,Closed,West Sonoma County Union High,Gerboth (Jack) High,6950 Analy Avenue,6950 Analy Ave.,Sebastopol,95472-3401,CA,Sonoma,490 Taft Street,490 Taft St.,Sebastopol,95472,CA,,
49706074930186,Closed,West Sonoma County Union High,Nuevo Leon High,7050 Covey Road,7050 Covey Rd.,Forestville,95436,CA,Sonoma,7050 Covey Road,7050 Covey Rd.,Forestville,95436,CA,38.482108,-122.89018
49706074930285,Closed,West Sonoma County Union High,West Sonoma Charter,"520 Mendocino Avenue, #225","520 Mendocino Ave., #225",Santa Rosa,95401,CA,Sonoma,520 Mendocino Avenue #225,520 Mendocino Ave. #225,Santa Rosa,95401,CA,,
49706074930301,Closed,West Sonoma County Union High,Analy Evening Adult,462 Johnson Street,462 Johnson St.,Sebastopol,95472-3401,CA,Sonoma,462 Johnson Street,462 Johnson St.,Sebastopol,95472,CA,,
49706074930327,Active,West Sonoma County Union High,Laguna High,445 Taft Street,445 Taft St.,Sebastopol,95472-3443,CA,Sonoma,445 Taft Street,445 Taft St.,Sebastopol,95472-3443,CA,38.406153,-122.82398
49706074930368,Closed,West Sonoma County Union High,Russian River Charter,10940 River Road,10940 River Rd.,Forestville,95436-9746,CA,Sonoma,10940 River Road,10940 River Rd.,Forestville,95436-9746,CA,38.506908,-122.94741
49706074930400,Active,West Sonoma County Union High,Analy High,6950 Analy Avenue,6950 Analy Ave.,Sebastopol,95472-3401,CA,Sonoma,6950 Analy Avenue,6950 Analy Ave.,Sebastopol,95472-3401,CA,38.406988,-122.82646
49706074931507,Active,West Sonoma County Union High,El Molino High,7050 Covey Road,7050 Covey Rd.,Forestville,95436-9642,CA,Sonoma,7050 Covey Road,7050 Covey Rd.,Forestville,95436-9642,CA,38.482108,-122.89018
49706150000000,Active,Bellevue Union,,3150 Education Drive,3150 Education Dr.,Santa Rosa,95407-2764,CA,Sonoma,3150 Education Drive,3150 Education Dr.,Santa Rosa,95407-2764,CA,38.397485,-122.73509
49706150113506,Active,Bellevue Union,Taylor Mountain Elementary,1210 East Bellevue Avenue,1210 East Bellevue Ave.,Santa Rosa,95407-2764,CA,Sonoma,1210 East Bellevue Avenue,1210 East Bellevue Ave.,Santa Rosa,95407-2764,CA,38.401648,-122.70990
49706150127662,Active,Bellevue Union,Stony Point Academy,2641 Dutton Meadows,2641 Dutton Meadows,Santa Rosa,95407-7730,CA,Sonoma,2641 Dutton Meadows,2641 Dutton Meadows,Santa Rosa,95407-7730,CA,38.413002,-122.73000
49706156051585,Active,Bellevue Union,Bellevue Elementary,3223 Primrose Avenue,3223 Primrose Ave.,Santa Rosa,95407-7723,CA,Sonoma,3223 Primrose Avenue,3223 Primrose Ave.,Santa Rosa,95407-7723,CA,38.397097,-122.73472
49706156051593,Active,Bellevue Union,Kawana Springs Elementary,2121 Moraga Drive,2121 Moraga Dr.,Santa Rosa,95404-6114,CA,Sonoma,2121 Moraga Drive,2121 Moraga Dr.,Santa Rosa,95404-6114,CA,38.421030,-122.70005
49706156115695,Active,Bellevue Union,Meadow View Elementary,2665 Dutton Meadow Avenue,2665 Dutton Meadow Ave.,Santa Rosa,95407-7730,CA,Sonoma,2665 Dutton Meadow Avenue,2665 Dutton Meadow Ave.,Santa Rosa,95407-7730,CA,38.412094,-122.73025
49706230000000,Active,Bennett Valley Union Elementary,,2250 Mesquite Drive,2250 Mesquite Dr.,Santa Rosa,95405-8310,CA,Sonoma,2250 Mesquite Drive,2250 Mesquite Dr.,Santa Rosa,95405-8310,CA,38.428442,-122.67306
49706236051601,Closed,Bennett Valley Union Elementary,Bennett Valley Elementary,4580 Bennett View Drive,4580 Bennett View Dr.,Santa Rosa,95404,CA,Sonoma,4580 Bennett View Drive,4580 Bennett View Dr.,Santa Rosa,95404,CA,,
49706236051619,Active,Bennett Valley Union Elementary,Yulupa Elementary,2250 Mesquite Drive,2250 Mesquite Dr.,Santa Rosa,95405-8310,CA,Sonoma,2250 Mesquite Drive,2250 Mesquite Dr.,Santa Rosa,95405-8310,CA,38.428442,-122.67306
49706236098248,Active,Bennett Valley Union Elementary,Strawberry Elementary,2311 Horseshoe Drive,2311 Horseshoe Dr.,Santa Rosa,95405-8199,CA,Sonoma,2311 Horseshoe Drive,2311 Horseshoe Dr.,Santa Rosa,95405-8199,CA,38.434899,-122.66163
49706490000000,Active,Cinnabar Elementary,,286 Skillman Lane,286 Skillman Ln.,Petaluma,94952-1226,CA,Sonoma,286 Skillman Lane,286 Skillman Ln.,Petaluma,94952-1226,CA,38.257810,-122.66326
49706490125724,Active,Cinnabar Elementary,Cinnabar Elementary,286 Skillman Lane,286 Skillman Ln.,Petaluma,94952-1226,CA,Sonoma,286 Skillman Lane,286 Skillman Ln.,Petaluma,94952-1226,CA,38.258198,-122.66560
49706496051635,Active,Cinnabar Elementary,Cinnabar Charter,286 Skillman Lane,286 Skillman Ln.,Petaluma,94952-1226,CA,Sonoma,286 Skillman Lane,286 Skillman Ln.,Petaluma,94952-1226,CA,38.257810,-122.66326
49706560000000,Active,Cloverdale Unified,,97 School Street,97 School St.,Cloverdale,95425-3244,CA,Sonoma,97 School Street,97 School St.,Cloverdale,95425-3244,CA,38.810499,-123.02182
49706560110353,Closed,Cloverdale Unified,Eagle Creek Community Day,"322 North Washington, Building C","322 North Washington, Bldg. C",Cloverdale,95425,CA,Sonoma,"322 North Washington, Building C","322 North Washington, Bldg. C",Cloverdale,95425,CA,38.807152,-123.02102
49706560128983,Active,Cloverdale Unified,Eagle Creek,322 North Washington Street,322 North Washington St.,Cloverdale,95425-3235,CA,Sonoma,322 North Washington Street,322 North Washington St.,Cloverdale,95425-3235,CA,38.807648,-123.02122
49706564930061,Closed,Cloverdale Unified,Cloverdale Adult,509 North Cloverdale Boulevard,509 North Cloverdale Blvd.,Cloverdale,95425-3324,CA,Sonoma,509 North Cloverdale Boulevard,509 North Cloverdale Blvd.,Cloverdale,95425-3324,CA,38.811260,-123.02187
49706564930848,Active,Cloverdale Unified,Johanna Echols-Hansen High (Continuation),322 North Washington Street,322 North Washington St.,Cloverdale,95425-3235,CA,Sonoma,322 North Washington Street,322 North Washington St.,Cloverdale,95425-3235,CA,38.807152,-123.02102
49706564930855,Active,Cloverdale Unified,Cloverdale High,509 North Cloverdale Boulevard,509 North Cloverdale Blvd.,Cloverdale,95425-3324,CA,Sonoma,509 North Cloverdale Boulevard,509 North Cloverdale Blvd.,Cloverdale,95425-3324,CA,38.810837,-123.02119
49706566051643,Active,Cloverdale Unified,Jefferson Elementary,315 North Street,315 North St.,Cloverdale,95425-3251,CA,Sonoma,315 North Street,315 North St.,Cloverdale,95425-3251,CA,38.811633,-123.02442
49706566051650,Active,Cloverdale Unified,Washington,129 South Washington Street,129 South Washington St.,Cloverdale,95425-3620,CA,Sonoma,129 South Washington Street,129 South Washington St.,Cloverdale,95425-3620,CA,38.803673,-123.01885
49706640000000,Closed,Cotati-Rohnert Park Elementary,,6750 Commerce Boulevard,6750 Commerce Blvd.,Rohnert Park,94928,CA,Sonoma,6750 Commerce Boulevard,6750 Commerce Blvd.,Rohnert Park,94928,CA,,
49706720000000,Active,Dunham Elementary,,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,Sonoma,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,38.321292,-122.75843
49706720122440,Active,Dunham Elementary,Dunham Charter,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,Sonoma,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,38.321292,-122.75843
49706726051700,Active,Dunham Elementary,Dunham Elementary,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,Sonoma,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,38.321292,-122.75843
49706800000000,Active,Forestville Union Elementary,,6321 Highway 116,6321 Highway 116,Forestville,95436-9699,CA,Sonoma,6321 Highway 116,6321 Highway 116,Forestville,95436-9699,CA,38.472109,-122.88747
49706800112987,Active,Forestville Union Elementary,Forestville Academy,6321 Highway 116,6321 Highway 116,Forestville,95436-9606,CA,Sonoma,6321 Highway 116,6321 Highway 116,Forestville,95436-9606,CA,38.472109,-122.88747
49706806051718,Active,Forestville Union Elementary,Forestville Elementary,6321 Highway 116,6321 Highway 116,Forestville,95436-9699,CA,Sonoma,6321 Highway 116,6321 Highway 116,Forestville,95436-9699,CA,38.472109,-122.88747
49706980000000,Active,Fort Ross Elementary,,30600 Seaview Road,30600 Seaview Rd.,Cazadero,95421-9636,CA,Sonoma,30600 Seaview Road,30600 Seaview Rd.,Cazadero,95421-9636,CA,38.556170,-123.26665
49706986051726,Active,Fort Ross Elementary,Fort Ross Elementary,30600 Seaview Road,30600 Seaview Rd.,Cazadero,95421-9636,CA,Sonoma,30600 Seaview Road,30600 Seaview Rd.,Cazadero,95421-9636,CA,38.556170,-123.26665
49706986117378,Closed,Fort Ross Elementary,Fort Ross Charter,"520 Mendocino Avenue, Suite 225","520 Mendocino Ave., Ste. 225",Santa Rosa,95401,CA,Sonoma,"520 Mendocino Avenue, Ste 225","520 Mendocino Ave., Ste 225",Santa Rosa,95401,CA,,
49707060000000,Active,Geyserville Unified,,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441-9670,CA,Sonoma,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441-9670,CA,38.722005,-122.89123
49707060107664,Closed,Geyserville Unified,Geyserville Community Day,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441,CA,Sonoma,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441,CA,38.722005,-122.89123
49707060129981,Active,Geyserville Unified,Geyserville New Tech Academy,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441-9670,CA,Sonoma,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441-9670,CA,38.720150,-122.88534
49707064930053,Active,Geyserville Unified,Buena Vista High,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441-9670,CA,Sonoma,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441-9670,CA,38.722005,-122.89123
49707064932109,Closed,Geyserville Unified,Geyserville Educational Park High,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441,CA,Sonoma,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441,CA,38.722005,-122.89123
49707066051734,Active,Geyserville Unified,Geyserville Elementary,21485 Geyserville Avenue,21485 Geyserville Ave.,Geyserville,95441-0108,CA,Sonoma,21485 Geyserville Avenue,21485 Geyserville Ave.,Geyserville,95441-0108,CA,38.705895,-122.90296
49707066103428,Closed,Geyserville Unified,Geyserville Middle,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441,CA,Sonoma,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441,CA,38.722005,-122.89123
49707140000000,Active,Gravenstein Union Elementary,,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,Sonoma,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,38.364036,-122.78484
49707140126888,Active,Gravenstein Union Elementary,Gravenstein First,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,Sonoma,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,38.360868,-122.78564
49707146051742,Active,Gravenstein Union Elementary,Gravenstein Elementary,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,Sonoma,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,38.364036,-122.78484
49707146051759,Active,Gravenstein Union Elementary,Hillcrest Middle,725 Bloomfield Road,725 Bloomfield Rd.,Sebastopol,95472-5153,CA,Sonoma,725 Bloomfield Road,725 Bloomfield Rd.,Sebastopol,95472-5153,CA,38.369241,-122.80697
49707146119655,Active,Gravenstein Union Elementary,Gravenstein Community Day,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,Sonoma,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,38.364036,-122.78484
49707220000000,Active,Guerneville Elementary,,14630 Armstrong Woods Road,14630 Armstrong Woods Rd.,Guerneville,95446-9559,CA,Sonoma,14630 Armstrong Woods Road,14630 Armstrong Woods Rd.,Guerneville,95446-9559,CA,38.507090,-122.99708
49707226051767,Active,Guerneville Elementary,Guerneville Elementary,14630 Armstrong Woods Road,14630 Armstrong Woods Rd.,Guerneville,95446-9559,CA,Sonoma,14630 Armstrong Woods Road,14630 Armstrong Woods Rd.,Guerneville,95446-9559,CA,38.507090,-122.99708
49707226119465,Closed,Guerneville Elementary,Guerneville Community Day,14630 Armstrong Woods Road,14630 Armstrong Woods Rd.,Guerneville,95446,CA,Sonoma,14630 Armstrong Woods Road,14630 Armstrong Woods Rd.,Guerneville,95446,CA,,
49707300000000,Active,Harmony Union Elementary,,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-0279,CA,Sonoma,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-0279,CA,38.388586,-122.93219
49707306051775,Active,Harmony Union Elementary,Harmony Elementary,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-0279,CA,Sonoma,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-0279,CA,38.388586,-122.93219
49707306110639,Active,Harmony Union Elementary,Salmon Creek School - A Charter,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-9104,CA,Sonoma,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-9104,CA,38.388586,-122.93219
49707306113153,Closed,Harmony Union Elementary,Country Charter (Elem),,,,,,Sonoma,,,,,,,
49707306120588,Active,Harmony Union Elementary,Pathways Charter,"150 Professional Center Drive, Suite C","150 Professional Center Dr., Ste. C",Rohnert Park,94928-2148,CA,Sonoma,"150 Professional Center Drive, Suite C","150 Professional Center Dr., Ste. C",Rohnert Park,94928-2148,CA,38.354348,-122.70888
49707480000000,Merged,Healdsburg Union Elementary,,925 University Street,925 University St.,Healdsburg,95448-3528,CA,Sonoma,925 University Street,925 University St.,Healdsburg,95448-3528,CA,,
49707486051783,Merged,Healdsburg Union Elementary,Fitch Mountain Elementary,565 Sanns Lane,565 Sanns Ln.,Healdsburg,95448-3524,CA,Sonoma,565 Sanns Lane,565 Sanns Ln.,Healdsburg,95448-3524,CA,,
49707486051791,Merged,Healdsburg Union Elementary,Healdsburg Elementary,400 First Street,400 First St.,Healdsburg,95448-3939,CA,Sonoma,400 First Street,400 First St.,Healdsburg,95448-3939,CA,38.612519,-122.86166
49707486109250,Merged,Healdsburg Union Elementary,Foss Creek Elementary,1557 Healdsburg Avenue,1557 Healdsburg Ave.,Healdsburg,95448-3201,CA,Sonoma,1557 Healdsburg Avenue,1557 Healdsburg Ave.,Healdsburg,95448-3201,CA,,
49707550000000,Merged,Healdsburg Union High,,925 University Street,925 University St.,Healdsburg,95448-3528,CA,Sonoma,925 University Street,925 University St.,Healdsburg,95448-3528,CA,,
49707554932554,Merged,Healdsburg Union High,Healdsburg High,1024 Prince Street,1024 Prince St.,Healdsburg,95448-3449,CA,Sonoma,1024 Prince Street,1024 Prince St.,Healdsburg,95448-3449,CA,38.621403,-122.86798
49707554934568,Merged,Healdsburg Union High,Mountain View Continuation High,926 University Street,926 University St.,Healdsburg,95448-3529,CA,Sonoma,926 University Street,926 University St.,Healdsburg,95448-3529,CA,,
49707556060222,Merged,Healdsburg Union High,Healdsburg Junior High,315 Grant Street,315 Grant St.,Healdsburg,95448-3921,CA,Sonoma,315 Grant Street,315 Grant St.,Healdsburg,95448-3921,CA,38.615894,-122.86697
49707556068969,Closed,Healdsburg Union High,Windsor Junior High,215 Grant Street,215 Grant St.,Healdsburg,95448,CA,Sonoma,215 Grant Street,215 Grant St.,Healdsburg,95448,CA,,
49707630000000,Active,Horicon Elementary,,35555 Annapolis Road,35555 Annapolis Rd.,Annapolis,95412-9713,CA,Sonoma,35555 Annapolis Road,35555 Annapolis Rd.,Annapolis,95412-9713,CA,38.709318,-123.33699
49707636051809,Active,Horicon Elementary,Horicon Elementary,35555 Annapolis Road,35555 Annapolis Rd.,Annapolis,95412-9713,CA,Sonoma,35555 Annapolis Road,35555 Annapolis Rd.,Annapolis,95412-9713,CA,38.709318,-123.33699
49707890000000,Active,Kenwood,,230 Randolph Avenue,230 Randolph Ave.,Kenwood,95452-0220,CA,Sonoma,PO Box 220,PO Box 220,Kenwood,95452-0220,CA,38.415174,-122.55528
49707896051825,Active,Kenwood,Kenwood Elementary,230 Randolph Avenue,230 Randolph Ave.,Kenwood,95452-0220,CA,Sonoma,PO Box 220,PO Box 220,Kenwood,95452-0220,CA,38.415174,-122.55528
49707896116628,Closed,Kenwood,Kenwood Charter,,,,,,Sonoma,,,,,,,
49707970000000,Active,Liberty Elementary,,170 Liberty School Road,170 Liberty School Rd.,Petaluma,94952,CA,Sonoma,170 Liberty School Road,170 Liberty School Rd.,Petaluma,94952,CA,38.281953,-122.70749
49707970107284,Active,Liberty Elementary,California Virtual Academy @ Sonoma,"2360 Shasta Way, Unit A","2360 Shasta Way, Unit A",Simi Valley,93065-1800,CA,Sonoma,"2360 Shasta Way, Unit A","2360 Shasta Way, Unit A",Simi Valley,93065-1800,CA,34.276457,-118.78862
49707970123422,Active,Liberty Elementary,Liberty Primary,170 Liberty School Road,170 Liberty School Rd.,Petaluma,94952,CA,Sonoma,170 Liberty School Road,170 Liberty School Rd.,Petaluma,94952,CA,38.281953,-122.70749
