TAZ1454,LT_FR_CA_OFF_production,LT_FR_CA_OFF_attraction,LT_FR_CA_AM_production,LT_FR_CA_AM_attraction,LT_FR_CA_MID_production,LT_FR_CA_MID_attraction,LT_FR_CA_PM_production,LT_FR_CA_PM_attraction,MT1_FR_CA_OFF_production,MT1_FR_CA_OFF_attraction,MT1_FR_CA_AM_production,MT1_FR_CA_AM_attraction,MT1_FR_CA_MID_production,MT1_FR_CA_MID_attraction,MT1_FR_CA_PM_production,MT1_FR_CA_PM_attraction,MT2_FR_CA_OFF_production,MT2_FR_CA_OFF_attraction,MT2_FR_CA_AM_production,MT2_FR_CA_AM_attraction,MT2_FR_CA_MID_production,MT2_FR_CA_MID_attraction,MT2_FR_CA_PM_production,MT2_FR_CA_PM_attraction,HT_FR_CA_OFF_production,HT_FR_CA_OFF_attraction,HT_FR_CA_AM_production,HT_FR_CA_AM_attraction,HT_FR_CA_MID_production,HT_FR_CA_MID_attraction,HT_FR_CA_PM_production,HT_FR_CA_PM_attraction,MT1_FR_EXT_OFF_production,MT1_FR_EXT_OFF_attraction,MT1_FR_EXT_AM_production,MT1_FR_EXT_AM_attraction,MT1_FR_EXT_MID_production,MT1_FR_EXT_MID_attraction,MT1_FR_EXT_PM_production,MT1_FR_EXT_PM_attraction,MT2_FR_EXT_OFF_production,MT2_FR_EXT_OFF_attraction,MT2_FR_EXT_AM_production,MT2_FR_EXT_AM_attraction,MT2_FR_EXT_MID_production,MT2_FR_EXT_MID_attraction,MT2_FR_EXT_PM_production,MT2_FR_EXT_PM_attraction,HT_FR_EXT_OFF_production,HT_FR_EXT_OFF_attraction,HT_FR_EXT_AM_production,HT_FR_EXT_AM_attraction,HT_FR_EXT_MID_production,HT_FR_EXT_MID_attraction,HT_FR_EXT_PM_production,HT_FR_EXT_PM_attraction,LT_NF_CA_OFF_production,LT_NF_CA_OFF_attraction,LT_NF_CA_AM_production,LT_NF_CA_AM_attraction,LT_NF_CA_MID_production,LT_NF_CA_MID_attraction,LT_NF_CA_PM_production,LT_NF_CA_PM_attraction,MT1_NF_CA_OFF_production,MT1_NF_CA_OFF_attraction,MT1_NF_CA_AM_production,MT1_NF_CA_AM_attraction,MT1_NF_CA_MID_production,MT1_NF_CA_MID_attraction,MT1_NF_CA_PM_production,MT1_NF_CA_PM_attraction,MT2_NF_CA_OFF_production,MT2_NF_CA_OFF_attraction,MT2_NF_CA_AM_production,MT2_NF_CA_AM_attraction,MT2_NF_CA_MID_production,MT2_NF_CA_MID_attraction,MT2_NF_CA_PM_production,MT2_NF_CA_PM_attraction,HT_NF_CA_OFF_production,HT_NF_CA_OFF_attraction,HT_NF_CA_AM_production,HT_NF_CA_AM_attraction,HT_NF_CA_MID_production,HT_NF_CA_MID_attraction,HT_NF_CA_PM_production,HT_NF_CA_PM_attraction
11,0.4814031,1.4183055,0.311802,0.92200404,0.468603,1.3927063,0.2984019,0.8887036,2.641834,6.579982,1.717622,4.279795,2.589633,6.475686,1.6543211,4.138793,0.9578124,1.9969988,0.621608,1.2968997,0.935112,1.9587005,0.5966076,1.2500998,3.279337,7.105676,2.132824,4.6222873,3.217036,6.99438,2.0560231,4.4713907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.09161,88.95621,57.292843,57.854008,86.94269,87.794945,55.5648,56.106457,19.30158,19.496187,12.550112,12.677429,19.048273,19.242311,12.1718025,12.29644,9.231149,9.199237,6.0036964,5.9850645,9.109846,9.079542,5.8252935,5.804264,15.780251,15.754204,10.2602625,10.246635,15.577349,15.550302,9.952759,9.939245
12,0.38930002,1.1454026,0.252,0.7445019,0.3784,1.1241034,0.24059997,0.71730196,2.398434,5.835699,1.5590221,3.7946043,2.347833,5.737699,1.499021,3.667098,0.76180935,1.6800056,0.49390602,1.0920037,0.74190897,1.6479064,0.47290573,1.0522035,2.7355309,5.933698,1.77842,3.8579056,2.6786299,5.834899,1.710919,3.728399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.551186,34.888058,22.469477,22.68969,34.099174,34.433136,21.79196,22.006495,7.52749,7.6037564,4.897124,4.9500747,7.4328876,7.506656,4.7504196,4.7972813,7.7567244,7.736549,5.048581,5.0396743,7.6555223,7.6383643,4.892578,4.878573,12.994105,12.982416,8.448534,8.442441,12.824303,12.81273,8.195829,8.189149
13,0.83611244,1.5774052,0.54200804,1.0255041,0.81391203,1.5492066,0.51870763,0.9896036,4.109149,6.94808,2.672832,4.5201917,4.0278482,6.8426867,2.5771308,4.3743873,1.2198124,2.1185017,0.79180807,1.3761019,1.189512,2.0795035,0.7596077,1.3278023,3.8836432,7.550376,2.5244281,4.912391,3.8049421,7.4372845,2.432527,4.7547865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16365,33.491333,21.568855,21.783371,32.729538,33.050903,20.917137,21.123386,7.352685,7.4251633,4.7838206,4.8310757,7.2574825,7.3298526,4.6372166,4.682271,10.03826,10.0188465,6.5300045,6.5168657,9.909259,9.887031,6.331301,6.323062,17.312374,17.311808,11.254678,11.255737,17.08497,17.083591,10.920773,10.919528
14,0.78770626,1.4206026,0.51000404,0.9242019,0.765706,1.3958032,0.48710382,0.8914017,4.2649617,6.7115946,2.7740402,4.3632,4.17806,6.6020966,2.6707382,4.217996,1.2615124,1.8815113,0.818008,1.2233076,1.228412,1.8474125,0.7834076,1.1797076,4.1893435,7.311286,2.724028,4.753796,4.102442,7.193691,2.6219268,4.596292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.53457,41.94338,27.014196,27.277376,40.99176,41.39727,26.201777,26.459272,9.033328,9.123352,5.8745484,5.9339676,8.917625,9.007259,5.6971436,5.756967,11.27968,11.258642,7.344717,7.330349,11.134477,11.113641,7.1186137,7.106055,18.818699,18.82147,12.237792,12.238927,18.570595,18.57489,11.8671875,11.872742
15,0.2501,0.82570547,0.16200002,0.536704,0.24330002,0.8108064,0.1548,0.51770353,1.4630154,3.6765985,0.95120996,2.3918025,1.4330149,3.6197054,0.9154096,2.3142002,0.49910933,1.2047089,0.32390603,0.7818057,0.486609,1.1808095,0.31060567,0.75350624,1.7543184,3.9575994,1.140712,2.5751033,1.719018,3.897106,1.0990115,2.4923995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.291426,20.488926,13.195042,13.325334,20.025719,20.223589,12.798232,12.923545,4.495714,4.5417743,2.9254742,2.9536874,4.435013,4.4809766,2.837072,2.8655894,5.2170835,5.212771,3.3951545,3.3917787,5.1487827,5.145069,3.291653,3.2886791,9.030443,9.045346,5.8702927,5.8800664,8.912041,8.925643,5.6946898,5.70517
16,0.7685454,3.423577,0.49807963,2.225191,0.74878526,3.363762,0.47704226,2.1485507,4.1924305,13.971566,2.7262237,9.089903,4.11332,13.7701,2.628562,8.803674,1.4995024,4.5416846,0.97380555,2.9519746,1.4656906,4.4628706,0.93534553,2.852046,5.186863,15.186948,3.37373,9.881272,5.092671,14.96973,3.25558,9.571659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.09784,169.41937,109.32173,110.177155,165.90475,167.20145,106.02657,106.8568,37.13542,37.43841,24.152653,24.349522,36.648422,36.952557,23.420986,23.617744,17.622383,17.559809,11.460773,11.419453,17.392586,17.334991,11.114939,11.076047,31.331038,31.286366,20.372887,20.345303,30.918266,30.87555,19.763351,19.732851
17,0.54937845,1.8227503,0.35579643,1.1846428,0.5345696,1.7899258,0.34032393,1.1430222,3.0812526,8.023076,2.0035224,5.2205334,3.019792,7.9049816,1.9306885,5.0543227,1.0551884,2.56982,0.6847327,1.6704308,1.0296799,2.5239546,0.65649825,1.6125419,3.6382651,8.68611,2.3660097,5.651746,3.5686362,8.558604,2.2817397,5.4729085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.22395,125.14536,80.79024,81.38581,122.60065,123.50947,78.3559,78.93038,27.17412,27.38512,17.6739,17.812498,26.817598,27.027084,17.139256,17.275309,10.2339,10.204232,6.659307,6.641373,10.1005745,10.073499,6.4569936,6.4383307,17.422844,17.411983,11.332769,11.326247,17.195276,17.183992,10.993229,10.986337
18,0.37280312,1.1306058,0.24180202,0.73450375,0.36370295,1.1086066,0.2320019,0.70740396,1.9821243,5.7263026,1.2894161,3.7260072,1.9466242,5.638501,1.2442155,3.604301,0.7473125,1.8457094,0.48540807,1.1996021,0.73141205,1.8109077,0.4670076,1.156104,2.4943247,6.0419,1.622316,3.9310083,2.4506242,5.9488006,1.5663154,3.8032026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.05516,46.507393,29.950855,30.244734,45.453743,45.899292,29.048532,29.333553,10.095251,10.198048,6.565262,6.631662,9.963547,10.064143,6.3669577,6.431164,4.7503757,4.7400727,3.0916495,3.0837822,4.690575,4.676367,2.995248,2.9900808,8.149229,8.147854,5.2970843,5.2935686,8.043528,8.037157,5.1405816,5.138966
19,0.41910625,1.5388036,0.27180398,0.99980134,0.408706,1.5095037,0.2605038,0.96330255,2.3476245,6.4182034,1.526816,4.177407,2.304524,6.3245,1.4746155,4.045502,0.7786155,2.2129002,0.50551003,1.4379991,0.761215,2.173001,0.48580948,1.3880996,2.7760367,7.210803,1.805624,4.6937075,2.7271361,7.106195,1.7443231,4.5456038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.67413,34.004517,21.897541,22.114706,33.232018,33.560246,21.239424,21.446814,7.4599824,7.53587,4.851818,4.9024816,7.36298,7.438372,4.707015,4.7555747,5.998296,5.9824624,3.9031625,3.8899784,5.921495,5.901264,3.7844605,3.7742782,10.509966,10.500044,6.835308,6.828361,10.375065,10.364025,6.6292048,6.6227584
20,0.7682343,2.584684,0.49836245,1.68127,0.7493144,2.543695,0.4780954,1.6254815,4.5678916,13.464998,2.9730716,8.759067,4.4909067,13.274078,2.872408,8.484199,1.6732054,5.0739,1.0877478,3.2998579,1.6384189,4.996995,1.0469375,3.193374,5.5792966,16.945707,3.6307316,11.022171,5.487404,16.708511,3.5100536,10.67926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34334,73.84527,47.69802,48.02405,72.3853,72.87976,46.26017,46.576378,15.979708,16.09318,10.391267,10.466377,15.770302,15.882862,10.081087,10.151193,5.03703,5.010274,3.2799807,3.2632055,4.9698124,4.943821,3.1785097,3.1606085,8.337803,8.308353,5.4236364,5.4055595,8.23185,8.200278,5.259161,5.2413974
21,0.44987503,0.5826464,0.2912436,0.3789831,0.43759453,0.5712365,0.27841032,0.36507294,2.2819667,2.8692307,1.4830667,1.865277,2.2344503,2.820348,1.4272288,1.8022534,0.73281944,0.77664894,0.4749683,0.5050509,0.714005,0.7616565,0.45457777,0.4865309,2.6888833,3.1309707,1.7475206,2.0358784,2.6350744,3.0785778,1.6829965,1.9671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.07004,119.455284,76.78688,77.68361,116.528305,117.88889,74.46915,75.34123,25.577015,25.883097,16.632998,16.83173,25.242208,25.54188,16.132458,16.323023,6.629657,6.62276,4.324342,4.3209524,6.5463724,6.5399156,4.1896076,4.1849566,10.367592,10.375746,6.7481556,6.7516723,10.237444,10.245423,6.544027,6.5492425
22,8.018105,4.8958073,5.215168,3.1833098,7.8864026,4.8112097,5.040766,3.0742035,34.416847,22.754276,22.391794,14.802079,33.932144,22.426722,21.691385,14.333775,11.092148,7.9889026,7.2162957,5.196104,10.917445,7.8589916,6.978993,5.0225043,38.844696,18.270323,25.271921,11.886596,38.30419,17.995817,24.486614,11.505297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.134315,61.741467,39.75865,40.15639,60.33609,60.936398,38.559017,38.94505,13.651251,13.792334,8.880829,8.976164,13.474546,13.612036,8.614222,8.702559,13.622218,13.631813,8.857943,8.864144,13.447016,13.454208,8.591938,8.599648,24.09608,24.164278,15.667547,15.714008,23.778076,23.85075,15.19524,15.241126
23,0.2929,2.3818033,0.18980001,1.5470995,0.2855,2.3330064,0.182,1.4898009,1.5780153,10.905195,1.02671,7.097987,1.547915,10.741573,0.98950964,6.8695974,0.5756093,3.7616923,0.37360603,2.4457016,0.562109,3.6897073,0.3591057,2.3580942,1.9705215,12.552502,1.281414,8.170993,1.933921,12.37007,1.2369137,7.9118085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.50225,31.822428,20.485853,20.697004,31.08964,31.407436,19.868736,20.073671,7.0543847,7.1275525,4.5864205,4.63847,6.9619827,7.0348673,4.4496164,4.4967756,7.235116,7.2730517,4.7033753,4.726475,7.1393147,7.1782527,4.5633736,4.588671,12.849304,12.946119,8.356533,8.418542,12.679901,12.778036,8.103728,8.165358
24,1.8925371,1.4910113,1.229424,0.969608,1.850636,1.4651123,1.181223,0.9358071,10.502701,7.122402,6.834232,4.6321106,10.3302,7.0089154,6.6066275,4.480206,3.8670921,2.1594138,2.51426,1.4024098,3.7912903,2.118416,2.424058,1.3518096,4.351171,7.3177075,2.830846,4.759415,4.267269,7.2026234,2.7292442,4.6037073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.48474,35.848454,23.078712,23.312998,35.01973,35.380848,22.382296,22.611488,7.849103,7.9346514,5.100032,5.1607804,7.7478004,7.831354,4.951728,5.0048776,9.871159,9.946734,6.419503,6.4701624,9.738957,9.820343,6.229,6.2755637,16.99337,17.156322,11.045675,11.157234,16.770567,16.935904,10.71847,10.822545
25,0.13250154,0.33553424,0.08593287,0.21820311,0.1290729,0.32918411,0.08233062,0.2103409,0.7632838,1.6814282,0.49663144,1.0939107,0.7487012,1.6548615,0.47909763,1.0577077,0.293997,0.53706217,0.19087666,0.34918562,0.2871396,0.52721304,0.1831947,0.33665746,0.9336748,1.46357,0.60734653,0.95199823,0.91635805,1.4395956,0.5861671,0.9202456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.51427,69.91349,45.2065,45.467068,68.60458,68.999245,43.84475,44.09544,15.17351,15.269486,9.868677,9.930607,14.97599,15.070124,9.570554,9.631314,1.6918895,1.7036698,1.101553,1.1086779,1.6700587,1.6815925,1.0671797,1.0751988,2.8356273,2.8599126,1.8440518,1.8604856,2.7991273,2.8228033,1.7884557,1.8039364
