TAZ1454,AGREMPN,FPSEMPN,HEREMPN,MWTEMPN,OTHEMPN,RETEMPN,TOTEMP
91,1,82,388,7,45,8,531
92,0,38,147,0,16,5,206
93,0,143,211,52,49,4,459
94,0,160,572,10,14,195,951
95,0,205,322,8,73,13,621
96,0,109,109,8,26,6,258
97,0,102,966,109,30,104,1311
98,0,177,430,11,37,180,835
99,0,89,504,180,18,14,805
100,0,813,1312,57,104,240,2526
101,0,560,2033,163,234,384,3374
102,0,171,922,224,76,222,1615
103,0,251,558,28,23,122,982
104,0,414,967,5,61,340,1787
105,1,182,1421,58,106,151,1919
106,0,1134,2567,97,404,498,4700
107,0,2446,26163,15406,11719,1557,57291
108,0,1172,2853,561,478,235,5299
109,0,3301,1236,449,2645,140,7771
110,0,4564,3019,1621,118,259,9581
111,0,2069,2855,1093,1586,506,8109
112,0,301,266,261,89,47,964
113,0,184,446,137,233,19,1019
114,0,281,419,111,125,328,1264
115,0,212,416,15,1,13,657
116,0,3569,2258,530,982,1028,8367
117,0,361,468,34,27,21,911
118,0,53,430,3,27,73,586
119,0,26,310,2,18,78,434
120,0,150,441,33,153,55,832
121,0,103,231,95,94,111,634
122,0,301,395,73,111,39,919
123,0,369,1509,103,94,224,2299
124,0,35,184,4,23,86,332
125,0,21,124,1,14,6,166
126,0,45,208,7,43,0,303
127,0,71,488,1,44,107,711
128,0,216,358,64,36,38,712
129,0,109,158,23,31,1,322
130,6,278,398,2,21,157,862
131,0,75,193,85,70,2,425
132,0,94,327,42,14,188,665
133,0,172,2689,23,105,67,3056
134,0,120,604,74,83,54,935
135,0,95,419,10,32,114,670
136,0,49,1072,2,43,0,1166
137,0,33,282,1,50,65,431
138,0,157,1172,27,1412,227,2995
139,0,149,551,66,119,119,1004
140,0,0,206,51,16,42,315
141,0,38,206,8,94,13,359
142,0,1851,1464,4290,3880,807,12292
143,0,89,655,94,224,42,1104
144,0,188,523,2,12,0,725
145,0,84,671,25,360,0,1140
146,0,30,44,44,1,0,119
147,0,224,446,597,536,40,1843
148,0,160,422,663,1000,292,2537
149,0,434,289,57,230,2,1012
150,2,387,718,184,770,204,2265
151,0,1,122,8,5,25,161
152,0,575,285,1,20,10,891
153,0,17,211,25,22,0,275
154,0,57,441,33,8,162,701
155,0,24,305,0,30,3,362
156,0,5,180,0,10,2,197
157,0,0,173,7,4,5,189
158,0,9,326,0,3,0,338
159,0,16,322,3,28,32,401
160,0,31,211,7,10,0,259
161,0,28,341,4,26,13,412
162,0,63,376,14,70,63,586
163,0,12,379,7,34,12,444
164,4,2547,453,27,31,106,3168
165,0,74,944,5,57,145,1225
166,0,36,904,7,116,12,1075
167,0,20,355,3,53,14,445
168,0,44,527,14,74,1,660
169,0,221,763,27,154,53,1218
170,0,416,1345,43,169,124,2097
171,18,37,311,144,36,120,666
172,3,47,474,37,80,115,756
173,0,31,109,7,36,32,215
174,0,55,309,8,85,6,463
175,0,207,876,23,34,161,1301
176,0,79,335,10,18,51,493
177,0,285,1010,51,60,187,1593
178,0,86,372,15,60,12,545
179,0,57,607,19,94,4,781
180,0,33,385,14,30,70,532
181,0,37,691,51,84,30,893
182,0,24,405,17,113,37,596
183,0,32,1361,15,55,127,1590
184,0,135,483,30,71,114,833
185,0,280,1435,19,90,130,1954
186,1,201,1114,34,125,70,1545
187,26,656,222,9,55,266,1234
188,0,130,6782,1,11,862,7786
189,0,282,592,4,0,8,886
190,0,17,924,80,5,0,1026
191,0,107,248,6,42,23,426
192,0,197,540,5,14,716,1472
193,4,287,1334,122,504,85,2336
194,0,39,2707,15,115,45,2921
195,0,29,210,6,32,0,277
196,0,30,225,5,17,5,282
197,0,34,246,0,4,158,442
198,0,28,758,31,0,17,834
199,0,138,513,5,32,1249,1937
200,41,278,926,95,89,2602,4031
201,0,97,562,137,129,272,1197
202,0,21,355,12,56,8,452
203,0,405,887,61,859,232,2444
204,0,68,371,11,36,134,620
205,0,50,223,5,15,1,294
206,0,58,69,2,22,3,154
207,0,43,349,283,8,43,726
208,45,2958,741,2899,980,516,8139
209,0,53,371,38,54,2,518
210,0,146,257,144,148,69,764
211,54,437,641,98,149,191,1570
212,258,11989,5966,31937,3497,1319,54966
213,0,112,951,16,116,168,1363
214,0,83,431,6,314,71,905
215,0,66,296,5,1,78,446
216,0,33,3124,2,32,139,3330
217,0,120,261,9,49,62,501
218,0,322,1416,47,92,276,2153
219,0,0,220,1,18,67,306
220,0,30,260,0,36,14,340
221,0,28,180,3,23,80,314
222,0,62,488,33,32,122,737
223,0,164,567,56,324,103,1214
224,0,30,245,23,80,15,393
225,0,108,521,24,93,90,836
226,3,117,479,3,102,186,890
227,6,41,171,45,63,4,330
228,0,0,21,0,0,0,21
229,0,37,950,4,11,15,1017
230,0,41,766,200,13,378,1398
231,0,23,167,29,8,1,228
232,0,87,305,5,33,8,438
233,0,54,264,12,53,94,477
234,0,1447,1111,362,2670,1475,7065
235,0,24,400,17,384,9,834
236,0,438,512,21,62,107,1140
237,0,200,805,32,37,159,1233
238,0,107,395,483,100,37,1122
239,0,1253,2655,1924,56,425,6313
240,0,368,1894,158,137,293,2850
241,0,113,331,9,120,0,573
242,0,28,240,3,13,5,289
243,0,30,76,8,11,1,126
244,0,138,504,45,189,251,1127
245,0,21,294,8,34,0,357
246,0,719,3883,65,136,179,4982
247,0,23,138,4,27,0,192
248,0,9294,3768,3372,1290,381,18105
249,0,1717,1479,1377,541,254,5368
250,0,94,431,18,146,56,745
251,0,1199,1376,131,641,982,4329
252,0,462,885,87,191,0,1625
253,0,43,92,24,24,28,211
254,8,128,377,12,40,0,565
255,0,81,349,19,8,14,471
256,0,1155,945,31,72,2,2205
257,1,1921,3756,168,1035,670,7551
258,0,179,724,18,117,13,1051
259,0,115,1190,167,104,125,1701
260,0,423,566,104,191,87,1371
261,0,72,370,25,71,22,560
262,0,139,434,27,75,64,739
263,0,4,165,48,55,2,274
264,0,419,431,24,90,110,1074
265,0,4299,892,299,3390,747,9627
266,0,9839,1999,2319,2201,614,16972
267,0,56,407,23,26,0,512
268,0,26,625,37,5,0,693
269,0,43,341,28,10,74,496
270,0,25,40,3,151,0,219
271,0,140,202,70,5,168,585
272,0,23,131,1,5,7,167
273,0,24,47,4,10,7,92
274,0,1655,320,16,326,68,2385
275,0,736,455,177,383,192,1943
276,0,34,167,58,17,20,296
277,0,73,472,49,41,22,657
278,0,2739,1114,91,2060,559,6563
279,0,2859,1398,312,1272,534,6375
280,0,1366,926,91,164,287,2834
281,0,871,1155,143,499,224,2892
282,12,4945,500,61,171,95,5784
283,0,10,276,10,7,2,305
284,0,425,2103,20,79,1409,4036
285,0,12,233,10,5,0,260
286,0,134,838,48,87,230,1337
287,0,359,632,26,178,31,1226
288,0,139,1082,27,50,138,1436
289,0,73,285,15,26,43,442
290,0,30,44,53,31,0,158
291,0,279,1438,424,292,109,2542
292,0,51,192,11,23,24,301
293,23,89,230,168,88,55,653
294,12,114,594,66,122,96,1004
295,57,91,505,348,127,176,1304
296,183,592,2073,130,258,342,3578
297,520,73,625,54,84,47,1403
298,128,497,1101,79,81,80,1966
299,25,226,504,11,214,147,1127
300,0,128,839,38,61,4,1070
301,0,83,405,4,93,68,653
302,10,167,84,10,50,5,326
303,0,126,520,16,34,4,700
304,10,63,1090,21,45,0,1229
305,0,11,99,4,3,0,117
306,0,45,123,4,25,2,199
307,0,169,339,93,26,5,632
308,0,58,208,68,89,3,426
309,0,1249,1956,50,206,467,3928
310,0,4350,2427,2148,2196,1285,12406
311,1,6635,3093,2065,5261,150,17205
312,0,169,181,175,186,2,713
313,9,3265,2319,1475,2644,519,10231
314,0,1093,4238,1112,1059,261,7763
315,0,3860,5853,512,13503,970,24698
316,0,89,92,15,61,80,337
317,0,286,1291,104,94,43,1818
318,0,143,288,5,90,10,536
319,0,57,193,0,58,6,314
320,0,59,400,6,103,1,569
321,0,229,377,13,69,150,838
322,0,194,316,52,24,32,618
323,0,167,555,149,85,458,1414
324,0,101,338,0,126,162,727
325,0,91,105,0,80,234,510
326,0,108,450,99,260,514,1431
327,0,121,503,52,25,157,858
328,0,202,180,46,42,21,491
329,0,1077,650,435,760,155,3077
330,0,121,269,21,121,48,580
331,24,4470,973,3313,28631,97,37508
332,19,2816,1315,610,730,34,5524
333,0,69,738,16,45,454,1322
334,0,180,574,20,100,77,951
335,4,961,209,24,13,372,1583
336,0,390,276,25,13,208,912
337,0,34,194,5,155,0,388
338,0,50,56,0,24,0,130
339,0,49,833,0,116,0,998
340,10,2300,827,166,1605,30,4938
341,0,1577,2539,61,602,819,5598
342,0,145,1751,20,33,24,1973
343,0,65,558,0,18,3,644
344,0,35,171,42,10,0,258
345,0,353,369,16,26,31,795
346,6,4638,1215,908,948,90,7805
347,117,392,2231,188,106,13,3047
348,0,3691,215,223,6410,0,10539
349,0,7757,4532,4059,1136,151,17635
350,0,728,180,14,3,101,1026
351,20,2425,2598,134,516,197,5890
352,0,0,126,0,61,0,187
353,0,37,145,1,10,47,240
354,1,532,19777,1,5,35,20351
355,2,407,25793,126,48,1907,28283
356,0,7678,4502,605,9212,847,22844
357,0,296,413,39,95,3,846
358,0,278,573,24,57,10,942
359,0,288,389,69,67,17,830
360,3,215,277,7,48,16,566
361,0,187,446,43,36,114,826
362,0,954,882,1964,97,62,3959
363,0,66,678,3,9,155,911
364,0,28,349,10,0,92,479
365,0,280,314,25,181,81,881
366,0,1523,1303,1534,649,311,5320
367,0,4394,1271,66,106,94,5931
368,1,132,370,40,18,2,563
369,0,313,753,14,48,7,1135
370,12,1608,1322,53,591,309,3895
371,0,520,1410,15,141,196,2282
372,0,498,1303,72,213,963,3049
373,0,2034,509,41,611,113,3308
374,8,1587,850,731,866,671,4713
375,0,102,300,0,13,5,420
376,19,882,872,736,165,116,2790
377,0,505,170,214,2221,40,3150
378,0,5109,2543,70,1555,109,9386
379,9,83,533,8,289,10,932
380,0,23,303,66,32,45,469
381,0,280,552,93,353,236,1514
382,0,109,277,11,2,24,423
383,0,152,4301,146,114,88,4801
384,0,128,581,10,17,25,761
385,0,87,65,15,14,0,181
386,0,32,136,22,8,14,212
387,0,83,436,8,80,203,810
388,0,259,1534,36,53,19,1901
389,0,200,1193,53,53,277,1776
390,0,170,258,95,47,40,610
391,0,431,2007,4,23,484,2949
392,0,158,164,0,5,27,354
393,0,47,396,383,60,69,955
394,0,180,586,44,222,23,1055
395,0,5122,179,866,489,14,6670
396,0,1809,578,984,231,2,3604
397,0,1737,253,494,628,151,3263
398,0,549,353,210,449,240,1801
399,0,6791,301,1097,3806,229,12224
400,0,86,307,12,17,9,431
401,2,7486,4074,3553,31484,465,47064
402,0,1561,363,4936,1185,0,8045
403,0,7651,773,3699,18078,23,30224
404,0,939,496,1238,3314,7,5994
405,0,2219,633,969,280,762,4863
406,0,4928,961,7020,1146,165,14220
407,1,2826,1390,4849,2913,681,12660
408,0,13233,565,3346,1643,237,19024
409,0,7035,1623,6942,791,51,16442
410,0,4643,493,3011,511,19,8677
411,0,1,0,749,0,0,750
412,2,3854,1220,16518,110,284,21988
413,0,187,511,1745,22,138,2603
414,0,2310,1316,4055,2300,258,10239
415,6,10417,3031,3310,1620,237,18621
416,0,3322,413,756,642,28,5161
417,0,2068,135,3475,209,14,5901
418,0,944,374,2107,398,63,3886
419,0,51,210,11,14,12,298
420,0,4,179,1,8,34,226
421,0,125,210,57,37,252,681
422,0,229,343,183,928,17,1700
423,0,26,210,32,6,55,329
424,0,97,421,68,15,47,648
425,0,27,201,3,365,75,671
426,0,138,203,1114,7,225,1687
427,0,7512,1474,2915,946,300,13147
428,1,6085,1041,1782,385,568,9862
429,1,3189,748,6283,212,13,10446
430,0,9542,819,8079,1480,283,20203
431,0,1703,311,1848,907,92,4861
432,0,5190,908,3396,2883,470,12847
433,0,621,922,476,1220,61,3300
434,0,588,1327,2571,722,717,5925
435,2,11048,1764,2606,2995,253,18668
436,0,131,1075,90,33,325,1654
437,0,26,257,10,28,124,445
438,0,52,509,5,18,61,645
439,34,97,610,8,7,239,995
440,0,90,893,18,13,37,1051
441,0,190,594,9,64,127,984
442,0,48,437,8,17,47,557
443,0,29,170,1,51,8,259
444,4,194,839,110,54,41,1242
445,0,130,437,8,14,95,684
446,0,99,193,27,7,81,407
447,0,216,331,13,7,93,660
448,0,299,767,26,22,387,1501
449,0,192,1111,13,18,387,1721
450,0,2189,1630,340,429,512,5100
451,2,114,748,9,66,328,1267
452,0,20,1235,15,11,3,1284
453,0,190,884,275,34,354,1737
454,0,96,1175,54,50,14,1389
455,0,25,539,11,14,114,703
456,0,200,346,41,17,12,616
457,0,84,166,0,18,0,268
458,0,47,208,0,3,12,270
459,0,145,743,6,44,130,1068
460,3,328,6285,36899,218,377,44110
461,0,107,165,5,56,13,346
462,0,309,1238,13,45,369,1974
463,0,134,88,21,64,24,331
464,0,115,166,2,10,6,299
465,0,264,1187,63,24,778,2316
466,0,167,976,172,23,4041,5379
467,3,2602,2179,83,1269,765,6901
468,0,220,750,28,103,179,1280
469,0,327,647,4,35,90,1103
470,0,150,600,125,72,83,1030
471,2,163,1157,52,63,504,1941
472,0,508,974,162,128,28,1800
473,0,114,574,38,10,33,769
474,0,13,238,11,62,8,332
475,0,165,789,36,47,762,1799
476,0,371,1633,31,89,362,2486
477,2,67,761,10,78,84,1002
478,0,831,617,73,53,1135,2709
479,0,498,797,49,60,25,1429
480,0,42,251,9,1,8,311
481,0,48,265,2,13,72,400
482,0,52,106,7,18,13,196
483,0,582,643,16,55,156,1452
484,0,943,1190,280,344,180,2937
485,0,915,1847,163,57,413,3395
486,0,377,559,74,36,487,1533
487,0,151,632,8,36,95,922
488,0,213,716,222,13,6,1170
489,0,78,502,1,35,6,622
490,0,289,2130,458,103,328,3308
491,0,77,144,18,9,259,507
492,0,315,265,20,85,166,851
493,0,214,497,6,21,3,741
494,0,386,488,29,39,90,1032
495,26,98,349,51,49,7,580
496,0,236,704,24,96,22,1082
497,37,173,1955,50,100,0,2315
498,0,320,810,33,68,139,1370
499,0,277,970,10,43,367,1667
500,0,14,209,2,37,0,262
501,0,2,131,0,34,45,212
502,0,75,503,2,14,303,897
503,0,175,1501,73,25,153,1927
504,0,1744,3656,1855,2232,664,10151
505,0,23,243,3,59,32,360
506,0,295,1393,450,38,36,2212
507,2,84,643,18,128,76,951
508,0,4542,565,941,606,0,6654
509,0,1006,559,106,300,183,2154
510,5,48,136,31,18,0,238
511,15,834,2697,255,846,327,4974
512,2,113,188,36,67,1,407
513,6,53,256,6,16,5,342
514,1,177,1085,23,64,231,1581
515,0,67,357,1,56,27,508
516,0,28,228,3,10,1,270
517,0,29,872,43,148,120,1212
518,0,410,2545,75,118,647,3795
519,0,679,5927,1611,109,39,8365
520,0,236,686,43,52,73,1090
521,1,456,1841,126,439,309,3172
522,0,194,508,9,203,69,983
523,0,131,476,9,68,643,1327
524,0,98,48,33,45,9,233
525,0,67,542,50,18,25,702
526,11,96,623,16,51,38,835
527,0,272,822,25,103,125,1347
528,17,451,918,20,133,110,1649
529,2,135,371,48,68,250,874
530,0,3678,2135,461,828,982,8084
531,0,913,1250,39,37,2517,4756
532,0,108,783,8,17,118,1034
533,0,617,7347,8,33,67,8072
534,0,382,590,421,39,73,1505
535,0,356,827,23,13,196,1415
536,0,49,506,28,58,149,790
537,0,711,1352,1138,299,264,3764
538,62,333,263,7,36,13,714
539,0,1059,2789,588,926,677,6039
540,1,1341,2074,162,107,206,3891
541,0,183,1471,20,53,180,1907
542,0,819,1567,64,767,3,3220
543,61,472,3548,132,983,99,5295
544,0,161,334,14,39,73,621
545,0,401,1012,18,37,39,1507
546,0,2368,11040,479,12215,44,26146
547,0,3182,1040,536,2493,212,7463
548,0,142,675,49,24,46,936
549,1,1643,1130,60,166,153,3153
550,0,174,404,2,24,24,628
551,0,143,630,323,188,81,1365
552,0,26,141,0,196,0,363
553,0,20,177,12,18,26,253
554,0,116,354,0,40,60,570
555,0,132,640,65,24,62,923
556,0,12,632,0,0,0,644
557,0,766,7342,172,3053,73,11406
558,14,12515,3152,320,7846,174,24021
559,0,121,416,14,49,33,633
560,0,2056,1126,207,57,5,3451
561,13,39,418,163,78,71,782
562,2,11,206,10,99,50,378
563,6,1879,3332,5136,3566,1560,15479
564,0,46,882,15,63,863,1869
565,0,751,609,166,161,6,1693
566,0,87,497,126,396,100,1206
567,0,203,695,503,281,212,1894
568,0,27,429,114,64,78,712
569,0,3,194,4,10,8,219
570,0,78,258,0,5,127,468
571,2,4,148,2,23,0,179
572,8,9,652,6,2,7,684
573,0,2,173,9,18,39,241
574,0,20,311,0,22,26,379
575,0,26,668,52,42,90,878
576,0,60,300,36,99,28,523
577,0,4,436,1,2,3,446
578,0,72,343,13,11,109,548
579,0,62,731,312,449,680,2234
580,0,32,285,128,161,57,663
581,0,18,288,1,19,126,452
582,0,136,1381,179,41,386,2123
583,0,266,1974,24,68,1229,3561
584,0,46,415,20,26,87,594
585,0,78,282,3,40,86,489
586,0,43,460,3,37,278,821
587,0,14,415,0,0,6,435
588,0,27,350,4,11,35,427
589,0,44,338,47,33,52,514
590,0,35,227,42,2,271,577
591,0,82,616,15,83,79,875
592,12,22,298,90,50,45,517
593,0,142,241,1152,1326,108,2969
594,0,81,295,12,96,19,503
595,0,166,3862,0,0,76,4104
596,0,31,576,15,11,138,771
597,0,114,583,448,32,5,1182
598,1,302,414,38,31,66,852
599,0,17,132,7,11,0,167
600,0,19,237,3,10,8,277
601,0,689,631,45,54,84,1503
602,0,1163,358,954,1919,267,4661
603,12,900,951,1504,1104,425,4896
604,0,542,2585,3079,938,108,7252
605,0,1766,1772,7395,1011,1002,12946
606,4,1395,868,1220,99,29,3615
607,0,388,1614,141,722,2521,5386
608,0,2023,1305,4865,1536,353,10082
609,0,409,644,97,781,147,2078
610,0,62,296,86,55,38,537
611,0,118,922,82,58,91,1271
612,0,483,755,798,25,69,2130
613,0,18,387,61,2,132,600
614,0,24,575,3,8,19,629
615,0,61,284,10,22,7,384
616,0,10,719,6,3,0,738
617,0,14,347,16,6,70,453
618,0,11,112,6,2,4,135
619,0,31,327,3,2,1,364
620,0,108,795,59,140,103,1205
621,0,23,421,22,8,240,714
622,0,2,394,1,6,7,410
623,0,10,229,8,20,4,271
624,0,15,88,0,0,0,103
625,0,139,637,1,17,113,907
626,0,35,356,0,1,11,403
627,0,89,509,4,90,170,862
628,73,103,550,20,27,15,788
629,0,45,272,10,44,4,375
630,0,99,651,12,24,130,916
631,0,7,865,3,15,2,892
632,0,70,737,24,33,725,1589
633,0,96,1551,51,77,18,1793
634,2,72,562,41,556,308,1541
635,0,55,368,23,68,14,528
636,0,74,458,7,40,203,782
637,5,132,117,22,121,2,399
638,0,17,295,1,21,31,365
639,0,10,255,0,65,164,494
640,0,7,236,3,32,10,288
641,0,4,367,0,13,18,402
642,3,32,91,0,36,0,162
643,0,6,320,2,15,5,348
644,0,27,572,38,8,205,850
645,0,137,880,3,16,8,1044
646,0,6,270,0,0,0,276
647,9,52,93,0,13,4,171
648,0,50,251,6,11,11,329
649,0,12,504,3,44,192,755
650,0,69,708,14,13,69,873
651,0,26,913,31,24,71,1065
652,0,236,422,14,71,54,797
653,2,144,1526,30,27,116,1845
654,0,90,390,0,23,4,507
655,0,323,619,101,68,2,1113
656,3,1755,1199,3272,933,105,7267
657,0,126,334,16,22,88,586
658,0,42,98,4,30,2,176
659,0,264,357,20,9,42,692
660,0,1589,1654,1670,642,323,5878
661,0,714,6530,2578,56,531,10409
662,0,18,185,0,33,0,236
663,0,11,203,4,28,7,253
664,0,47,281,5,68,25,426
665,0,224,492,4,22,112,854
666,0,112,196,13,16,10,347
667,0,64,357,11,12,70,514
668,0,22,249,29,51,8,359
669,0,18,567,46,43,49,723
670,0,27,694,15,49,23,808
671,0,248,324,9,37,152,770
672,0,138,232,33,15,19,437
673,0,50,399,10,18,52,529
674,0,138,654,3,57,142,994
675,0,293,500,8,42,141,984
676,0,329,1326,1253,100,582,3590
677,0,280,1461,31,61,1280,3113
678,0,22,192,9,19,5,247
679,37,41,624,49,16,394,1161
680,0,143,433,5,73,841,1495
681,0,213,657,38,39,167,1114
682,0,234,583,5,43,47,912
683,0,23,164,2,9,183,381
684,0,48,535,17,102,162,864
685,0,80,417,37,26,25,585
686,0,350,379,3,11,132,875
687,0,146,845,0,19,2150,3160
688,0,53,2050,32,27,134,2296
689,0,40,208,2,21,82,353
690,0,152,499,7,70,178,906
691,0,13,246,7,27,18,311
692,0,179,324,16,17,175,711
693,0,41,372,6,9,16,444
694,0,45,178,0,30,1,254
695,0,179,194,7,87,0,467
696,40,161,439,688,135,16,1479
697,251,1875,181,153,76,47,2583
698,84,134,804,55,78,413,1568
699,198,138,106,68,33,48,591
700,54,1687,2325,5648,971,978,11663
701,1,213,581,183,370,148,1496
702,8,595,1623,112,488,253,3079
703,10,110,196,18,62,24,420
704,33,42,173,88,88,5,429
705,86,102,1580,121,186,48,2123
706,822,364,2055,1743,657,2499,8140
707,60,519,2386,590,637,622,4814
708,0,75,666,1,237,60,1039
709,5,293,897,41,192,362,1790
710,0,261,619,3,22,119,1024
711,14,117,287,23,115,12,568
712,130,130,636,179,264,63,1402
713,61,266,241,138,259,58,1023
714,5,4,37,0,7,170,223
715,17,12725,1206,6393,2911,872,24124
716,0,571,311,457,973,42,2354
717,0,82,862,106,228,27,1305
718,0,722,631,924,1774,356,4407
719,14,76,251,25,46,22,434
720,1,447,344,672,129,49,1642
721,0,403,1278,37,307,1250,3275
722,0,76,261,47,113,39,536
723,0,332,923,69,115,73,1512
724,1,268,1887,39,76,475,2746
725,0,99,181,95,95,37,507
726,0,121,224,15,194,177,731
727,0,23,303,0,10,0,336
728,0,1867,1342,2407,1506,1956,9078
729,8,1041,2133,554,1082,985,5803
730,12,3414,2402,978,902,1604,9312
731,0,81,70,7,8,19,185
732,0,1001,2190,891,676,876,5634
733,0,568,2625,179,54,1183,4609
734,1,617,727,250,832,147,2574
735,1,45,361,65,102,6,580
736,0,4404,1439,231,6273,1586,13933
737,0,1246,1035,2124,681,439,5525
738,0,21,617,5,13,0,656
739,1,2764,2155,941,1759,311,7931
740,0,53,548,11,65,17,694
741,0,129,522,28,37,197,913
742,8,10598,7136,1982,2739,2112,24575
743,120,1486,949,738,879,185,4357
744,0,77,1541,69,344,28,2059
745,0,42,113,14,44,30,243
746,71,528,567,169,194,142,1671
747,4,39,78,5,5,3,134
748,0,34,53,2,12,5,106
749,0,165,412,731,4,44,1356
750,2,1526,773,9048,645,510,12504
751,0,4643,2144,18104,3203,4092,32186
752,0,3634,2920,20404,2220,783,29961
753,0,62,164,10,7,5,248
754,9,100,1098,37,7,42,1293
755,3,378,546,205,495,29,1656
756,0,614,543,311,596,160,2224
757,0,3,183,0,11,6,203
758,0,21,697,2,82,140,942
759,0,60,195,64,38,26,383
760,0,39,307,4,22,26,398
761,0,391,1504,21,59,301,2276
762,0,44,124,8,66,11,253
763,0,1579,2362,3,95,28,4067
764,0,96,1133,32,56,641,1958
765,0,114,560,19,20,164,877
766,0,103,382,35,78,45,643
767,0,1338,2264,5294,282,1304,10482
768,17,3534,517,3305,306,95,7774
769,2,1806,394,537,519,12,3270
770,0,210,761,117,64,236,1388
771,0,356,934,15,38,327,1670
772,0,56,67,16,57,83,279
773,0,171,486,318,367,174,1516
774,0,386,1013,435,86,196,2116
775,0,74,384,16,68,39,581
776,0,131,784,25,45,8,993
777,0,3016,3622,91,879,943,8551
778,0,1501,5869,29,265,11,7675
779,0,31,145,26,5,3,210
780,2,288,596,1,14,52,953
781,0,45,121,36,44,5,251
782,0,127,336,38,25,7,533
783,0,163,27,17,227,0,434
784,0,71,458,10,11,172,722
785,0,33,285,46,11,32,407
786,0,19,110,2,2,28,161
787,0,72,448,22,21,149,712
788,0,65,355,46,5,8,479
789,0,29,199,16,10,9,263
790,0,29,343,30,11,2,415
791,0,199,661,86,8,166,1120
792,0,11,107,1,7,0,126
793,0,87,313,19,18,60,497
794,0,70,76,20,0,26,192
795,2,611,470,972,168,17,2240
796,20,527,2130,2775,265,1336,7053
797,0,5655,792,4738,1293,294,12772
798,0,84,490,351,82,23,1030
799,0,55,120,23,9,0,207
800,0,53,1328,29,292,88,1790
801,0,519,770,343,88,319,2039
802,0,219,185,17,13,5,439
803,4,27,589,10,0,9,639
804,0,56,330,13,25,40,464
805,0,61,256,7,60,72,456
