"ZONE","DISTRICT","SD","COUNTY","TOTHH","HHPOP","TOTPOP","EMPRES","SFDU","MFDU","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","TOTACRE","RESACRE","CIACRE","SHPOP62P","TOTEMP","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","RETEMPN","FPSEMPN","HEREMPN","AGREMPN","MWTEMPN","OTHEMPN","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TERMINAL","TOPOLOGY","ZERO","hhlds","gqpop"
709,14,14,3,2143,7660,7687,3825,1608,477,511,585,537,510,518,266,82,0.111052142762372,1790,537,1988,2762,1771,629,362,293,897,5,41,192,0,0,4,0,0,0,1.55402,3,0,2143,28
710,14,14,3,2273,7772,7795,4171,1681,719,380,766,681,446,652,556,33,0.128876095773911,1024,432,1870,2667,2026,800,119,261,619,0,3,22,0,0,4,237,0,0,1.2065,3,0,2273,23
711,14,14,3,3004,9956,9958,4897,2990,63,173,416,1154,1261,3330,727,7,0.166939778779189,568,513,2360,2761,3019,1305,12,117,287,14,23,115,0,0,4,33,0,0,1.14095,1,0,3004,2
712,14,14,3,1435,4716,4900,2411,1573,0,238,411,248,538,10176,1245,24,0.241673605328893,1402,220,855,1446,1406,973,63,130,636,130,179,264,0,0,4,1833,0,0,1.01577,2,0,1435,184
713,14,14,3,1558,5191,5238,2877,1670,38,173,355,545,485,12611,1816,115,0.244742990654206,1023,224,945,1460,1580,1029,58,266,241,61,138,259,0,0,4,0,0,0,0.96407,2,0,1558,47
714,14,14,3,335,903,940,591,386,24,31,89,101,114,372520,1102,276,0.25704989154013,223,47,150,252,291,200,170,4,37,5,0,7,0,0,4,0,0,0,0.91563,1,0,335,38
715,15,15,4,2852,8581,8588,4580,2642,153,205,557,627,1463,137540,4601,2964,0.150118483412322,24124,492,1831,2755,2560,950,872,12725,1206,17,6393,2911,0,0,4,6,0,0,1.0275,1,0,2852,7
716,15,15,4,1876,4981,5021,2479,1325,539,434,280,405,757,1182,970,60,0.228820429671666,2354,237,906,1436,1500,942,42,571,311,0,457,973,0,0,4,78,0,0,1.07733,3,0,1876,40
717,15,15,4,2372,6580,6727,3487,2009,480,486,399,601,886,677,473,151,0.17652397519286,1305,423,1264,2245,1838,957,27,82,862,0,106,228,0,0,4,1794,0,0,1.18682,3,0,2372,148
718,15,15,4,2810,7877,8004,4807,2322,533,300,544,815,1151,1344,817,268,0.181922196796339,4407,410,1581,2512,2359,1142,356,722,631,0,924,1774,0,0,4,0,0,0,1.24512,3,0,2810,127
719,15,15,4,2751,7384,7399,4360,2263,622,554,805,844,548,911,494,37,0.149498005776372,434,488,1317,2627,2149,818,22,76,251,14,25,46,0,0,4,31,0,0,1.1727,3,0,2751,14
720,15,15,4,2129,5911,5917,3389,2039,111,198,228,818,885,11418,1562,207,0.134479793637145,1642,454,921,2304,1642,596,49,447,344,1,672,129,0,0,4,0,1106,4893,0.9855,3,0,2129,6
721,15,15,4,2346,6070,6159,3555,1513,908,446,796,514,590,1129,508,140.46074,0.191970923509004,3275,344,976,2102,1811,926,1250,403,1278,0,37,307,0,0,4,0,0,0,1.28754,1,0,2346,90
722,15,15,4,2874,8528,8570,5032,2553,391,554,882,737,701,538,443,79,0.13571598195203,536,567,1688,3361,2041,913,39,76,261,0,47,113,0,0,4,0,0,0,1.21349,3,0,2874,42
723,15,15,4,1941,5025,5091,2944,1628,337,148,268,513,1012,981,650,75,0.216070357785329,1512,217,948,1353,1715,858,73,332,923,0,69,115,0,0,4,132,0,0,1.19281,3,0,1941,66
724,15,15,4,2774,6434,6593,4014,1998,916,345,563,728,1138,738,518,146,0.291866028708134,2746,315,1019,1955,1634,1670,475,268,1887,1,39,76,0,0,4,0,0,0,1.54034,3,0,2774,159
725,15,15,4,1375,3995,4024,2099,1342,0,71,118,292,894,1193,813,12,0.263716814159292,507,117,846,761,1445,855,37,99,181,0,95,95,0,0,4,0,0,0,1.00217,2,0,1375,30
726,15,15,4,3019,8663,8674,4479,2769,317,446,504,724,1345,940,641,58,0.202017832003754,731,488,1799,2493,2455,1439,177,121,224,0,15,194,0,0,4,0,0,0,1.16852,3,0,3019,10
727,15,15,4,1120,3310,3327,1784,1095,23,78,187,341,514,296,236,55,0.160550458715596,336,192,752,1087,857,439,0,23,303,0,0,10,0,0,4,2035,0,0,1.13268,3,0,1120,17
728,15,15,4,2452,6850,6887,4009,2271,291,286,657,660,849,3167,752,594.48328,0.1875,9078,358,1232,2190,2084,1023,1956,1867,1342,0,2407,1506,0,0,4,0,0,0,1.18453,3,0,2452,37
729,15,15,4,9008,29557,29557,15086,7186,1900,727,823,1862,5596,7251,2183,134.90224,0.0877887561538197,5803,2250,7871,10650,6691,2095,985,1041,2133,8,554,1082,0,0,4,732,0,0,1.12283,1,0,9008,0
730,15,15,4,4522,12157,12403,7186,2268,2328,585,636,1147,2154,2814,516.53827,1299,0.0743293133152843,9312,757,1990,6429,2736,491,1604,3414,2402,12,978,902,0,0,5,0,0,0,1.17059,2,0,4522,246
731,15,15,4,2790,6569,6569,3036,850,1623,504,775,846,665,399,246.90195,21,0.11136926889715,185,420,1146,3011,1442,550,19,81,70,0,7,8,0,0,4,0,0,0,1.31929,1,0,2790,0
732,15,15,4,1954,5683,5720,2881,1523,547,215,438,702,599,786,371,351,0.13840953566981,5634,357,1158,2148,1435,622,876,1001,2190,0,891,676,0,0,4,2308,0,0,1.35092,3,0,1954,37
733,15,15,4,2793,7710,7757,4752,2141,741,358,561,740,1134,785,468,291,0.144168962350781,4609,505,1431,3112,1822,887,1183,568,2625,0,179,54,0,0,4,0,0,0,1.3118,2,0,2793,47
734,15,15,4,3163,9150,9165,5349,3165,252,169,514,757,1723,2976,767,79,0.193516154102365,2574,544,1800,2707,2758,1356,147,617,727,1,250,832,0,0,4,238,0,0,1.18677,1,0,3163,15
735,15,15,4,1308,3559,3559,1911,1289,180,74,167,304,763,12420,1055,13,0.247284162378502,580,130,626,871,1229,703,6,45,361,1,65,102,0,0,5,2085,0,0,0.98667,1,0,1308,0
736,15,15,4,3229,9053,9168,5188,2723,729,213,429,880,1707,1531,744,283,0.195449500554939,13933,366,1966,2612,2795,1429,1586,4404,1439,0,231,6273,0,0,3,0,0,0,1.54037,2,0,3229,115
737,15,15,4,1570,4970,4991,2788,1542,11,168,265,364,773,953,515,272,0.172884811416921,5525,271,1256,1395,1366,703,439,1246,1035,0,2124,681,0,0,4,0,0,0,1.3265,3,0,1570,21
738,15,15,4,2103,6119,6132,3249,2028,59,173,297,414,1219,514,437,14,0.216063723863259,656,190,1403,1466,2022,1051,0,21,617,0,5,13,0,0,4,0,0,0,1.17263,3,0,2103,13
739,15,15,4,2538,6052,6415,3618,1191,1589,537,546,599,856,1205,191,273.55017,0.156725888324873,7931,295,1242,2262,1789,827,311,2764,2155,1,941,1759,0,0,4,8,0,0,1.96169,3,0,2538,362
740,15,15,4,1407,3976,3983,1839,1216,191,154,174,434,645,441,308,87,0.203628002043945,694,181,927,1032,1166,677,17,53,548,0,11,65,0,0,4,0,0,0,1.2516,3,0,1407,7
741,15,15,4,1707,4984,5007,2858,1451,397,186,187,538,796,528,306,81,0.201585043690307,913,172,1179,1248,1586,822,197,129,522,0,28,37,0,0,4,0,0,0,1.21513,3,0,1707,23
742,15,15,4,5650,15024,15098,7299,2860,2127,776,919,1550,2405,1686,665.30365,734,0.161342498989082,24575,958,3176,5824,3045,2095,2112,10598,7136,8,1982,2739,0,0,3,0,0,0,1.68486,3,0,5650,74
743,15,15,4,3465,9749,9781,5029,2903,672,575,550,651,1689,2250,656,402,0.183624635871827,4357,373,2328,2493,3091,1496,185,1486,949,120,738,879,0,0,4,2628,0,0,1.24127,3,0,3465,32
744,15,15,4,1943,5206,5216,2955,1145,846,458,281,438,766,523,382,94.20223,0.216543113538822,2059,263,1104,1506,1411,932,28,77,1541,0,69,344,0,0,4,134,0,0,1.23209,1,0,1943,10
745,15,15,4,2196,5546,5546,2832,1886,433,421,332,487,956,1980,421,13,0.225321100917431,243,227,1136,1452,1701,1030,30,42,113,0,14,44,0,0,4,0,0,0,1.12711,1,0,2196,0
746,15,15,4,2711,8335,8387,4351,2717,75,155,361,382,1813,65629,2570,117,0.20747391409852,1671,245,1911,1837,3046,1348,142,528,567,71,169,194,0,0,4,0,0,0,0.98364,1,0,2711,52
747,16,16,4,1180,3615,3615,2127,1197,38,118,67,171,824,3271,523,15,0.291866028708134,134,80,594,823,1289,829,3,39,78,4,5,5,0,0,5,0,0,0,1.03911,1,0,1180,0
748,16,16,4,1222,4192,4207,2285,1298,0,92,176,225,729,433,312,73,0.167876149008224,106,151,1064,1176,1258,558,5,34,53,0,2,12,0,0,4,0,0,0,1.11665,2,0,1222,14
749,16,16,4,2162,6820,6820,3185,1520,780,223,481,564,894,438,270,138,0.126977021784542,1356,425,1709,2400,1616,670,44,165,412,0,731,4,0,0,4,0,0,0,1.26676,2,0,2162,0
750,16,16,4,705,2242,2261,1054,500,204,92,70,118,425,854,1,489,0.107110711071107,12504,139,649,787,477,209,510,1526,773,2,9048,645,0,0,2,0,1517,0,1.65332,3,0,705,19
751,16,16,4,13,44,44,21,10,3,1,1,2,9,11159.7998,1,1943.74463,0.0697674418604651,32186,3,13,16,10,2,4092,4643,2144,0,18104,3203,0,0,4,0,0,0,1.47172,3,0,13,0
752,16,16,4,558,1524,1693,515,187,323,44,96,219,199,1585.40002,38,1461.45105,0.0612980769230769,29961,176,272,870,294,81,783,3634,2920,0,20404,2220,0,0,2,0,0,0,1.78774,3,0,558,169
753,16,16,4,1499,5017,5029,2528,1590,19,98,128,299,974,570,516,28,0.208215297450425,248,131,1198,1291,1532,877,5,62,164,0,10,7,0,0,4,1,0,0,1.09053,1,0,1499,12
754,16,16,4,1232,3977,4054,2103,1274,16,117,106,263,746,3692,713,231,0.264307228915663,1293,78,730,978,1436,832,42,100,1098,9,37,7,0,0,4,27,2918,7507,1.00544,1,0,1232,77
755,16,16,4,3405,10942,10943,5127,3148,283,470,417,620,1898,1301,992,66,0.174632694811233,1656,352,2582,2943,3551,1515,29,378,546,3,205,495,0,0,4,0,0,0,1.11203,1,0,3405,1
756,16,16,4,2197,7379,7404,3782,2108,104,255,166,479,1297,981,786.44666,48,0.173446948873007,2224,253,1773,1939,2417,1022,160,614,543,0,311,596,0,0,4,50,0,0,1.25875,2,0,2197,24
757,16,16,4,811,2908,2939,1516,896,10,159,126,263,263,189,179,3,0.164127423822715,203,154,613,982,809,381,6,3,183,0,0,11,0,0,4,0,0,0,1.20225,3,0,811,31
758,16,16,4,1957,6746,6767,3491,1913,108,302,489,499,667,390,335,38,0.157142857142857,942,361,1471,2179,1919,837,140,21,697,0,2,82,0,0,4,232,0,0,1.23923,3,0,1957,20
759,16,16,4,2394,7768,7795,3945,1824,587,324,355,658,1057,550,395,126,0.158987077405039,383,563,1379,2983,1886,984,26,60,195,0,64,38,0,0,4,0,0,0,1.22899,3,0,2394,27
760,16,16,4,1978,6423,6445,4015,1673,388,314,271,714,679,400,355,35,0.156457215029997,398,378,1087,2480,1706,794,26,39,307,0,4,22,0,0,4,0,0,0,1.22435,3,0,1978,22
761,16,16,4,3845,11470,11664,6151,2031,2042,859,707,1024,1255,594,411.75998,166,0.13574107999651,2276,664,2416,4444,2897,1243,301,391,1504,0,21,59,0,0,4,2283,0,0,1.51381,3,0,3845,194
762,16,16,4,1262,3744,3763,2590,589,791,84,225,400,553,222,176,9,0.133856138453218,253,277,484,1778,834,390,11,44,124,0,8,66,0,0,3,0,0,0,1.40745,3,0,1262,19
763,16,16,4,2989,8119,8155,5224,1001,2468,524,671,967,827,249,169,72,0.130646368854505,4067,741,1296,3872,1361,885,28,1579,2362,0,3,95,0,0,3,0,0,0,1.9268,3,0,2989,36
764,16,16,4,2249,7497,7534,4596,1659,569,105,873,593,678,490,407,77,0.187061048082118,1958,463,1265,2784,1909,1113,641,96,1133,0,32,56,0,0,4,178,0,0,1.32132,3,0,2249,37
765,16,16,4,957,2977,3011,1756,921,17,130,162,302,363,308,167,106,0.200067590402163,877,177,487,1068,777,502,164,114,560,0,19,20,0,0,4,1401,0,0,1.32437,3,0,957,34
766,16,16,4,1071,3174,3196,1596,845,237,67,123,323,558,303,193,78,0.186246418338109,643,202,589,1050,874,481,45,103,382,0,35,78,0,0,4,0,0,0,1.18372,3,0,1071,22
767,16,16,4,3710,11036,11051,6572,2895,815,408,538,985,1779,2081,531.48962,663,0.162246777163904,10482,822,1624,4498,2694,1413,1304,1338,2264,0,5294,282,0,0,4,1763,0,0,1.35252,3,0,3710,14
768,16,16,4,3438,10939,11014,5703,2330,710,395,723,796,1524,6223,378,687,0.142184035476718,7774,814,1796,4619,2551,1234,95,3534,517,17,3305,306,0,0,4,0,0,0,1.28475,3,0,3438,75
769,16,16,4,4315,13623,13693,7239,3939,540,212,412,1171,2520,5833.7998,666,244,0.0893958534591662,3270,1047,3253,5396,3068,929,12,1806,394,2,537,519,0,0,4,0,0,0,1.39127,3,0,4315,70
770,16,16,4,1966,6557,6568,4370,1843,216,287,295,620,764,514,371,106,0.176142525174283,1388,351,1093,2344,1858,922,236,210,761,0,117,64,0,0,4,0,0,0,1.30198,3,0,1966,11
771,16,16,4,2612,7817,7838,4819,2610,202,546,366,729,971,740,464,155,0.240945086330001,1670,502,1140,2511,2069,1616,327,356,934,0,15,38,0,0,4,106,0,0,1.2073,3,0,2612,21
772,16,16,4,1492,5205,5344,3054,1133,385,228,494,495,275,242,197,20,0.140517897943641,279,338,911,2196,1319,580,83,56,67,0,16,57,0,0,4,0,0,0,1.39285,3,0,1492,139
773,16,16,4,1992,6525,6557,3555,1294,820,273,487,622,610,490,232,218,0.133457479826195,1516,409,1242,2628,1603,675,174,171,486,0,318,367,0,0,4,0,0,0,1.35509,3,0,1992,33
774,16,16,4,3153,9059,9945,4826,1980,1619,692,803,709,949,553,318.93704,197,0.138647293563901,2116,629,1733,4021,2463,1099,196,386,1013,0,435,86,0,0,4,205,0,0,1.45012,3,0,3153,885
775,16,16,4,3025,9306,9342,4697,2173,840,626,524,771,1104,624,568,56,0.160766801002069,581,595,1815,3293,2450,1189,39,74,384,0,16,68,0,0,4,0,0,0,1.19465,3,0,3025,37
776,16,16,4,2421,7350,7392,3740,1546,912,451,449,591,930,514,353,146,0.149642070484582,993,474,1529,2791,1701,897,8,131,784,0,25,45,0,0,4,1822,0,0,1.32771,3,0,2421,42
777,16,16,4,2437,6205,6205,3104,325,2222,441,368,953,675,350,107.66513,241.02208,0.133158412594293,8551,580,907,3141,872,705,943,3016,3622,0,91,879,0,0,2,0,0,0,2.42867,3,0,2437,0
778,16,16,4,5648,14687,14714,9135,2669,3337,822,748,1885,2193,1312,483,226,0.10850622406639,7675,1281,2061,7482,2606,1284,11,1501,5869,0,29,265,0,0,4,238,0,0,1.62805,3,0,5648,26
779,16,16,4,1684,5352,5352,2730,1641,80,135,151,379,1019,455,364,16,0.202851711026616,210,136,1271,1364,1704,877,3,31,145,0,26,5,0,0,4,0,0,0,1.23381,3,0,1684,0
780,16,16,4,1061,3279,3298,1592,979,64,133,128,284,516,1923,532,46,0.228941684665227,953,81,623,819,1165,610,52,288,596,2,1,14,0,0,4,2069,0,0,1.05542,1,0,1061,19
781,16,16,4,1611,4503,4514,2554,1770,125,335,254,372,650,3696,635,61,0.288548241659152,251,198,734,1251,1298,1033,5,45,121,0,36,44,0,0,4,0,0,0,1.02425,1,0,1611,11
782,16,16,4,2570,7282,7332,3704,2121,497,233,556,837,944,795,481.06281,82,0.174715514848737,533,394,1395,2559,1958,1026,7,127,336,0,38,25,0,0,4,0,0,0,1.14835,3,0,2570,51
783,16,16,4,1071,2972,2972,1665,680,485,146,133,382,410,743,189,20,0.161588497090038,434,169,555,1180,674,394,0,163,27,0,17,227,0,0,4,0,0,0,1.15141,3,0,1071,0
784,16,16,4,1875,5790,5801,3171,1653,335,246,202,414,1013,544,385,106,0.194176460270128,722,312,1150,1946,1450,943,172,71,458,0,10,11,0,0,4,2093,0,0,1.2005,3,0,1875,11
785,16,16,4,2287,7272,7365,4221,1728,788,463,488,531,805,408,349,35,0.151284885327439,407,457,1492,2771,1754,891,32,33,285,0,46,11,0,0,4,0,0,0,1.31277,3,0,2287,93
786,16,16,4,1443,4676,4697,2714,1545,35,198,284,407,554,309,256,7,0.184792027729636,161,252,889,1530,1325,701,28,19,110,0,2,2,0,0,4,0,0,0,1.26284,3,0,1443,21
787,16,16,4,2393,7429,7447,4268,1948,542,283,287,837,986,464,423,12,0.168055745320399,712,477,1501,2649,1807,1013,149,72,448,0,22,21,0,0,4,0,0,0,1.26656,3,0,2393,18
788,16,16,4,1842,5982,6001,3176,1866,54,254,222,256,1110,422,406,4,0.215194166525352,479,250,1259,1846,1609,1037,8,65,355,0,46,5,0,0,4,0,0,0,1.20828,3,0,1842,18
789,16,16,4,1418,4795,4803,2598,1465,14,199,241,317,661,292,270,4,0.185805084745763,263,266,961,1634,1204,738,9,29,199,0,16,10,0,0,4,0,0,0,1.20086,3,0,1418,8
790,16,16,4,1947,6544,6577,3352,1828,75,219,188,507,1033,630,514,4,0.237778465346535,415,291,1093,2080,1874,1239,2,29,343,0,30,11,0,0,4,0,0,0,1.1732,3,0,1947,34
791,16,16,4,1046,4019,4041,2272,1010,69,120,422,253,251,142,127,11,0.179048098715689,1120,205,784,1394,1113,545,166,199,661,0,86,8,0,0,4,0,0,0,1.49256,3,0,1046,21
792,16,16,4,886,3176,3237,1784,882,11,94,186,291,315,195,188,3,0.256208739390129,126,165,507,1063,809,693,0,11,107,0,1,7,0,0,4,0,0,0,1.22043,3,0,886,61
793,16,16,4,1411,4961,4981,2842,1372,148,205,338,390,478,239,200,22.3366,0.210623084780388,497,273,907,1693,1261,847,60,87,313,0,19,18,0,0,4,0,0,0,1.43544,3,0,1411,20
794,16,16,4,878,3087,3087,1699,925,0,65,97,265,451,561,103,25,0.185893210283454,192,143,494,1056,966,428,26,70,76,0,20,0,0,0,4,0,0,0,1.39236,3,0,878,0
795,16,16,4,902,3182,3203,1903,687,272,90,257,351,204,437,151,146,0.151207115628971,2240,163,654,1152,846,388,17,611,470,2,972,168,0,0,4,0,0,0,1.32288,3,0,902,21
796,16,16,4,1977,7059,7141,4122,1862,161,204,491,646,636,858,373,388.60098,0.243374180678256,7053,386,1061,2332,1981,1381,1336,527,2130,20,2775,265,0,0,4,0,0,0,1.45396,3,0,1977,82
797,16,16,4,2239,7277,7311,3923,1927,256,401,676,388,774,1055,355,654,0.190396659707724,12772,358,1294,2493,2070,1096,294,5655,792,0,4738,1293,0,0,4,23,0,0,1.27001,3,0,2239,35
798,16,16,4,1691,4520,4537,2589,1285,258,538,321,338,494,334,288,12,0.30746804216192,1030,168,577,1406,1223,1163,23,84,490,0,351,82,0,0,4,0,0,0,1.32707,3,0,1691,17
799,16,16,4,1739,5372,5386,2906,1648,204,142,265,481,851,382,307,20,0.198186283771018,207,294,1020,1721,1462,889,0,55,120,0,23,9,0,0,4,0,0,0,1.22467,3,0,1739,14
800,16,16,4,1873,5654,5840,3314,1157,910,549,363,478,483,433,346,82,0.25683917058721,1790,314,799,2074,1369,1284,88,53,1328,0,29,292,0,0,4,3793,0,0,1.3094,3,0,1873,186
801,16,16,4,4041,11704,11824,6739,2404,1505,422,791,1088,1740,769,501.52069,278,0.150602409638554,2039,640,1727,5192,2864,1401,319,519,770,0,343,88,0,0,4,0,0,0,1.28029,3,0,4041,120
802,16,16,4,1502,5882,5905,3144,1336,221,173,467,564,298,281,220,57,0.140789246941237,439,338,1254,2227,1440,646,5,219,185,0,17,13,0,0,3,141,0,0,1.37626,3,0,1502,22
803,16,16,4,1102,2628,2628,1281,520,613,259,297,240,306,6800,183,150,0.364305071622145,639,147,346,813,491,831,9,27,589,4,10,0,0,0,4,0,0,0,1.09341,1,0,1102,0
804,17,17,4,1158,3626,3657,2326,961,272,132,400,342,284,611,276,40,0.195882025598219,464,191,630,1289,989,558,40,56,330,0,13,25,0,0,4,158,0,0,1.19938,1,0,1158,32
805,17,17,4,2145,7743,7756,4556,2148,159,263,506,604,772,470,220,126,0.163474153765416,456,425,1453,2786,2101,991,72,61,256,0,7,60,0,0,4,0,0,0,1.29873,3,0,2145,13
806,17,17,4,3209,10149,10318,5237,3165,232,698,1039,729,743,1677,500,1102.2467,0.260552268244576,10170,460,1436,3253,2999,2170,641,1021,1205,23,6183,1097,0,0,4,0,0,0,1.34137,3,0,3209,169
807,17,17,4,1261,4822,4835,2431,1227,42,245,518,302,196,240,179,21,0.180765993265993,277,233,948,1660,1300,694,74,24,129,0,39,11,0,0,4,0,0,0,1.45162,3,0,1261,13
808,17,17,4,928,3906,3933,2108,927,0,116,253,312,247,208,158,46,0.179301423027167,145,218,711,1391,1048,565,0,2,138,0,0,5,0,0,4,2009,0,0,1.29799,3,0,928,26
809,17,17,4,747,2485,2503,1448,758,0,102,331,229,85,417,126,256,0.220325203252033,3083,135,353,855,692,468,9,265,406,0,1683,720,0,0,4,533,0,0,1.27876,3,0,747,18
810,17,17,4,3660,12223,12275,6726,3406,542,881,798,827,1154,11815,598,2397.47974,0.186935256569676,27969,701,2015,4491,3231,1837,2838,6391,2531,14,12405,3790,0,0,4,462,0,0,1.39313,3,0,3660,52
811,17,17,4,2930,8586,8662,4344,2196,584,642,866,632,790,640,283,343,0.215317749324562,3618,543,1165,3320,2123,1511,444,263,1875,0,727,309,0,0,3,0,4216,10169,1.32398,3,0,2930,76
812,17,17,4,1266,3743,3789,2057,981,275,339,210,450,267,398,154,233,0.208646616541353,2147,142,619,1308,1106,614,567,676,845,0,21,38,0,0,3,0,0,0,1.41963,3,0,1266,47
813,17,17,4,962,3374,3415,1752,680,440,425,224,178,135,260,123,98,0.160607866507747,1603,192,686,1225,878,434,0,4,1593,0,3,3,0,0,4,0,0,0,1.45257,3,0,962,41
814,17,17,4,951,3552,3570,1819,1057,27,174,370,216,191,201,150,6,0.17502850627138,314,185,686,1268,927,504,63,13,219,0,13,6,0,0,4,0,0,0,1.31982,3,0,951,17
815,17,17,4,1215,4781,4805,1981,622,626,351,379,346,139,156,89,67,0.107581533248623,248,300,1278,1832,1008,387,5,21,221,0,1,0,0,0,4,0,0,0,1.46962,3,0,1215,23
816,17,17,4,953,3303,3326,1789,692,246,240,235,314,164,202,118,28,0.2230039767513,699,171,588,1133,842,592,139,5,543,0,0,12,0,0,3,0,0,0,1.51082,3,0,953,23
817,17,17,4,2194,8462,8542,4225,649,1680,630,824,522,218,215,143,72,0.0786182251340083,361,633,2254,3531,1623,501,8,8,305,0,20,20,0,0,3,0,0,0,1.70003,3,0,2194,80
818,17,17,4,1405,4865,4865,3039,1294,162,173,359,431,442,312,195,102,0.174649654883916,582,269,857,1801,1261,677,4,2,544,0,1,31,0,0,4,1294,0,0,1.21745,3,0,1405,0
819,17,17,4,717,2450,2469,1095,366,348,215,178,197,127,159,128,30,0.126545754328112,418,148,438,1049,604,230,124,74,135,0,29,56,0,0,4,0,0,0,1.32686,2,0,717,18
820,17,17,4,5164,14981,15050,8790,3335,1702,920,859,1245,2140,14520,1644,204,0.155916159567275,993,838,2628,5616,4123,1845,48,97,715,0,121,12,0,0,4,955,0,0,1.04005,1,0,5164,68
821,17,17,4,1455,3960,5091,3130,1159,351,171,316,481,487,1070,450,371,0.185088946632021,2967,164,1216,1909,1063,739,46,41,2858,0,12,10,0,0,4,0,12342,3186,1.12305,1,0,1455,1131
822,17,17,4,1391,3839,4047,1943,1236,113,32,260,513,586,1079,819,9,0.271310032687956,245,180,525,1217,1174,951,0,10,189,0,2,44,0,0,5,0,0,0,0.96236,1,0,1391,208
823,17,17,4,2882,7697,7762,4422,2358,502,721,571,885,705,769,515,99,0.188647089669638,836,479,1185,2984,1940,1174,13,47,518,0,6,252,0,0,4,1580,0,0,1.18432,1,0,2882,65
824,17,17,4,1946,5557,5728,3261,880,1181,576,678,484,208,437,267,162,0.0907798898561023,1784,369,963,2902,1086,408,513,316,520,0,49,386,0,0,4,161,0,0,1.25867,1,0,1946,171
825,17,17,4,1912,6780,6812,3593,1263,771,568,505,547,292,267,204,52,0.122198984164924,213,429,1498,2740,1489,656,16,25,156,0,5,11,0,0,4,0,0,0,1.39528,3,0,1912,32
826,17,17,4,1864,5458,5497,3035,568,1316,562,567,533,202,222,102,95,0.119955572010367,796,369,1082,2307,1215,524,143,104,274,0,93,182,0,0,4,0,0,0,1.53541,3,0,1864,39
827,17,17,4,1384,4380,4388,2588,888,552,191,430,484,279,251,133,68,0.139146567717996,1968,270,802,1796,1034,486,167,106,1133,0,16,546,0,0,3,0,0,0,2.08142,3,0,1384,8
828,17,17,4,3136,9814,9846,5738,2493,832,453,885,928,870,441,229,198,0.122364613476643,2032,648,1812,4316,2139,931,539,357,647,0,55,434,0,0,4,439,0,0,1.34954,3,0,3136,32
829,17,17,4,1137,3763,3783,1947,1045,246,364,225,325,223,195,159,24,0.14550833781603,991,225,727,1486,909,436,8,62,464,0,7,450,0,0,2,0,0,0,1.5525,3,0,1137,20
830,17,17,4,1961,7224,7224,3534,1412,555,623,482,570,286,290,188,98,0.119876038878715,591,454,1662,2726,1700,682,208,15,330,0,7,31,0,0,4,0,0,0,1.3961,3,0,1961,0
831,17,17,4,1299,4058,4150,2234,749,623,444,436,359,60,157,88,65,0.159391858754291,571,249,934,1456,999,512,59,13,425,0,64,10,0,0,4,318,0,0,1.53668,3,0,1299,92
832,17,17,4,1820,5872,5872,3450,1449,444,452,473,395,500,302,222,74,0.202564546872293,576,305,1007,1982,1634,944,29,60,460,0,8,19,0,0,4,0,0,0,1.35617,3,0,1820,0
833,17,17,4,1571,5116,5138,2578,1466,3,391,370,483,327,317,246,25,0.195682313329372,116,286,869,1774,1411,798,0,6,107,0,2,1,0,0,4,281,0,0,1.20786,3,0,1571,21
834,17,17,4,1700,5498,5526,2994,1655,31,358,452,482,408,589,322,210,0.210458479101455,1106,260,952,1785,1606,923,37,77,250,0,712,30,0,0,4,2386,0,0,1.19899,3,0,1700,28
835,17,17,4,1765,5814,5836,3032,1593,181,368,594,423,380,329,239,90,0.194768962510898,444,267,1108,1968,1585,908,80,74,267,0,14,9,0,0,4,0,0,0,1.30266,3,0,1765,21
836,17,17,4,1503,4966,4990,2489,1301,285,322,511,404,266,322,279,43,0.159461663947798,803,303,980,1783,1314,610,356,31,128,0,185,103,0,0,4,0,0,0,1.21863,3,0,1503,24
837,17,17,4,3381,10901,11072,5158,2397,968,893,1503,601,384,468,394,56,0.145574855252275,857,686,2267,4236,2649,1234,20,56,575,0,23,183,0,0,4,0,0,0,1.39841,3,0,3381,171
838,17,17,4,1488,4125,4176,2407,805,665,467,457,340,224,252,200,52,0.193957115009747,916,224,727,1523,1055,647,160,140,589,0,2,25,0,0,4,0,0,0,1.35848,2,0,1488,51
839,17,17,4,1985,4777,4902,2820,1032,1259,681,527,450,327,330,149,175,0.18206352501557,3001,283,797,1993,1118,711,260,517,1667,0,31,526,0,0,3,0,0,0,1.84663,2,0,1985,124
840,17,17,4,2621,6002,6034,3291,1078,1539,529,744,870,478,503,377,117,0.249409780775717,1287,315,732,2139,1607,1241,226,197,774,0,23,67,0,0,4,0,0,0,1.22047,1,0,2621,33
841,17,17,4,1750,5000,5000,2777,1036,811,387,636,518,209,313,294,12,0.184167684167684,730,297,851,1921,1219,712,44,65,590,0,13,18,0,0,4,0,0,0,1.27254,1,0,1750,0
842,17,17,4,1368,3543,3563,2434,605,784,263,450,440,215,230,188,42,0.144203312392918,783,229,572,1488,883,391,207,279,266,0,0,31,0,0,4,0,0,0,1.25906,2,0,1368,20
