"ZONE","DISTRICT","SD","COUNTY","TOTHH","HHPOP","TOTPOP","EMPRES","SFDU","MFDU","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","TOTACRE","RESACRE","CIACRE","SHPOP62P","TOTEMP","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","RETEMPN","FPSEMPN","HEREMPN","AGREMPN","MWTEMPN","OTHEMPN","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TERMINAL","TOPOLOGY","ZERO","hhlds","gqpop"
118,3,3,1,1431,4266,4288,2924,339,1166,503,333,259,336,62,27,8,0.116491228070175,586,176,606,2175,911,420,73,53,430,0,3,27,0,0,2,0,0,0,4.1646,3,0,1431,22
119,3,3,1,786,2273,2290,1372,282,568,128,103,172,383,39,20,4,0.157687253613666,434,80,259,1099,559,293,78,26,310,0,2,18,0,0,2,56,0,0,3.39511,3,0,786,17
120,3,3,1,1126,2981,3016,2118,429,785,229,245,133,519,78,30,10,0.150315929497838,832,127,305,1489,735,360,55,150,441,0,33,153,0,0,2,0,0,0,3.02192,2,0,1126,35
121,3,3,1,1306,3314,3374,2116,803,618,132,298,273,603,140,52,11,0.194411414982164,634,211,370,1389,869,535,111,103,231,0,95,94,0,0,3,0,0,0,2.22709,1,0,1306,60
122,3,3,1,2098,5154,5180,3175,1560,1072,479,372,305,942,160,72,5,0.181835786212239,919,272,648,2011,1472,777,39,301,395,0,73,111,0,0,3,0,0,0,2.56503,1,0,2098,26
123,3,3,1,1748,4204,4227,2778,742,1181,203,365,369,811,89,37,16,0.146416706217371,2299,224,458,1990,1075,480,224,369,1509,0,103,94,0,0,1,0,0,0,4.90738,1,0,1748,23
124,3,3,1,1269,3307,3341,2438,744,641,194,247,232,596,94,39,3,0.166016211347944,332,176,490,1382,827,466,86,35,184,0,4,23,0,0,3,0,0,0,3.17362,1,0,1269,34
125,3,3,1,1039,2872,2878,1983,811,331,210,132,237,460,82,38,3,0.194144301150227,166,163,386,1041,831,457,6,21,124,0,1,14,0,0,3,0,0,0,2.55444,1,0,1039,6
126,3,3,1,1520,4502,4502,2624,912,576,374,203,269,674,122,63,1,0.187388591800356,303,245,690,1760,1129,678,0,45,208,0,7,43,0,0,3,0,0,0,2.3575,1,0,1520,0
127,3,3,1,1766,4096,4103,2782,951,953,208,172,364,1022,128,71,6,0.209484233683696,711,268,530,1498,1114,693,107,71,488,0,1,44,0,0,2,0,0,0,2.12438,1,0,1766,7
128,3,3,1,2474,5427,5451,4285,998,1813,167,386,526,1395,119,69,4.11321,0.150137994480221,712,331,587,2576,1278,679,38,216,358,0,64,36,0,0,3,0,0,0,2.46333,1,0,2474,24
129,3,3,1,2105,4416,4416,2609,931,1225,194,223,459,1229,148,76,1,0.225300931183284,322,228,478,1630,1261,819,1,109,158,0,23,31,0,0,2,0,0,0,2.07587,1,0,2105,0
130,3,3,1,1840,4235,4235,2417,1418,517,444,243,379,774,307,103,43,0.272145902415917,862,192,615,1209,1224,995,157,278,398,6,2,21,0,0,2,932,0,0,1.60044,1,0,1840,0
131,3,3,1,2638,6780,6780,3449,2728,44,408,552,425,1253,348,199,1,0.251627218934911,425,381,1075,1819,2061,1444,2,75,193,0,85,70,0,0,3,0,0,0,1.54533,1,0,2638,0
132,3,3,1,1551,4205,4205,2213,1222,386,302,239,339,671,205,104.94115,15,0.236164122137405,665,180,609,1362,1221,833,188,94,327,0,42,14,0,0,3,858,0,0,1.74895,1,0,1551,0
133,3,3,1,2455,6311,6324,4158,2032,433,366,332,655,1102,280,116,67,0.225059476605868,3056,326,725,2356,1739,1178,67,172,2689,0,23,105,0,0,3,494,6540,20617,1.68823,1,0,2455,13
134,3,3,1,2488,8000,8046,5423,2258,317,314,608,473,1093,254,118.06819,17,0.221266517078035,935,327,1157,2880,2222,1460,54,120,604,0,74,83,0,0,3,0,0,0,2.4367,1,0,2488,46
135,3,3,1,1567,5570,5570,3669,1328,580,370,283,505,409,100,59,6,0.210156672069152,670,196,861,2066,1498,949,114,95,419,0,10,32,0,0,3,0,0,0,2.83604,1,0,1567,0
136,3,3,1,966,3025,3036,1788,1021,32,270,126,195,375,87,50,9,0.277172117608193,1166,108,373,1065,853,637,0,49,1072,0,2,43,0,0,3,0,0,0,2.35129,1,0,966,11
137,3,3,1,1571,5420,5440,3076,1510,150,377,346,399,449,137,84.23708,4,0.23580383480826,431,213,723,1908,1509,1087,65,33,282,0,1,50,0,0,3,0,0,0,2.05842,1,0,1571,20
138,3,3,1,2627,9263,9295,5167,2443,458,544,566,785,732,292,120,26,0.230926945073918,2995,362,1305,3252,2603,1773,227,157,1172,0,27,1412,0,0,3,0,0,0,2.47922,1,0,2627,32
139,3,3,1,1323,5391,5428,2453,1261,34,423,304,363,233,161,65,18,0.236511456023651,1004,239,811,1789,1556,1033,119,149,551,0,66,119,0,0,3,444,0,0,2.32573,1,0,1323,37
140,3,3,1,1192,4156,4156,2172,1187,119,266,241,330,355,101,61,3,0.200820661356505,315,196,640,1462,1167,691,42,0,206,0,51,16,0,0,3,0,0,0,2.06546,1,0,1192,0
141,3,3,1,765,2683,2740,1481,525,355,165,196,210,194,53,25,5,0.141654465592972,359,152,513,1060,690,325,13,38,206,0,8,94,0,0,3,0,0,0,2.99659,1,0,765,57
142,3,3,1,273,621,1187,214,10,168,73,62,31,107,824,7,480.54523,0.114116652578191,12292,38,83,597,385,84,807,1851,1464,0,4290,3880,0,0,1,27,0,0,2.38522,3,0,273,566
143,3,3,1,437,1409,1438,534,292,141,169,135,70,63,53,16,10,0.214086471408647,1104,88,193,520,381,256,42,89,655,0,94,224,0,0,3,0,0,0,3.10028,2,0,437,29
144,3,3,1,1500,4132,4156,1583,596,852,894,246,191,169,122,38,7,0.174269852763698,725,258,824,1501,1005,568,0,188,523,0,2,12,0,0,3,312,0,0,3.1022,1,0,1500,23
145,3,3,1,1369,4127,4148,986,179,1074,1023,305,16,25,243,52,70.11478,0.113905683192261,1140,276,1217,1459,833,363,0,84,671,0,25,360,0,0,3,0,0,0,1.6173,1,0,1369,20
146,3,3,1,552,1344,1344,576,215,271,132,128,136,156,689,3.01515,651,0.117910447761194,119,98,184,647,296,119,0,30,44,0,44,1,0,0,3,0,0,0,0.93051,2,0,552,0
147,3,3,1,1311,4818,5002,2090,1051,338,396,247,299,369,206,63,43,0.147383196310407,1843,301,927,1954,1231,589,40,224,446,0,597,536,0,0,3,0,0,0,2.49887,2,0,1311,185
148,3,3,1,1132,4100,4122,2009,847,306,473,161,270,228,204,55,54,0.142579075425791,2537,238,872,1542,1004,466,292,160,422,0,663,1000,0,0,3,0,0,0,2.45535,1,0,1132,22
149,3,3,1,1606,4949,5059,2853,825,989,463,389,286,468,517,77.76595,140,0.172283901665345,1012,276,821,1961,1317,684,2,434,289,0,57,230,0,0,3,0,0,0,1.62368,1,0,1606,110
150,3,3,1,1374,4276,4382,1762,561,791,549,315,334,176,158,31.6875,70,0.223163195239185,2265,239,674,1548,1100,821,204,387,718,2,184,770,0,0,3,0,0,0,2.41532,1,0,1374,106
151,3,3,1,620,2018,2036,1110,437,250,261,96,115,148,59,27,1,0.200492610837438,161,95,271,756,570,344,25,1,122,0,8,5,0,0,3,0,0,0,2.16165,1,0,620,18
152,3,3,1,1395,4430,4467,2477,1238,245,305,229,381,480,182,72,27,0.259092950157162,891,191,553,1511,1266,946,10,575,285,0,1,20,0,0,3,1095,0,0,1.86768,1,0,1395,37
153,3,3,1,1087,4000,4000,2760,1178,107,201,237,295,354,101,59,1,0.224172517552658,275,185,577,1351,1178,709,0,17,211,0,25,22,0,0,3,0,0,0,2.38072,1,0,1087,0
154,3,3,1,1064,4016,4027,2089,997,213,321,316,265,162,92,48,14,0.245080946450809,701,156,579,1293,1220,779,162,57,441,0,33,8,0,0,3,0,0,0,2.19315,1,0,1064,11
155,3,3,1,1019,3954,3966,1731,920,122,271,417,167,164,82,49,3,0.233687405159332,362,190,653,1282,1073,768,3,24,305,0,0,30,0,0,3,0,0,0,2.21431,1,0,1019,12
156,3,3,1,742,3109,3109,1555,520,175,232,216,178,116,45,25,2,0.179677419354839,197,139,554,1109,869,438,2,5,180,0,0,10,0,0,3,0,0,0,2.88546,1,0,742,0
157,3,3,1,711,2564,2564,1250,366,490,423,106,82,100,66,12,32,0.142410015649452,189,138,641,883,603,299,5,0,173,0,7,4,0,0,3,0,0,0,2.31736,1,0,711,0
158,3,3,1,386,1054,1055,384,130,261,263,34,34,55,397,9,22,0.232889733840304,338,48,234,334,227,212,0,9,326,0,0,3,0,0,3,0,0,0,1.99859,1,0,386,1
159,3,3,1,1438,4748,4774,2595,1109,523,311,530,297,300,179,83,3,0.248529411764706,401,178,683,1621,1349,943,32,16,322,0,3,28,0,0,3,0,0,0,2.00306,1,0,1438,26
160,3,3,1,1365,4905,4905,2922,1319,133,193,529,327,316,95,62,2,0.215132924335378,259,181,769,1730,1357,868,0,31,211,0,7,10,0,0,3,598,0,0,2.48709,1,0,1365,0
161,3,3,1,1167,4169,4175,2239,1056,235,224,331,300,312,82,50,4,0.219365689572321,412,159,626,1480,1170,740,13,28,341,0,4,26,0,0,3,0,0,0,2.66017,1,0,1167,6
162,3,3,1,1320,4758,4775,2558,1201,234,348,318,414,240,92,56,4,0.248057130854862,586,181,655,1640,1318,981,63,63,376,0,14,70,0,0,3,0,0,0,2.6898,1,0,1320,17
163,3,3,1,1231,4458,4462,2847,1135,255,257,431,279,264,94,62,3,0.24409979770735,444,177,651,1524,1240,870,12,12,379,0,7,34,0,0,3,101,0,0,2.22501,1,0,1231,4
164,3,3,1,1964,7511,7543,4551,1656,476,382,467,584,531,183,87,21,0.218882978723404,3168,335,1126,2628,2116,1338,106,2547,453,4,27,31,0,0,3,8,0,0,2.42382,1,0,1964,32
165,3,3,1,1944,6818,6818,4297,1808,334,466,403,593,482,175,75,42,0.227306164484331,1225,310,900,2497,1862,1249,145,74,944,0,5,57,0,0,3,1528,0,0,2.5923,1,0,1944,0
166,3,3,1,2712,9099,9135,5354,2279,509,765,633,536,778,205,122,12,0.219721093664214,1075,340,1177,3642,2353,1623,12,36,904,0,7,116,0,0,3,0,0,0,2.50074,1,0,2712,35
167,3,3,1,1925,7222,7282,4082,1761,263,360,469,578,518,196,104,15,0.205371900826446,445,338,1052,2904,1814,1174,14,20,355,0,3,53,0,0,3,0,0,0,1.99248,1,0,1925,60
168,4,4,1,3059,9452,9488,5863,2702,895,702,695,811,851,272,142,26,0.220530711491701,660,375,1175,3745,2484,1709,1,44,527,0,14,74,0,0,3,0,0,0,2.15102,1,0,3059,36
169,4,4,1,2301,6666,6684,3337,2490,50,313,536,310,1142,457,270,20,0.287364945978391,1218,275,1032,1807,1919,1651,53,221,763,0,27,154,0,0,3,11,0,0,1.53746,1,0,2301,18
170,4,4,1,2177,5871,5912,3612,1848,427,269,338,499,1071,305,164,19,0.273837801153716,2097,257,958,1629,1700,1368,124,416,1345,0,43,169,0,0,3,0,0,0,2.08415,1,0,2177,41
171,4,4,1,916,2437,2449,1500,892,81,64,111,212,529,132,74,4.19393,0.254299754299754,666,117,407,661,748,516,120,37,311,18,144,36,0,0,3,0,0,0,1.7567,1,0,916,12
172,4,4,1,1959,5322,5322,2386,2049,273,346,446,379,788,238,142,13,0.271579344138711,756,245,788,1571,1510,1208,115,47,474,3,37,80,0,0,3,0,0,0,1.7716,1,0,1959,0
173,4,4,1,1379,3644,3644,2249,1294,156,184,217,290,688,147,91,1,0.271676300578035,215,139,494,1175,1009,827,32,31,109,0,7,36,0,0,3,0,0,0,1.77053,1,0,1379,0
174,4,4,1,2438,6023,6037,3626,1584,1158,441,466,365,1166,182,113,3,0.217976408041203,463,290,685,2511,1416,1135,6,55,309,0,8,85,0,0,3,0,0,0,1.86115,1,0,2438,14
175,4,4,1,2127,4509,4521,2654,323,2004,384,447,655,641,86,47.27549,6,0.159085866429998,1301,184,351,2520,844,622,161,207,876,0,23,34,0,0,2,201,0,0,3.53955,1,0,2127,12
176,4,4,1,1874,3945,4000,2685,519,1587,503,358,418,595,91,48,7,0.191323971915747,493,167,308,1980,901,644,51,79,335,0,10,18,0,0,2,51,0,0,2.82512,1,0,1874,55
177,4,4,1,3310,8598,8727,5407,1615,1964,599,748,703,1260,220,133,14,0.229743707619814,1593,356,934,3675,2073,1689,187,285,1010,0,51,60,0,0,3,0,0,0,2.69403,1,0,3310,129
178,4,4,1,2389,6476,6492,4099,2016,676,447,460,460,1022,206,121,5,0.25942521631644,545,289,729,2378,1672,1424,12,86,372,0,15,60,0,0,3,0,0,0,2.03426,1,0,2389,16
179,4,4,1,2732,7820,7827,4922,2145,891,444,590,564,1134,230,134,9,0.233371780084583,781,337,952,2973,2083,1482,4,57,607,0,19,94,0,0,3,0,0,0,2.12071,1,0,2732,7
180,4,4,1,1770,4362,4366,3043,738,1161,490,443,429,408,93,55,3,0.195956811394441,532,182,473,1960,1049,702,70,33,385,0,14,30,0,0,3,0,0,0,2.56569,1,0,1770,4
181,4,4,1,1913,5304,5304,3216,1428,493,401,416,447,649,205,90,3,0.219931921331316,893,261,660,2034,1360,989,30,37,691,0,51,84,0,0,3,0,0,0,2.18239,1,0,1913,0
182,4,4,1,2404,6699,6716,4108,2118,332,534,379,603,888,234,118,2,0.245669056152927,596,288,822,2408,1820,1378,37,24,405,0,17,113,0,0,3,0,0,0,2.03658,2,0,2404,17
183,4,4,1,2499,7358,7382,4165,2402,492,629,306,760,804,284,130,18,0.248641304347826,1590,328,970,2579,1943,1562,127,32,1361,0,15,55,0,0,3,1522,0,0,1.98129,1,0,2499,24
184,4,4,1,3047,8870,8878,5119,3039,188,525,666,827,1029,287,178,6,0.272624562196362,833,355,1111,3049,2316,2047,114,135,483,0,30,71,0,0,3,0,0,0,2.11107,1,0,3047,8
185,4,4,1,2905,8242,8249,4603,2344,668,624,632,626,1023,309,145,40,0.261673151750973,1954,309,980,3060,2121,1779,130,280,1435,0,19,90,0,0,3,2228,222,8,2.20865,1,0,2905,7
186,4,4,1,2707,7886,7915,5022,2419,559,344,477,632,1254,376,172,15,0.263971613230262,1545,292,1103,2669,2098,1753,70,201,1114,1,34,125,0,0,3,0,0,0,1.9832,1,0,2707,29
187,4,4,1,1436,4022,4022,2002,1484,8,320,275,217,624,214,116,10,0.271072319201995,1234,130,666,1085,1202,939,266,656,222,26,9,55,0,0,3,2685,0,0,1.9852,2,0,1436,0
188,4,4,1,544,1240,1868,2215,57,733,243,87,126,88,232,11,178,0.134801288936627,7786,32,488,917,218,213,862,130,6782,0,1,11,0,0,2,400,24282,5974,2.12652,1,0,544,628
189,4,4,1,3183,7742,7742,4445,702,3020,1299,555,692,637,201,72,6,0.177095478688949,886,354,1068,3561,1600,1159,8,282,592,0,4,0,0,0,2,0,0,0,3.40056,1,0,3183,0
190,4,4,1,1323,2323,2365,890,139,873,418,431,321,153,1381,14,28,0.230703986429177,1026,83,208,1022,581,471,0,17,924,0,80,5,0,0,3,0,0,0,2.56895,1,0,1323,42
191,5,5,2,1440,4055,4068,1914,1305,156,285,341,259,555,489,125,26,0.246595692002971,426,202,536,1366,1136,828,23,107,248,0,6,42,0,0,3,0,0,0,1.58506,1,0,1440,13
192,5,5,2,2654,7692,7702,4896,490,2475,916,817,695,226,143,66,37,0.121992677824268,1472,426,1237,3681,1636,722,716,197,540,0,5,14,0,0,3,0,0,0,2.8541,1,0,2654,10
193,5,5,2,2169,6773,6849,4151,1242,958,424,433,636,676,498,233,45,0.196882811351272,2336,362,1068,2527,1815,1077,85,287,1334,4,122,504,0,0,4,0,0,0,1.71907,1,0,2169,77
194,5,5,2,2004,7059,7254,3957,1636,631,360,606,600,438,390,160.66533,148,0.258919894488408,2921,276,966,2507,1960,1545,45,39,2707,0,15,115,0,0,4,0,0,0,1.82366,1,0,2004,195
195,5,5,2,1786,5629,5638,3594,1802,60,240,374,485,687,236,137,12,0.237763486959628,277,249,796,1893,1607,1093,0,29,210,0,6,32,0,0,4,1669,0,0,1.77764,1,0,1786,9
196,5,5,2,1921,6505,6512,4385,1995,135,180,715,476,550,581,152,81,0.220847510052583,282,290,896,2391,1758,1177,5,30,225,0,5,17,0,0,4,0,0,0,1.44126,1,0,1921,7
197,5,5,2,1559,5921,5939,3734,1549,248,299,323,367,570,165,90,12,0.239952518229608,442,222,823,2065,1617,1212,158,34,246,0,0,4,0,0,3,0,0,0,1.95849,1,0,1559,18
198,5,5,2,1691,5091,5091,3052,375,1366,403,473,482,333,177,82,33,0.193076162215628,834,231,817,2105,1149,789,17,28,758,0,31,0,0,0,3,325,0,0,1.97995,1,0,1691,0
199,5,5,2,1155,2509,2510,1786,209,1105,142,378,459,176,326,46,138,0.204654895666132,1937,100,264,1001,749,396,1249,138,513,0,5,32,0,0,3,0,0,0,2.16146,1,0,1155,1
200,5,5,2,968,2847,2873,1546,884,170,184,336,321,127,1639,176,177,0.255169996494918,4031,130,434,867,853,589,2602,278,926,41,95,89,0,0,4,0,0,0,1.64492,1,0,968,26
201,5,5,2,2796,8636,8672,4766,911,1694,1060,545,761,430,244,67.68541,59,0.182324933224945,1197,416,1508,3373,2068,1307,272,97,562,0,137,129,0,0,3,121,0,0,2.44815,1,0,2796,36
202,5,5,2,2242,7682,7702,5144,1568,782,402,590,553,697,329,181,38,0.203059623430962,452,365,1152,2952,1948,1285,8,21,355,0,12,56,0,0,3,0,0,0,1.63562,1,0,2242,20
203,5,5,2,1565,5503,5503,3223,928,704,471,433,342,319,187,62,42,0.178440702781845,2444,266,895,2116,1444,782,232,405,887,0,61,859,0,0,3,1162,0,0,2.85229,1,0,1565,0
204,5,5,2,2178,7838,7898,4013,1729,553,677,508,567,426,206,91,27,0.199183881662841,620,347,1167,3151,1938,1295,134,68,371,0,11,36,0,0,3,0,0,0,2.40091,1,0,2178,59
205,5,5,2,2418,8321,8334,4696,2029,436,473,504,819,622,231,148,10,0.210634441087613,294,386,1178,3042,2331,1397,1,50,223,0,5,15,0,0,3,0,0,0,1.87215,1,0,2418,13
206,5,5,2,1221,3844,3844,2103,1075,304,257,189,293,482,571,115,3,0.219282158763427,154,160,552,1333,1122,677,3,58,69,0,2,22,0,0,3,0,0,0,1.56178,1,0,1221,0
207,5,5,2,1177,4387,4387,2379,1044,171,334,259,286,298,280,87,110,0.191000918273646,726,206,768,1561,1168,684,43,43,349,0,283,8,0,0,3,0,0,0,1.57123,1,0,1177,0
208,5,5,2,2210,5499,5513,2962,1433,879,451,367,490,902,3702,291,809,0.197296309828279,8139,320,787,1897,1643,866,516,2958,741,45,2899,980,0,0,4,0,0,0,1.39804,1,0,2210,14
209,5,5,2,2565,7826,7845,4431,2519,250,393,678,610,884,866,378,51,0.224518613607189,518,378,1141,2705,2189,1432,2,53,371,0,38,54,0,0,4,0,0,0,1.26416,1,0,2565,19
210,5,5,2,1059,3911,3911,1896,635,516,406,326,198,129,121,72,19,0.126963687870203,764,243,855,1548,874,391,69,146,257,0,144,148,0,0,3,0,0,0,2.05996,1,0,1059,0
211,5,5,2,2902,8765,8849,4698,1389,1593,716,1264,512,410,232,130,28,0.151263373548828,1570,472,1572,3702,2028,1075,191,437,641,54,98,149,0,0,2,0,0,0,2.45733,1,0,2902,84
212,5,5,2,1245,4233,4258,2665,1160,180,282,177,330,456,2734,171.04306,1825.73401,0.180936613055818,54966,181,793,1465,1197,622,1319,11989,5966,258,31937,3497,0,0,3,1370,0,0,1.55601,2,0,1245,25
213,5,5,2,2689,6942,6973,4409,1985,774,578,599,641,871,661,281,44,0.286106296938186,1363,331,959,2154,1874,1655,168,112,951,0,16,116,0,0,4,96,0,0,1.49762,1,0,2689,31
214,5,5,2,2052,6349,6411,3846,2209,47,363,440,654,595,449,270,37,0.229029217719133,905,353,978,2065,1817,1198,71,83,431,0,6,314,0,0,4,0,0,0,1.37625,1,0,2052,62
215,5,5,2,2176,6220,6232,3563,997,1097,443,609,729,395,261.39999,167,33,0.179379444085326,446,319,991,2419,1600,903,78,66,296,0,5,1,0,0,4,0,0,0,1.83415,1,0,2176,12
216,5,5,2,1511,3790,3797,2604,991,606,324,270,383,534,267.20001,77,103,0.205570291777188,3330,194,464,1529,997,613,139,33,3124,0,2,32,0,0,3,1387,0,0,1.78445,1,0,1511,7
217,5,5,2,1337,4205,4269,2570,1338,0,107,221,332,677,280,169,22,0.238263741448455,501,224,626,1407,1177,835,62,120,261,0,9,49,0,0,4,0,0,0,2.05485,1,0,1337,64
218,5,5,2,1363,4130,4148,2182,1011,516,394,311,287,371,217,120,12,0.245690701626608,2153,202,551,1476,1058,861,276,322,1416,0,47,92,0,0,3,0,0,0,1.67272,1,0,1363,18
219,5,5,2,1929,6937,6948,3617,2016,99,344,324,649,612,239,154,12,0.270473981736484,306,315,918,2410,1712,1593,67,0,220,0,1,18,0,0,3,0,0,0,1.74305,1,0,1929,11
220,5,5,2,1892,6017,6037,3759,1368,556,378,376,532,606,449,193,87,0.172672672672673,340,330,1076,2238,1561,832,14,30,260,0,0,36,0,0,4,0,0,0,1.34304,1,0,1892,20
221,5,5,2,1526,4741,4741,2696,1296,286,290,278,326,632,305,156,36,0.213936690036116,314,228,755,1670,1254,834,80,28,180,0,3,23,0,0,4,0,0,0,1.35786,1,0,1526,0
222,5,5,2,1787,4448,4461,2484,1236,607,338,407,390,652,285,157,25,0.196432603296455,737,214,558,1772,1256,661,122,62,488,0,33,32,0,0,4,0,0,0,1.45859,1,0,1787,12
223,5,5,2,1949,4599,4630,2941,1136,893,380,378,518,673,835,205,332,0.212529910811399,1214,225,605,1699,1327,774,103,164,567,0,56,324,0,0,4,622,0,0,1.12347,1,0,1949,31
224,5,5,2,1282,3376,3376,1903,1106,69,187,191,246,658,1761,217,88,0.252386634844869,393,171,556,882,1091,676,15,30,245,0,23,80,0,0,4,0,0,0,1.2291,1,0,1282,0
225,5,5,2,1444,3967,3967,1939,1387,56,176,290,444,534,1050,216.06575,44.05479,0.220868240670221,836,242,682,1168,1208,667,90,108,521,0,24,93,0,0,4,148,0,0,1.34937,1,0,1444,0
226,5,5,2,2430,6541,6555,3829,2185,296,305,590,642,893,1997,503,149,0.252880626824397,890,328,1099,1841,1953,1334,186,117,479,3,3,102,0,0,4,0,0,0,1.14721,1,0,2430,14
227,5,5,2,2117,5601,5601,2636,2047,166,315,631,526,645,2831,533,193,0.302283761913325,330,259,909,1439,1545,1449,4,41,171,6,45,63,0,0,4,1047,0,0,1.05613,1,0,2117,0
228,5,5,2,74,252,253,183,90,6,4,8,15,47,232,2,207,0.215139442231076,21,8,39,96,78,32,0,0,21,0,0,0,0,0,4,382,0,0,0.91097,1,0,74,1
229,5,5,2,1864,5668,5692,3381,1479,450,191,373,461,839,546,243,179,0.202406227883935,1017,257,922,2077,1548,888,15,37,950,0,4,11,0,0,4,0,1741,5446,1.18003,1,0,1864,24
230,5,5,2,2894,8924,8934,5279,1893,1184,488,535,561,1310,361,211,57,0.225340998760005,1398,483,1271,3227,2344,1609,378,41,766,0,200,13,0,0,4,0,0,0,1.7061,1,0,2894,10
231,5,5,2,1505,5112,5185,3238,1496,94,290,229,415,571,287,191,17,0.269036519036519,228,225,762,1736,1310,1152,1,23,167,0,29,8,0,0,4,0,0,0,1.38358,1,0,1505,73
232,5,5,2,1817,5561,5689,3016,1845,98,380,393,469,575,459,295,27,0.24393697999646,438,250,870,1835,1585,1149,8,87,305,0,5,33,0,0,4,0,0,0,1.24863,1,0,1817,128
233,5,5,2,3246,7605,7612,4365,1703,1512,584,732,1003,927,708,290,159,0.236438211166975,477,415,1005,2562,2160,1470,94,54,264,0,12,53,0,0,4,203,0,0,1.21954,1,0,3246,7
234,5,5,2,1936,3590,3590,2053,18,1656,555,317,479,585,549,36,192,0.194109396914446,7065,139,247,1933,699,572,1475,1447,1111,0,362,2670,0,0,3,0,0,0,2.43028,1,0,1936,0
235,5,5,2,1169,3324,3338,1776,1210,19,209,220,304,436,223,133,14,0.213035606517803,834,199,541,1083,937,578,9,24,400,0,17,384,0,0,4,0,0,0,1.46815,1,0,1169,13
236,5,5,2,2213,5666,5708,3520,1677,588,378,550,601,684,486,197,58,0.202717007762879,1140,271,866,2072,1528,971,107,438,512,0,21,62,0,0,4,1127,0,0,1.4479,1,0,2213,42
237,5,5,2,2633,8112,8144,5341,1197,1667,711,587,967,368,273,112,51,0.139500371011625,1233,441,1474,3324,2023,882,159,200,805,0,32,37,0,0,3,0,0,0,2.42139,2,0,2633,31
238,5,5,2,1128,4227,4227,2587,951,170,204,364,286,274,426,135,162,0.157731713128425,1122,221,777,1632,1086,511,37,107,395,0,483,100,0,0,3,0,0,0,1.27975,3,0,1128,0
239,5,5,2,0,0,0,0,0,0,0,0,0,0,1686,0,1681,0,6313,0,0,0,0,0,425,1253,2655,0,1924,56,0,0,3,0,0,0,1.02339,3,0,0,0
240,5,5,2,1899,5147,5190,3203,909,1052,451,295,522,631,500,150.49881,184,0.185717058024452,2850,296,808,1991,1325,770,293,368,1894,0,158,137,0,0,3,0,0,0,1.63953,2,0,1899,42
241,5,5,2,1308,3629,3653,1897,1200,204,226,196,330,556,401,198,28,0.287565481113868,573,167,649,919,1018,900,0,113,331,0,9,120,0,0,4,0,0,0,1.27404,1,0,1308,24
242,5,5,2,952,2828,2828,1332,903,0,131,166,232,423,331,147,25,0.266025641025641,289,135,528,714,810,641,5,28,240,0,3,13,0,0,4,0,0,0,1.22801,1,0,952,0
243,5,5,2,984,2890,2899,1710,915,84,116,110,190,568,252,169,10,0.266759291420632,126,111,461,814,855,658,1,30,76,0,8,11,0,0,4,0,0,0,1.18237,1,0,984,9
244,5,5,2,1903,5220,5240,3025,1058,1002,421,347,437,698,261,161,38,0.212761868152989,1127,243,907,1694,1482,914,251,138,504,0,45,189,0,0,4,0,0,0,1.65705,1,0,1903,20
245,5,5,2,1281,3460,3487,1544,845,453,270,375,168,468,380,261,32,0.262564991334489,357,164,574,989,978,782,0,21,294,0,8,34,0,0,4,0,0,0,1.13567,1,0,1281,26
246,5,5,2,2939,8094,8224,4205,2135,939,546,510,477,1406,1036,552,154,0.254592211609111,4982,394,1678,2183,2219,1750,179,719,3883,0,65,136,0,0,4,1198,0,0,1.42508,1,0,2939,130
247,5,5,2,1309,3860,3870,1741,1280,142,188,166,272,683,230,154,20,0.192818110850898,192,208,948,916,1182,616,0,23,138,0,4,27,0,0,4,358,0,0,1.34441,1,0,1309,10
248,5,5,2,1404,3286,3363,1878,662,761,248,225,362,569,687,123,370,0.159329140461216,18105,176,619,1221,927,420,381,9294,3768,0,3372,1290,0,0,3,407,0,0,2.29211,3,0,1404,77
249,6,6,2,2539,6264,6278,4380,1512,1325,296,485,617,1141,699,207,283,0.16474173885146,5368,335,1163,2342,1609,829,254,1717,1479,0,1377,541,0,0,3,1339,0,0,1.59565,3,0,2539,14
250,6,6,2,1941,4965,5014,2470,1299,650,345,306,485,805,280,198,12,0.190600522193211,745,290,1032,1550,1334,808,56,94,431,0,18,146,0,0,4,0,0,0,1.48279,2,0,1941,49
251,6,6,2,2757,5524,5529,3681,505,2345,390,691,695,981,277,152,44,0.185063752276867,4329,294,727,2315,1345,848,982,1199,1376,0,131,641,0,0,2,0,0,0,2.66736,3,0,2757,5
252,6,6,2,1923,5913,5924,2858,2020,9,165,89,201,1468,2124,1435,201,0.267256035362122,1625,209,1434,1141,1767,1373,0,462,885,0,87,191,0,0,4,234,0,0,0.99144,1,0,1923,11
253,6,6,2,976,2588,2588,1288,789,191,114,75,277,510,282,218,4,0.26420233463035,211,79,508,643,795,563,28,43,92,0,24,24,0,0,4,0,0,0,1.14392,1,0,976,0
254,6,6,2,1878,5785,5785,2558,2020,1,104,227,303,1244,1976,1445,20,0.265494428969359,565,201,1319,1112,1830,1323,0,128,377,8,12,40,0,0,4,246,0,0,0.97594,1,0,1878,0
