ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
833,17,17,4,1370,4352,4379,1934,1456,15,345,482,344,199,317,246,25,0.206,211,257,913,1384,1139,686,16,26,125,37,0,7,0,0,4,0,0,0,3,1.2083,0,1370,833,27
834,17,17,4,1556,4843,4848,2183,1557,140,344,532,405,275,589,322,210,0.256,1526,246,884,1462,1280,976,33,168,186,248,1,890,0,0,4,1765.67114,0,0,3,1.17703,0,1556,834,5
835,17,17,4,1547,5167,5186,2314,1573,93,409,527,383,228,329,239,90,0.171,755,345,1077,1813,1301,650,221,146,239,104,0,45,0,0,4,279.1597,0,0,3,1.2666,0,1547,835,19
836,17,17,4,1455,4593,4606,1991,1218,265,457,497,328,173,322,279,43,0.22,594,347,826,1577,1063,793,197,32,141,40,0,184,0,0,4,0,0,0,3,1.22223,0,1455,836,13
837,17,17,4,3135,9836,10282,4116,2299,820,1098,1227,578,232,468,394,56,0.129,1048,899,1986,4250,2197,950,33,95,443,422,0,55,0,0,4,0,0,0,3,1.38973,0,3135,837,446
838,17,17,4,1407,3737,3774,1600,840,669,585,494,226,102,252,200,52,0.201,881,299,610,1465,808,592,161,246,191,237,1,45,0,0,4,0,0,0,2,1.30465,0,1407,838,37
839,17,17,4,1967,4459,4607,2063,758,1193,696,674,385,212,330,149,175,0.241,3239,314,687,1745,972,889,269,818,833,1120,1,198,0,0,3,0,0,0,2,1.57072,0,1967,839,148
840,17,17,4,2461,5396,5511,2954,1422,723,667,894,599,301,503,377,117,0.262,1253,291,659,1986,1429,1146,141,313,598,171,0,30,0,0,4,0,0,0,1,1.19786,0,2461,840,115
841,17,17,4,1650,4352,4616,2156,973,759,478,534,390,248,313,294,12,0.163,777,382,826,1841,1001,566,34,140,502,77,0,24,0,0,4,0,0,0,1,1.26545,0,1650,841,264
842,17,17,4,1298,3212,3253,1729,608,764,373,456,302,167,230,188,42,0.173,558,279,496,1349,702,427,99,94,170,165,0,30,0,0,4,0,0,0,2,1.24442,0,1298,842,41
843,17,17,4,1367,4017,4144,2215,1366,95,256,416,340,355,558,442,6,0.137,286,244,851,1460,1210,379,15,77,129,53,0,12,0,0,4,0,0,0,1,1.08365,0,1367,843,127
844,17,17,4,2892,8267,8287,5026,2439,718,306,486,823,1277,26251,1893,85,0.144,1314,498,1528,2552,2950,759,113,337,356,454,14,40,0,0,5,0,0,0,1,0.99787,0,2892,844,20
845,17,17,4,2301,6455,6562,3630,2500,26,345,553,678,725,1280,787,38,0.216,1174,284,1418,1637,2181,1042,48,167,688,226,21,24,0,0,4,0,0,0,1,1.09508,0,2301,845,107
846,17,17,4,2053,5283,5318,2595,1688,494,512,713,488,340,457,360,70,0.219,975,252,976,1728,1479,883,72,301,349,214,0,39,0,0,4,0,0,0,2,1.20712,0,2053,846,35
847,17,17,4,1146,2704,2704,1268,503,685,424,347,222,153,228,123,50,0.2,1477,175,445,1046,622,416,177,349,450,476,1,24,0,0,3,0,0,0,2,1.5323,0,1146,847,0
848,17,17,4,1753,4416,4631,2280,538,1258,524,656,365,208,273,150,122.2527,0.198,2694,285,790,1838,1005,713,197,219,1941,253,1,83,0,0,4,0,0,0,2,1.61428,0,1753,848,215
849,17,17,4,1270,3600,3636,1801,1290,102,230,367,353,320,328,282,33,0.23,377,218,735,1030,1013,640,26,56,240,46,0,9,0,0,4,2305.8479,0,0,1,1.147,0,1270,849,36
850,17,17,4,1231,3433,3447,1693,1337,14,212,333,324,362,605,448,10,0.24,331,171,644,891,1116,625,14,118,48,133,0,18,0,0,4,0,0,0,1,1.05767,0,1231,850,14
851,17,17,4,693,1911,1911,1022,765,0,96,158,204,235,618,198,11,0.248,250,79,361,449,667,355,7,59,62,107,1,14,0,0,4,0,0,0,1,1.10577,0,693,851,0
852,17,17,4,2002,5641,5648,2978,2113,61,347,543,523,589,568,463,44,0.208,524,284,1068,1662,1769,865,41,104,150,220,0,9,0,0,4,0,0,0,1,1.13307,0,2002,852,7
853,17,17,4,1964,5300,5935,2656,1479,614,440,670,540,314,595,265,164,0.163,1151,363,1205,2123,1544,700,31,151,622,292,2,53,0,0,4,0,0,0,1,1.25015,0,1964,853,635
854,17,17,4,2182,6568,6587,2738,499,1707,882,792,342,166,203,141,55,0.081,460,733,1471,2901,1134,348,61,44,103,235,2,15,0,0,4,0,0,0,2,1.57524,0,2182,854,19
855,17,17,4,1718,5032,5040,1989,948,787,812,519,262,125,283,221,43,0.161,775,480,1041,1920,981,618,32,20,436,254,0,33,0,0,4,0,0,0,2,1.35125,0,1718,855,8
856,17,17,4,2394,7242,7322,3283,1554,942,853,820,456,265,383,230,145,0.159,863,516,1420,2822,1712,852,96,82,280,385,0,20,0,0,4,0,0,0,3,1.33148,0,2394,856,80
857,17,17,4,997,3102,3181,1210,592,466,290,398,215,94,246,125,115.20509,0.141,818,230,622,1265,745,319,54,118,445,147,4,50,0,0,4,1492.55566,0,0,2,1.271,0,997,857,79
858,17,17,4,2077,6086,6086,2707,1397,559,790,596,476,215,385,313,71.11054,0.21,1294,344,1152,2062,1547,981,384,138,358,361,1,52,0,0,4,157.21953,0,0,3,1.3141,0,2077,858,0
859,17,17,4,1300,4136,4146,1664,1334,90,328,387,365,220,304,274,7,0.267,292,232,739,1197,1101,877,87,41,114,37,0,13,0,0,4,0,0,0,3,1.19538,0,1300,859,10
860,17,17,4,2135,6058,6061,3069,1567,290,438,689,546,462,2202,312,585,0.22,11029,399,856,2153,1633,1020,419,333,291,706,1,9279,0,0,4,0,0,0,3,1.54126,0,2135,860,3
861,17,17,4,2079,6616,6639,2807,2149,91,633,616,511,319,612,431,162,0.244,1886,371,1269,2041,1682,1276,44,535,382,332,2,591,0,0,4,0,0,0,3,1.22619,0,2079,861,23
862,17,17,4,2681,6677,6821,3341,1426,1400,930,892,584,275,773,313,459,0.235,4556,401,1002,2587,1564,1267,1130,784,680,771,10,1181,0,0,4,0,0,0,3,1.30247,0,2681,862,144
863,17,17,4,1296,3893,3905,1576,997,381,382,439,325,150,355,192,161,0.202,2824,252,673,1320,1069,591,992,229,753,410,2,438,0,0,3,0,0,0,3,1.43079,0,1296,863,12
864,17,17,4,3200,7508,7514,3937,671,2719,1220,1102,624,254,433,183,249.78014,0.158,2962,521,1121,3163,1848,861,529,591,1161,418,0,263,0,0,3,2280.65527,0,0,3,1.48935,0,3200,864,6
865,17,17,4,1370,3741,3744,1560,1354,117,433,438,311,188,313,304,7,0.291,499,164,539,1135,1031,875,26,33,373,56,0,11,0,0,4,0,0,0,3,1.17301,0,1370,865,3
866,17,17,4,1382,3632,3640,1819,1452,45,313,358,373,338,818,522,39,0.298,1013,148,517,1013,1098,864,32,102,550,311,1,17,0,0,4,0,0,0,1,1.08634,0,1382,866,8
867,17,17,4,974,2397,2398,1139,879,170,223,275,263,213,202,193,9,0.271,400,99,362,692,738,507,65,44,192,73,0,26,0,0,4,0,0,0,3,1.18627,0,974,867,1
868,17,17,4,1386,3649,3656,1759,1257,241,368,419,373,226,259,230,28,0.173,558,265,651,1278,1003,459,56,104,227,156,1,14,0,0,4,0,0,0,3,1.23359,0,1386,868,7
869,17,17,4,1664,3889,4067,1959,1090,694,552,451,352,309,251,219,29,0.233,553,227,613,1373,1128,726,113,123,208,86,0,23,0,0,4,0,0,0,3,1.27473,0,1664,869,178
870,17,17,4,1674,4844,4845,2009,1364,458,524,604,383,163,247,194,47,0.178,1491,352,730,1976,1141,646,257,123,46,995,0,70,0,0,4,0,0,0,3,1.5082,0,1674,870,1
871,17,17,4,2838,6586,6819,3171,1142,1544,1002,1078,545,213,415,204,191,0.241,4817,409,925,2546,1641,1298,591,819,1927,1172,6,302,0,0,3,0,0,0,3,1.71735,0,2838,871,233
872,17,17,4,2799,9173,9186,4026,2224,759,803,1006,618,372,538,422,111,0.176,1168,706,1732,3260,2287,1201,325,67,312,284,2,178,0,0,4,0,0,0,3,1.28742,0,2799,872,13
873,17,17,4,1797,5769,5774,2473,1438,463,480,634,432,251,2003,321,1682,0.153,11663,424,1142,2099,1484,625,917,1252,987,2317,5,6185,0,0,4,0,0,0,3,1.19687,0,1797,873,5
874,18,18,4,0,0,0,0,0,0,0,0,0,0,2428.5,0,2350,0.183,2288,0,0,0,0,0,14,322,201,557,0,1194,0,0,5,0,0,0,3,0.93921,0,0,874,0
875,18,18,4,1033,3702,3752,1199,944,127,498,295,170,70,1609.90002,157,894.9223,0.183,13534,296,899,1244,785,528,718,3210,3298,3755,30,2523,0,0,3,0,0,0,3,1.51097,0,1033,875,50
876,18,18,4,619,2274,2336,747,580,84,281,209,81,48,120,108,12,0.173,86,148,633,807,434,314,12,35,1,18,0,20,0,0,4,0,0,0,3,1.26245,0,619,876,62
877,18,18,4,903,3424,3428,1096,762,186,354,282,185,82,156,107,42,0.14,258,294,963,1212,596,363,21,4,165,24,7,37,0,0,4,0,0,0,3,1.3668,0,903,877,4
878,18,18,4,1449,5141,5215,1673,1025,485,709,448,219,73,250,133,99,0.117,750,519,1299,1917,1049,431,58,103,262,116,0,211,0,0,3,0,0,0,3,1.42217,0,1449,878,74
879,18,18,4,1273,3925,3934,1569,1166,168,486,413,263,111,157,94,63,0.132,412,316,916,1402,937,363,164,52,27,56,0,113,0,0,4,0,0,0,3,1.44033,0,1273,879,9
880,18,18,4,968,3864,3864,1235,684,358,364,314,197,93,142,103,34,0.098,600,403,1098,1387,714,262,184,7,322,77,0,10,0,0,4,0,0,0,3,1.56972,0,968,880,0
881,18,18,4,1105,3306,3316,1230,679,496,482,336,207,80,142,128,10,0.11,234,346,800,1195,727,248,52,70,41,61,0,10,0,0,4,0,0,0,2,1.38281,0,1105,881,10
882,18,18,4,979,2628,2637,1174,726,302,420,309,181,69,196,139,45,0.13,443,191,595,932,687,232,30,32,276,104,0,1,0,0,4,0,0,0,1,1.24686,0,979,882,9
883,18,18,4,1088,2703,2703,1370,1159,20,243,288,265,292,1702,492,237.45763,0.261,615,120,387,686,978,532,24,271,167,148,0,5,0,0,4,0,0,0,1,0.99724,0,1088,883,0
884,18,18,4,1319,3178,3202,1759,1191,184,199,289,326,505,1149,455,239,0.233,1035,142,463,787,1273,537,143,133,608,102,0,49,0,0,4,0,0,0,1,1.04066,0,1319,884,24
885,18,18,4,2522,5980,5980,3728,1984,355,412,567,623,920,2115,1088,190,0.208,954,282,849,1714,2262,873,55,231,527,105,2,34,0,0,4,2281.66113,982.19055,4787.5332,1,1.00981,0,2522,885,0
886,18,18,4,1685,4259,4277,2286,1587,244,516,533,376,260,376,360,14,0.134,457,322,909,1480,1178,388,139,59,147,87,0,25,0,0,4,0,0,0,1,1.14624,0,1685,886,18
887,18,18,4,1195,2950,3088,1262,927,267,473,253,285,184,437,226,108,0.171,502,237,624,976,873,378,39,45,345,62,0,11,0,0,4,1135.79675,0,0,1,1.12069,0,1195,887,138
888,18,18,4,1633,5329,5368,1716,981,801,735,561,247,90,198,189,9,0.1,700,534,1516,1902,1052,364,32,36,555,71,0,6,0,0,4,1812.03333,0,0,3,1.51471,0,1633,888,39
889,18,18,4,1230,3808,3810,1318,902,366,629,371,166,64,130,120,10,0.101,201,394,944,1387,830,255,28,14,121,33,0,5,0,0,4,0,0,0,2,1.46704,0,1230,889,2
890,18,18,4,1555,5272,5275,1686,1231,442,700,545,229,81,211,155,41,0.129,478,494,1351,1864,1074,492,68,13,355,35,0,7,0,0,4,0,0,0,3,1.46424,0,1555,890,3
891,18,18,4,1472,5340,5351,1710,1086,484,662,511,217,82,186,145,40,0.118,153,560,1465,1867,1007,452,52,22,15,59,0,5,0,0,4,0,0,0,3,1.42958,0,1472,891,11
892,18,18,4,1156,4575,4582,1510,867,390,454,425,201,76,313,114,167,0.097,948,473,1228,1780,791,310,54,137,143,256,76,282,0,0,4,0,0,0,3,1.32223,0,1156,892,7
893,18,18,4,1104,4301,4320,1381,594,538,660,278,127,39,210,79.47336,122,0.099,689,460,1283,1566,711,300,49,35,122,268,0,215,0,0,4,0,0,0,3,1.41241,0,1104,893,19
894,18,18,4,1021,3520,3647,1166,573,500,528,314,128,51,201,79,117,0.136,885,387,940,1336,611,373,14,48,229,241,0,353,0,0,3,0,0,0,3,1.41076,0,1021,894,127
895,18,18,4,2136,7055,7055,2255,1326,741,1451,442,172,71,296,119.52935,158.40189,0.114,1110,638,2081,2460,1299,577,34,84,545,348,1,98,0,0,4,0,0,0,3,1.50473,0,2136,895,0
896,18,18,4,749,2651,2655,993,510,295,355,249,113,32,595,64,408,0.099,3965,218,594,1206,453,184,210,292,1115,781,2,1565,0,0,4,2275.6167,0,0,3,1.35462,0,749,896,4
897,18,18,4,1110,4035,4086,1306,643,547,519,357,156,78,128,70,57,0.098,264,426,1018,1678,684,280,38,27,46,136,0,17,0,0,3,0,0,0,3,1.5391,0,1110,897,51
898,18,18,4,1292,4207,4269,1365,675,685,630,427,151,84,125,101,21,0.109,334,438,1099,1691,703,338,34,16,218,55,0,11,0,0,3,0,0,0,2,1.61579,0,1292,898,62
899,18,18,4,2386,7643,7663,2449,1654,862,1092,811,353,130,281,225,49,0.135,1071,663,1847,2813,1585,755,64,53,335,592,0,27,0,0,4,0,0,0,3,1.54544,0,2386,899,20
900,18,18,4,1811,5796,5878,2155,1522,373,837,619,254,101,269,171,77,0.13,2143,514,1511,2084,1221,548,164,96,276,1574,0,33,0,0,3,0,0,0,2,1.67535,0,1811,900,82
901,18,18,4,1696,4226,4227,1701,1093,696,688,558,298,152,222,174,27,0.121,195,334,871,1540,1148,334,21,92,33,40,0,9,0,0,3,0,0,0,1,1.30017,0,1696,901,1
902,18,18,4,716,1751,2439,1069,638,132,228,220,190,78,296,143,153,0.124,247,131,515,957,632,204,46,15,45,139,1,1,0,0,4,0,1058.68201,85.67327,1,1.07473,0,716,902,688
903,18,18,4,1689,4067,4078,1988,1629,189,559,516,400,214,228,212,16,0.156,562,233,761,1349,1304,431,33,50,363,103,1,12,0,0,4,0,0,0,1,1.31035,0,1689,903,11
904,18,18,4,2104,6259,6311,2432,1451,795,898,662,384,160,260,221,31,0.115,746,480,1549,2340,1454,488,41,33,562,87,0,23,0,0,4,0,0,0,1,1.45453,0,2104,904,52
905,18,18,4,2381,8212,8217,3066,1553,922,1082,690,422,187,255,223,30,0.114,411,718,2026,3109,1713,651,39,64,228,64,0,16,0,0,3,0,0,0,1,1.52484,0,2381,905,5
906,18,18,4,2078,5983,6134,2581,1298,919,857,763,300,158,212,171,19,0.132,921,500,1348,2344,1369,573,137,71,467,226,2,18,0,0,3,0,0,0,2,1.65986,0,2078,906,151
907,18,18,4,1138,2765,2804,1658,1037,156,276,370,263,229,302,200,50,0.168,353,166,438,1000,869,331,18,67,208,59,0,1,0,0,4,0,0,0,1,1.15062,0,1138,907,39
908,18,18,4,1454,3651,3659,1917,1035,483,361,493,308,292,217,186,27,0.177,345,236,622,1215,1127,459,50,110,101,71,0,13,0,0,4,0,0,0,1,1.26192,0,1454,908,8
909,18,18,4,1318,3315,3322,1756,1183,262,385,405,278,250,235,207,26,0.182,416,211,541,1168,965,437,30,66,213,91,0,16,0,0,4,0,0,0,1,1.21888,0,1318,909,7
910,18,18,4,2193,4985,5025,2966,1864,433,569,602,606,416,417,357,60,0.188,980,284,773,1736,1553,679,43,102,643,172,3,17,0,0,4,0,0,0,1,1.20522,0,2193,910,40
911,18,18,4,986,2312,2663,1360,951,106,134,229,238,385,463,358,90,0.248,814,113,326,837,887,500,137,178,304,178,0,17,0,0,4,0,336.57874,616.03845,1,1.07748,0,986,911,351
912,18,18,4,1764,4295,4295,2597,1872,3,196,323,406,839,1215,638,27,0.194,800,229,555,1245,1698,568,116,233,269,138,5,39,0,0,4,0,0,0,1,1.05996,0,1764,912,0
913,18,18,4,2389,5689,5694,3504,2479,56,309,493,599,988,764,697,50,0.184,2221,326,602,1854,2204,708,309,780,581,463,12,76,0,0,4,0,0,0,1,1.15594,0,2389,913,5
914,18,18,4,2245,5271,5271,3160,2346,24,267,507,533,938,1007,717,11,0.155,357,333,549,1994,1861,534,45,143,60,85,0,24,0,0,4,340.63748,0,0,1,1.04279,0,2245,914,0
915,18,18,4,1311,3174,3177,1671,1172,173,211,257,274,569,455,331,28,0.208,497,189,390,967,1161,470,20,183,173,91,4,26,0,0,4,0,0,0,1,1.1088,0,1311,915,3
916,18,18,4,1347,3299,3458,1677,1192,174,189,295,310,553,668,237,59,0.221,1500,246,436,1079,1132,565,325,260,783,111,0,21,0,0,4,311.41208,0,0,1,1.31556,0,1347,916,159
917,18,18,4,1639,4632,4632,2573,1686,66,281,353,343,662,334,284,15,0.165,652,241,1176,961,1752,502,39,175,172,231,6,29,0,0,4,861.6756,0,0,1,1.25703,0,1639,917,0
918,18,18,4,2067,5822,5824,3110,2185,4,102,198,320,1447,729,649,32,0.226,1097,288,1318,967,2311,940,47,248,523,266,4,9,0,0,4,0,0,0,1,1.11342,0,2067,918,2
919,18,18,4,677,1662,1663,916,680,29,90,127,118,342,262,258,1,0.254,155,79,215,400,657,312,9,68,31,40,0,7,0,0,5,0,0,0,1,1.03336,0,677,919,1
920,18,18,4,773,1877,1878,1082,811,12,102,130,176,365,304,207,8,0.196,332,108,255,534,728,253,33,52,176,59,0,12,0,0,4,329.55466,0,0,1,1.11369,0,773,920,1
921,18,18,4,1222,2714,2716,1546,674,582,433,327,274,188,153,117,15,0.162,489,180,353,1078,797,308,66,211,102,93,1,16,0,0,4,0,0,0,1,1.40975,0,1222,921,2
922,18,18,4,1984,4376,4377,2576,1280,774,708,494,362,420,259,207.23436,17,0.218,852,239,484,1600,1341,713,67,248,418,105,0,14,0,0,4,0,0,0,1,1.3957,0,1984,922,1
923,18,18,4,2596,7192,7234,3090,1445,1250,1063,878,467,188,288,237,22,0.111,490,565,1708,2710,1717,534,75,129,125,145,2,14,0,0,3,0,0,0,1,1.45823,0,2596,923,42
924,18,18,4,1863,5925,5999,2361,1069,942,850,608,274,131,183,137,41,0.108,1281,554,1411,2329,1267,438,74,35,552,601,0,19,0,0,3,0,306.99503,395.73578,1,1.78506,0,1863,924,74
925,18,18,4,1924,6919,7054,2638,1025,974,946,617,215,146,173,82,82,0.122,1263,695,1582,2918,1227,632,127,92,738,258,0,48,0,0,3,274.12119,0,0,3,1.96658,0,1924,925,135
926,18,18,4,1601,4782,4826,1889,817,664,741,519,250,91,465,116.20141,347,0.097,3361,435,1064,2079,930,318,501,437,930,912,1,580,0,0,4,0,0,0,3,1.38781,0,1601,926,44
927,18,18,4,1327,4633,4865,1710,405,1000,600,485,157,85,97,51,41,0.094,772,532,1156,2111,741,325,39,32,615,60,0,26,0,0,2,0,0,0,2,2.16566,0,1327,927,232
928,18,18,4,1432,5104,5151,1675,635,889,687,486,174,85,99,72,26,0.084,445,542,1420,2117,773,299,20,58,287,63,0,17,0,0,2,0,0,0,2,1.99488,0,1432,928,47
929,18,18,4,1257,4249,4295,1425,723,595,612,419,174,52,118,116,2,0.136,328,346,1140,1541,841,427,11,17,270,27,0,3,0,0,3,0,0,0,1,1.64174,0,1257,929,46
930,18,18,4,725,1883,2197,711,550,240,210,223,189,103,138,82,15,0.287,313,133,382,641,530,511,14,7,250,31,0,11,0,0,3,0,0,0,1,1.42485,0,725,930,314
931,18,18,4,1317,3360,3375,1543,487,931,595,459,193,70,134,107,25,0.126,336,257,652,1341,834,291,11,17,273,31,0,4,0,0,3,0,0,0,1,1.44572,0,1317,931,15
932,18,18,4,1303,4225,4225,1774,793,602,564,422,199,118,128,127,1,0.119,79,326,1140,1530,872,357,31,12,8,28,0,0,0,0,3,0,0,0,1,1.49069,0,1303,932,0
933,18,18,4,2020,7190,7225,2588,979,1185,974,650,280,116,229,111,91,0.11,514,631,1932,2730,1373,559,69,47,267,113,0,18,0,0,3,0,0,0,1,1.62082,0,2020,933,35
934,18,18,4,2754,7218,7344,3454,393,2575,1390,864,334,166,169,132,30,0.114,777,596,1512,3209,1433,594,79,83,456,132,0,27,0,0,2,0,0,0,2,1.88174,0,2754,934,126
935,18,18,4,1495,3679,3694,1823,436,1195,620,529,257,89,104,99,1,0.13,85,244,692,1600,820,338,18,16,9,27,0,15,0,0,3,0,0,0,1,1.56821,0,1495,935,15
936,18,18,4,1424,3324,3324,1731,446,1056,636,428,204,156,105,98,5,0.114,244,202,637,1463,765,257,23,35,123,48,0,15,0,0,3,0,0,0,1,1.55326,0,1424,936,0
937,18,18,4,1466,3173,3175,1879,917,662,350,383,356,377,207,177,7,0.202,412,186,314,1246,957,472,153,105,67,73,0,14,0,0,4,0,0,0,1,1.28983,0,1466,937,2
938,18,18,4,1502,4020,4020,2185,1600,27,217,280,313,692,301,286,6,0.203,441,260,632,1028,1532,568,51,164,112,90,3,21,0,0,4,0,0,0,1,1.19865,0,1502,938,0
939,18,18,4,1811,3381,3397,2315,625,1284,473,641,356,341,168,118,48,0.147,1166,138,265,1611,1048,335,167,381,280,272,0,66,0,0,3,0,0,0,1,1.55034,0,1811,939,16
940,18,18,4,2108,3609,3644,2475,342,1665,685,788,436,199,124,97,20,0.139,1019,137,298,1811,1062,336,109,123,327,370,0,90,0,0,2,0,0,0,1,1.8061,0,2108,940,35
941,18,18,4,2526,4321,4484,3006,258,2324,887,917,452,270,95,93,2,0.13,205,191,317,2340,1250,386,7,49,83,55,0,11,0,0,2,0,0,0,1,1.80053,0,2526,941,163
942,18,18,4,2876,4436,4489,2823,39,2703,1025,1053,551,247,91,35,38,0.192,1545,120,206,2409,1104,650,37,322,862,290,0,34,0,0,2,0,0,0,1,2.86187,0,2876,942,53
943,18,18,4,2369,4561,4573,3145,687,1851,739,825,493,312,236,205,6,0.162,798,177,487,2088,1297,524,130,147,359,149,0,13,0,0,3,2338.10034,0,0,1,1.43192,0,2369,943,12
944,18,18,4,3065,5493,5493,3536,94,3101,1331,993,468,273,102,58.41008,5,0.175,723,242,514,2682,1343,712,108,133,372,102,0,8,0,0,2,0,0,0,2,2.87436,0,3065,944,0
945,18,18,4,2772,4233,4264,2257,66,2669,1297,951,367,157,307,45,55,0.269,6876,133,247,1998,961,925,29,1041,1048,4600,2,156,99.32588,217.1926,1,0,0,0,3,4.1172,0,2772,945,31
946,18,18,4,2069,4064,4111,2465,382,821,1065,641,251,112,210,57,133,0.241,3944,263,482,1365,1244,757,337,564,1408,949,2,684,41,102,2,0,2603.86841,9660.75,3,3.17608,0,2069,946,47
947,18,18,4,1592,3634,3639,2083,306,1341,799,490,181,122,436,18.68003,391,0.152,6577,226,635,1561,813,404,246,571,3488,1428,3,841,0,0,3,0,0,0,2,1.73911,0,1592,947,5
948,18,18,4,1590,4019,4123,2039,813,923,533,495,349,213,391,200,182,0.145,3191,235,718,1657,1096,417,162,422,286,2077,4,240,0,0,3,0,0,0,3,1.44134,0,1590,948,104
949,18,18,4,1375,3493,3629,1733,1303,183,305,338,288,444,284,232,46,0.264,1115,203,520,1006,1162,738,110,140,439,249,1,176,0,0,4,0,0,0,3,1.29374,0,1375,949,136
950,18,18,4,1971,4733,4733,2283,1210,907,589,552,450,380,246,206.53311,29,0.193,1243,267,738,1632,1430,666,92,379,424,313,1,34,0,0,3,0,0,0,3,1.46902,0,1971,950,0
951,18,18,4,2596,6256,6256,3201,1854,945,635,881,622,458,268,222,21,0.233,549,290,917,2007,1938,1104,57,127,262,92,0,11,0,0,4,0,0,0,3,1.43647,0,2596,951,0
952,18,18,4,2360,6363,6363,2980,925,1618,390,637,680,653,977,237,197.22534,0.235,4337,381,1025,1958,1857,1142,70,1248,379,1006,4,1630,0,0,4,0,0,0,3,1.5778,0,2360,952,0
953,18,18,4,2569,6865,6878,3918,2146,505,356,454,624,1135,587,506,18,0.159,1089,442,1353,1811,2563,709,113,274,439,121,1,141,0,0,4,0,0,0,3,1.21202,0,2569,953,13
954,18,18,4,1872,4086,4406,2343,436,1502,565,661,393,253,198,99,82,0.234,2269,200,596,1641,1171,798,590,163,1074,265,0,177,0,0,3,1744.51111,0,0,3,1.85355,0,1872,954,320
955,18,18,4,1323,2935,2935,1654,241,1169,423,518,262,120,134,99,35,0.149,3660,140,479,1273,730,313,160,180,712,2527,2,79,0,0,3,0,0,0,3,2.44603,0,1323,955,0
956,18,18,4,2078,4493,4572,2464,826,1416,610,731,425,312,219,208,5,0.168,807,252,650,1758,1372,540,99,80,292,269,0,67,0,0,3,574.45044,0,0,3,1.42863,0,2078,956,79
957,18,18,4,1450,3185,3246,1728,451,1032,428,432,324,266,158,117,16,0.222,412,167,415,1244,865,555,4,87,243,70,0,8,0,0,4,0,0,0,3,1.44948,0,1450,957,61
958,18,18,4,1484,3033,3164,1714,731,674,411,455,349,269,195,87,19,0.281,444,102,323,1091,948,700,22,78,108,231,1,4,0,0,4,0,0,0,3,1.58977,0,1484,958,131
959,18,18,4,1979,4641,4641,2472,1081,1031,605,657,422,295,208,161,25,0.177,487,261,727,1762,1294,597,64,154,168,92,0,9,0,0,4,0,0,0,3,1.43826,0,1979,959,0
960,18,18,4,2436,5734,5762,2838,1207,1220,1035,591,439,371,617,181.01411,293,0.21,4359,248,889,1984,1744,897,185,1009,1450,1166,3,546,0,0,3,0,0,0,3,1.50091,0,2436,960,28
961,18,18,4,1098,3260,3260,1650,755,505,321,401,245,131,482,8,474,5E-3,1015,470,798,1885,104,3,16,312,441,85,0,161,0,0,2,0,998.50586,3948.13477,3,1.10395,0,1098,961,0
962,18,18,4,1740,4832,4832,2042,427,1455,668,580,349,143,145,92,54.24068,0.104,377,373,1287,1845,987,340,33,40,177,114,1,12,0,0,3,0,0,0,3,1.57544,0,1740,962,0
963,18,18,4,2252,4888,4897,2744,879,719,684,694,522,352,235,138,86,0.15,929,205,650,2082,1456,504,26,101,353,421,2,26,0,0,3,1454.25903,0,0,3,1.45084,0,2252,963,9
964,18,18,4,275,858,1473,1055,174,120,39,78,81,77,1390,45,1315,0.041,2409,70,394,812,160,37,5,359,243,1576,2,224,0,0,4,0,0,0,3,0.99205,0,275,964,615
965,18,18,4,297,877,877,463,180,96,154,68,59,16,1017,17,874,0.104,1264,57,220,371,166,63,2,34,72,821,0,335,0,0,4,0,0,0,3,0.97522,0,297,965,0
966,18,18,4,51,84,101,74,14,0,34,2,12,3,280,8,268,0.129,1295,4,10,36,45,6,74,145,268,429,0,379,0,0,4,0,0,0,3,1.10512,0,51,966,17
967,18,18,4,349,604,651,374,309,0,51,66,116,116,104,4,99,0.069,4547,11,0,413,208,19,76,768,1315,1581,5,802,41,102,1,0,0,0,3,3.4596,0,349,967,47
968,18,18,4,1517,2745,2837,907,163,1056,853,424,148,92,83,7,70,0.483,8320,61,230,602,757,1187,422,1825,2932,2310,3,828,75,164,1,0,0,0,3,4.08383,0,1517,968,92
969,18,18,4,943,1697,1848,591,83,545,649,186,66,42,85,15.52128,49,0.129,18900,28,93,1005,569,153,118,4708,2343,9361,2,2368,84.88984,185.62579,1,0,0,0,3,4.86367,0,943,969,151
970,18,18,4,2432,3669,3981,1272,225,1857,2017,285,69,61,94,25.51208,67,0.286,13078,132,268,1267,1438,876,149,2522,1751,8391,0,265,143.20103,313.13293,1,0,0,0,3,4.41191,0,2432,970,312
971,18,18,4,993,1470,1551,702,50,982,632,250,82,29,96,5.22976,88,0.284,18584,37,67,690,404,353,281,6547,5711,4899,4,1142,75,164,1,0,0,0,3,4.46406,0,993,971,81
