ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
697,14,14,3,475,1509,1612,636,442,102,133,126,97,119,19547,289,112,0.143,2898,67,477,417,496,155,22,1540,320,120,629,267,0,0,4,0,0,0,1,1.27668,0,475,697,103
698,14,14,3,2235,7107,7155,3291,2360,152,372,300,585,978,3698,1294.11377,90,0.111,1598,457,1737,2010,2498,453,343,241,655,143,153,63,0,0,4,2420.86035,0,0,1,1.03574,0,2235,698,48
699,14,14,3,1507,4569,4569,2108,1607,117,211,245,369,682,2213,759,18,0.115,859,301,1050,1261,1656,301,69,132,228,84,198,148,0,0,4,0,0,0,1,1.04585,0,1507,699,0
700,14,14,3,3150,9629,9672,3921,2453,1112,1121,713,717,599,2701,705.12,448,0.133,9944,806,2563,3180,2205,918,883,1033,1383,1870,401,4374,0,0,4,0,0,0,3,1.41163,0,3150,700,43
701,14,14,3,1970,5631,5640,2388,1704,595,360,437,519,654,1319,836,51,0.179,1340,381,1292,1474,1776,717,310,248,358,214,90,120,0,0,4,0,0,0,3,1.07145,0,1970,701,9
702,14,14,3,2876,9187,9416,3732,1939,1260,1010,733,616,517,1564,913.71881,138,0.131,3353,767,2336,3177,2282,854,279,1026,1142,740,7,159,0,0,4,0,0,0,1,1.18801,0,2876,702,229
703,14,14,3,1170,3624,3632,1728,1229,109,149,197,252,572,4088,1224,15,0.112,955,206,903,945,1351,227,25,151,43,231,7,498,0,0,4,0,0,0,1,0.98084,0,1170,703,8
704,14,14,3,1156,3274,3274,1503,1227,143,203,284,237,432,64673,1531,11,0.167,1164,140,651,775,1359,349,45,110,585,185,138,101,0,0,5,0,0,0,1,0.96628,0,1156,704,0
705,14,14,3,3134,9796,9829,4545,2712,995,737,827,860,710,6523,717,123.17499,0.121,1419,758,2539,3114,2632,786,130,248,737,198,30,76,0,0,4,0,1106.37048,2599.01782,2,1.1708,0,3134,705,33
706,14,14,3,828,2714,2727,1376,894,116,245,254,170,159,23979,758,982,0.128,6666,197,736,854,703,237,2575,565,947,819,532,1228,0,0,4,0,0,0,3,1.08879,0,828,706,13
707,14,14,3,1902,7730,7959,2898,1074,1112,761,604,359,178,1020,445,433,0.118,4656,752,2446,2689,1386,686,881,447,1355,1305,40,628,0,0,4,0,0,0,3,1.28072,0,1902,707,229
708,14,14,3,2345,7440,7474,3056,1968,687,762,655,558,370,600,525,59.33133,0.171,1426,527,1787,2204,2033,923,78,362,615,333,21,17,0,0,4,2647.20044,0,0,3,1.22181,0,2345,708,34
709,14,14,3,1616,6012,6417,2075,1086,678,612,394,367,243,518,266,82,0.106,1272,644,1818,2317,1153,485,334,201,369,308,0,60,0,0,4,0,0,0,3,1.37096,0,1616,709,405
710,14,14,3,1843,6546,6651,2408,1258,883,537,517,501,288,652,556,33,0.076,1059,645,1796,2447,1464,299,164,320,360,198,1,16,0,0,4,0,0,0,3,1.1685,0,1843,710,105
711,14,14,3,2161,7028,7028,3093,2422,79,135,432,696,898,3330,727,7,0.085,743,681,1700,2335,1984,328,53,192,229,117,103,49,0,0,4,0,0,0,1,1.10528,0,2161,711,0
712,14,14,3,1269,4150,4293,1833,1341,142,236,342,348,343,10176,1245,24,0.157,2248,245,988,1140,1470,450,118,177,1117,388,263,185,0,0,4,0,0,0,2,1.03155,0,1269,712,143
713,14,14,3,1421,4813,4826,2000,1522,134,269,369,295,488,12611,1816,115,0.154,1352,231,1110,1251,1754,480,68,246,99,495,238,206,0,0,4,0,0,0,2,0.97039,0,1421,713,13
714,14,14,3,349,958,997,507,469,0,90,80,72,107,372520,1102,276,0.186,1456,48,175,290,355,129,11,29,46,188,49,1133,0,0,4,0,0,0,1,0.9552,0,349,714,39
715,15,15,4,2227,6740,6835,3451,2200,197,292,444,754,737,137540,4601,2964,0.096,17546,705,1285,2759,1678,408,499,8199,1100,4137,118,3493,0,0,4,0,0,0,1,1.0125,0,2227,715,95
716,15,15,4,1655,4414,4440,1699,1295,283,489,417,405,344,1182,970,60,0.234,3072,270,761,1381,1227,801,76,961,1172,728,13,122,0,0,4,0,0,0,3,1.09947,0,1655,716,26
717,15,15,4,2031,5602,5635,2445,1789,353,536,516,512,467,677,473,151,0.163,1879,392,1227,2031,1309,676,93,129,851,609,1,196,0,0,4,1832.18738,0,0,3,1.18174,0,2031,717,33
718,15,15,4,2614,7516,7525,3769,2134,635,433,555,767,859,1344,817,268,0.079,4333,638,1775,2828,1959,325,430,563,374,1874,14,1078,0,0,4,0,0,0,3,1.18794,0,2614,718,9
719,15,15,4,2354,6262,6276,3070,1716,736,456,603,705,590,911,494,37,0.112,356,573,1286,2600,1332,485,57,107,92,86,0,14,0,0,4,0,0,0,3,1.12915,0,2354,719,14
720,15,15,4,1211,3568,3581,1947,1294,22,139,267,379,426,11418,1562,207,0.073,1222,253,876,1428,885,139,59,113,241,617,5,187,0,0,4,0,1105.59998,4892.58936,3,0.96183,0,1211,720,13
721,15,15,4,2176,5588,5686,2921,1369,920,506,432,546,692,1129,508,140.46074,0.101,2687,461,1089,2272,1514,350,1287,313,585,329,4,169,0,0,4,0,0,0,1,1.22586,0,2176,721,98
722,15,15,4,2686,8435,8466,3746,2286,699,593,820,819,454,538,443,79,0.108,626,704,1818,3488,1838,618,87,84,218,179,1,57,0,0,4,0,0,0,3,1.22739,0,2686,722,31
723,15,15,4,1632,4296,4318,2061,1492,320,267,407,423,535,981,650,75,0.135,1631,281,831,1566,1252,388,184,365,634,380,3,65,0,0,4,0,0,0,3,1.09626,0,1632,723,22
724,15,15,4,2783,6275,6392,3439,2238,533,801,650,695,637,738,518,146,0.185,4362,393,1048,2254,1839,858,507,1482,1828,476,7,62,0,0,4,0,0,0,3,1.34472,0,2783,724,117
725,15,15,4,1237,3768,3781,1989,1363,0,99,226,300,612,1193,813,12,0.126,330,230,847,959,1473,272,63,102,37,102,4,22,0,0,4,0,0,0,2,0.99328,0,1237,725,13
726,15,15,4,2713,7815,7815,3718,2595,376,399,711,765,838,940,641,58,0.125,808,499,1688,2523,2494,611,204,170,217,167,1,49,0,0,4,0,0,0,3,1.13902,0,2713,726,0
727,15,15,4,1020,2963,3105,1232,1097,26,242,243,311,224,296,236,55,0.155,450,206,649,1075,833,342,15,34,315,72,0,14,0,0,4,1754.58813,0,0,3,1.14702,0,1020,727,142
728,15,15,4,2222,6227,6227,3359,2145,256,374,514,671,663,3167,752,594.48328,0.095,3649,460,1354,2309,1764,340,223,695,488,1066,54,1123,0,0,4,0,0,0,3,1.09316,0,2222,728,0
729,15,15,4,3955,11302,11302,5410,3828,2,858,692,823,1582,7251,2183,134.90224,0.1,3852,779,1845,5261,2691,726,916,1019,757,382,57,721,0,0,4,0,0,0,1,1.05248,0,3955,729,0
730,15,15,4,3180,8454,9046,2891,1697,1433,549,595,848,1188,2814,516.53827,1299,0.032,5751,308,596,6367,1690,85,810,1145,1016,2211,6,563,0,0,5,0,0,0,2,1.11895,0,3180,730,592
731,15,15,4,1883,4010,4011,1459,468,386,746,336,485,316,399,246.90195,21,0.062,183,262,598,2086,941,124,26,73,31,34,0,19,0,0,4,0,0,0,1,1.18382,0,1883,731,1
732,15,15,4,1648,4841,4879,1628,1582,290,221,420,525,482,786,371,351,0.097,4356,370,1036,1952,1229,292,557,1085,935,1175,6,598,0,0,4,1051.13794,0,0,3,1.27245,0,1648,732,38
733,15,15,4,2288,6669,6728,2150,1872,429,669,548,588,483,785,468,291,0.117,4464,477,1459,2574,1698,520,1137,697,1087,1151,11,381,0,0,4,0,0,0,2,1.3021,0,2288,733,59
734,15,15,4,2618,7036,7044,2516,2382,308,329,497,687,1105,2976,767,79,0.119,1754,414,1414,2438,2270,508,153,515,377,462,21,226,0,0,4,272.10962,0,0,1,1.12939,0,2618,734,8
735,15,15,4,1219,3284,3284,1985,1267,1,97,247,324,551,12420,1055,13,0.139,1481,180,601,1033,1187,283,316,227,615,242,15,66,0,0,5,1670.93518,0,0,1,1.00974,0,1219,735,0
736,15,15,4,3050,8385,8397,4831,2098,537,318,619,836,1277,1531,744,283,0.13,10604,503,1790,2698,2719,687,3678,3646,1921,746,9,604,0,0,3,0,0,0,2,1.48105,0,3050,736,12
737,15,15,4,1436,4420,4447,2525,1558,0,191,302,443,500,953,515,272,0.101,5982,319,980,1459,1439,250,453,1785,856,1517,20,1351,0,0,4,0,0,0,3,1.32074,0,1436,737,27
738,15,15,4,1847,5477,5490,3086,1767,222,148,324,425,950,514,437,14,0.096,222,339,1435,1599,1841,276,44,101,22,45,1,9,0,0,4,0,0,0,3,1.12757,0,1847,738,13
739,15,15,4,2185,5049,5167,2605,1046,1156,651,629,513,392,1205,191,273.55017,0.188,10172,345,728,2289,1051,754,2279,2178,1263,3224,11,1217,0,0,4,0,0,0,3,2.02837,0,2185,739,118
740,15,15,4,1292,3507,3522,1994,1120,104,149,285,374,484,441,308,87,0.173,1553,187,723,991,1201,420,260,245,714,168,2,164,0,0,4,1935.98499,0,0,3,1.2193,0,1292,740,15
741,15,15,4,1601,4571,4631,2639,1392,331,154,341,406,700,528,306,81,0.125,713,235,1075,1327,1652,342,71,202,239,117,0,84,0,0,4,0,0,0,3,1.18198,0,1601,741,60
742,15,15,4,5568,15445,15456,9125,1256,4632,2704,793,932,1139,1686,665.30365,734,0.082,16762,1203,3045,6598,3889,721,2912,5156,2183,3601,25,2885,0,0,3,0,0,0,3,1.60131,0,5568,742,11
743,15,15,4,3063,8666,8727,4683,2675,629,364,622,832,1245,2250,656,402,0.118,5419,718,1808,3372,2145,684,692,2066,847,1164,1,649,0,0,4,0,0,0,3,1.25893,0,3063,743,61
744,15,15,4,1708,4513,4652,2430,1210,582,424,376,410,498,523,382,94.20223,0.186,3383,324,831,1670,1182,645,99,184,541,2500,1,58,0,0,4,0,0,0,1,1.37013,0,1708,744,139
745,15,15,4,1710,4424,4424,2359,1280,452,239,360,461,650,1980,421,13,0.176,495,281,864,1359,1370,550,21,82,219,130,0,43,0,0,4,0,0,0,1,1.12141,0,1710,745,0
746,15,15,4,2546,7946,7946,4156,2580,157,221,404,474,1447,65629,2570,117,0.101,1866,539,2006,2294,2666,441,198,529,380,453,114,192,0,0,4,0,0,0,1,0.97801,0,2546,746,0
747,16,16,4,1151,3667,3667,2118,1217,0,60,111,169,811,3271,523,15,0.11,383,237,778,1099,1331,222,27,126,99,41,1,89,0,0,5,0,0,0,1,1.04501,0,1151,747,0
748,16,16,4,1163,3952,3952,2108,1248,0,136,230,303,494,433,312,73,0.11,211,324,816,1411,1133,268,41,87,11,59,0,13,0,0,4,0,0,0,2,1.0972,0,1163,748,0
749,16,16,4,2027,6011,6017,3125,1380,397,368,614,479,566,438,270,138,0.101,970,487,950,2673,1527,380,198,138,308,117,2,207,0,0,4,0,0,0,2,1.25271,0,2027,749,6
750,16,16,4,488,1278,1279,607,241,133,80,133,151,124,854,1,489,0.067,6052,185,184,647,184,79,38,1027,646,840,5,3496,0,0,2,0,1516.63208,0,3,1.47244,0,488,750,1
751,16,16,4,91,238,239,112,66,0,21,21,25,24,11159.7998,1,1943.74463,0.067,20201,35,34,121,34,15,1654,3436,2088,2203,32,10788,0,0,4,0,0,0,3,1.34544,0,91,751,1
752,16,16,4,245,736,739,363,168,90,20,52,80,93,1585.40002,38,1461.45105,0.067,13134,87,121,375,125,31,896,3564,935,2047,29,5663,0,0,2,0,0,0,3,1.28189,0,245,752,3
753,16,16,4,1364,4482,4491,2369,1458,0,138,177,342,707,570,516,28,0.104,402,295,1058,1406,1467,265,55,176,109,47,2,13,0,0,4,0,0,0,1,1.0709,0,1364,753,9
754,16,16,4,1144,3904,3980,2004,1224,4,48,100,192,804,3692,713,231,0.126,1355,235,1049,1263,1100,333,46,265,813,148,0,83,0,0,4,0,2918.00708,7506.65869,1,1.03143,0,1144,754,76
755,16,16,4,3028,9831,9901,4844,2384,792,473,469,735,1351,1301,992,66,0.125,1334,644,2333,3124,3007,793,136,573,343,224,1,57,0,0,4,0,0,0,1,1.11223,0,3028,755,70
756,16,16,4,2142,7022,7034,3008,2067,172,446,426,548,722,981,786.44666,48,0.186,2970,360,1606,2042,2075,951,327,623,641,853,18,508,0,0,4,2266.54541,0,0,2,1.19495,0,2142,756,12
757,16,16,4,767,2826,2834,1452,828,0,94,230,258,185,189,179,3,0.101,157,227,628,1120,677,182,42,23,63,23,0,6,0,0,4,0,0,0,3,1.20183,0,767,757,8
758,16,16,4,2052,6692,6714,3407,1467,647,397,563,597,495,390,335,38,0.133,480,478,1427,2536,1653,620,35,74,189,168,1,13,0,0,4,1789.85803,0,0,3,1.26174,0,2052,758,22
759,16,16,4,1968,6173,6192,3155,1780,330,330,471,608,559,550,395,126,0.133,388,479,1166,2487,1488,572,36,67,141,68,0,76,0,0,4,0,0,0,3,1.13346,0,1968,759,19
760,16,16,4,1824,6000,6007,2929,1584,361,356,480,575,413,400,355,35,0.136,420,471,1253,2375,1327,581,109,74,173,49,0,15,0,0,4,0,0,0,3,1.20813,0,1824,760,7
761,16,16,4,3433,9525,9645,4959,1362,2122,1032,997,825,579,594,411.75998,166,0.134,1969,697,1865,4117,2033,933,228,414,774,313,1,239,0,0,4,0,0,0,3,1.33037,0,3433,761,120
762,16,16,4,1191,3508,3522,2025,793,351,201,350,347,293,222,176,9,0.092,455,278,709,1581,746,208,11,148,195,89,0,12,0,0,3,0,0,0,3,1.3299,0,1191,762,14
763,16,16,4,3073,8168,8171,3842,205,2850,777,884,876,536,249,169,72,0.12,2161,731,1140,4242,1332,726,40,982,573,463,1,102,0,0,3,0,0,0,3,1.86452,0,3073,763,3
764,16,16,4,2094,6929,7178,3280,1669,573,455,567,591,481,490,407,77,0.154,1231,513,1429,2753,1679,804,116,92,880,113,1,29,0,0,4,0,0,0,3,1.26126,0,2094,764,249
765,16,16,4,922,2856,2874,1642,764,204,157,288,202,275,308,167,106,0.136,1162,211,559,1013,830,261,244,85,729,97,0,7,0,0,4,1406.89099,0,0,3,1.2609,0,922,765,18
766,16,16,4,1042,2874,2882,1416,950,158,203,299,286,254,303,193,78,0.216,657,160,533,905,814,470,174,189,195,88,0,11,0,0,4,0,0,0,3,1.1841,0,1042,766,8
767,16,16,4,3008,9089,9101,4692,2241,379,651,757,863,737,2081,531.48962,663,0.117,6305,582,1698,3613,2528,680,1907,1437,1354,458,1,1148,0,0,4,2164.75928,0,0,3,1.25484,0,3008,767,12
768,16,16,4,2267,7992,8032,3745,1843,576,412,662,573,620,6223,378,687,0.093,4869,649,1833,3161,1923,466,508,932,293,1039,17,2080,0,0,4,0,0,0,3,1.22318,0,2267,768,40
769,16,16,4,3563,10712,10755,5362,2439,0,425,789,1160,1189,5833.7998,666,244,0.067,2791,1268,1758,5448,1835,446,109,509,596,175,19,1383,0,0,4,0,0,0,3,1.23202,0,3563,769,43
770,16,16,4,1862,6305,6323,3054,1541,414,322,570,572,398,514,371,106,0.124,1668,450,1444,2276,1625,528,199,337,590,150,1,391,0,0,4,0,0,0,3,1.27515,0,1862,770,18
771,16,16,4,2433,7341,7357,3482,2232,240,614,570,560,689,740,464,155,0.191,1381,437,1416,2263,2221,1020,450,136,555,208,1,31,0,0,4,0,0,0,3,1.19727,0,2433,771,16
772,16,16,4,1408,5053,5067,2150,1107,173,365,422,409,212,242,197,20,0.115,413,396,1120,2090,1055,406,73,77,153,73,1,36,0,0,4,0,0,0,3,1.38007,0,1408,772,14
773,16,16,4,1861,6433,6479,3027,951,949,356,608,569,328,490,232,218,0.091,1861,531,1449,2857,1248,394,160,380,446,511,0,364,0,0,4,0,0,0,3,1.32217,0,1861,773,46
774,16,16,4,2748,7819,7960,3897,1475,875,822,765,670,491,553,318.93704,197,0.108,2197,654,1301,3776,1641,588,88,531,512,469,3,594,0,0,4,305.36777,0,0,3,1.34514,0,2748,774,141
775,16,16,4,2916,8804,8961,4206,2109,898,657,763,724,772,624,568,56,0.172,794,651,1678,3350,2135,1147,90,202,311,141,3,47,0,0,4,1852.34155,0,0,3,1.19863,0,2916,775,157
776,16,16,4,2297,6758,6782,3268,1383,1032,462,671,677,487,514,353,146,0.159,1141,443,1226,2543,1799,771,28,199,718,157,2,37,0,0,4,0,0,0,3,1.22895,0,2297,776,24
777,16,16,4,2411,6270,6613,3095,120,2397,917,628,548,318,350,107.66513,241.02208,0.181,8252,508,802,3290,1066,947,1114,2282,2657,2027,8,164,0,0,2,0,0,0,3,2.239,0,2411,777,343
778,16,16,4,5252,13323,13328,7735,1702,3079,1153,1324,1516,1259,1312,483,226,0.081,7080,1049,1700,7273,2626,680,148,1648,3030,2130,8,116,0,0,4,0,0,0,3,1.64888,0,5252,778,5
779,16,16,4,1613,5154,5154,2585,1494,185,230,313,415,655,455,364,16,0.153,596,305,1207,1484,1622,536,99,139,210,114,0,34,0,0,4,0,0,0,3,1.19764,0,1613,779,0
780,16,16,4,977,3157,3168,1571,1046,2,77,185,235,480,1923,532,46,0.136,468,206,755,893,1038,276,19,236,72,131,0,10,0,0,4,0,0,0,1,1.02629,0,977,780,11
781,16,16,4,1643,4287,4358,2369,1535,128,366,372,382,523,3696,635,61,0.175,499,232,879,1394,1311,542,46,84,248,97,0,24,0,0,4,0,0,0,1,1.03571,0,1643,781,71
782,16,16,4,2576,7045,7081,3676,1907,843,628,584,707,657,795,481.06281,82,0.138,543,497,1217,2796,1900,671,73,141,124,174,0,31,0,0,4,0,0,0,3,1.15476,0,2576,782,36
783,16,16,4,1147,3150,3157,1761,626,94,180,307,277,383,743,189,20,0.102,105,227,419,1461,853,197,8,41,10,32,0,14,0,0,4,0,0,0,3,1.17836,0,1147,783,7
784,16,16,4,1779,5453,5484,2716,1562,319,365,447,406,561,544,385,106,0.152,1004,369,918,1921,1715,561,362,115,388,107,1,31,0,0,4,0,0,0,3,1.17698,0,1779,784,31
785,16,16,4,2199,6755,6788,3536,1365,984,485,657,570,487,408,349,35,0.119,693,489,1399,2829,1510,561,144,193,240,96,0,20,0,0,4,1350.45178,0,0,3,1.27842,0,2199,785,33
786,16,16,4,1381,4482,4505,2282,1295,178,201,370,463,347,309,256,7,0.146,239,285,863,1572,1340,445,37,86,72,35,0,9,0,0,4,0,0,0,3,1.23056,0,1381,786,23
787,16,16,4,2291,7017,7039,3846,1333,1070,454,651,567,619,464,423,12,0.119,568,493,1271,2788,1949,538,193,98,172,92,0,13,0,0,4,0,0,0,3,1.23133,0,2291,787,22
788,16,16,4,1708,5721,5737,2767,1646,177,312,372,472,552,422,406,4,0.133,314,438,1266,2006,1507,520,33,98,119,54,0,10,0,0,4,0,0,0,3,1.17056,0,1708,788,16
789,16,16,4,1387,4877,4902,2599,1427,51,243,349,354,441,292,270,4,0.114,212,357,983,1724,1498,340,40,54,50,41,13,14,0,0,4,0,0,0,3,1.23783,0,1387,789,25
790,16,16,4,1661,5898,5907,3209,1686,2,205,323,426,707,630,514,4,0.1,427,406,1427,1944,1792,338,47,72,262,19,0,27,0,0,4,0,0,0,3,1.12861,0,1661,790,9
791,16,16,4,957,3715,3750,1882,341,672,172,259,299,227,142,127,11,0.098,341,285,925,1421,885,234,86,75,118,48,0,14,0,0,4,0,0,0,3,1.4701,0,957,791,35
792,16,16,4,958,3669,3748,2001,1013,10,116,228,318,296,195,188,3,0.139,142,217,780,1217,1195,339,33,44,21,34,0,10,0,0,4,0,0,0,3,1.26628,0,958,792,79
793,16,16,4,1238,4519,4542,2058,610,707,288,316,350,284,239,200,22.3366,0.12,444,290,1069,1583,1245,355,72,124,177,55,0,16,0,0,4,0,0,0,3,1.33392,0,1238,793,23
794,16,16,4,818,3148,3148,1531,866,9,77,139,230,372,561,103,25,0.085,624,369,655,1312,643,169,22,66,20,339,0,177,0,0,4,0,0,0,3,1.52899,0,818,794,0
795,16,16,4,883,3170,3170,1439,748,173,171,320,221,171,437,151,146,0.092,1259,253,769,1287,671,190,54,221,261,364,2,357,0,0,4,0,0,0,3,1.26267,0,883,795,0
796,16,16,4,1776,6589,6650,3351,1834,17,192,406,591,587,858,373,388.60098,0.128,4502,439,1465,2286,1898,562,1197,363,1146,183,19,1594,0,0,4,0,0,0,3,1.30111,0,1776,796,61
797,16,16,4,2103,7284,7352,3366,1626,404,524,511,585,483,1055,355,654,0.125,6638,560,1508,2811,1852,621,519,560,616,662,1,4280,0,0,4,0,0,0,3,1.30495,0,2103,797,68
798,16,16,4,1551,4173,4238,1860,811,173,513,416,388,234,334,288,12,0.21,560,209,706,1308,1362,653,29,97,332,50,1,51,0,0,4,0,0,0,3,1.22012,0,1551,798,65
799,16,16,4,1645,5100,5116,2801,1624,31,273,370,384,618,382,307,20,0.113,345,378,913,1905,1570,350,38,134,53,100,0,20,0,0,4,0,0,0,3,1.21135,0,1645,799,16
800,16,16,4,2016,6072,6119,2942,1284,735,717,455,457,387,433,346,82,0.17,1528,382,1182,2255,1539,761,101,135,914,353,0,25,0,0,4,4255.95264,0,0,3,1.29616,0,2016,800,47
801,16,16,4,3754,11537,11584,5637,2297,1478,933,800,1116,905,769,501.52069,278,0.099,1753,913,2074,5041,2834,722,203,542,285,167,1,555,0,0,4,0,0,0,3,1.24912,0,3754,801,47
802,16,16,4,1388,5812,5838,2082,1191,304,375,420,365,228,281,220,57,0.107,704,522,1624,2246,999,447,30,34,394,231,2,13,0,0,3,0,0,0,3,1.36841,0,1388,802,26
803,16,16,4,950,2457,2519,1358,612,304,162,289,264,235,6800,183,150,0.207,410,163,422,954,578,402,9,13,359,19,1,9,0,0,4,0,0,0,1,1.08016,0,950,803,62
804,17,17,4,1054,3177,3199,1392,912,224,214,335,292,213,611,276,40,0.195,521,174,608,1148,796,473,33,84,255,139,0,10,0,0,4,0,0,0,1,1.14202,0,1054,804,22
805,17,17,4,2187,7916,7953,3450,2119,204,472,639,586,490,470,220,126,0.144,750,624,1812,2943,1742,832,230,96,340,62,0,22,0,0,4,0,0,0,3,1.38516,0,2187,805,37
806,17,17,4,2971,9080,9177,4136,2523,424,903,886,737,445,1677,500,1102.2467,0.226,8922,577,1628,2983,2384,1605,721,1106,1094,1336,1,4664,0,0,4,0,0,0,3,1.23481,0,2971,806,97
807,17,17,4,1173,4477,4487,1810,1256,0,321,345,323,184,240,179,21,0.165,154,321,1004,1543,1073,546,58,25,46,19,0,6,0,0,4,0,0,0,3,1.31571,0,1173,807,10
808,17,17,4,870,3685,3727,1439,931,7,224,254,264,128,208,158,46,0.138,1600,254,871,1271,974,357,32,59,1428,67,0,14,0,0,4,0,0,0,3,1.54782,0,870,808,42
809,17,17,4,706,2266,2273,992,755,0,200,186,200,120,417,126,256,0.222,1863,140,422,694,634,383,56,212,189,584,5,817,0,0,4,2239.34131,0,0,3,1.20895,0,706,809,7
810,17,17,4,3206,10769,10796,4911,1663,1432,833,1020,860,493,11815,598,2397.47974,0.165,19049,762,2109,3802,2837,1286,1313,3251,1129,4359,29,8968,0,0,4,0,0,0,3,1.23229,0,3206,810,27
811,17,17,4,2298,6539,6718,3051,1689,583,641,702,606,349,640,283,343,0.206,2195,400,1140,2364,1767,1047,151,374,760,249,0,661,0,0,3,0,4216.37451,10168.66504,3,1.23221,0,2298,811,179
812,17,17,4,1204,3480,3519,1721,956,23,257,450,302,195,398,154,233,0.193,3627,209,628,1234,945,503,881,322,907,1455,0,62,0,0,3,0,0,0,3,1.45588,0,1204,812,39
813,17,17,4,978,3450,3467,1490,600,348,361,277,229,111,260,123,98,0.141,1896,244,855,1186,834,348,108,180,1515,71,0,22,0,0,4,0,0,0,3,1.53508,0,978,813,17
814,17,17,4,906,3355,3361,1465,958,4,246,277,215,168,201,150,6,0.173,189,261,715,1144,808,433,57,31,86,11,0,4,0,0,4,0,0,0,3,1.31938,0,906,814,6
815,17,17,4,1119,4404,4523,1747,349,819,420,421,214,64,156,89,67,0.097,267,467,1154,1862,730,310,15,25,193,31,0,3,0,0,4,0,0,0,3,1.46874,0,1119,815,119
816,17,17,4,948,3207,3420,1336,675,256,353,261,209,125,202,118,28,0.243,335,230,690,1115,715,670,97,21,181,30,0,6,0,0,3,0,0,0,3,1.39814,0,948,816,213
817,17,17,4,2086,8126,8158,3462,421,1671,777,830,362,117,215,143,72,0.058,380,945,2134,3554,1236,289,63,58,208,46,0,5,0,0,3,0,0,0,3,1.62484,0,2086,817,32
818,17,17,4,1316,4637,4683,2150,1080,326,288,436,364,228,312,195,102,0.154,315,320,1059,1663,1117,524,23,35,214,29,0,14,0,0,4,1887.61121,0,0,3,1.2137,0,1316,818,46
819,17,17,4,674,2382,2383,1208,411,297,201,228,142,103,159,128,30,0.102,521,205,495,1000,522,161,218,76,156,57,1,13,0,0,4,0,0,0,2,1.29795,0,674,819,1
820,17,17,4,3783,11104,11156,6216,2376,1211,789,1014,954,1026,14520,1644,204,0.094,1114,969,1906,4896,2738,647,69,280,504,219,4,38,0,0,4,1193.24182,0,0,1,1.02695,0,3783,820,52
821,17,17,4,1592,4176,5270,2784,1380,217,294,434,435,429,1070,450,371,0.112,944,240,923,2217,1520,370,65,285,402,176,0,16,0,0,4,0,8373.60254,4545.80957,1,1.057,0,1592,821,1094
822,17,17,4,945,2493,2508,1446,991,64,142,170,262,371,1079,819,9,0.246,271,101,412,619,917,459,32,99,80,46,0,14,0,0,5,0,0,0,1,0.96348,0,945,822,15
823,17,17,4,2739,7053,7102,3633,1610,1301,805,861,626,447,769,515,99,0.176,1065,451,1179,2606,1956,910,49,190,515,245,0,66,0,0,4,1924.90222,0,0,1,1.17049,0,2739,823,49
824,17,17,4,1811,4919,4919,2588,693,1170,571,589,438,213,437,267,162,0.081,1072,372,844,2599,840,264,282,227,277,234,0,52,0,0,4,0,0,0,1,1.20157,0,1811,824,0
825,17,17,4,1868,6383,6398,2600,1124,829,608,658,397,205,267,204,52,0.105,232,584,1563,2561,1228,462,30,48,80,53,0,21,0,0,4,0,0,0,3,1.36547,0,1868,825,15
826,17,17,4,1638,4706,4715,2302,487,1166,654,564,281,139,222,102,95,0.106,990,473,908,2218,756,360,260,128,243,257,0,102,0,0,4,0,0,0,3,1.52412,0,1638,826,9
827,17,17,4,1290,3957,3970,1851,748,473,389,406,333,162,251,133,68,0.147,3156,312,708,1686,838,426,133,235,552,2193,0,43,0,0,3,0,0,0,3,1.9106,0,1290,827,13
828,17,17,4,2158,7029,7196,3060,1074,1201,763,742,435,218,441,229,198,0.107,1177,766,1568,3062,1250,550,177,170,406,330,0,94,0,0,4,0,0,0,3,1.30512,0,2158,828,167
829,17,17,4,1005,3286,3309,1559,893,54,285,379,218,123,195,159,24,0.142,1458,300,671,1293,705,340,16,87,143,1192,1,19,0,0,2,0,0,0,3,1.54992,0,1005,829,23
830,17,17,4,1836,6826,6830,2734,1166,765,562,663,437,174,290,188,98,0.117,532,708,1546,2763,1237,576,92,49,315,56,0,20,0,0,4,0,0,0,3,1.38734,0,1836,830,4
831,17,17,4,1204,3660,3816,1968,650,557,437,408,251,108,157,88,65,0.108,584,414,800,1567,747,288,29,25,435,52,0,43,0,0,4,0,0,0,3,1.48954,0,1204,831,156
832,17,17,4,1729,5281,5285,2168,1333,463,667,494,381,187,302,222,74,0.211,618,321,1087,1726,1289,862,46,79,367,114,0,12,0,0,4,0,0,0,3,1.29363,0,1729,832,4
